,by,what,method,did,maududi,want,to,change,the,hearts,and,minds,of,individuals,?
although,0.2373359203338623,0.24844598770141602,0.15215390920639038,0.29252153635025024,0.21558013558387756,0.2952154576778412,0.4176313281059265,0.27601224184036255,0.3265823423862457,0.17885653674602509,0.334905743598938,0.2577921748161316,0.3024747669696808,0.2856597602367401,0.15541206300258636
maududi,0.23668648302555084,0.19404585659503937,0.12993668019771576,0.2033180296421051,1.0000001192092896,0.16663716733455658,0.26131707429885864,0.16482745110988617,0.30155912041664124,0.2140093892812729,0.38321298360824585,0.29203975200653076,0.32255080342292786,0.22730746865272522,0.2149532437324524
talked,0.266122967004776,0.34291014075279236,0.08591973036527634,0.4047143757343292,0.2274012714624405,0.3315357565879822,0.2075352966785431,0.21370607614517212,0.21488402783870697,0.16335631906986237,0.29189780354499817,0.2955784499645233,0.20591145753860474,0.20808903872966766,0.23599648475646973
about,0.30091190338134766,0.47976887226104736,0.20434175431728363,0.28723078966140747,0.21510560810565948,0.3126143515110016,0.391953706741333,0.24270617961883545,0.37995871901512146,0.14635218679904938,0.3875081241130829,0.24766995012760162,0.40939709544181824,0.26687753200531006,0.302409827709198
islamic,0.1815912425518036,0.2204568088054657,0.15454523265361786,0.17371372878551483,0.3724023997783661,0.16601507365703583,0.1969100832939148,0.1871873289346695,0.27231070399284363,0.14995847642421722,0.2192772477865219,0.16850285232067108,0.25656506419181824,0.26016750931739807,0.1692383587360382
revolution,0.2466987818479538,0.1946869045495987,0.14858046174049377,0.21807503700256348,0.23614473640918732,0.22030554711818695,0.18777814507484436,0.2784181833267212,0.276140034198761,0.1673155426979065,0.21575188636779785,0.23897457122802734,0.27144062519073486,0.14247570931911469,0.1727980077266693
",",0.3680937886238098,0.3087472915649414,0.22978182137012482,0.3015086054801941,0.3992340862751007,0.30747702717781067,0.44245919585227966,0.2752361297607422,0.4933079481124878,0.202511727809906,0.6633074283599854,0.28222042322158813,0.4946078956127167,0.18873384594917297,0.31091248989105225
by,1.0000001192092896,0.2455483376979828,0.2714079022407532,0.18574509024620056,0.23668648302555084,0.19396325945854187,0.33534231781959534,0.2329561412334442,0.4408751428127289,0.11913792788982391,0.4289871156215668,0.2160346955060959,0.3646814823150635,0.25637397170066833,0.17966607213020325
``,-0.030704375356435776,0.008517155423760414,0.04582330584526062,-0.029888948425650597,0.08192621916532516,0.027326209470629692,0.06720756739377975,0.04202215000987053,0.029072100296616554,-0.05218500271439552,0.036644238978624344,-0.13638871908187866,0.06780257821083069,0.15638487040996552,0.0685480609536171
revolution,0.2466987818479538,0.1946869045495987,0.14858046174049377,0.21807503700256348,0.23614473640918732,0.22030554711818695,0.18777814507484436,0.2784181833267212,0.276140034198761,0.1673155426979065,0.21575188636779785,0.23897457122802734,0.27144062519073486,0.14247570931911469,0.1727980077266693
'',-0.010275691747665405,0.08143015950918198,0.07508864998817444,0.01978493109345436,0.04544191062450409,0.04822646081447601,-0.009905828163027763,0.0034500521142035723,0.041273195296525955,-0.015150412917137146,0.021612688899040222,0.04204077646136284,0.13035868108272552,-0.021264130249619484,0.018684765323996544
he,0.2485479861497879,0.3114890456199646,0.12526355683803558,0.3292143940925598,0.3990713953971863,0.2257036566734314,0.385390967130661,0.1899893432855606,0.4571082592010498,0.21755725145339966,0.45427167415618896,0.2125519961118698,0.38706058263778687,0.1898498833179474,0.2089974731206894
meant,0.25393667817115784,0.40698376297950745,0.2518984377384186,0.46665212512016296,0.14191150665283203,0.4082713723182678,0.38652777671813965,0.29412412643432617,0.34852901101112366,0.11593681573867798,0.3015248775482178,0.27131959795951843,0.2713906168937683,0.2516515552997589,0.28817421197891235
not,0.291808545589447,0.5449194312095642,0.2600453197956085,0.6481515765190125,0.2161082923412323,0.5879988670349121,0.5149973034858704,0.44423985481262207,0.4310511648654938,0.1701870858669281,0.39099299907684326,0.3314876854419708,0.3307090103626251,0.3401985764503479,0.41942933201789856
the,0.4408751428127289,0.42745697498321533,0.21624743938446045,0.34736719727516174,0.30155912041664124,0.3003826439380646,0.535392165184021,0.3641999065876007,1.0,0.28046727180480957,0.5171257257461548,0.24481073021888733,0.733189046382904,0.3022412955760956,0.22068053483963013
violence,0.21456557512283325,0.24788525700569153,0.11569109559059143,0.22152221202850342,0.28758829832077026,0.24896733462810516,0.20034150779247284,0.24499934911727905,0.25465771555900574,0.17023290693759918,0.2652360200881958,0.30567896366119385,0.21331627666950226,0.22817757725715637,0.20634515583515167
or,0.30274316668510437,0.33867141604423523,0.27240902185440063,0.28211739659309387,0.2285769134759903,0.36470943689346313,0.38921234011650085,0.3169957101345062,0.4174870550632477,0.18643513321876526,0.4713204801082611,0.1941015124320984,0.3792596757411957,0.4400286376476288,0.32389625906944275
populist,0.1785251945257187,0.1619206964969635,0.12403237819671631,0.13641050457954407,0.27365919947624207,0.22514250874519348,0.1508992463350296,0.2606375217437744,0.22267761826515198,0.11149974912405014,0.21400557458400726,0.16078467667102814,0.1922605186700821,0.27597883343696594,0.1808861792087555
policies,0.12518560886383057,0.37312451004981995,0.19993792474269867,0.28301122784614563,0.22225093841552734,0.3498048782348633,0.31011244654655457,0.28004544973373413,0.22566401958465576,0.09196018427610397,0.2788451910018921,0.3112391233444214,0.210641011595726,0.2911021411418915,0.2969106435775757
