,in,what,year,was,the,university,'s,5th,president,granted,his,position,?
in,1.0,0.30808621644973755,0.3359307050704956,0.45514053106307983,0.6662389636039734,0.3201795518398285,-0.037580832839012146,0.15450431406497955,0.18811661005020142,0.21880222856998444,0.3598145842552185,0.20453733205795288,0.20430970191955566
1929,0.014748486690223217,0.08577944338321686,-0.07740998268127441,-0.01348209846764803,0.0825032889842987,-0.1356816291809082,0.04986961930990219,-0.011647455394268036,-0.07283912599086761,-0.020251773297786713,-0.018549473956227303,0.033767953515052795,0.043298207223415375
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.45456063747406006,0.4933079481124878,0.3017033040523529,-0.0016132977325469255,0.1645807921886444,0.26552814245224,0.2980138957500458,0.3378419280052185,0.1771278828382492,0.31091248989105225
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.48711544275283813,1.0,0.263973206281662,-0.01540423184633255,0.25751444697380066,0.24330610036849976,0.27588096261024475,0.4394008219242096,0.3183514177799225,0.22068053483963013
university,0.3201795518398285,0.20256435871124268,0.15213046967983246,0.290752112865448,0.263973206281662,1.0,-0.007441582623869181,0.18022799491882324,0.2515452206134796,0.1364222913980484,0.22286750376224518,0.18426471948623657,0.11887256056070328
's,-0.037580832839012146,0.02692362666130066,-0.04087831452488899,0.008974763564765453,-0.01540423184633255,-0.007441582623869181,0.9999999403953552,0.13002809882164001,-0.08566092699766159,-0.13352671265602112,0.047556519508361816,-0.02956485003232956,-0.023395681753754616
fifth,0.29252293705940247,0.15292538702487946,0.24606621265411377,0.3496854901313782,0.39293691515922546,0.19374993443489075,0.1189347356557846,0.5776609778404236,0.21209585666656494,0.11788272857666016,0.21533197164535522,0.19040034711360931,0.13128890097141266
president,0.18811661005020142,0.1870913952589035,0.25048401951789856,0.2505730390548706,0.24330610036849976,0.2515452206134796,-0.08566092699766159,0.051134947687387466,1.0000001192092896,0.23192614316940308,0.25683027505874634,0.19582977890968323,0.14148259162902832
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.45456063747406006,0.4933079481124878,0.3017033040523529,-0.0016132977325469255,0.1645807921886444,0.26552814245224,0.2980138957500458,0.3378419280052185,0.1771278828382492,0.31091248989105225
robert,0.22155319154262543,0.1948658525943756,0.15533308684825897,0.24186499416828156,0.2257954627275467,0.2057558000087738,0.028171386569738388,0.1911640465259552,0.18325552344322205,0.1692909598350525,0.24389983713626862,0.12465880811214447,0.11293095350265503
maynard,0.21806448698043823,0.17569376528263092,0.1462019383907318,0.27229568362236023,0.16149097681045532,0.24787504971027374,0.010713145136833191,0.18340666592121124,0.20692645013332367,0.16961337625980377,0.27510905265808105,0.11787265539169312,0.21317079663276672
