,what,unit,is,measured,to,determine,circuit,complexity,?
other,0.341873437166214,0.15970627963542938,0.25895947217941284,0.2449946403503418,0.4193183183670044,0.2851087152957916,0.17272192239761353,0.25132685899734497,0.24682199954986572
complexity,0.33747240900993347,0.22425732016563416,0.2541271150112152,0.3115607500076294,0.28336837887763977,0.3504055142402649,0.24284988641738892,1.0,0.23062916100025177
measures,0.24211709201335907,0.313370019197464,0.26016920804977417,0.7302725315093994,0.26513156294822693,0.4479084610939026,0.17943857610225677,0.25154271721839905,0.18777857720851898
are,0.29724663496017456,0.12694822251796722,0.5330929756164551,0.24699005484580994,0.3504326641559601,0.3171437084674835,0.16848477721214294,0.27680158615112305,0.24591213464736938
also,0.42747777700424194,0.17864850163459778,0.5012649297714233,0.21403662860393524,0.5348826050758362,0.31762921810150146,0.19221889972686768,0.21224577724933624,0.21848613023757935
used,0.27546408772468567,0.275480717420578,0.3288823366165161,0.3536057472229004,0.40058770775794983,0.31329089403152466,0.13400369882583618,0.2618294954299927,0.22430120408535004
",",0.3087472915649414,0.22452907264232635,0.4691906273365021,0.21980631351470947,0.44245919585227966,0.2144405096769333,0.20939292013645172,0.27822354435920715,0.31091248989105225
such,0.23989605903625488,0.1497892439365387,0.23545363545417786,0.29173019528388977,0.2871878743171692,0.25784018635749817,0.16091784834861755,0.33842724561691284,0.17851735651493073
as,0.31749409437179565,0.2282111644744873,0.43216490745544434,0.24794849753379822,0.42092081904411316,0.3198702335357666,0.15791361033916473,0.22960948944091797,0.27043893933296204
the,0.42745697498321533,0.24230392277240753,0.5823672413825989,0.279002845287323,0.535392165184021,0.40889066457748413,0.25798067450523376,0.21171598136425018,0.22068053483963013
amount,0.2602839767932892,0.2876347601413727,0.3016021251678467,0.4279309809207916,0.309798926115036,0.3522385060787201,0.19907180964946747,0.35564368963241577,0.17984020709991455
of,0.33290785551071167,0.26649972796440125,0.4854315221309662,0.26447921991348267,0.41548454761505127,0.3512130081653595,0.244392991065979,0.23338180780410767,0.1826142966747284
communication,0.283955842256546,0.22793041169643402,0.23138649761676788,0.23800688982009888,0.2763688564300537,0.2307737171649933,0.17408417165279388,0.3802680969238281,0.1517418920993805
(,0.2411840260028839,0.1777588576078415,0.35393038392066956,0.19702157378196716,0.30882009863853455,0.21235394477844238,0.16798833012580872,0.19830146431922913,0.40561532974243164
used,0.27546408772468567,0.275480717420578,0.3288823366165161,0.3536057472229004,0.40058770775794983,0.31329089403152466,0.13400369882583618,0.2618294954299927,0.22430120408535004
in,0.30808621644973755,0.21935637295246124,0.5394441485404968,0.23880761861801147,0.45010748505592346,0.28156906366348267,0.2132638841867447,0.20012179017066956,0.20430970191955566
communication,0.283955842256546,0.22793041169643402,0.23138649761676788,0.23800688982009888,0.2763688564300537,0.2307737171649933,0.17408417165279388,0.3802680969238281,0.1517418920993805
complexity,0.33747240900993347,0.22425732016563416,0.2541271150112152,0.3115607500076294,0.28336837887763977,0.3504055142402649,0.24284988641738892,1.0,0.23062916100025177
),0.26259949803352356,0.2031766027212143,0.37732169032096863,0.18266436457633972,0.31236231327056885,0.19434958696365356,0.16034580767154694,0.21122688055038452,0.42300865054130554
