,how,many,names,of,ghengis,khan,'s,daughters,are,known,?
the,0.33890387415885925,0.4335206151008606,0.27965226769447327,0.733189046382904,0.314823180437088,0.21067845821380615,-0.01540423184633255,0.14048056304454803,0.40399202704429626,0.3624623417854309,0.22068053483963013
names,0.15838667750358582,0.2901678681373596,1.0000001192092896,0.2515542805194855,0.1967473030090332,0.09517516940832138,0.06940026581287384,0.2074953317642212,0.3224400281906128,0.2774447500705719,0.16607333719730377
of,0.2480744868516922,0.37253960967063904,0.2515542805194855,1.0,0.26246437430381775,0.17124508321285248,-0.03817026689648628,0.18476681411266327,0.39081433415412903,0.35814476013183594,0.1826142966747284
at,0.2154216170310974,0.2716965675354004,0.0769338607788086,0.42558613419532776,0.2734106481075287,0.15931449830532074,-0.08481216430664062,0.20826828479766846,0.2074895054101944,0.19818158447742462,0.21978627145290375
least,0.2839330732822418,0.36189308762550354,0.1363477259874344,0.32696738839149475,0.24671733379364014,0.13164706528186798,0.05887432023882866,0.16087527573108673,0.3839871287345886,0.15527772903442383,0.28866854310035706
six,0.20644865930080414,0.37673795223236084,0.20906716585159302,0.3317931592464447,0.209904283285141,0.16073958575725555,0.06576314568519592,0.294582724571228,0.32657361030578613,0.19064544141292572,0.15298804640769958
daughters,0.14200976490974426,0.1981656700372696,0.2074953317642212,0.18476681411266327,0.2402145117521286,0.2004334181547165,-0.03344692662358284,0.9999999403953552,0.19519324600696564,0.16425949335098267,0.13857798278331757
are,0.311818927526474,0.5655534863471985,0.3224400281906128,0.39081433415412903,0.2077179104089737,0.10875514894723892,-0.008927806280553341,0.19519324600696564,1.0,0.26720109581947327,0.24591213464736938
known,0.16194356977939606,0.30594465136528015,0.2774447500705719,0.35814476013183594,0.2306947261095047,0.13148783147335052,0.008368984796106815,0.16425949335098267,0.26720109581947327,1.0,0.18314571678638458
",",0.22659391164779663,0.40610817074775696,0.2669545114040375,0.4946078956127167,0.3502814471721649,0.19700400531291962,-0.0016132977325469255,0.2853327691555023,0.4062570035457611,0.3604377806186676,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.22828514873981476,0.5116966962814331,0.29734885692596436,0.22885166108608246,0.06895173341035843,0.2546456456184387,0.48576638102531433,0.3468935489654541,0.20544172823429108
while,0.2918691337108612,0.3748262822628021,0.18254004418849945,0.3366928696632385,0.13937346637248993,0.16199307143688202,0.0011869525769725442,0.165761798620224,0.34230953454971313,0.1925407499074936,0.21076419949531555
they,0.43247655034065247,0.5400822758674622,0.23890666663646698,0.3426007330417633,0.253074049949646,0.1357993632555008,0.03738465905189514,0.3388051688671112,0.610666811466217,0.2326948493719101,0.2753053903579712
played,0.11035697907209396,0.18853145837783813,0.16581310331821442,0.21120788156986237,0.2062007337808609,0.12821142375469208,0.03920676186680794,0.22401180863380432,0.19170773029327393,0.2881343364715576,0.14096300303936005
significant,0.23918341100215912,0.33634334802627563,0.17003440856933594,0.318554162979126,0.22994644939899445,0.15537583827972412,-0.022819485515356064,0.05388838052749634,0.26126909255981445,0.2540033459663391,0.18679562211036682
roles,0.1703631430864334,0.25762346386909485,0.1952390819787979,0.19068127870559692,0.11019127815961838,0.22082674503326416,0.05153476819396019,0.18986326456069946,0.1888345181941986,0.4499245882034302,0.1763966977596283
behind,0.17897658050060272,0.22907957434654236,0.09907687455415726,0.2801654636859894,0.20291580259799957,0.10266594588756561,0.06894329190254211,0.1213744729757309,0.21171845495700836,0.17502346634864807,0.19274599850177765
the,0.33890387415885925,0.4335206151008606,0.27965226769447327,0.733189046382904,0.314823180437088,0.21067845821380615,-0.01540423184633255,0.14048056304454803,0.40399202704429626,0.3624623417854309,0.22068053483963013
scenes,0.2049044370651245,0.3001892566680908,0.18722578883171082,0.22366395592689514,0.13795827329158783,0.11384128779172897,-0.002235976979136467,0.19152966141700745,0.25700923800468445,0.1443776786327362,0.1263595074415207
during,0.26830652356147766,0.3661181330680847,0.134494811296463,0.3869180977344513,0.22076284885406494,0.14773862063884735,0.011294117197394371,0.18015609681606293,0.2297976016998291,0.27972859144210815,0.1325719803571701
his,0.24614305794239044,0.3188176155090332,0.15153269469738007,0.38364991545677185,0.2135518342256546,0.26570460200309753,0.047556519508361816,0.3113259971141815,0.1785505712032318,0.29665085673332214,0.18075084686279297
lifetime,0.25771692395210266,0.3015434741973877,0.1823330968618393,0.21739114820957184,0.13651500642299652,0.18121354281902313,-0.0028772233054041862,0.2061179131269455,0.15087813138961792,0.27257344126701355,0.15465202927589417
",",0.22659391164779663,0.40610817074775696,0.2669545114040375,0.4946078956127167,0.3502814471721649,0.19700400531291962,-0.0016132977325469255,0.2853327691555023,0.4062570035457611,0.3604377806186676,0.31091248989105225
no,0.2603875398635864,0.27654168009757996,0.24194291234016418,0.24809792637825012,0.16249717772006989,0.10303468257188797,0.04497740417718887,0.11213584989309311,0.2432553917169571,0.13360221683979034,0.32165053486824036
documents,0.21864823997020721,0.29230064153671265,0.22405624389648438,0.2674802839756012,0.22005076706409454,0.14080758392810822,0.014123615808784962,0.13559198379516602,0.2325727492570877,0.1111682802438736,0.19020383059978485
have,0.4370637536048889,0.5841760635375977,0.24891364574432373,0.3802283704280853,0.2208171784877777,0.15938645601272583,-0.02807004563510418,0.21836377680301666,0.6577680706977844,0.1978331357240677,0.32991164922714233
survived,0.12591753900051117,0.2201555073261261,0.10882807523012161,0.25661876797676086,0.2083505243062973,0.1605130136013031,-0.025814799591898918,0.31691837310791016,0.21587379276752472,0.22969767451286316,0.16461066901683807
that,0.557814359664917,0.5391656160354614,0.26874953508377075,0.41498205065727234,0.27098721265792847,0.14077997207641602,0.04397977516055107,0.1645122617483139,0.45265161991119385,0.20813259482383728,0.32716336846351624
definitively,0.27393999695777893,0.2592090666294098,0.20739667117595673,0.2706347405910492,0.25941094756126404,0.1448490172624588,-0.038277436047792435,0.0861714780330658,0.3035544157028198,0.2760797142982483,0.27648991346359253
provide,0.3199661672115326,0.2869836390018463,0.15269751846790314,0.27198103070259094,0.18688350915908813,0.15340358018875122,-0.017295444384217262,0.12239773571491241,0.3588597774505615,0.14439085125923157,0.22704634070396423
the,0.33890387415885925,0.4335206151008606,0.27965226769447327,0.733189046382904,0.314823180437088,0.21067845821380615,-0.01540423184633255,0.14048056304454803,0.40399202704429626,0.3624623417854309,0.22068053483963013
number,0.2725796401500702,0.41408368945121765,0.2513752579689026,0.2778518795967102,0.2092687487602234,0.13166865706443787,0.033178191632032394,0.1183546930551529,0.3537501394748688,0.15307225286960602,0.19256845116615295
or,0.3378981947898865,0.36905089020729065,0.23787297308444977,0.3792596757411957,0.2572455406188965,0.20532798767089844,0.06871571391820908,0.08780934661626816,0.5374364256858826,0.2710355222225189,0.32389625906944275
names,0.15838667750358582,0.2901678681373596,1.0000001192092896,0.2515542805194855,0.1967473030090332,0.09517516940832138,0.06940026581287384,0.2074953317642212,0.3224400281906128,0.2774447500705719,0.16607333719730377
of,0.2480744868516922,0.37253960967063904,0.2515542805194855,1.0,0.26246437430381775,0.17124508321285248,-0.03817026689648628,0.18476681411266327,0.39081433415412903,0.35814476013183594,0.1826142966747284
daughters,0.14200976490974426,0.1981656700372696,0.2074953317642212,0.18476681411266327,0.2402145117521286,0.2004334181547165,-0.03344692662358284,0.9999999403953552,0.19519324600696564,0.16425949335098267,0.13857798278331757
born,0.09305194020271301,0.15339939296245575,0.11155722290277481,0.19769194722175598,0.28781750798225403,0.1951366811990738,-0.052235644310712814,0.3314172923564911,0.06945689767599106,0.3922918140888214,0.19166848063468933
to,0.44169697165489197,0.40243685245513916,0.24237842857837677,0.41548454761505127,0.2461768388748169,0.18221943080425262,0.03782717138528824,0.17394913733005524,0.3504326641559601,0.14337651431560516,0.29463258385658264
the,0.33890387415885925,0.4335206151008606,0.27965226769447327,0.733189046382904,0.314823180437088,0.21067845821380615,-0.01540423184633255,0.14048056304454803,0.40399202704429626,0.3624623417854309,0.22068053483963013
consorts,0.08375634253025055,0.208524689078331,0.2835536301136017,0.32450971007347107,0.2765040397644043,0.1937752068042755,0.06468271464109421,0.39246422052383423,0.2429915964603424,0.18775545060634613,0.15138129889965057
of,0.2480744868516922,0.37253960967063904,0.2515542805194855,1.0,0.26246437430381775,0.17124508321285248,-0.03817026689648628,0.18476681411266327,0.39081433415412903,0.35814476013183594,0.1826142966747284
genghis,0.15753298997879028,0.2155562937259674,0.15202727913856506,0.2938849925994873,0.5284852981567383,0.5896923542022705,0.031423866748809814,0.24146205186843872,0.10714367032051086,0.21256069839000702,0.18813461065292358
khan,0.11783289164304733,0.15215526521205902,0.09517516940832138,0.17124508321285248,0.34604716300964355,1.0,0.05307086929678917,0.2004334181547165,0.10875514894723892,0.13148783147335052,0.12862591445446014
.,0.3287222981452942,0.3974229395389557,0.18628843128681183,0.5352458953857422,0.2829025685787201,0.19819748401641846,-0.003708066651597619,0.20027227699756622,0.3452940285205841,0.283290296792984,0.4130953550338745
