,what,did,electromagnetic,theory,finally,lead,to,?
this,0.5489566326141357,0.3609912693500519,0.3010253310203552,0.2884212136268616,0.3798079490661621,0.22887954115867615,0.5759071707725525,0.3155723512172699
final,0.20972409844398499,0.24226084351539612,0.06132052093744278,0.10751021653413773,0.4483458995819092,0.17907705903053284,0.26099109649658203,0.17315025627613068
modification,0.23004505038261414,0.19316917657852173,0.23054800927639008,0.2880471348762512,0.1642960160970688,0.1584475338459015,0.25941339135169983,0.27161240577697754
to,0.455847829580307,0.4452643394470215,0.23683054745197296,0.21947365999221802,0.4384642541408539,0.23490607738494873,1.0,0.29463258385658264
electromagnetic,0.263467937707901,0.16743811964988708,0.9999999403953552,0.4076195955276489,0.07540852576494217,0.14689894020557404,0.23683054745197296,0.16735313832759857
theory,0.297923743724823,0.20347590744495392,0.4076195955276489,0.9999999403953552,0.1399119794368744,0.17614522576332092,0.21947365999221802,0.1387292891740799
ultimately,0.3084288239479065,0.30089887976646423,0.16878041625022888,0.14666666090488434,0.3889719843864441,0.18377409875392914,0.3470746874809265,0.18806859850883484
led,0.12112844735383987,0.3213953971862793,0.22081585228443146,0.21706759929656982,0.2947585880756378,0.3712044358253479,0.21815308928489685,0.09273858368396759
to,0.455847829580307,0.4452643394470215,0.23683054745197296,0.21947365999221802,0.4384642541408539,0.23490607738494873,1.0,0.29463258385658264
quantum,0.3095471262931824,0.1904352307319641,0.5581525564193726,0.5336992144584656,0.16485801339149475,0.13673466444015503,0.2208167314529419,0.20770002901554108
electrodynamics,0.27658751606941223,0.1793004423379898,0.721153736114502,0.5227209329605103,0.161110520362854,0.19907468557357788,0.24885819852352142,0.2337964028120041
(,0.2411840260028839,0.18979617953300476,0.20281101763248444,0.15548324584960938,0.18489311635494232,0.19488981366157532,0.30882009863853455,0.40561532974243164
or,0.33867141604423523,0.28211739659309387,0.2656271159648895,0.21121910214424133,0.17790210247039795,0.16931064426898956,0.38921234011650085,0.32389625906944275
qed,0.3207542896270752,0.3501185476779938,0.4587571322917938,0.29766616225242615,0.19957281649112701,0.15360669791698456,0.17181536555290222,0.2933664619922638
),0.26259949803352356,0.18584993481636047,0.15718808770179749,0.1646711826324463,0.1887175291776657,0.18732444941997528,0.31236231327056885,0.42300865054130554
",",0.3087472915649414,0.3015086054801941,0.2182805985212326,0.18095813691616058,0.32560861110687256,0.2561914026737213,0.44245919585227966,0.31091248989105225
which,0.5261979103088379,0.2750149369239807,0.30009162425994873,0.3127335011959076,0.4145887494087219,0.2136504352092743,0.5345056653022766,0.25814583897590637
fully,0.3561125099658966,0.23985297977924347,0.2108812779188156,0.21549111604690552,0.3427741229534149,0.06519109755754471,0.30777493119239807,0.2089291661977768
describes,0.28796884417533875,0.20462128520011902,0.24580822885036469,0.3649512827396393,0.13707447052001953,0.16371768712997437,0.23831379413604736,0.13134142756462097
all,0.41981086134910583,0.33943864703178406,0.22831204533576965,0.21550370752811432,0.3526243567466736,0.23713508248329163,0.42520734667778015,0.29575422406196594
electromagnetic,0.263467937707901,0.16743811964988708,0.9999999403953552,0.4076195955276489,0.07540852576494217,0.14689894020557404,0.23683054745197296,0.16735313832759857
phenomena,0.29837703704833984,0.17672748863697052,0.46690481901168823,0.42064031958580017,0.08351696282625198,0.17918749153614044,0.2164914757013321,0.21085940301418304
as,0.31749409437179565,0.3596470057964325,0.23101453483104706,0.18675357103347778,0.28214770555496216,0.2644319534301758,0.42092081904411316,0.27043893933296204
being,0.3760843276977539,0.27905046939849854,0.18197400867938995,0.1617022603750229,0.3490813076496124,0.24121561646461487,0.4514104127883911,0.26743772625923157
mediated,0.21499434113502502,0.21890199184417725,0.24076354503631592,0.18771669268608093,0.22223255038261414,0.21792949736118317,0.2699947953224182,0.14700691401958466
by,0.2455483376979828,0.18574509024620056,0.21074429154396057,0.17579947412014008,0.3416956067085266,0.23356960713863373,0.33534231781959534,0.17966607213020325
wave–particles,0.3240538537502289,0.19345125555992126,0.6745455861091614,0.4096883237361908,0.16328130662441254,0.12347036600112915,0.2773614227771759,0.29774874448776245
known,0.20381177961826324,0.25943970680236816,0.14485780894756317,0.17634540796279907,0.12136652320623398,0.18596895039081573,0.14337651431560516,0.18314571678638458
as,0.31749409437179565,0.3596470057964325,0.23101453483104706,0.18675357103347778,0.28214770555496216,0.2644319534301758,0.42092081904411316,0.27043893933296204
photons,0.2717868685722351,0.2076796442270279,0.6692999601364136,0.3287701904773712,0.15953530371189117,0.13963396847248077,0.22857381403446198,0.15445546805858612
.,0.3567904531955719,0.35288307070732117,0.2283685803413391,0.18047811090946198,0.31775936484336853,0.2305188626050949,0.4645031690597534,0.4130953550338745
