,for,how,many,years,was,evidence,shown,that,humans,shaped,the,the,amazon,?
the,0.4739971458911896,0.33890387415885925,0.4335206151008606,0.2912273406982422,0.48711544275283813,0.25031140446662903,0.3387985825538635,0.5473989248275757,0.29565489292144775,0.2863692045211792,1.0,1.0,0.260541707277298,0.22068053483963013
bbc,0.21995361149311066,0.1965121626853943,0.1944630742073059,0.17876961827278137,0.19087861478328705,0.16136927902698517,0.27733859419822693,0.22032664716243744,0.1426931619644165,0.1156061440706253,0.2735401690006256,0.2735401690006256,0.2269744724035263,0.20556949079036713
's,-0.07241261005401611,-0.026164190843701363,0.01698932610452175,0.05563735216856003,0.008974763564765453,0.06192260608077049,-0.028585107997059822,0.04397977516055107,0.0546761229634285,0.09079500287771225,-0.01540423184633255,-0.01540423184633255,0.062328040599823,-0.023395681753754616
unnatural,0.2600120007991791,0.27700620889663696,0.3255077302455902,0.11782758682966232,0.12793827056884766,0.2560386657714844,0.25987690687179565,0.3765268325805664,0.39552098512649536,0.1750614047050476,0.23628538846969604,0.23628538846969604,0.09678008407354355,0.19113509356975555
histories,0.22384047508239746,0.30966630578041077,0.3567090928554535,0.224706768989563,0.2079448103904724,0.27511560916900635,0.15664370357990265,0.29633772373199463,0.16783194243907928,0.10867391526699066,0.3027343153953552,0.3027343153953552,0.16938833892345428,0.27780789136886597
presented,0.3429855704307556,0.24352394044399261,0.23533928394317627,0.20486631989479065,0.2883085608482361,0.25082919001579285,0.472531259059906,0.30667775869369507,0.1542913019657135,0.1876497119665146,0.3251480758190155,0.3251480758190155,0.13000153005123138,0.17025142908096313
evidence,0.2610411047935486,0.283417671918869,0.23313815891742706,0.2598377764225006,0.19407325983047485,1.0,0.31631892919540405,0.4093261957168579,0.3430101275444031,0.1718946248292923,0.25031140446662903,0.25031140446662903,0.13041843473911285,0.24151235818862915
that,0.4137635827064514,0.557814359664917,0.5391656160354614,0.27599525451660156,0.33670201897621155,0.4093261957168579,0.3633551597595215,1.0,0.3810921907424927,0.28171396255493164,0.5473989248275757,0.5473989248275757,0.2228476107120514,0.32716336846351624
the,0.4739971458911896,0.33890387415885925,0.4335206151008606,0.2912273406982422,0.48711544275283813,0.25031140446662903,0.3387985825538635,0.5473989248275757,0.29565489292144775,0.2863692045211792,1.0,1.0,0.260541707277298,0.22068053483963013
amazon,0.165912926197052,0.16216763854026794,0.22591036558151245,0.035328641533851624,0.14616160094738007,0.13041843473911285,0.12600210309028625,0.2228476107120514,0.2082948386669159,0.11252282559871674,0.260541707277298,0.260541707277298,1.0000001192092896,0.18144656717777252
rainforest,0.18492411077022552,0.15943723917007446,0.30444011092185974,0.1693250834941864,0.13883572816848755,0.20854552090168,0.15221935510635376,0.22076080739498138,0.3531814217567444,0.1138470470905304,0.2571161389350891,0.2571161389350891,0.48046615719795227,0.1917492002248764
",",0.4464869201183319,0.22659391164779663,0.40610817074775696,0.2589467465877533,0.45456063747406006,0.2751304507255554,0.25911012291908264,0.4137537479400635,0.2653752565383911,0.18780866265296936,0.4933079481124878,0.4933079481124878,0.2214922308921814,0.31091248989105225
rather,0.3629494905471802,0.3621583580970764,0.3103570342063904,0.213553324341774,0.23478160798549652,0.29219523072242737,0.22919082641601562,0.4945213496685028,0.3166799247264862,0.31367453932762146,0.31983619928359985,0.31983619928359985,0.2098468542098999,0.3053998053073883
than,0.30793827772140503,0.29763275384902954,0.39069414138793945,0.2976750135421753,0.1872616857290268,0.26503750681877136,0.26416149735450745,0.4891277849674225,0.28200674057006836,0.23355358839035034,0.3227543234825134,0.3227543234825134,0.24920178949832916,0.24917294085025787
being,0.41687241196632385,0.33768191933631897,0.36609646677970886,0.24854940176010132,0.5201660394668579,0.2434111386537552,0.2553599774837494,0.46201252937316895,0.3076512813568115,0.1766766607761383,0.419739305973053,0.419739305973053,0.16138997673988342,0.26743772625923157
a,0.44038116931915283,0.29312583804130554,0.2872205972671509,0.23773819208145142,0.4508470594882965,0.25465038418769836,0.2581788897514343,0.47537946701049805,0.22366313636302948,0.3383263349533081,0.5829201340675354,0.5829201340675354,0.1865728348493576,0.23916715383529663
pristine,0.1677510142326355,0.09119623154401779,0.20956632494926453,0.21464236080646515,0.2813674807548523,0.069090835750103,0.09231487661600113,0.19714483618736267,0.1713183969259262,0.18139837682247162,0.2377607822418213,0.2377607822418213,0.12285013496875763,0.13799163699150085
wilderness,0.22179168462753296,0.17252984642982483,0.19996632635593414,0.18583974242210388,0.15084365010261536,0.1329987645149231,0.10470215231180191,0.22422441840171814,0.2708350121974945,0.07014032453298569,0.26517605781555176,0.26517605781555176,0.2101430594921112,0.1363435983657837
",",0.4464869201183319,0.22659391164779663,0.40610817074775696,0.2589467465877533,0.45456063747406006,0.2751304507255554,0.25911012291908264,0.4137537479400635,0.2653752565383911,0.18780866265296936,0.4933079481124878,0.4933079481124878,0.2214922308921814,0.31091248989105225
has,0.450642853975296,0.26820555329322815,0.4266262650489807,0.25622743368148804,0.40313825011253357,0.24226154386997223,0.2676315903663635,0.41272613406181335,0.26082155108451843,0.2347840517759323,0.4177538752555847,0.4177538752555847,0.1779293268918991,0.15994466841220856
been,0.39068686962127686,0.26456597447395325,0.4963826537132263,0.36026424169540405,0.518218457698822,0.3392423391342163,0.2853824198246002,0.4152003228664398,0.25514644384384155,0.17109952867031097,0.3563927710056305,0.3563927710056305,0.13283225893974304,0.24354910850524902
shaped,0.1605185717344284,0.20751987397670746,0.21102690696716309,0.19366669654846191,0.14402443170547485,0.1718946248292923,0.18132367730140686,0.28171396255493164,0.2754136323928833,1.0000001192092896,0.2863692045211792,0.2863692045211792,0.11252282559871674,0.11317497491836548
by,0.3248702883720398,0.34370526671409607,0.3409687578678131,0.19883383810520172,0.4752357602119446,0.1430790275335312,0.2900676429271698,0.37496164441108704,0.2043684720993042,0.1443033665418625,0.4408751428127289,0.4408751428127289,0.16320857405662537,0.17966607213020325
man,0.22439523041248322,0.25158804655075073,0.21835292875766754,0.22204075753688812,0.3030987083911896,0.24630701541900635,0.19544769823551178,0.25507083535194397,0.2752927243709564,0.18151620030403137,0.23171134293079376,0.23171134293079376,0.20862756669521332,0.2528940737247467
for,0.9999999403953552,0.3308170735836029,0.40972793102264404,0.2878222167491913,0.3863949179649353,0.2610411047935486,0.28684258460998535,0.4137635827064514,0.2290920615196228,0.1605185717344284,0.4739971458911896,0.4739971458911896,0.165912926197052,0.264628142118454
at,0.34237727522850037,0.2154216170310974,0.2716965675354004,0.2851444482803345,0.36707764863967896,0.19522343575954437,0.27937185764312744,0.3183255195617676,0.17314650118350983,0.1386900544166565,0.457212895154953,0.457212895154953,0.1615314781665802,0.21978627145290375
least,0.330973356962204,0.2839330732822418,0.36189308762550354,0.3112877905368805,0.20791326463222504,0.26133590936660767,0.24100615084171295,0.42399391531944275,0.29259321093559265,0.16117142140865326,0.3428877890110016,0.3428877890110016,0.1569196581840515,0.28866854310035706
"11,000",-0.001433059573173523,-0.04262470826506615,0.14882546663284302,0.05022722855210304,0.21725265681743622,-0.07430094480514526,-0.04624033346772194,-0.02466828003525734,0.08168242871761322,-0.0073523190803825855,0.050433449447155,0.050433449447155,0.11445819586515427,-0.0801546722650528
years,0.2878222167491913,0.21949264407157898,0.2731519937515259,1.0,0.35855233669281006,0.2598377764225006,0.13141706585884094,0.27599525451660156,0.2551265060901642,0.19366669654846191,0.2912273406982422,0.2912273406982422,0.035328641533851624,0.1914375126361847
through,0.3172857463359833,0.2704794108867645,0.28384116291999817,0.22591422498226166,0.21752823889255524,0.16604860126972198,0.13736280798912048,0.3152649402618408,0.22880056500434875,0.21473591029644012,0.44071322679519653,0.44071322679519653,0.22234702110290527,0.16913433372974396
practices,0.30490195751190186,0.28959527611732483,0.3299838900566101,0.1682307869195938,0.1725890040397644,0.3175407350063324,0.16579025983810425,0.34443169832229614,0.27936527132987976,0.12666358053684235,0.24007414281368256,0.24007414281368256,0.14293862879276276,0.18974241614341736
such,0.36098620295524597,0.307365357875824,0.5649948120117188,0.15549501776695251,0.12487147748470306,0.3082617521286011,0.23475614190101624,0.4479874074459076,0.3107057511806488,0.232546865940094,0.3575236201286316,0.3575236201286316,0.18115593492984772,0.17851735651493073
as,0.44774648547172546,0.33782753348350525,0.4070141911506653,0.234328031539917,0.3677520453929901,0.20767489075660706,0.29049909114837646,0.4735107421875,0.24042272567749023,0.17825640738010406,0.48381632566452026,0.48381632566452026,0.1877562403678894,0.27043893933296204
forest,0.20533806085586548,0.07947511225938797,0.19294719398021698,0.1882089525461197,0.144582599401474,0.12118715047836304,0.07754958420991898,0.17981816828250885,0.29928043484687805,0.09840276092290878,0.24134553968906403,0.24134553968906403,0.26471444964408875,0.1214437186717987
gardening,0.3222469687461853,0.24707545340061188,0.2699785530567169,0.17319467663764954,0.18397773802280426,0.21094053983688354,0.23275907337665558,0.2640515863895416,0.2272612452507019,0.2599565088748932,0.27240025997161865,0.27240025997161865,0.15470221638679504,0.2118820697069168
and,0.5064792633056641,0.33647966384887695,0.5296266674995422,0.300204873085022,0.3740963041782379,0.25004807114601135,0.28805026412010193,0.4731321930885315,0.36259907484054565,0.23687371611595154,0.5171257257461548,0.5171257257461548,0.23464977741241455,0.20544172823429108
terra,0.2019297331571579,0.12611015141010284,0.12202906608581543,0.17029859125614166,0.1951022893190384,0.09647370129823685,0.1583542674779892,0.17496341466903687,0.17876718938350677,0.1587749421596527,0.19379344582557678,0.19379344582557678,0.27570641040802,0.15037380158901215
preta,0.20510448515415192,0.11999278515577316,0.17456619441509247,0.2269219607114792,0.24659067392349243,0.20052918791770935,0.12178642302751541,0.20414891839027405,0.12017767876386642,0.1885070949792862,0.19202633202075958,0.19202633202075958,0.2181381732225418,0.218936488032341
.,0.4726039469242096,0.3287222981452942,0.3974229395389557,0.31919315457344055,0.40146201848983765,0.24887976050376892,0.3143177330493927,0.4460422694683075,0.2638982832431793,0.25674331188201904,0.5934505462646484,0.5934505462646484,0.262887567281723,0.4130953550338745
