,when,did,the,so,called,gentlemen,'s,agreement,between,sadat,and,the,islamists,break,down,?
this,0.4959332048892975,0.3609912693500519,0.6274310946464539,0.5673542022705078,0.41327622532844543,0.2468968778848648,0.02106832154095173,0.2593045234680176,0.29040461778640747,0.23789985477924347,0.42353692650794983,0.6274310946464539,0.3022429645061493,0.34828653931617737,0.2833457589149475,0.3155723512172699
``,0.07174111902713776,-0.029888948425650597,0.029072100296616554,0.11769691109657288,0.00907047651708126,-0.02375900000333786,-0.03416389226913452,0.1097528263926506,0.08136986941099167,0.16582044959068298,0.036644238978624344,0.029072100296616554,0.11650486290454865,0.06081113591790199,0.020423782989382744,0.0685480609536171
gentlemen,0.18835251033306122,0.23800437152385712,0.18846170604228973,0.2679709494113922,0.11767974495887756,1.0,0.039757322520017624,0.19945599138736725,0.14513836801052094,0.17187395691871643,0.27658799290657043,0.18846170604228973,0.19316977262496948,0.1506267488002777,0.14086352288722992,0.18206772208213806
's,-0.03368149697780609,0.05069678649306297,-0.01540423184633255,0.04364320635795593,-0.021773243322968483,0.039757322520017624,0.9999999403953552,0.012729662470519543,0.006096371449530125,-0.013392134569585323,0.06895173341035843,-0.01540423184633255,0.018581682816147804,0.0023355097509920597,-0.0948290154337883,-0.023395681753754616
agreement,0.23616954684257507,0.2812501788139343,0.2490699142217636,0.19110403954982758,0.1742948442697525,0.19945599138736725,0.012729662470519543,1.0,0.3914865255355835,0.23787879943847656,0.22375741600990295,0.2490699142217636,0.2417900115251541,0.2283095419406891,0.17638936638832092,0.15830197930335999
'',-0.07688097655773163,0.01978493109345436,0.041273195296525955,-0.08742263913154602,0.021102847531437874,0.022120989859104156,-0.04859459400177002,0.05314817652106285,0.060806289315223694,0.00660477951169014,0.021612688899040222,0.041273195296525955,-0.03431199491024017,-0.08996915072202682,-0.0427660271525383,0.018684765323996544
between,0.38258615136146545,0.16542956233024597,0.39067012071609497,0.2558175027370453,0.33096179366111755,0.14513836801052094,0.006096371449530125,0.3914865255355835,0.9999999403953552,0.12740693986415863,0.40645647048950195,0.39067012071609497,0.1637163609266281,0.2615116238594055,0.17107777297496796,0.12887074053287506
sadat,0.1892179250717163,0.1932234764099121,0.274522602558136,0.2174542248249054,0.14297468960285187,0.17187395691871643,-0.013392134569585323,0.23787879943847656,0.12740693986415863,0.9999999403953552,0.2117219865322113,0.274522602558136,0.4798591136932373,0.0979602187871933,0.12970168888568878,0.2286619395017624
and,0.4716290831565857,0.34479495882987976,0.5171257257461548,0.4655851125717163,0.3251761794090271,0.27658799290657043,0.06895173341035843,0.22375741600990295,0.40645647048950195,0.2117219865322113,1.0,0.5171257257461548,0.24194714426994324,0.2812328040599823,0.2760816216468811,0.20544172823429108
islamists,0.2116072028875351,0.27991756796836853,0.2982981204986572,0.2822977602481842,0.24794983863830566,0.19316977262496948,0.018581682816147804,0.2417900115251541,0.1637163609266281,0.4798591136932373,0.24194714426994324,0.2982981204986572,1.0000001192092896,0.24523480236530304,0.23661071062088013,0.17165705561637878
broke,0.3239263594150543,0.29830706119537354,0.3315005600452423,0.25731420516967773,0.27526047825813293,0.12635104358196259,0.0024744088295847178,0.22776998579502106,0.28099942207336426,0.16719688475131989,0.28792622685432434,0.3315005600452423,0.2182645946741104,0.5827710032463074,0.31341180205345154,0.11610469967126846
down,0.3649565279483795,0.2029697746038437,0.3325848877429962,0.33407509326934814,0.23273271322250366,0.14086352288722992,-0.0948290154337883,0.17638936638832092,0.17107777297496796,0.12970168888568878,0.2760816216468811,0.3325848877429962,0.23661071062088013,0.33711332082748413,1.0,0.13836295902729034
in,0.4431333839893341,0.2593238651752472,0.6662389636039734,0.31275880336761475,0.40847352147102356,0.21350149810314178,-0.037580832839012146,0.20350398123264313,0.41100412607192993,0.21590189635753632,0.4954058527946472,0.6662389636039734,0.19650150835514069,0.17133235931396484,0.2321847528219223,0.20430970191955566
1975,0.2846478223800659,0.1641349047422409,0.3418796956539154,0.37276357412338257,0.18102417886257172,0.231673464179039,0.036086369305849075,0.09463657438755035,0.2147987186908722,0.12011927366256714,0.3077165186405182,0.3418796956539154,0.06829755008220673,0.16278596222400665,0.2028263956308365,0.19593262672424316
but,0.5599016547203064,0.49033689498901367,0.4859698414802551,0.6615746021270752,0.34633150696754456,0.28460201621055603,0.04136733338236809,0.27814555168151855,0.30451449751853943,0.18356503546237946,0.5762497186660767,0.4859698414802551,0.29694437980651855,0.34081313014030457,0.30975142121315,0.27921953797340393
not,0.4799930453300476,0.6481515765190125,0.4310511648654938,0.6635211706161499,0.324552983045578,0.2103928029537201,0.002583299996331334,0.2792661786079407,0.18732105195522308,0.19879235327243805,0.39099299907684326,0.4310511648654938,0.3051680028438568,0.2972591519355774,0.24106737971305847,0.41942933201789856
