,what,modern,company,has,been,notably,working,on,a,steam,engine,using,modern,materials,?
the,0.42745697498321533,0.3283970355987549,0.26591673493385315,0.4177538752555847,0.3563927710056305,0.33497244119644165,0.25857484340667725,0.5107308030128479,0.5829201340675354,0.23105813562870026,0.21651263535022736,0.28364112973213196,0.3283970355987549,0.22837378084659576,0.22068053483963013
company,0.2333769053220749,0.1986130028963089,1.0,0.16623350977897644,0.1287740170955658,0.1746523231267929,0.24794431030750275,0.23664942383766174,0.22037413716316223,0.3062497079372406,0.2818155288696289,0.2200711965560913,0.1986130028963089,0.23767849802970886,0.12195809185504913
energiprojekt,0.2648591101169586,0.2279977947473526,0.20046575367450714,0.2508496344089508,0.23720896244049072,0.24672512710094452,0.2845633327960968,0.2981361150741577,0.35288169980049133,0.22548584640026093,0.2484273910522461,0.15748010575771332,0.2279977947473526,0.24776138365268707,0.2522973418235779
ab,0.10828863084316254,0.13997691869735718,0.211991548538208,0.08662887662649155,0.04712502658367157,0.14799106121063232,0.051508579403162,0.1273285448551178,0.1437591314315796,0.14790964126586914,0.1639074832201004,0.20658282935619354,0.13997691869735718,0.05396323651075363,0.1759927123785019
in,0.30808621644973755,0.29808807373046875,0.22141718864440918,0.4173259735107422,0.3515113592147827,0.395790159702301,0.3062970042228699,0.46853652596473694,0.539380669593811,0.19852672517299652,0.18885408341884613,0.2717311978340149,0.29808807373046875,0.2393922507762909,0.20430970191955566
sweden,0.12934117019176483,0.06985004246234894,0.1214461550116539,0.15776453912258148,0.18501253426074982,0.1787913739681244,0.13303673267364502,0.21293194591999054,0.18488308787345886,0.06966560333967209,0.09833972156047821,0.11744710057973862,0.06985004246234894,0.1368795931339264,0.1268482208251953
has,0.20338068902492523,0.2644438147544861,0.16623350977897644,1.0,0.6162750124931335,0.26309409737586975,0.2253642976284027,0.34604379534721375,0.4670248031616211,0.13945941627025604,0.16265857219696045,0.2739419937133789,0.2644438147544861,0.1532806009054184,0.15994466841220856
made,0.23419176042079926,0.18695756793022156,0.2360643744468689,0.27942559123039246,0.27026844024658203,0.18527445197105408,0.2535442113876343,0.37619519233703613,0.3180864453315735,0.19250525534152985,0.14108897745609283,0.24982419610023499,0.18695756793022156,0.3184864819049835,0.17218779027462006
progress,0.2752872407436371,0.20673847198486328,0.14238625764846802,0.18746352195739746,0.2566829323768616,0.17923137545585632,0.280809611082077,0.24566367268562317,0.25271832942962646,0.16997048258781433,0.14453940093517303,0.24232079088687897,0.20673847198486328,0.1896013766527176,0.20267242193222046
in,0.30808621644973755,0.29808807373046875,0.22141718864440918,0.4173259735107422,0.3515113592147827,0.395790159702301,0.3062970042228699,0.46853652596473694,0.539380669593811,0.19852672517299652,0.18885408341884613,0.2717311978340149,0.29808807373046875,0.2393922507762909,0.20430970191955566
using,0.27984681725502014,0.2656184434890747,0.2200711965560913,0.2739419937133789,0.30243900418281555,0.11929827183485031,0.3501543700695038,0.29792529344558716,0.32226553559303284,0.250103622674942,0.22176316380500793,1.0,0.2656184434890747,0.27339038252830505,0.2804589569568634
modern,0.2655639946460724,0.9999999403953552,0.1986130028963089,0.2644438147544861,0.2675687074661255,0.2509389817714691,0.15940624475479126,0.17548997700214386,0.24361324310302734,0.3045346438884735,0.1761559695005417,0.2656184434890747,0.9999999403953552,0.21129558980464935,0.12475407868623734
materials,0.21012352406978607,0.21129558980464935,0.23767849802970886,0.1532806009054184,0.23846498131752014,0.14114101231098175,0.21066240966320038,0.21502527594566345,0.21448606252670288,0.2667309045791626,0.20951850712299347,0.27339038252830505,0.21129558980464935,1.0,0.1301651895046234
for,0.3017193675041199,0.22431503236293793,0.25874319672584534,0.450642853975296,0.39068686962127686,0.2568889260292053,0.3632623255252838,0.36199691891670227,0.44038116931915283,0.19393667578697205,0.17779722809791565,0.3806014060974121,0.22431503236293793,0.2799314558506012,0.264628142118454
harnessing,0.2631615698337555,0.13400214910507202,0.3070420026779175,0.23107662796974182,0.2543655037879944,0.13175956904888153,0.3637024760246277,0.2306341528892517,0.3445650637149811,0.29497772455215454,0.27106404304504395,0.3930457830429077,0.13400214910507202,0.3286021947860718,0.15562471747398376
the,0.42745697498321533,0.3283970355987549,0.26591673493385315,0.4177538752555847,0.3563927710056305,0.33497244119644165,0.25857484340667725,0.5107308030128479,0.5829201340675354,0.23105813562870026,0.21651263535022736,0.28364112973213196,0.3283970355987549,0.22837378084659576,0.22068053483963013
power,0.22216427326202393,0.14984658360481262,0.16094139218330383,0.1779095083475113,0.17676851153373718,0.1899600625038147,0.11936339735984802,0.14738048613071442,0.21580491960048676,0.35972869396209717,0.30954575538635254,0.15780086815357208,0.14984658360481262,0.2176278978586197,0.15304024517536163
of,0.33290785551071167,0.3482828736305237,0.20467796921730042,0.3909035325050354,0.31685134768486023,0.3080497682094574,0.19986772537231445,0.3966929316520691,0.5052502155303955,0.20239725708961487,0.17095594108104706,0.24298200011253357,0.3482828736305237,0.23909913003444672,0.1826142966747284
steam,0.15672586858272552,0.3045346438884735,0.3062497079372406,0.13945941627025604,0.175981804728508,0.20836636424064636,0.20605218410491943,0.1939276158809662,0.2141898274421692,1.0000001192092896,0.4921848475933075,0.250103622674942,0.3045346438884735,0.2667309045791626,0.113324373960495
.,0.3567904531955719,0.22790057957172394,0.266353577375412,0.4105546176433563,0.33645182847976685,0.21139730513095856,0.28468647599220276,0.49257001280784607,0.50484299659729,0.22855372726917267,0.21814921498298645,0.3629456162452698,0.22790057957172394,0.22580863535404205,0.4130953550338745
