,if,law,breaking,is,not,done,in,a,public,manor,it,is,not,considered,what,term,?
it,0.35967332124710083,0.18657292425632477,0.22309310734272003,0.6328473687171936,0.4651523232460022,0.31688302755355835,0.5130809545516968,0.5452592968940735,0.2047269344329834,0.17933431267738342,0.9999999403953552,0.6328473687171936,0.4651523232460022,0.3332322835922241,0.45803478360176086,0.24376648664474487,0.25732165575027466
is,0.30927813053131104,0.18597714602947235,0.18105864524841309,1.0,0.3776007890701294,0.2536029815673828,0.5394441485404968,0.658733606338501,0.1980048567056656,0.1862793117761612,0.6328473687171936,1.0,0.3776007890701294,0.4096149802207947,0.28837618231773376,0.270183801651001,0.22961433231830597
usually,0.44677165150642395,0.14095260202884674,0.19999420642852783,0.4230746626853943,0.43927186727523804,0.35876795649528503,0.28848564624786377,0.46690207719802856,0.21588484942913055,0.12528905272483826,0.34398654103279114,0.4230746626853943,0.43927186727523804,0.32424214482307434,0.32521089911460876,0.3481157422065735,0.19435347616672516
recognized,0.1865461766719818,0.19775529205799103,0.19256436824798584,0.23847106099128723,0.3082355558872223,0.23014506697654724,0.3010571300983429,0.2292279750108719,0.16223540902137756,0.029031088575720787,0.26686543226242065,0.23847106099128723,0.3082355558872223,0.4715316891670227,0.17776133120059967,0.22410374879837036,0.18558090925216675
that,0.5634250640869141,0.23277728259563446,0.2885967195034027,0.3995479643344879,0.6600887179374695,0.40027952194213867,0.435920387506485,0.47537946701049805,0.2622828185558319,0.15031380951404572,0.5921133160591125,0.3995479643344879,0.6600887179374695,0.37593913078308105,0.6297725439071655,0.2833994925022125,0.32716336846351624
lawbreaking,0.3250610828399658,0.37517356872558594,0.9251713156700134,0.24620796740055084,0.29031533002853394,0.25971585512161255,0.3201650083065033,0.3051553964614868,0.2683592736721039,0.19156092405319214,0.2912312150001526,0.24620796740055084,0.29031533002853394,0.25786399841308594,0.3439813554286957,0.21123842895030975,0.24185067415237427
",",0.257730096578598,0.24953721463680267,0.2721969485282898,0.4691906273365021,0.3769696354866028,0.32079052925109863,0.5201468467712402,0.427140474319458,0.2588968276977539,0.22179000079631805,0.48329564929008484,0.4691906273365021,0.3769696354866028,0.32932984828948975,0.3087472915649414,0.21599270403385162,0.31091248989105225
if,1.0,0.19418910145759583,0.27576765418052673,0.30927813053131104,0.6100378632545471,0.3276807963848114,0.2589588761329651,0.41272827982902527,0.1735907644033432,0.14679813385009766,0.35967332124710083,0.30927813053131104,0.6100378632545471,0.2923738658428192,0.5277165174484253,0.20444554090499878,0.4441644251346588
it,0.35967332124710083,0.18657292425632477,0.22309310734272003,0.6328473687171936,0.4651523232460022,0.31688302755355835,0.5130809545516968,0.5452592968940735,0.2047269344329834,0.17933431267738342,0.9999999403953552,0.6328473687171936,0.4651523232460022,0.3332322835922241,0.45803478360176086,0.24376648664474487,0.25732165575027466
is,0.30927813053131104,0.18597714602947235,0.18105864524841309,1.0,0.3776007890701294,0.2536029815673828,0.5394441485404968,0.658733606338501,0.1980048567056656,0.1862793117761612,0.6328473687171936,1.0,0.3776007890701294,0.4096149802207947,0.28837618231773376,0.270183801651001,0.22961433231830597
not,0.6100378632545471,0.2588513493537903,0.21981479227542877,0.3776007890701294,0.9999999403953552,0.41713568568229675,0.3403114080429077,0.3791346549987793,0.20537999272346497,0.18356847763061523,0.4651523232460022,0.3776007890701294,0.9999999403953552,0.41997629404067993,0.5449194312095642,0.2823779284954071,0.41942933201789856
done,0.3276807963848114,0.15023145079612732,0.16408027708530426,0.2536029815673828,0.41713568568229675,1.0000001192092896,0.22165289521217346,0.2800007462501526,0.17486724257469177,0.151000514626503,0.31688302755355835,0.2536029815673828,0.41713568568229675,0.31910762190818787,0.40743619203567505,0.19336818158626556,0.36153489351272583
publicly,0.18634451925754547,0.15769203007221222,0.154642716050148,0.17154480516910553,0.3584569990634918,0.18850767612457275,0.17667265236377716,0.13090147078037262,0.5424575805664062,0.07289647310972214,0.20955444872379303,0.17154480516910553,0.3584569990634918,0.22239641845226288,0.2473599910736084,0.22700849175453186,0.24073180556297302
",",0.257730096578598,0.24953721463680267,0.2721969485282898,0.4691906273365021,0.3769696354866028,0.32079052925109863,0.5201468467712402,0.427140474319458,0.2588968276977539,0.22179000079631805,0.48329564929008484,0.4691906273365021,0.3769696354866028,0.32932984828948975,0.3087472915649414,0.21599270403385162,0.31091248989105225
at,0.21405546367168427,0.1870616227388382,0.1596563160419464,0.25906258821487427,0.22025953233242035,0.235716313123703,0.4374977946281433,0.3095070421695709,0.2642328441143036,0.24091659486293793,0.36473900079727173,0.25906258821487427,0.22025953233242035,0.22421137988567352,0.2838611304759979,0.1040644645690918,0.21978627145290375
least,0.38409239053726196,0.1176283210515976,0.18488818407058716,0.25724145770072937,0.37344419956207275,0.28325697779655457,0.3232700824737549,0.3442045748233795,0.14846432209014893,0.05478394031524658,0.32651638984680176,0.25724145770072937,0.37344419956207275,0.33182570338249207,0.3337163031101227,0.22869613766670227,0.28866854310035706
must,0.5808357000350952,0.25047755241394043,0.26113060116767883,0.3093329071998596,0.48002883791923523,0.2948128283023834,0.18276341259479523,0.3016769587993622,0.20053406059741974,0.17243866622447968,0.17906725406646729,0.3093329071998596,0.48002883791923523,0.26855698227882385,0.30362528562545776,0.14101308584213257,0.23707495629787445
be,0.5628611445426941,0.18454892933368683,0.18713919818401337,0.4819129705429077,0.5788898468017578,0.39659690856933594,0.3481820821762085,0.39883795380592346,0.22898490726947784,0.14760203659534454,0.5203388929367065,0.4819129705429077,0.5788898468017578,0.41927069425582886,0.3929833769798279,0.2703228294849396,0.3324260413646698
publicly,0.18634451925754547,0.15769203007221222,0.154642716050148,0.17154480516910553,0.3584569990634918,0.18850767612457275,0.17667265236377716,0.13090147078037262,0.5424575805664062,0.07289647310972214,0.20955444872379303,0.17154480516910553,0.3584569990634918,0.22239641845226288,0.2473599910736084,0.22700849175453186,0.24073180556297302
announced,0.153825044631958,0.10955581068992615,0.14769254624843597,0.13701672852039337,0.2279495894908905,0.19462305307388306,0.2528248429298401,0.18716087937355042,0.21370159089565277,0.08389393240213394,0.15299035608768463,0.13701672852039337,0.2279495894908905,0.18761157989501953,0.09249057620763779,0.17794062197208405,0.17416009306907654
in,0.2589588761329651,0.24850773811340332,0.20728740096092224,0.5394441485404968,0.3403114080429077,0.22165289521217346,1.0,0.539380669593811,0.29074716567993164,0.25429341197013855,0.5130809545516968,0.5394441485404968,0.3403114080429077,0.28591203689575195,0.30808621644973755,0.27866655588150024,0.20430970191955566
order,0.20093509554862976,0.24023674428462982,0.18057411909103394,0.19403748214244843,0.24432697892189026,0.16629745066165924,0.24184700846672058,0.24138490855693817,0.18037565052509308,0.09682242572307587,0.18806639313697815,0.19403748214244843,0.24432697892189026,0.18829570710659027,0.16634008288383484,0.14934277534484863,0.13725648820400238
to,0.4559597074985504,0.259207159280777,0.2557200789451599,0.42745086550712585,0.5149973034858704,0.2647212743759155,0.45010748505592346,0.45503583550453186,0.2672370672225952,0.21958400309085846,0.513711154460907,0.42745086550712585,0.5149973034858704,0.2954166829586029,0.455847829580307,0.3310292959213257,0.29463258385658264
constitute,0.24845802783966064,0.37945130467414856,0.16663888096809387,0.2940891981124878,0.34883633255958557,0.22102618217468262,0.2821226418018341,0.21458278596401215,0.12819534540176392,0.0585046261548996,0.3447585105895996,0.2940891981124878,0.34883633255958557,0.2873167395591736,0.30935925245285034,0.2787718176841736,0.23319922387599945
civil,0.12512178719043732,0.31305259466171265,0.15410278737545013,0.16941262781620026,0.18740713596343994,0.15913797914981842,0.26466667652130127,0.21693918108940125,0.26383864879608154,0.21340589225292206,0.17707513272762299,0.16941262781620026,0.18740713596343994,0.1520952433347702,0.15091551840305328,0.15453830361366272,0.1494513899087906
disobedience,0.20446431636810303,0.3980846405029297,0.3046424388885498,0.21453623473644257,0.38157403469085693,0.2158847451210022,0.3054615259170532,0.25352153182029724,0.3216745853424072,0.27213624119758606,0.2648297846317291,0.21453623473644257,0.38157403469085693,0.23693662881851196,0.3298627436161041,0.19347046315670013,0.19890835881233215
.,0.421799898147583,0.24482665956020355,0.22815458476543427,0.4569662809371948,0.4824007451534271,0.3132319152355194,0.5591574311256409,0.50484299659729,0.21888655424118042,0.2145983725786209,0.5593622326850891,0.4569662809371948,0.4824007451534271,0.29356086254119873,0.3567904531955719,0.18456575274467468,0.4130953550338745
