,what,is,the,name,of,the,supposition,that,there,are,infinite,pairs,of,primes,whose,difference,is,2,?
many,0.36131182312965393,0.2649032473564148,0.4335206151008606,0.206878662109375,0.37253960967063904,0.4335206151008606,0.2615402936935425,0.5391656160354614,0.4993700683116913,0.5655534863471985,0.19729553163051605,0.1677653193473816,0.37253960967063904,0.2377949059009552,0.340341180562973,0.28380265831947327,0.2649032473564148,-0.06294522434473038,0.2124512493610382
questions,0.4857400059700012,0.2165350317955017,0.23562853038311005,0.06590934097766876,0.2210283875465393,0.23562853038311005,0.33632251620292664,0.3304099440574646,0.32175299525260925,0.30979788303375244,0.32353103160858154,0.21725310385227203,0.2210283875465393,0.29572951793670654,0.15187868475914001,0.3404219150543213,0.2165350317955017,-0.10295894742012024,0.42967134714126587
regarding,0.36432263255119324,0.2110801786184311,0.29280903935432434,0.09078078716993332,0.2715161442756653,0.29280903935432434,0.346858948469162,0.40174636244773865,0.3339785635471344,0.29486146569252014,0.2035396695137024,0.09805375337600708,0.2715161442756653,0.18835978209972382,0.23071956634521484,0.3041794002056122,0.2110801786184311,-0.003680927213281393,0.36967232823371887
prime,0.15586113929748535,0.16680827736854553,0.19960100948810577,0.15097270905971527,0.23935265839099884,0.19960100948810577,0.2541818916797638,0.18163643777370453,0.14719140529632568,0.12279369682073593,0.2580501139163971,0.10161861777305603,0.23935265839099884,0.7104739546775818,0.10853634029626846,0.1659717857837677,0.16680827736854553,0.058812014758586884,0.11276303976774216
numbers,0.24586999416351318,0.19465886056423187,0.293011337518692,0.1817430555820465,0.228018656373024,0.293011337518692,0.27412301301956177,0.342125803232193,0.3104099631309509,0.37760815024375916,0.4580618143081665,0.2674413323402405,0.228018656373024,0.47689586877822876,0.19834260642528534,0.31451719999313354,0.19465886056423187,-0.025768423452973366,0.19297972321510315
remain,0.29587244987487793,0.2643626928329468,0.33184581995010376,0.10734425485134125,0.29009148478507996,0.33184581995010376,0.3616069555282593,0.36095982789993286,0.30231618881225586,0.3650694489479065,0.17659081518650055,0.18594616651535034,0.29009148478507996,0.16688890755176544,0.2743513584136963,0.18893258273601532,0.2643626928329468,0.03316029906272888,0.1868363618850708
open,0.2022915631532669,0.1846783459186554,0.2764171361923218,0.09410279989242554,0.17970167100429535,0.2764171361923218,0.1180267184972763,0.2551592290401459,0.2727743089199066,0.253268837928772,0.22179707884788513,0.15998032689094543,0.17970167100429535,0.14219556748867035,0.08430448174476624,0.1268075704574585,0.1846783459186554,0.04849756509065628,0.20715104043483734
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.24216924607753754,0.4137537479400635,0.4587128460407257,0.4062570035457611,0.1824384480714798,0.19049978256225586,0.4946078956127167,0.29003697633743286,0.25601375102996826,0.28046315908432007,0.4691906273365021,-0.08638399094343185,0.31091248989105225
such,0.23989605903625488,0.23545363545417786,0.3575236201286316,0.14280109107494354,0.3209529519081116,0.3575236201286316,0.20327481627464294,0.4479874074459076,0.40646296739578247,0.4654397666454315,0.19989553093910217,0.1834174394607544,0.3209529519081116,0.22065632045269012,0.24919940531253815,0.21732860803604126,0.23545363545417786,0.0024840845726430416,0.17851735651493073
as,0.31749409437179565,0.43216490745544434,0.48381632566452026,0.2851914167404175,0.3886612355709076,0.48381632566452026,0.3040417730808258,0.4735107421875,0.33535557985305786,0.3826591968536377,0.19272534549236298,0.1707509309053421,0.3886612355709076,0.23833559453487396,0.3202406167984009,0.1895521879196167,0.43216490745544434,-0.038299113512039185,0.27043893933296204
goldbach,0.25013065338134766,0.2291368693113327,0.24237017333507538,0.17772801220417023,0.19600863754749298,0.24237017333507538,0.26906415820121765,0.27170032262802124,0.19760437309741974,0.19149662554264069,0.3117124140262604,0.19875243306159973,0.19600863754749298,0.37099871039390564,0.1588612198829651,0.26282623410224915,0.2291368693113327,-0.04575006663799286,0.2395816594362259
's,0.02692362666130066,0.02396530658006668,-0.01540423184633255,0.08507627248764038,-0.03817026689648628,-0.01540423184633255,0.011967494152486324,0.04397977516055107,-0.04860968142747879,-0.008927806280553341,-0.08345475047826767,0.01927941106259823,-0.03817026689648628,0.011744771152734756,-0.019954677671194077,0.08617212623357773,0.02396530658006668,0.10492397099733353,-0.023395681753754616
conjecture,0.2976536452770233,0.29003211855888367,0.19382554292678833,0.1831604391336441,0.21028703451156616,0.19382554292678833,0.3701026141643524,0.33185112476348877,0.20588640868663788,0.2357640564441681,0.48927298188209534,0.21901530027389526,0.21028703451156616,0.5185601711273193,0.15881399810314178,0.30815818905830383,0.29003211855888367,0.002628542250022292,0.23591084778308868
