,in,what,form,is,oxygen,transported,in,smaller,containers,?
oxygen,0.1672476977109909,0.16781960427761078,0.22106200456619263,0.21825239062309265,0.9999999403953552,0.24995151162147522,0.1672476977109909,0.23574839532375336,0.30804064869880676,0.16786395013332367
is,0.5394441485404968,0.28837618231773376,0.3218395411968231,1.0,0.21825239062309265,0.18983562290668488,0.5394441485404968,0.22372925281524658,0.2994297444820404,0.22961433231830597
also,0.5073733329772949,0.42747777700424194,0.27514979243278503,0.5012649297714233,0.22828444838523865,0.23834705352783203,0.5073733329772949,0.311751127243042,0.24417170882225037,0.21848613023757935
stored,0.26229971647262573,0.23197562992572784,0.241775244474411,0.23681466281414032,0.2505055367946625,0.39937323331832886,0.26229971647262573,0.23502767086029053,0.45080605149269104,0.18399180471897125
and,0.4954058527946472,0.31309178471565247,0.30469027161598206,0.3859752118587494,0.22261030972003937,0.27989092469215393,0.4954058527946472,0.3409501612186432,0.28624048829078674,0.20544172823429108
shipped,0.2365943193435669,0.16621604561805725,0.0699358880519867,0.14680258929729462,0.16080713272094727,0.4076814353466034,0.2365943193435669,0.22619794309139252,0.4414806067943573,0.2201380878686905
in,1.0,0.30808621644973755,0.2815987169742584,0.5394441485404968,0.1672476977109909,0.265825092792511,1.0,0.2774786055088043,0.2552015781402588,0.20430970191955566
smaller,0.2774786055088043,0.23730900883674622,0.22194278240203857,0.22372925281524658,0.23574839532375336,0.24671518802642822,0.2774786055088043,1.0000001192092896,0.23583611845970154,0.17881669104099274
cylinders,0.18421630561351776,0.11697165668010712,0.263551265001297,0.19109757244586945,0.30670079588890076,0.256069540977478,0.18421630561351776,0.28343045711517334,0.45015743374824524,0.10796968638896942
containing,0.2999787926673889,0.10250329971313477,0.250690221786499,0.31318455934524536,0.3438732624053955,0.2973344326019287,0.2999787926673889,0.2590161859989166,0.5604172945022583,0.1655367761850357
the,0.6662389636039734,0.42745697498321533,0.29286009073257446,0.5823672413825989,0.20428593456745148,0.2550795376300812,0.6662389636039734,0.3588939607143402,0.262639582157135,0.22068053483963013
compressed,0.1690356731414795,0.19953018426895142,0.2181813269853592,0.2336730659008026,0.35460448265075684,0.3309810757637024,0.1690356731414795,0.28146985173225403,0.3885573148727417,0.19298601150512695
gas,0.20770272612571716,0.20887799561023712,0.12130887806415558,0.1897863894701004,0.45564013719558716,0.26244065165519714,0.20770272612571716,0.25286638736724854,0.3668001592159271,0.1582372784614563
;,0.092739537358284,0.10986888408660889,-0.034128013998270035,0.05324986204504967,0.010789583437144756,0.07020872831344604,0.092739537358284,0.07949250191450119,0.016812458634376526,0.10349778085947037
a,0.539380669593811,0.3320399522781372,0.3088195323944092,0.658733606338501,0.21662019193172455,0.22335171699523926,0.539380669593811,0.26141878962516785,0.28704118728637695,0.23916715383529663
form,0.2815987169742584,0.15868011116981506,0.9999999403953552,0.3218395411968231,0.22106200456619263,0.14360365271568298,0.2815987169742584,0.22194278240203857,0.21777750551700592,0.1463010311126709
that,0.435920387506485,0.6297725439071655,0.31894639134407043,0.3995479643344879,0.2717767655849457,0.2946196496486664,0.435920387506485,0.31790265440940857,0.26946237683296204,0.32716336846351624
is,0.5394441485404968,0.28837618231773376,0.3218395411968231,1.0,0.21825239062309265,0.18983562290668488,0.5394441485404968,0.22372925281524658,0.2994297444820404,0.22961433231830597
useful,0.19052453339099884,0.3494568169116974,0.23132848739624023,0.24038434028625488,0.3002358078956604,0.2867094576358795,0.19052453339099884,0.24832972884178162,0.35683611035346985,0.3377096951007843
in,1.0,0.30808621644973755,0.2815987169742584,0.5394441485404968,0.1672476977109909,0.265825092792511,1.0,0.2774786055088043,0.2552015781402588,0.20430970191955566
certain,0.2942397892475128,0.4561643898487091,0.2941373586654663,0.28826433420181274,0.23737196624279022,0.24346838891506195,0.2942397892475128,0.20712731778621674,0.31696397066116333,0.2516106069087982
portable,0.1923048496246338,0.20297950506210327,0.15072162449359894,0.1673065721988678,0.24682708084583282,0.2841828465461731,0.1923048496246338,0.20981639623641968,0.3473493754863739,0.17990094423294067
medical,0.25996583700180054,0.2389855533838272,0.05714725703001022,0.22198186814785004,0.21443094313144684,0.18584777414798737,0.25996583700180054,0.08744601160287857,0.18987371027469635,0.13234087824821472
applications,0.2334391176700592,0.20821766555309296,0.22894340753555298,0.2504705786705017,0.24149829149246216,0.19132134318351746,0.2334391176700592,0.16839642822742462,0.3454064726829529,0.19125857949256897
and,0.4954058527946472,0.31309178471565247,0.30469027161598206,0.3859752118587494,0.22261030972003937,0.27989092469215393,0.4954058527946472,0.3409501612186432,0.28624048829078674,0.20544172823429108
oxy-fuel,0.2143762707710266,0.26129356026649475,0.22456739842891693,0.24915078282356262,0.6225185394287109,0.36457353830337524,0.2143762707710266,0.15544192492961884,0.34772977232933044,0.18287478387355804
welding,0.18725647032260895,0.26908254623413086,0.22715508937835693,0.23839950561523438,0.3955124318599701,0.296733021736145,0.18725647032260895,0.17745360732078552,0.3554147481918335,0.2191070318222046
and,0.4954058527946472,0.31309178471565247,0.30469027161598206,0.3859752118587494,0.22261030972003937,0.27989092469215393,0.4954058527946472,0.3409501612186432,0.28624048829078674,0.20544172823429108
cutting,0.16022035479545593,0.2535122334957123,0.20093604922294617,0.15240374207496643,0.1795155107975006,0.27949509024620056,0.16022035479545593,0.21194303035736084,0.26870545744895935,0.07885761559009552
.,0.5591574311256409,0.3567904531955719,0.28317511081695557,0.4569662809371948,0.2554275095462799,0.2610073387622833,0.5591574311256409,0.24807988107204437,0.237046018242836,0.4130953550338745
