,how,many,representatives,does,each,electorate,have,?
the,0.33890387415885925,0.4335206151008606,0.2691882848739624,0.35928019881248474,0.470844566822052,0.23709100484848022,0.40389683842658997,0.22068053483963013
state,0.15028610825538635,0.23203584551811218,0.40094056725502014,0.15987756848335266,0.18823035061359406,0.3206973969936371,0.2083192616701126,0.1160883978009224
of,0.2480744868516922,0.37253960967063904,0.3133973777294159,0.3119818866252899,0.38460010290145874,0.3167199194431305,0.3802283704280853,0.1826142966747284
victoria,0.09004101157188416,0.1926158368587494,0.1830836981534958,0.09501408785581589,0.16885024309158325,0.32215455174446106,0.16480252146720886,0.12246892601251602
was,0.16678167879581451,0.260356068611145,0.24171686172485352,0.19302551448345184,0.14424845576286316,0.23178118467330933,0.2863433063030243,0.18412111699581146
divided,0.1862497329711914,0.21604293584823608,0.21473956108093262,0.12029664218425751,0.32700613141059875,0.2490256130695343,0.252825528383255,0.10190024226903915
into,0.2303972691297531,0.2618265151977539,0.17651894688606262,0.22312942147254944,0.2750477194786072,0.15336772799491882,0.3038242757320404,0.15662476420402527
eight,0.222213014960289,0.348200261592865,0.2691730260848999,0.11145713925361633,0.42765381932258606,0.20753809809684753,0.31264185905456543,0.11634626984596252
electorates,0.15310049057006836,0.1556028425693512,0.4509209394454956,0.1859847754240036,0.21908918023109436,0.9519646763801575,0.15077510476112366,0.13051731884479523
with,0.3525622487068176,0.35744401812553406,0.15282215178012848,0.26186925172805786,0.4100050628185272,0.07433073967695236,0.48046383261680603,0.2433311939239502
each,0.4183253347873688,0.35348209738731384,0.23652590811252594,0.31699198484420776,1.0,0.16735130548477173,0.4084063768386841,0.21173812448978424
electorate,0.1442400962114334,0.12443629652261734,0.44619137048721313,0.14044839143753052,0.16735130548477173,1.0,0.1538148671388626,0.1467054933309555
represented,0.16157718002796173,0.20285002887248993,0.5367105007171631,0.1663246899843216,0.33643391728401184,0.24134506285190582,0.21880444884300232,0.11276352405548096
by,0.34370526671409607,0.3409687578678131,0.16073353588581085,0.143477201461792,0.29190269112586975,0.1498119980096817,0.3359639644622803,0.17966607213020325
five,0.20553050935268402,0.41084155440330505,0.23050010204315186,0.14718510210514069,0.4169289767742157,0.16313454508781433,0.35977232456207275,0.18342848122119904
representatives,0.1742788553237915,0.1986415535211563,1.0,0.17351844906806946,0.23652590811252594,0.44619137048721313,0.21157918870449066,0.14079871773719788
elected,0.15145733952522278,0.13487686216831207,0.5105645060539246,0.14313174784183502,0.16270922124385834,0.570334792137146,0.13752682507038116,0.1966295689344406
by,0.34370526671409607,0.3409687578678131,0.16073353588581085,0.143477201461792,0.29190269112586975,0.1498119980096817,0.3359639644622803,0.17966607213020325
single,0.19500847160816193,0.20817208290100098,0.16205953061580658,0.2102108746767044,0.37368544936180115,0.11003778874874115,0.23322337865829468,0.2151121199131012
transferable,0.2560582458972931,0.22769445180892944,0.30458760261535645,0.27788910269737244,0.34682804346084595,0.33823227882385254,0.2970276176929474,0.19023680686950684
vote,0.2566540539264679,0.14577564597129822,0.415824830532074,0.17017656564712524,0.2210911512374878,0.5328934192657471,0.26096346974372864,0.2888886630535126
.,0.3287222981452942,0.3974229395389557,0.253695547580719,0.3022993505001068,0.31204065680503845,0.24031168222427368,0.41614407300949097,0.4130953550338745
