,where,are,america,'s,oldest,collection,of,maps,",",gazettes,",",and,atlases,housed,?
america,0.19169794023036957,0.2022080272436142,0.9999998807907104,0.04083184897899628,0.18240895867347717,0.20775489509105682,0.28803038597106934,0.10802649706602097,0.253568559885025,0.2273522913455963,0.253568559885025,0.2647855281829834,0.3168008029460907,0.1327381730079651,0.19333907961845398
's,0.0007701900321990252,-0.008927806280553341,0.04083184897899628,0.9999999403953552,-0.014085551723837852,0.003388406243175268,-0.03817026689648628,0.08709538727998734,-0.0016132977325469255,0.05745556578040123,-0.0016132977325469255,0.06895173341035843,-0.0036744484677910805,-0.017761172726750374,-0.023395681753754616
oldest,0.18776172399520874,0.17896027863025665,0.18240895867347717,-0.014085551723837852,0.9999999403953552,0.22153741121292114,0.33351290225982666,0.11504392325878143,0.23638197779655457,0.17384450137615204,0.23638197779655457,0.19885091483592987,0.1917213648557663,0.2280859798192978,0.14864160120487213
collection,0.17401628196239471,0.22862131893634796,0.20775489509105682,0.003388406243175268,0.22153741121292114,0.9999998807907104,0.2915455996990204,0.23781174421310425,0.2277175933122635,0.28214380145072937,0.2277175933122635,0.2379438579082489,0.43703246116638184,0.2959851026535034,0.20069393515586853
of,0.38066378235816956,0.39081433415412903,0.28803038597106934,-0.03817026689648628,0.33351290225982666,0.2915455996990204,1.0,0.20939844846725464,0.4946078956127167,0.26796412467956543,0.4946078956127167,0.5116966962814331,0.36371737718582153,0.3577675223350525,0.1826142966747284
maps,0.23837526142597198,0.21820656955242157,0.10802649706602097,0.08709538727998734,0.11504392325878143,0.23781174421310425,0.20939844846725464,1.0000001192092896,0.1900794804096222,0.2994702458381653,0.1900794804096222,0.20064501464366913,0.4353007674217224,0.17916642129421234,0.1744592785835266
",",0.3149496018886566,0.4062570035457611,0.253568559885025,-0.0016132977325469255,0.23638197779655457,0.2277175933122635,0.4946078956127167,0.1900794804096222,1.0000001192092896,0.298736572265625,1.0000001192092896,0.6633074283599854,0.3060242831707001,0.2876562178134918,0.31091248989105225
gazetteers,0.26439112424850464,0.24216026067733765,0.28033775091171265,0.0548471063375473,0.1796257495880127,0.2605275809764862,0.3012937009334564,0.33247777819633484,0.29555147886276245,0.855996310710907,0.29555147886276245,0.2345273196697235,0.4446449279785156,0.20313908159732819,0.24945221841335297
",",0.3149496018886566,0.4062570035457611,0.253568559885025,-0.0016132977325469255,0.23638197779655457,0.2277175933122635,0.4946078956127167,0.1900794804096222,1.0000001192092896,0.298736572265625,1.0000001192092896,0.6633074283599854,0.3060242831707001,0.2876562178134918,0.31091248989105225
and,0.43859338760375977,0.48576638102531433,0.2647855281829834,0.06895173341035843,0.19885091483592987,0.2379438579082489,0.5116966962814331,0.20064501464366913,0.6633074283599854,0.21553906798362732,0.6633074283599854,1.0,0.28196781873703003,0.28553664684295654,0.20544172823429108
atlases,0.24244031310081482,0.30171892046928406,0.3168008029460907,-0.0036744484677910805,0.1917213648557663,0.43703246116638184,0.36371737718582153,0.4353007674217224,0.3060242831707001,0.4485630691051483,0.3060242831707001,0.28196781873703003,1.0000001192092896,0.24446478486061096,0.16095617413520813
both,0.3814130425453186,0.4594642221927643,0.2013821005821228,0.03109198436141014,0.22015242278575897,0.16977696120738983,0.3565710783004761,0.18305249512195587,0.38080528378486633,0.11611300706863403,0.38080528378486633,0.5503310561180115,0.2502559423446655,0.19535963237285614,0.19455738365650177
old,0.24182595312595367,0.17688636481761932,0.16632218658924103,0.14042171835899353,0.3738459348678589,0.15432500839233398,0.30522194504737854,0.15421095490455627,0.26524028182029724,0.20059317350387573,0.26524028182029724,0.29022282361984253,0.16825376451015472,0.2605167627334595,0.20577076077461243
and,0.43859338760375977,0.48576638102531433,0.2647855281829834,0.06895173341035843,0.19885091483592987,0.2379438579082489,0.5116966962814331,0.20064501464366913,0.6633074283599854,0.21553906798362732,0.6633074283599854,1.0,0.28196781873703003,0.28553664684295654,0.20544172823429108
new,0.26026442646980286,0.1899496167898178,0.27665242552757263,-0.008355522528290749,0.1739969700574875,0.18632188439369202,0.343457967042923,0.22484029829502106,0.36073189973831177,0.24104125797748566,0.36073189973831177,0.31402453780174255,0.209835946559906,0.1977347582578659,0.14782847464084625
is,0.3586711287498474,0.5330929756164551,0.1998184472322464,0.02396530658006668,0.3135911226272583,0.21135231852531433,0.4854315221309662,0.17774584889411926,0.4691906273365021,0.19503258168697357,0.4691906273365021,0.3859752118587494,0.2587679624557495,0.2203386425971985,0.22961433231830597
stored,0.3101474642753601,0.28509294986724854,0.12641644477844238,-0.035982899367809296,0.09848753362894058,0.3443466126918793,0.2396228164434433,0.20479701459407806,0.24477602541446686,0.24139200150966644,0.24477602541446686,0.23925133049488068,0.31769859790802,0.33054688572883606,0.18399180471897125
in,0.5344807505607605,0.3841303884983063,0.3098583221435547,-0.037580832839012146,0.33251360058784485,0.23004686832427979,0.5696388483047485,0.19316518306732178,0.5201468467712402,0.30760884284973145,0.5201468467712402,0.4954058527946472,0.29734769463539124,0.2706713080406189,0.20430970191955566
pusey,0.18149583041667938,0.1834130436182022,0.23253503441810608,0.014873978681862354,0.2159540206193924,0.23191715776920319,0.17654745280742645,0.17300911247730255,0.324307382106781,0.2993839383125305,0.324307382106781,0.2547740638256073,0.2069324553012848,0.2280980795621872,0.25278493762016296
library,0.18627896904945374,0.13147571682929993,0.1819821298122406,-0.09959429502487183,0.22511409223079681,0.5336686372756958,0.21889357268810272,0.20761798322200775,0.16805633902549744,0.25399959087371826,0.16805633902549744,0.18451033532619476,0.3537100851535797,0.26304158568382263,0.18938742578029633
and,0.43859338760375977,0.48576638102531433,0.2647855281829834,0.06895173341035843,0.19885091483592987,0.2379438579082489,0.5116966962814331,0.20064501464366913,0.6633074283599854,0.21553906798362732,0.6633074283599854,1.0,0.28196781873703003,0.28553664684295654,0.20544172823429108
open,0.29838767647743225,0.253268837928772,0.13492770493030548,0.010282238945364952,0.19073046743869781,0.14611642062664032,0.17970167100429535,0.07775820046663284,0.28863707184791565,0.11062166094779968,0.28863707184791565,0.27364909648895264,0.11057421565055847,0.23680220544338226,0.20715104043483734
to,0.47735077142715454,0.3504326641559601,0.2636699676513672,0.03782717138528824,0.16884976625442505,0.15417452156543732,0.41548454761505127,0.19708162546157837,0.44245919585227966,0.21807366609573364,0.44245919585227966,0.48971283435821533,0.2543943524360657,0.19268004596233368,0.29463258385658264
the,0.5003893971443176,0.40399202704429626,0.37090015411376953,-0.01540423184633255,0.30836519598960876,0.25281965732574463,0.733189046382904,0.21223653852939606,0.4933079481124878,0.2864800989627838,0.4933079481124878,0.5171257257461548,0.3493972420692444,0.320347398519516,0.22068053483963013
public,0.2059764564037323,0.18111367523670197,0.20215000212192535,0.060657959431409836,0.1619102954864502,0.2861367166042328,0.2391265481710434,0.13195748627185822,0.2588968276977539,0.2686740756034851,0.2588968276977539,0.3227643668651581,0.21939045190811157,0.27119120955467224,0.19872993230819702
.,0.41390106081962585,0.3452940285205841,0.29180291295051575,-0.003708066651597619,0.2520267069339752,0.2516246736049652,0.5352458953857422,0.17996174097061157,0.6812511086463928,0.278228759765625,0.6812511086463928,0.588965117931366,0.3028891980648041,0.29365837574005127,0.4130953550338745
