,when,did,bskyb,end,their,analogue,service,?
the,0.5091903209686279,0.34736719727516174,0.20915858447551727,0.39658910036087036,0.516537070274353,0.21387246251106262,0.22661015391349792,0.22068053483963013
service,0.23540960252285004,0.14130860567092896,0.1887708604335785,0.1687590777873993,0.1622014343738556,0.24115172028541565,0.9999998807907104,0.1676298975944519
continued,0.25224193930625916,0.4863187372684479,0.15875136852264404,0.24287162721157074,0.2982681095600128,0.11830324679613113,0.2120312601327896,0.10404038429260254
until,0.494509756565094,0.33905428647994995,0.16496050357818604,0.30801546573638916,0.271471232175827,0.06115159019827843,0.21693719923496246,0.20304496586322784
the,0.5091903209686279,0.34736719727516174,0.20915858447551727,0.39658910036087036,0.516537070274353,0.21387246251106262,0.22661015391349792,0.22068053483963013
closure,0.21041278541088104,0.17102542519569397,0.19014835357666016,0.29727500677108765,0.1655905693769455,0.2518016993999481,0.23128017783164978,0.24107147753238678
of,0.3757161796092987,0.2513895630836487,0.16413870453834534,0.2215006798505783,0.4329940676689148,0.18348726630210876,0.18425606191158295,0.1826142966747284
bskyb,0.14459176361560822,0.15346096456050873,1.0000001192092896,0.1685742288827896,0.12142784148454666,0.17491930723190308,0.1887708604335785,0.2979319989681244
's,-0.03368149697780609,0.05069678649306297,0.046084970235824585,0.030466308817267418,-0.005530759692192078,0.07969032973051071,0.017307469621300697,-0.023395681753754616
analogue,0.18194502592086792,0.11286616325378418,0.17491930723190308,0.16381105780601501,0.13251526653766632,1.0,0.24115172028541565,0.17176184058189392
service,0.23540960252285004,0.14130860567092896,0.1887708604335785,0.1687590777873993,0.1622014343738556,0.24115172028541565,0.9999998807907104,0.1676298975944519
on,0.37706470489501953,0.2670976221561432,0.13935911655426025,0.2773675322532654,0.3598666191101074,0.20549729466438293,0.21384719014167786,0.2714994251728058
27,-0.042299967259168625,0.09100242704153061,0.1314719170331955,0.15988343954086304,-0.034494683146476746,0.0032679038122296333,0.06779234856367111,0.036716945469379425
september,0.2483685463666916,0.2693498432636261,0.25979429483413696,0.12274900823831558,0.11740412563085556,0.06864107400178909,0.15660975873470306,0.2665146589279175
2001,-0.12046102434396744,-0.12195117026567459,-0.056213315576314926,-0.01597611978650093,-0.002636503428220749,-0.09640767425298691,-0.12155842036008835,-0.08740651607513428
",",0.36674630641937256,0.3015086054801941,0.2852807641029358,0.25448864698410034,0.3045167922973633,0.23552176356315613,0.2389259785413742,0.31091248989105225
due,0.27254438400268555,0.15152592957019806,0.1734793484210968,0.22029320895671844,0.24727599322795868,0.188459113240242,0.17099058628082275,0.10954997688531876
to,0.5423505902290344,0.4452643394470215,0.16040074825286865,0.3229445815086365,0.44619059562683105,0.19759389758110046,0.24411341547966003,0.29463258385658264
the,0.5091903209686279,0.34736719727516174,0.20915858447551727,0.39658910036087036,0.516537070274353,0.21387246251106262,0.22661015391349792,0.22068053483963013
launch,0.21188455820083618,0.19841566681861877,0.1530798077583313,0.1817208230495453,0.20278798043727875,0.1575935184955597,0.28502675890922546,0.22009649872779846
and,0.4716290831565857,0.34479495882987976,0.2175528109073639,0.24708716571331024,0.45114588737487793,0.21675512194633484,0.24532052874565125,0.20544172823429108
expansion,0.21312285959720612,0.1645428091287613,0.09108132123947144,0.3074924051761627,0.18181848526000977,0.15821485221385956,0.18457241356372833,0.18286365270614624
of,0.3757161796092987,0.2513895630836487,0.16413870453834534,0.2215006798505783,0.4329940676689148,0.18348726630210876,0.18425606191158295,0.1826142966747284
the,0.5091903209686279,0.34736719727516174,0.20915858447551727,0.39658910036087036,0.516537070274353,0.21387246251106262,0.22661015391349792,0.22068053483963013
sky,0.22495415806770325,0.19922639429569244,0.2902737259864807,0.1008695513010025,0.15749290585517883,0.22053661942481995,0.09141623228788376,0.11270341277122498
digital,0.11012646555900574,0.10377924144268036,0.2244831621646881,0.09667778760194778,0.19136942923069,0.48044538497924805,0.2400941252708435,0.12982943654060364
platform,0.14008134603500366,0.10859179496765137,0.20523422956466675,0.20153546333312988,0.1615862250328064,0.2787969708442688,0.2683587670326233,0.12602278590202332
.,0.475719153881073,0.35288307070732117,0.2844841778278351,0.26526886224746704,0.34427863359451294,0.21419855952262878,0.2115515172481537,0.4130953550338745
