,what,do,most,online,pharmacies,do,?
while,0.35511791706085205,0.3032379448413849,0.3330796957015991,0.1536514163017273,0.20223696529865265,0.3032379448413849,0.21076419949531555
most,0.3219912350177765,0.31522849202156067,1.0,0.18096305429935455,0.240273579955101,0.31522849202156067,0.2107497900724411
internet,0.1770392656326294,0.170716792345047,0.17232878506183624,0.5128493905067444,0.18337510526180267,0.170716792345047,0.23314887285232544
pharmacies,0.21324466168880463,0.26694825291633606,0.240273579955101,0.2595232129096985,1.0000001192092896,0.26694825291633606,0.13542459905147552
sell,0.24112503230571747,0.2827099561691284,0.20145156979560852,0.187350332736969,0.41134029626846313,0.2827099561691284,0.1556897759437561
prescription,0.2773992717266083,0.28526777029037476,0.1929749846458435,0.22599980235099792,0.5121713280677795,0.28526777029037476,0.1977909505367279
drugs,0.27091342210769653,0.2335958033800125,0.18508397042751312,0.1896318644285202,0.4796299636363983,0.2335958033800125,0.15436270833015442
and,0.31309178471565247,0.276123583316803,0.4309377074241638,0.16058434545993805,0.3083914816379547,0.276123583316803,0.20544172823429108
require,0.2487315833568573,0.44236746430397034,0.2797832489013672,0.1984778195619583,0.2662639617919922,0.44236746430397034,0.2463286817073822
a,0.3320399522781372,0.26237669587135315,0.3508910834789276,0.20674628019332886,0.22259847819805145,0.26237669587135315,0.23916715383529663
valid,0.30313223600387573,0.3101885914802551,0.19300933182239532,0.2290642261505127,0.21179473400115967,0.3101885914802551,0.27800852060317993
prescription,0.2773992717266083,0.28526777029037476,0.1929749846458435,0.22599980235099792,0.5121713280677795,0.28526777029037476,0.1977909505367279
",",0.3087472915649414,0.3283645510673523,0.3636029064655304,0.1955561488866806,0.2212837040424347,0.3283645510673523,0.31091248989105225
some,0.4491020441055298,0.4725562036037445,0.6355911493301392,0.20922185480594635,0.3485310673713684,0.4725562036037445,0.2562315762042999
internet,0.1770392656326294,0.170716792345047,0.17232878506183624,0.5128493905067444,0.18337510526180267,0.170716792345047,0.23314887285232544
pharmacies,0.21324466168880463,0.26694825291633606,0.240273579955101,0.2595232129096985,1.0000001192092896,0.26694825291633606,0.13542459905147552
sell,0.24112503230571747,0.2827099561691284,0.20145156979560852,0.187350332736969,0.41134029626846313,0.2827099561691284,0.1556897759437561
prescription,0.2773992717266083,0.28526777029037476,0.1929749846458435,0.22599980235099792,0.5121713280677795,0.28526777029037476,0.1977909505367279
drugs,0.27091342210769653,0.2335958033800125,0.18508397042751312,0.1896318644285202,0.4796299636363983,0.2335958033800125,0.15436270833015442
without,0.3181614279747009,0.3709314465522766,0.19776400923728943,0.18085867166519165,0.11469492316246033,0.3709314465522766,0.2928665280342102
requiring,0.23015210032463074,0.383081316947937,0.2395312339067459,0.20191572606563568,0.2318897843360901,0.383081316947937,0.19080378115177155
a,0.3320399522781372,0.26237669587135315,0.3508910834789276,0.20674628019332886,0.22259847819805145,0.26237669587135315,0.23916715383529663
prescription,0.2773992717266083,0.28526777029037476,0.1929749846458435,0.22599980235099792,0.5121713280677795,0.28526777029037476,0.1977909505367279
.,0.3567904531955719,0.3613996207714081,0.35404038429260254,0.23714536428451538,0.2382737696170807,0.3613996207714081,0.4130953550338745
