,who,does,the,statue,of,little,insurgent,commemorate,?
another,0.4379323124885559,0.3363491892814636,0.5019711852073669,0.19348928332328796,0.38147079944610596,0.2745107114315033,0.16763582825660706,0.16854584217071533,0.295511931180954
important,0.23735733330249786,0.273820161819458,0.39348116517066956,0.19099140167236328,0.43301743268966675,0.2085835486650467,0.18086498975753784,0.27009761333465576,0.17812499403953552
monument,0.15605571866035461,0.033753182739019394,0.23366175591945648,0.5057560205459595,0.23529943823814392,0.1397230178117752,0.14497064054012299,0.42776650190353394,0.1146806851029396
",",0.3365725874900818,0.28617382049560547,0.4933079481124878,0.20152214169502258,0.4946078956127167,0.32780832052230835,0.21646356582641602,0.2554054856300354,0.31091248989105225
the,0.3733934462070465,0.35928019881248474,1.0,0.21746210753917694,0.733189046382904,0.2412613034248352,0.248968243598938,0.32121187448501587,0.22068053483963013
statue,0.2508201599121094,0.11355933547019958,0.21746210753917694,0.9999999403953552,0.2287396490573883,0.18718740344047546,0.1183992549777031,0.4685198664665222,0.08672746270895004
of,0.2827862501144409,0.3119818866252899,0.733189046382904,0.2287396490573883,1.0,0.20116642117500305,0.2130366563796997,0.29610908031463623,0.1826142966747284
little,0.20570093393325806,0.25939854979515076,0.2412613034248352,0.18718740344047546,0.20116642117500305,1.0,0.14732101559638977,0.12230399996042252,0.20336517691612244
insurgent,0.24189960956573486,0.13379321992397308,0.248968243598938,0.1183992549777031,0.2130366563796997,0.14732101559638977,1.0,0.21902722120285034,0.12513381242752075
located,0.166107639670372,0.20630888640880585,0.407527357339859,0.21969884634017944,0.32520920038223267,0.09239590913057327,0.102090023458004,0.2244202345609665,0.08983194828033447
at,0.22096660733222961,0.17465277016162872,0.457212895154953,0.1938888430595398,0.42558613419532776,0.18184061348438263,0.09978783130645752,0.22922773659229279,0.21978627145290375
the,0.3733934462070465,0.35928019881248474,1.0,0.21746210753917694,0.733189046382904,0.2412613034248352,0.248968243598938,0.32121187448501587,0.22068053483963013
ramparts,0.19565537571907043,0.18579652905464172,0.34215784072875977,0.2280603051185608,0.29617127776145935,0.1730048507452011,0.19147071242332458,0.2526874840259552,0.10576679557561874
of,0.2827862501144409,0.3119818866252899,0.733189046382904,0.2287396490573883,1.0,0.20116642117500305,0.2130366563796997,0.29610908031463623,0.1826142966747284
the,0.3733934462070465,0.35928019881248474,1.0,0.21746210753917694,0.733189046382904,0.2412613034248352,0.248968243598938,0.32121187448501587,0.22068053483963013
old,0.2511109709739685,0.20156827569007874,0.31849798560142517,0.13786497712135315,0.30522194504737854,0.18023772537708282,0.1383902132511139,0.1761350929737091,0.20577076077461243
town,0.17440535128116608,0.1686156988143921,0.2974243760108948,0.2697010338306427,0.26585668325424194,0.14384959638118744,0.1476770043373108,0.2528540790081024,0.09902279824018478
",",0.3365725874900818,0.28617382049560547,0.4933079481124878,0.20152214169502258,0.4946078956127167,0.32780832052230835,0.21646356582641602,0.2554054856300354,0.31091248989105225
commemorates,0.14367634057998657,0.11373549699783325,0.3377683758735657,0.46312806010246277,0.30555829405784607,0.12969927489757538,0.20097537338733673,0.9573427438735962,0.1053490936756134
the,0.3733934462070465,0.35928019881248474,1.0,0.21746210753917694,0.733189046382904,0.2412613034248352,0.248968243598938,0.32121187448501587,0.22068053483963013
children,0.344171404838562,0.1224919930100441,0.15654058754444122,0.1364913135766983,0.1978350728750229,0.23398041725158691,0.12097851932048798,0.1169009730219841,0.21788206696510315
who,0.9999998807907104,0.25013914704322815,0.3733934462070465,0.2508201599121094,0.2827862501144409,0.20570093393325806,0.24189960956573486,0.15878543257713318,0.26220351457595825
served,0.19309519231319427,0.1031247079372406,0.25209251046180725,0.08724166452884674,0.2967056334018707,0.08532890677452087,0.17742131650447845,0.2209756225347519,0.117141492664814
as,0.3923053741455078,0.31202155351638794,0.48381632566452026,0.1635221540927887,0.3886612355709076,0.27529188990592957,0.21930155158042908,0.16809113323688507,0.27043893933296204
messengers,0.33532389998435974,0.18733157217502594,0.2832241356372833,0.14341211318969727,0.2098473310470581,0.14706379175186157,0.10978768765926361,0.17750881612300873,0.15207652747631073
and,0.41279885172843933,0.3461615741252899,0.5171257257461548,0.2050313502550125,0.5116966962814331,0.2627353072166443,0.21687501668930054,0.18031419813632965,0.20544172823429108
frontline,0.19051852822303772,0.1695432960987091,0.31949108839035034,0.18056096136569977,0.2660442292690277,0.15524718165397644,0.36824142932891846,0.3000023663043976,0.2579623758792877
troops,0.2254970222711563,0.12418495118618011,0.3229958415031433,0.21832220256328583,0.23602326214313507,0.1001141369342804,0.41949906945228577,0.32440465688705444,0.14329779148101807
in,0.2792111933231354,0.214483380317688,0.6662389636039734,0.17760419845581055,0.5696388483047485,0.22515349090099335,0.2106817364692688,0.33854857087135315,0.20430970191955566
the,0.3733934462070465,0.35928019881248474,1.0,0.21746210753917694,0.733189046382904,0.2412613034248352,0.248968243598938,0.32121187448501587,0.22068053483963013
warsaw,0.16496863961219788,0.16921466588974,0.23137180507183075,0.16728828847408295,0.19253842532634735,0.18660318851470947,0.2541922926902771,0.23206254839897156,0.09769917279481888
uprising,0.21054814755916595,0.049262579530477524,0.2853594124317169,0.21754461526870728,0.2703337073326111,0.10247627645730972,0.493185430765152,0.3816436529159546,0.13645027577877045
",",0.3365725874900818,0.28617382049560547,0.4933079481124878,0.20152214169502258,0.4946078956127167,0.32780832052230835,0.21646356582641602,0.2554054856300354,0.31091248989105225
while,0.4068111777305603,0.3243313729763031,0.39804592728614807,0.16641275584697723,0.3366928696632385,0.24028541147708893,0.28066182136535645,0.14149372279644012,0.21076419949531555
the,0.3733934462070465,0.35928019881248474,1.0,0.21746210753917694,0.733189046382904,0.2412613034248352,0.248968243598938,0.32121187448501587,0.22068053483963013
impressive,0.24139602482318878,0.16753393411636353,0.2336897850036621,0.2896156311035156,0.2346878945827484,0.28152456879615784,0.13179771602153778,0.18956182897090912,0.20495615899562836
warsaw,0.16496863961219788,0.16921466588974,0.23137180507183075,0.16728828847408295,0.19253842532634735,0.18660318851470947,0.2541922926902771,0.23206254839897156,0.09769917279481888
uprising,0.21054814755916595,0.049262579530477524,0.2853594124317169,0.21754461526870728,0.2703337073326111,0.10247627645730972,0.493185430765152,0.3816436529159546,0.13645027577877045
monument,0.15605571866035461,0.033753182739019394,0.23366175591945648,0.5057560205459595,0.23529943823814392,0.1397230178117752,0.14497064054012299,0.42776650190353394,0.1146806851029396
by,0.39727845788002014,0.143477201461792,0.4408751428127289,0.17129749059677124,0.3646814823150635,0.16509714722633362,0.1976134032011032,0.17170685529708862,0.17966607213020325
wincenty,0.26227548718452454,0.2417793869972229,0.30955052375793457,0.21167893707752228,0.33143821358680725,0.27229422330856323,0.22223462164402008,0.22805169224739075,0.27362939715385437
kućma,0.19087469577789307,0.16790348291397095,0.20837374031543732,0.13580167293548584,0.17351531982421875,0.09849977493286133,0.2203330546617508,0.13306733965873718,0.20485131442546844
was,0.3318818509578705,0.19302551448345184,0.48711544275283813,0.29384079575538635,0.4069072902202606,0.15730731189250946,0.24359597265720367,0.3118199110031128,0.18412111699581146
erected,0.23465611040592194,0.052825380116701126,0.23663264513015747,0.42689988017082214,0.26845210790634155,0.09010123461484909,0.10446455329656601,0.3793491721153259,0.08063657581806183
in,0.2792111933231354,0.214483380317688,0.6662389636039734,0.17760419845581055,0.5696388483047485,0.22515349090099335,0.2106817364692688,0.33854857087135315,0.20430970191955566
memory,0.17716307938098907,0.1745750457048416,0.1785092055797577,0.20624560117721558,0.17919406294822693,0.13846078515052795,0.11995150148868561,0.3309152126312256,0.1397676020860672
of,0.2827862501144409,0.3119818866252899,0.733189046382904,0.2287396490573883,1.0,0.20116642117500305,0.2130366563796997,0.29610908031463623,0.1826142966747284
the,0.3733934462070465,0.35928019881248474,1.0,0.21746210753917694,0.733189046382904,0.2412613034248352,0.248968243598938,0.32121187448501587,0.22068053483963013
largest,0.12422340363264084,0.18477381765842438,0.3757036626338959,0.21488057076931,0.36650770902633667,0.09989427030086517,0.17713160812854767,0.23934538662433624,0.12401245534420013
insurrection,0.213869109749794,0.0884987935423851,0.2910209894180298,0.22255420684814453,0.2683432400226593,0.11856874823570251,0.5493811964988708,0.36718741059303284,0.0929449051618576
of,0.2827862501144409,0.3119818866252899,0.733189046382904,0.2287396490573883,1.0,0.20116642117500305,0.2130366563796997,0.29610908031463623,0.1826142966747284
world,0.25158336758613586,0.15434256196022034,0.33604270219802856,0.11011802405118942,0.2828933000564575,0.1338973343372345,0.15677370131015778,0.26420313119888306,0.17579582333564758
war,0.24286115169525146,0.13401690125465393,0.366199791431427,0.19511188566684723,0.31680163741111755,0.19222229719161987,0.39199113845825195,0.31885603070259094,0.15510529279708862
ii,0.20800143480300903,0.15925389528274536,0.2631464898586273,0.19576647877693176,0.2844806909561157,0.18191276490688324,0.21906375885009766,0.24439698457717896,0.11928234249353409
