,how,many,bodies,of,water,makes,up,lake,constance,?
lake,0.10057038813829422,0.1804330199956894,0.23625212907791138,0.23993153870105743,0.40283486247062683,0.15531355142593384,0.16002324223518372,1.0000001192092896,0.30982735753059387,0.07226386666297913
constance,0.11918190121650696,0.14528147876262665,0.18462640047073364,0.28979653120040894,0.18924762308597565,0.11513733118772507,0.1585518717765808,0.30982735753059387,1.0,0.1427515298128128
consists,0.14797210693359375,0.18753206729888916,0.22806434333324432,0.41510096192359924,0.1382414549589157,0.297294944524765,0.26749280095100403,0.15443487465381622,0.10435338318347931,-0.004641483072191477
of,0.2480744868516922,0.37253960967063904,0.2732889950275421,1.0,0.2741255462169647,0.2927091419696808,0.32945773005485535,0.23993153870105743,0.28979653120040894,0.1826142966747284
three,0.23807744681835175,0.4501400589942932,0.22667843103408813,0.3844621181488037,0.19147945940494537,0.1151580736041069,0.27807340025901794,0.18416474759578705,0.20030133426189423,0.20928427577018738
bodies,0.22852851450443268,0.31160593032836914,1.0000001192092896,0.2732889950275421,0.36517488956451416,0.18028414249420166,0.22199474275112152,0.23625212907791138,0.18462640047073364,0.18285469710826874
of,0.2480744868516922,0.37253960967063904,0.2732889950275421,1.0,0.2741255462169647,0.2927091419696808,0.32945773005485535,0.23993153870105743,0.28979653120040894,0.1826142966747284
water,0.19594718515872955,0.2702730894088745,0.36517488956451416,0.2741255462169647,0.9999998807907104,0.25786635279655457,0.24995703995227814,0.40283486247062683,0.18924762308597565,0.14731885492801666
:,-0.11215605586767197,-0.10786184668540955,-0.15022069215774536,-0.08807745575904846,-0.06557071208953857,-0.11135680228471756,-0.053053371608257294,-0.03787848725914955,-0.02749963290989399,-0.07156077772378922
the,0.33890387415885925,0.4335206151008606,0.2745959758758545,0.733189046382904,0.297396719455719,0.3029823303222656,0.38423117995262146,0.24325428903102875,0.23177717626094818,0.22068053483963013
obersee,0.14208145439624786,0.19686578214168549,0.24387894570827484,0.38488781452178955,0.16734838485717773,0.12246245890855789,0.20843639969825745,0.31011664867401123,0.36415746808052063,0.15832701325416565
(,0.1676948219537735,0.1455259770154953,0.12402566522359848,0.35032153129577637,0.16755586862564087,0.21432405710220337,0.2525939643383026,0.14248812198638916,0.26763612031936646,0.40561532974243164
``,-0.01591024175286293,0.012824942357838154,0.03549864515662193,0.06780257821083069,0.021624350920319557,0.012377850711345673,0.1065044030547142,-0.05009271577000618,0.12680700421333313,0.0685480609536171
upper,0.09489704668521881,0.14438216388225555,0.19918709993362427,0.25818127393722534,0.2032264620065689,0.13682973384857178,0.1775268018245697,0.24166253209114075,0.17422443628311157,0.051342256367206573
lake,0.10057038813829422,0.1804330199956894,0.23625212907791138,0.23993153870105743,0.40283486247062683,0.15531355142593384,0.16002324223518372,1.0000001192092896,0.30982735753059387,0.07226386666297913
'',-0.0029843549709767103,-0.016843097284436226,-0.03413676470518112,0.13035868108272552,-0.06721995025873184,-0.1432686746120453,0.053049519658088684,-0.009126919321715832,-0.07142005115747452,0.018684765323996544
),0.17939934134483337,0.16602720320224762,0.12082640081644058,0.3680361211299896,0.18243473768234253,0.22693562507629395,0.25800976157188416,0.16115246713161469,0.2760099470615387,0.42300865054130554
