,when,did,japan,release,a,statement,to,tell,israelis,to,withdraw,from,the,palestine,?
on,0.37706470489501953,0.2670976221561432,0.22320449352264404,0.24461959302425385,0.3848365545272827,0.21737860143184662,0.41031414270401,0.20244863629341125,0.19067952036857605,0.41031414270401,0.1909210979938507,0.36926645040512085,0.5107308030128479,0.15821774303913116,0.2714994251728058
november,0.2606481611728668,0.27178457379341125,0.20023822784423828,0.16910919547080994,0.22458937764167786,0.22564108669757843,0.2179545760154724,0.1494261473417282,0.1317525953054428,0.2179545760154724,0.23727983236312866,0.2036365419626236,0.25734350085258484,0.14417248964309692,0.3159552216529846
22,-0.002228987403213978,-0.003912506625056267,-0.011651220731437206,-0.06265927851200104,-0.028262944892048836,0.028440477326512337,0.038123417645692825,0.03352824226021767,0.10135599225759506,0.038123417645692825,0.1131071001291275,0.018299942836165428,0.01572294719517231,0.0059561049565672874,0.06663474440574646
",",0.36674630641937256,0.3015086054801941,0.2639627754688263,0.228392094373703,0.427140474319458,0.22861604392528534,0.44245919585227966,0.29178953170776367,0.22223137319087982,0.44245919585227966,0.25808754563331604,0.39760664105415344,0.4933079481124878,0.18300923705101013,0.31091248989105225
japan,0.16531987488269806,0.16141492128372192,1.0,0.26855382323265076,0.20427335798740387,0.13273926079273224,0.24116237461566925,0.11164887994527817,0.17212578654289246,0.24116237461566925,0.16307874023914337,0.1818128079175949,0.22735914587974548,0.21460863947868347,0.1312343180179596
issued,0.18766894936561584,0.2733176648616791,0.14884358644485474,0.2410271167755127,0.2503507733345032,0.31667712330818176,0.1648298054933548,0.1186538115143776,0.1622287929058075,0.1648298054933548,0.22123651206493378,0.17961321771144867,0.22837360203266144,0.13922397792339325,0.169851616024971
a,0.44397395849227905,0.2552328109741211,0.20427335798740387,0.23991376161575317,1.0,0.2952324151992798,0.45503583550453186,0.24678105115890503,0.23487618565559387,0.45503583550453186,0.16439053416252136,0.322764128446579,0.5829201340675354,0.20835833251476288,0.23916715383529663
statement,0.2748432755470276,0.2726841866970062,0.13273926079273224,0.18329735100269318,0.2952324151992798,1.0000001192092896,0.29286426305770874,0.2565045952796936,0.19895534217357635,0.29286426305770874,0.27200257778167725,0.16176478564739227,0.20954233407974243,0.14121322333812714,0.28978636860847473
``,0.07174111902713776,-0.029888948425650597,-0.04030786454677582,-0.046122681349515915,0.07272057235240936,0.08327054977416992,0.06720756739377975,-0.03980381786823273,0.13050566613674164,0.06720756739377975,0.12803010642528534,0.02677825279533863,0.029072100296616554,0.19270117580890656,0.0685480609536171
asserting,0.2519204318523407,0.26265397667884827,0.13777951896190643,0.16134466230869293,0.26349496841430664,0.5016211271286011,0.28740742802619934,0.3056567311286926,0.14582163095474243,0.28740742802619934,0.27721282839775085,0.1888531744480133,0.27079346776008606,0.25968143343925476,0.3857629895210266
that,0.5860282182693481,0.47518548369407654,0.20976011455059052,0.28681787848472595,0.47537946701049805,0.42887982726097107,0.5436353087425232,0.40882083773612976,0.3153142035007477,0.5436353087425232,0.29354625940322876,0.3477667272090912,0.5473989248275757,0.2220264971256256,0.32716336846351624
israel,0.17024831473827362,0.16748307645320892,0.30237022042274475,0.16617223620414734,0.17491912841796875,0.1493328958749771,0.182975634932518,0.14453168213367462,0.815509021282196,0.182975634932518,0.19242995977401733,0.15425781905651093,0.21617624163627625,0.6501349806785583,0.15015864372253418
should,0.356647253036499,0.3792380094528198,0.17213764786720276,0.18307584524154663,0.2715131938457489,0.3596544563770294,0.44452130794525146,0.28494003415107727,0.25499698519706726,0.44452130794525146,0.2534801661968231,0.22497045993804932,0.32399165630340576,0.23438499867916107,0.4442402422428131
withdraw,0.18994784355163574,0.2686275839805603,0.16307874023914337,0.18583284318447113,0.16439053416252136,0.27200257778167725,0.29418426752090454,0.20984244346618652,0.2739420235157013,0.29418426752090454,1.0000001192092896,0.23920488357543945,0.25700607895851135,0.20855189859867096,0.19605658948421478
from,0.405669629573822,0.20248863101005554,0.1818128079175949,0.19750754535198212,0.322764128446579,0.16176478564739227,0.4069952368736267,0.18466436862945557,0.14796578884124756,0.4069952368736267,0.23920488357543945,1.0,0.40150508284568787,0.14197462797164917,0.19969791173934937
all,0.35107192397117615,0.33943864703178406,0.23000851273536682,0.2588425278663635,0.2696802616119385,0.25196343660354614,0.42520734667778015,0.31274354457855225,0.21258655190467834,0.42520734667778015,0.25093111395835876,0.2866387963294983,0.4860881567001343,0.20779626071453094,0.29575422406196594
