,what,country,are,all,the,counties,in,?
its,0.30393704771995544,0.25601598620414734,0.30942749977111816,0.29717665910720825,0.559237003326416,0.18885838985443115,0.3793783485889435,0.15103481709957123
counties,0.18263769149780273,0.3833739757537842,0.24759000539779663,0.21577653288841248,0.23370873928070068,1.0,0.26787781715393066,0.09521792083978653
of,0.33290785551071167,0.28866857290267944,0.39081433415412903,0.42798417806625366,0.733189046382904,0.2559657096862793,0.5696388483047485,0.1826142966747284
los,0.12322991341352463,0.16471697390079498,0.1627943068742752,0.16799823939800262,0.2502395510673523,0.15060237050056458,0.2795681953430176,0.15495611727237701
angeles,0.10702074319124222,0.13660557568073273,0.1732020229101181,0.17552536725997925,0.24588194489479065,0.17358089983463287,0.23927895724773407,0.16139166057109833
",",0.3087472915649414,0.27878350019454956,0.4062570035457611,0.425624817609787,0.4933079481124878,0.2766191363334656,0.5201468467712402,0.31091248989105225
orange,0.18341036140918732,0.1665465086698532,0.191231831908226,0.1713554561138153,0.20814983546733856,0.2865590453147888,0.20098833739757538,0.1066059097647667
",",0.3087472915649414,0.27878350019454956,0.4062570035457611,0.425624817609787,0.4933079481124878,0.2766191363334656,0.5201468467712402,0.31091248989105225
san,0.19375550746917725,0.15909214317798615,0.13921020925045013,0.16775812208652496,0.2858080565929413,0.17207099497318268,0.2617562413215637,0.10952327400445938
diego,0.16958405077457428,0.1168517917394638,0.16360539197921753,0.2089661955833435,0.20885010063648224,0.15851709246635437,0.2255222201347351,0.11438121646642685
",",0.3087472915649414,0.27878350019454956,0.4062570035457611,0.425624817609787,0.4933079481124878,0.2766191363334656,0.5201468467712402,0.31091248989105225
san,0.19375550746917725,0.15909214317798615,0.13921020925045013,0.16775812208652496,0.2858080565929413,0.17207099497318268,0.2617562413215637,0.10952327400445938
bernardino,0.09213948994874954,0.16718250513076782,0.17114126682281494,0.1519654244184494,0.2722903788089752,0.25415217876434326,0.28734850883483887,0.11443846672773361
",",0.3087472915649414,0.27878350019454956,0.4062570035457611,0.425624817609787,0.4933079481124878,0.2766191363334656,0.5201468467712402,0.31091248989105225
and,0.31309178471565247,0.30884742736816406,0.48576638102531433,0.4542157053947449,0.5171257257461548,0.21969299018383026,0.4954058527946472,0.20544172823429108
riverside,0.1112799271941185,0.19102762639522552,0.16002298891544342,0.18539318442344666,0.27102717757225037,0.3590361475944519,0.30268025398254395,0.10042606294155121
are,0.29724663496017456,0.1952878087759018,1.0,0.5343062281608582,0.40399202704429626,0.24759000539779663,0.3841303884983063,0.24591213464736938
the,0.42745697498321533,0.30432501435279846,0.40399202704429626,0.4860881567001343,1.0,0.23370873928070068,0.6662389636039734,0.22068053483963013
five,0.18688078224658966,0.14416733384132385,0.35638514161109924,0.42835426330566406,0.41977158188819885,0.2508431673049927,0.3634254038333893,0.18342848122119904
most,0.3219912350177765,0.2174985557794571,0.48698675632476807,0.5116150975227356,0.47635307908058167,0.12402977794408798,0.41416558623313904,0.2107497900724411
populous,0.18190032243728638,0.3707919418811798,0.22572074830532074,0.2466488480567932,0.3307441174983978,0.4358086585998535,0.35825732350349426,0.1949436515569687
in,0.30808621644973755,0.3040012717247009,0.3841303884983063,0.3335905969142914,0.6662389636039734,0.26787781715393066,1.0,0.20430970191955566
the,0.42745697498321533,0.30432501435279846,0.40399202704429626,0.4860881567001343,1.0,0.23370873928070068,0.6662389636039734,0.22068053483963013
state,0.24273863434791565,0.34785258769989014,0.19951030611991882,0.2085113525390625,0.3097178041934967,0.40980127453804016,0.33316072821617126,0.1160883978009224
and,0.31309178471565247,0.30884742736816406,0.48576638102531433,0.4542157053947449,0.5171257257461548,0.21969299018383026,0.4954058527946472,0.20544172823429108
all,0.41981086134910583,0.20782890915870667,0.5343062281608582,1.0000001192092896,0.4860881567001343,0.21577653288841248,0.3335905969142914,0.29575422406196594
are,0.29724663496017456,0.1952878087759018,1.0,0.5343062281608582,0.40399202704429626,0.24759000539779663,0.3841303884983063,0.24591213464736938
in,0.30808621644973755,0.3040012717247009,0.3841303884983063,0.3335905969142914,0.6662389636039734,0.26787781715393066,1.0,0.20430970191955566
the,0.42745697498321533,0.30432501435279846,0.40399202704429626,0.4860881567001343,1.0,0.23370873928070068,0.6662389636039734,0.22068053483963013
top,0.21232028305530548,0.1737794280052185,0.1942039579153061,0.3058520257472992,0.31754136085510254,0.14835187792778015,0.2235720455646515,0.17265194654464722
