,in,what,decade,did,abc,finish,transitioning,to,color,?
in,1.0,0.30808621644973755,0.2119923084974289,0.2593238651752472,0.1697147786617279,0.18973709642887115,0.2562061846256256,0.45010748505592346,0.10136925429105759,0.20430970191955566
the,0.6662389636039734,0.42745697498321533,0.2552448511123657,0.34736719727516174,0.2068762183189392,0.23846492171287537,0.3269566297531128,0.535392165184021,0.21895472705364227,0.22068053483963013
early,0.34672921895980835,0.2454567849636078,0.24078704416751862,0.32047218084335327,0.17947594821453094,0.208160862326622,0.36251333355903625,0.24557004868984222,0.14491190016269684,0.15272949635982513
1970s,0.057396724820137024,-0.020239217206835747,-0.022817516699433327,0.08396200090646744,-0.11265640705823898,0.05369225889444351,-0.0022555773612111807,0.06756533682346344,0.06350181251764297,0.03861190751194954
",",0.5201468467712402,0.3087472915649414,0.18535472452640533,0.3015086054801941,0.2097204476594925,0.23325271904468536,0.2144046574831009,0.44245919585227966,0.20653429627418518,0.31091248989105225
abc,0.1697147786617279,0.1317344456911087,0.21094603836536407,0.13353709876537323,1.0000001192092896,0.08611056953668594,0.1238594576716423,0.1762417107820511,0.1639925241470337,0.19065172970294952
completed,0.2960484027862549,0.19063329696655273,0.1577172577381134,0.2574852406978607,0.11398109793663025,0.5143508911132812,0.20538988709449768,0.2867361009120941,0.13621066510677338,0.08272653818130493
its,0.3793783485889435,0.30393704771995544,0.1449413150548935,0.19922670722007751,0.19045390188694,0.13215938210487366,0.2776123285293579,0.3691340684890747,0.1946939080953598,0.15103481709957123
transition,0.2444610297679901,0.26982825994491577,0.22992324829101562,0.15600939095020294,0.12583263218402863,0.16225147247314453,0.8305047154426575,0.21985375881195068,0.2239169478416443,0.15479432046413422
to,0.45010748505592346,0.455847829580307,0.16759321093559265,0.4452643394470215,0.1762417107820511,0.3029039204120636,0.24554572999477386,1.0,0.2497486025094986,0.29463258385658264
color,0.10136925429105759,0.2746529281139374,0.16350200772285461,0.19901683926582336,0.1639925241470337,0.1716403216123581,0.20989952981472015,0.2497486025094986,1.0,0.21299609541893005
;,0.092739537358284,0.10986888408660889,-0.06477196514606476,0.10727239400148392,-0.0012340332614257932,0.021436171606183052,0.02913302183151245,0.0979827418923378,0.14817428588867188,0.10349778085947037
the,0.6662389636039734,0.42745697498321533,0.2552448511123657,0.34736719727516174,0.2068762183189392,0.23846492171287537,0.3269566297531128,0.535392165184021,0.21895472705364227,0.22068053483963013
