,what,was,the,black,death,originally,blamed,on,?
the,0.42745697498321533,0.48711544275283813,1.0,0.28466513752937317,0.21438048779964447,0.36820849776268005,0.2461363822221756,0.5107308030128479,0.22068053483963013
most,0.3219912350177765,0.29933857917785645,0.47635307908058167,0.20673897862434387,0.1540587842464447,0.23238463699817657,0.2505439817905426,0.28303956985473633,0.2107497900724411
authoritative,0.3949500322341919,0.22951623797416687,0.24288342893123627,0.0276006031781435,0.20656909048557281,0.14503982663154602,0.21270208060741425,0.1885593980550766,0.32984670996665955
account,0.27991923689842224,0.23784546554088593,0.21117976307868958,0.11294755339622498,0.12889213860034943,0.1101967990398407,0.1676293909549713,0.25223448872566223,0.34417325258255005
at,0.2838611304759979,0.36707764863967896,0.457212895154953,0.12031131982803345,0.18045911192893982,0.19521355628967285,0.1897246539592743,0.4806317389011383,0.21978627145290375
the,0.42745697498321533,0.48711544275283813,1.0,0.28466513752937317,0.21438048779964447,0.36820849776268005,0.2461363822221756,0.5107308030128479,0.22068053483963013
time,0.36319252848625183,0.3641340136528015,0.43061500787734985,0.14803852140903473,0.21701793372631073,0.22495171427726746,0.1848570853471756,0.30044233798980713,0.27391523122787476
came,0.2728535234928131,0.4994563162326813,0.39390382170677185,0.15345247089862823,0.14809496700763702,0.3497311770915985,0.267448365688324,0.224246084690094,0.1739392727613449
from,0.2737620174884796,0.31171464920043945,0.40150508284568787,0.1814838945865631,0.22335824370384216,0.29689326882362366,0.17576780915260315,0.36926645040512085,0.19969791173934937
the,0.42745697498321533,0.48711544275283813,1.0,0.28466513752937317,0.21438048779964447,0.36820849776268005,0.2461363822221756,0.5107308030128479,0.22068053483963013
medical,0.2389855533838272,0.20809735357761383,0.2398311346769333,0.11423855274915695,0.20164258778095245,0.10352626442909241,0.1489892601966858,0.2253650575876236,0.13234087824821472
faculty,0.17261409759521484,0.2076377123594284,0.19605974853038788,0.09145187586545944,0.15749092400074005,0.13471071422100067,0.0396290197968483,0.1844133585691452,0.04951627925038338
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.20407067239284515,0.18743370473384857,0.3191297650337219,0.19296689331531525,0.46853652596473694,0.20430970191955566
paris,0.12914370000362396,0.31941550970077515,0.24946041405200958,0.09681472927331924,0.1664961725473404,0.20742183923721313,0.16763725876808167,0.23353494703769684,0.1491217315196991
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.20407067239284515,0.18743370473384857,0.3191297650337219,0.19296689331531525,0.46853652596473694,0.20430970191955566
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.23173153400421143,0.16249743103981018,0.3363247811794281,0.17393328249454498,0.3848365545272827,0.23916715383529663
report,0.2868559956550598,0.19926786422729492,0.2556745111942291,0.14310160279273987,0.14899857342243195,0.11158031225204468,0.35041600465774536,0.29382312297821045,0.3138936758041382
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.23292754590511322,0.19568277895450592,0.30024412274360657,0.19014966487884521,0.41031414270401,0.29463258385658264
the,0.42745697498321533,0.48711544275283813,1.0,0.28466513752937317,0.21438048779964447,0.36820849776268005,0.2461363822221756,0.5107308030128479,0.22068053483963013
