,what,conjecture,holds,that,there,is,an,infinite,amount,of,twin,primes,?
it,0.45803478360176086,0.24253541231155396,0.19280323386192322,0.5921133160591125,0.4020688533782959,0.6328473687171936,0.39472338557243347,0.1739708036184311,0.3270067572593689,0.38761502504348755,0.1395738273859024,0.2287449687719345,0.25732165575027466
is,0.28837618231773376,0.29003211855888367,0.3216874897480011,0.3995479643344879,0.3904260993003845,1.0,0.4654068350791931,0.179602712392807,0.3016021251678467,0.4854315221309662,0.18512579798698425,0.2382466346025467,0.22961433231830597
conjectured,0.24757727980613708,0.9209207892417908,0.111150361597538,0.31516772508621216,0.2237815409898758,0.24741001427173615,0.14291398227214813,0.4751847982406616,0.22570373117923737,0.2096056193113327,0.22522582113742828,0.5241694450378418,0.2194962203502655
that,0.6297725439071655,0.33185112476348877,0.24587330222129822,1.0,0.6006520986557007,0.3995479643344879,0.365763783454895,0.3017810881137848,0.3969508707523346,0.41498205065727234,0.11037977039813995,0.30276167392730713,0.32716336846351624
there,0.35085538029670715,0.20588640868663788,0.22078710794448853,0.6006520986557007,1.0,0.3904260993003845,0.22476400434970856,0.2816348969936371,0.2715611755847931,0.44397735595703125,0.19546779990196228,0.2533605694770813,0.29405656456947327
are,0.29724663496017456,0.2357640564441681,0.22953253984451294,0.45265161991119385,0.5433560013771057,0.5330929756164551,0.1556541919708252,0.16370852291584015,0.2873819172382355,0.39081433415412903,0.1695997416973114,0.2606703042984009,0.24591213464736938
infinitely,0.3249160349369049,0.4545194208621979,0.20113836228847504,0.41766390204429626,0.3415220081806183,0.21537445485591888,0.24834123253822327,0.8680528402328491,0.24504709243774414,0.22627422213554382,0.09580098092556,0.38976576924324036,0.3284112513065338
many,0.36131182312965393,0.20091752707958221,0.20790909230709076,0.5391656160354614,0.4993700683116913,0.2649032473564148,0.2465583086013794,0.19729553163051605,0.36071112751960754,0.37253960967063904,0.1555980145931244,0.2377949059009552,0.2124512493610382
twin,0.07402893155813217,0.18529698252677917,0.0951148122549057,0.11037977039813995,0.19546779990196228,0.18512579798698425,0.10000809282064438,0.0845489650964737,0.0342695452272892,0.1680169254541397,1.0000001192092896,0.2879462242126465,0.12249694019556046
primes,0.2505246102809906,0.5185601711273193,0.12347538769245148,0.30276167392730713,0.2533605694770813,0.2382466346025467,0.12952178716659546,0.43643665313720703,0.24383299052715302,0.22199293971061707,0.2879462242126465,1.0,0.18851876258850098
",",0.3087472915649414,0.2302503138780594,0.2214498221874237,0.4137537479400635,0.4587128460407257,0.4691906273365021,0.3581022024154663,0.1824384480714798,0.21125462651252747,0.4946078956127167,0.23140083253383636,0.29003697633743286,0.31091248989105225
pairs,0.1697886735200882,0.21901530027389526,0.24159739911556244,0.24004410207271576,0.21009163558483124,0.1598605364561081,0.08470159769058228,0.21773584187030792,0.20158855617046356,0.14035318791866302,0.17439618706703186,0.2949044406414032,0.1550348997116089
of,0.33290785551071167,0.21028703451156616,0.2644946873188019,0.41498205065727234,0.44397735595703125,0.4854315221309662,0.32280945777893066,0.2322143018245697,0.2541177570819855,1.0,0.1680169254541397,0.22199293971061707,0.1826142966747284
primes,0.2505246102809906,0.5185601711273193,0.12347538769245148,0.30276167392730713,0.2533605694770813,0.2382466346025467,0.12952178716659546,0.43643665313720703,0.24383299052715302,0.22199293971061707,0.2879462242126465,1.0,0.18851876258850098
with,0.2464839518070221,0.14040499925613403,0.2882748246192932,0.4154358208179474,0.37390366196632385,0.3250955045223236,0.2730048894882202,0.1887262761592865,0.30051055550575256,0.41827285289764404,0.24591243267059326,0.14664357900619507,0.2433311939239502
difference,0.4114832878112793,0.30815818905830383,0.1234888806939125,0.40625134110450745,0.3589757978916168,0.32414332032203674,0.18508581817150116,0.24292482435703278,0.34802982211112976,0.28326788544654846,0.17313960194587708,0.3030249774456024,0.2842230200767517
2,-0.049862053245306015,0.002628542250022292,-0.12107561528682709,-0.04901214689016342,-0.02594512142241001,-0.07940074801445007,-0.001586342230439186,0.03736424073576927,-0.06168443337082863,-0.013777675107121468,-0.0443255715072155,0.014338861219584942,0.001977203879505396
(,0.2411840260028839,0.14694035053253174,0.1429566591978073,0.2264307141304016,0.22351126372814178,0.35393038392066956,0.286407470703125,0.18648503720760345,0.1956038922071457,0.35032153129577637,0.1844554990530014,0.210494726896286,0.40561532974243164
twin,0.07402893155813217,0.18529698252677917,0.0951148122549057,0.11037977039813995,0.19546779990196228,0.18512579798698425,0.10000809282064438,0.0845489650964737,0.0342695452272892,0.1680169254541397,1.0000001192092896,0.2879462242126465,0.12249694019556046
prime,0.15586113929748535,0.33211401104927063,0.11926645785570145,0.18163643777370453,0.14719140529632568,0.16680827736854553,0.08209051191806793,0.2580501139163971,0.10500787943601608,0.23935265839099884,0.21311038732528687,0.7104739546775818,0.11276303976774216
conjecture,0.2976536452770233,1.0,0.10084795206785202,0.33185112476348877,0.20588640868663788,0.29003211855888367,0.15991316735744476,0.48927298188209534,0.25993821024894714,0.21028703451156616,0.18529698252677917,0.5185601711273193,0.23591084778308868
),0.26259949803352356,0.16872507333755493,0.16005297005176544,0.23478686809539795,0.24042794108390808,0.37732169032096863,0.2873353958129883,0.18880923092365265,0.19204795360565186,0.3680361211299896,0.18828286230564117,0.20394806563854218,0.42300865054130554
.,0.3567904531955719,0.2158232480287552,0.21555174887180328,0.4460422694683075,0.43897318840026855,0.4569662809371948,0.3581749200820923,0.14890168607234955,0.24893930554389954,0.5352458953857422,0.21622806787490845,0.2564551830291748,0.4130953550338745
