,how,much,did,tesla,spend,on,the,injured,pigeon,?
tesla,0.19128404557704926,0.20609156787395477,0.09757418930530548,0.9999999403953552,0.03899729624390602,0.16159376502037048,0.1324402391910553,0.12049445509910583,0.06657923758029938,0.10250775516033173
spent,0.1570643186569214,0.32149234414100647,0.26986101269721985,0.06432446837425232,0.6740381121635437,0.2312440574169159,0.24215754866600037,0.21676312386989594,0.10974042862653732,0.09774520993232727
over,0.31446483731269836,0.3711091876029968,0.2535076439380646,0.16356024146080017,0.22804518043994904,0.39810362458229065,0.39856547117233276,0.20517630875110626,0.2089497596025467,0.25742942094802856
$,0.18718640506267548,0.205519899725914,0.23203131556510925,0.23458653688430786,0.269301176071167,0.16966626048088074,0.23367542028427124,0.23350869119167328,0.12565980851650238,0.2786129117012024
"2,000",-0.008793028071522713,-0.04736056178808212,0.10021528601646423,-0.0396839864552021,-0.004992973525077105,0.05355270206928253,0.06475643068552017,-0.0832429826259613,-0.04690726473927498,-0.01396813802421093
",",0.22659391164779663,0.36182254552841187,0.3015086054801941,0.20599327981472015,0.2790883779525757,0.49057599902153015,0.4933079481124878,0.20513707399368286,0.18626035749912262,0.31091248989105225
including,0.20270724594593048,0.25625187158584595,0.26678287982940674,0.07415688037872314,0.2019222527742386,0.324923574924469,0.3738902807235718,0.18034899234771729,0.16470788419246674,0.1633303165435791
building,0.19448791444301605,0.2289905697107315,0.14995639026165009,0.20417912304401398,0.1313992142677307,0.24277396500110626,0.3159640431404114,0.1207205057144165,0.1355205476284027,0.13549931347370148
a,0.29312583804130554,0.2958075702190399,0.2552328109741211,0.2211925983428955,0.19257986545562744,0.3848365545272827,0.5829201340675354,0.2173323780298233,0.24954915046691895,0.23916715383529663
device,0.28354522585868835,0.1972316950559616,0.16445718705654144,0.3621044158935547,0.10539563000202179,0.19709131121635437,0.2555081248283386,0.20290744304656982,0.24501942098140717,0.09819377958774567
that,0.557814359664917,0.4869440197944641,0.47518548369407654,0.22102725505828857,0.2971256673336029,0.42569106817245483,0.5473989248275757,0.2373053878545761,0.15271347761154175,0.32716336846351624
comfortably,0.3248777687549591,0.396304190158844,0.23220194876194,0.13671234250068665,0.3429478704929352,0.22192515432834625,0.2422778308391571,0.17185501754283905,0.11292408406734467,0.22617939114570618
supported,0.18413317203521729,0.22729597985744476,0.3048703968524933,0.11894119530916214,0.1948833465576172,0.2748899757862091,0.27276676893234253,0.15880034863948822,0.07783021032810211,0.11593948304653168
her,0.23385033011436462,0.2322145700454712,0.3056010603904724,0.13443079590797424,0.21325312554836273,0.2974918782711029,0.354963481426239,0.1845458298921585,0.19797521829605103,0.20310723781585693
so,0.6081400513648987,0.5263535976409912,0.43696269392967224,0.186936616897583,0.3176775574684143,0.31848302483558655,0.4296516180038452,0.2138649970293045,0.13975389301776886,0.43163934350013733
her,0.23385033011436462,0.2322145700454712,0.3056010603904724,0.13443079590797424,0.21325312554836273,0.2974918782711029,0.354963481426239,0.1845458298921585,0.19797521829605103,0.20310723781585693
bones,0.23496763408184052,0.2493739277124405,0.1868600994348526,0.09242916107177734,0.12278791517019272,0.17902396619319916,0.27219870686531067,0.25471726059913635,0.21456170082092285,0.14962074160575867
could,0.47830453515052795,0.39719825983047485,0.6308382749557495,0.16634690761566162,0.23453709483146667,0.2953716814517975,0.35393214225769043,0.2535410523414612,0.137342169880867,0.3411986827850342
heal,0.2739093005657196,0.22371025383472443,0.24148528277873993,0.09358568489551544,0.1803046315908432,0.14293202757835388,0.20883694291114807,0.3155403733253479,0.20738646388053894,0.17053785920143127
",",0.22659391164779663,0.36182254552841187,0.3015086054801941,0.20599327981472015,0.2790883779525757,0.49057599902153015,0.4933079481124878,0.20513707399368286,0.18626035749912262,0.31091248989105225
to,0.44169697165489197,0.40610215067863464,0.4452643394470215,0.17548894882202148,0.2814787030220032,0.41031414270401,0.535392165184021,0.1990538239479065,0.16653646528720856,0.29463258385658264
fix,0.34818142652511597,0.2705344557762146,0.23993386328220367,0.14649228751659393,0.2735176682472229,0.17487438023090363,0.24162639677524567,0.16721712052822113,0.07728958874940872,0.3740307092666626
her,0.23385033011436462,0.2322145700454712,0.3056010603904724,0.13443079590797424,0.21325312554836273,0.2974918782711029,0.354963481426239,0.1845458298921585,0.19797521829605103,0.20310723781585693
broken,0.2515953481197357,0.23099885880947113,0.1885390281677246,0.11497274041175842,0.07747428119182587,0.19618327915668488,0.27700477838516235,0.28135445713996887,0.10116122663021088,0.1915387511253357
wing,0.11630725115537643,0.13033711910247803,0.12490390986204147,0.14641667902469635,0.15653985738754272,0.199074849486351,0.28874075412750244,0.15198014676570892,0.18688322603702545,0.10201311856508255
and,0.33647966384887695,0.38395699858665466,0.34479495882987976,0.19560420513153076,0.2863690257072449,0.4077630043029785,0.5171257257461548,0.2198655754327774,0.160979226231575,0.20544172823429108
leg,0.12739166617393494,0.16922391951084137,0.1871182918548584,0.09769333153963089,0.17231754958629608,0.1902078241109848,0.2005777806043625,0.400993674993515,0.17502091825008392,0.12812620401382446
.,0.3287222981452942,0.3374604284763336,0.35288307070732117,0.17949827015399933,0.26459771394729614,0.49257001280784607,0.5934505462646484,0.2339104264974594,0.15624287724494934,0.4130953550338745
