,besides,the,arguments,with,rome,and,his,own,fellow,reformers,",",what,scandal,contributed,to,luther,'s,failing,health,?
the,0.367077499628067,1.0,0.19616100192070007,0.4223487675189972,0.2399049997329712,0.5171257257461548,0.4394008219242096,0.334675133228302,0.15383198857307434,0.207204207777977,0.4933079481124878,0.42745697498321533,0.2196086198091507,0.2633678913116455,0.535392165184021,0.1759674996137619,-0.01540423184633255,0.3282993733882904,0.2340974360704422,0.22068053483963013
years,0.1693471223115921,0.2912273406982422,0.21219687163829803,0.21224987506866455,0.22905290126800537,0.300204873085022,0.3523389995098114,0.1895494908094406,0.1479690968990326,0.13208426535129547,0.2589467465877533,0.1981470286846161,0.17806586623191833,0.25397297739982605,0.23891852796077728,0.1472962647676468,0.05563735216856003,0.20256654918193817,0.17987096309661865,0.1914375126361847
of,0.3665722906589508,0.733189046382904,0.20644287765026093,0.41827285289764404,0.21705909073352814,0.5116966962814331,0.38364991545677185,0.3269667625427246,0.18555931746959686,0.21567708253860474,0.4946078956127167,0.33290785551071167,0.18710608780384064,0.29837220907211304,0.41548454761505127,0.1719115972518921,-0.03817026689648628,0.237147718667984,0.28076469898223877,0.1826142966747284
struggle,0.1400926411151886,0.22927843034267426,0.2741256356239319,0.20905260741710663,0.16004019975662231,0.25828027725219727,0.3421631455421448,0.18913835287094116,0.16714715957641602,0.22920913994312286,0.24116681516170502,0.23432134091854095,0.12062107026576996,0.27282634377479553,0.2529485523700714,0.2200872004032135,0.04856010898947716,0.2831774353981018,0.1737520694732666,0.1330908089876175
with,0.32692623138427734,0.4223487675189972,0.1333165019750595,0.9999999403953552,0.1726914495229721,0.5477725267410278,0.33836179971694946,0.290842205286026,0.23027361929416656,0.15224765241146088,0.4120737314224243,0.2464839518070221,0.14559900760650635,0.22952216863632202,0.4239959120750427,0.14705438911914825,-0.04624466598033905,0.15392889082431793,0.21318627893924713,0.2433311939239502
rome,0.1336047351360321,0.2399049997329712,0.16964232921600342,0.1726914495229721,1.0,0.2234899401664734,0.3082413077354431,0.16065773367881775,0.22072157263755798,0.17440249025821686,0.2507072985172272,0.17227812111377716,0.15040573477745056,0.18938927352428436,0.27313151955604553,0.17510516941547394,0.06247852370142937,0.2205614298582077,0.09795654565095901,0.16867119073867798
",",0.340058833360672,0.4933079481124878,0.1982562243938446,0.4120737314224243,0.2507072985172272,0.6633074283599854,0.3378419280052185,0.2796398997306824,0.2804356515407562,0.2029174268245697,1.0000001192092896,0.3087472915649414,0.2009008377790451,0.2899704575538635,0.44245919585227966,0.23255878686904907,-0.0016132977325469255,0.27956297993659973,0.2331448197364807,0.31091248989105225
the,0.367077499628067,1.0,0.19616100192070007,0.4223487675189972,0.2399049997329712,0.5171257257461548,0.4394008219242096,0.334675133228302,0.15383198857307434,0.207204207777977,0.4933079481124878,0.42745697498321533,0.2196086198091507,0.2633678913116455,0.535392165184021,0.1759674996137619,-0.01540423184633255,0.3282993733882904,0.2340974360704422,0.22068053483963013
antagonisms,0.28510648012161255,0.26276880502700806,0.25081881880760193,0.21390673518180847,0.1571538895368576,0.2249813675880432,0.16880324482917786,0.1957068145275116,0.10953318327665329,0.18212929368019104,0.18495988845825195,0.1984831541776657,0.10320042073726654,0.19825215637683868,0.25620946288108826,0.17529936134815216,-0.04512349143624306,0.21476586163043976,0.19022054970264435,0.14802026748657227
with,0.32692623138427734,0.4223487675189972,0.1333165019750595,0.9999999403953552,0.1726914495229721,0.5477725267410278,0.33836179971694946,0.290842205286026,0.23027361929416656,0.15224765241146088,0.4120737314224243,0.2464839518070221,0.14559900760650635,0.22952216863632202,0.4239959120750427,0.14705438911914825,-0.04624466598033905,0.15392889082431793,0.21318627893924713,0.2433311939239502
and,0.3610946238040924,0.5171257257461548,0.246416375041008,0.5477725267410278,0.2234899401664734,1.0,0.4234102666378021,0.3142828047275543,0.2690912187099457,0.2713826894760132,0.6633074283599854,0.31309178471565247,0.16306065022945404,0.2908022403717041,0.48971283435821533,0.20796556770801544,0.06895173341035843,0.2628156244754791,0.3215619623661041,0.20544172823429108
among,0.34668922424316406,0.3507058024406433,0.21539068222045898,0.2968312203884125,0.10862679034471512,0.39211368560791016,0.23289452493190765,0.25819170475006104,0.19772957265377045,0.24174265563488007,0.2640531659126282,0.21154822409152985,0.11463617533445358,0.3032863140106201,0.26594701409339905,0.12005859613418579,0.01186611782759428,0.1521206796169281,0.1879897564649582,0.14343059062957764
his,0.21479752659797668,0.4394008219242096,0.22918888926506042,0.33836179971694946,0.3082413077354431,0.4234102666378021,0.9999998807907104,0.4417259395122528,0.3355070948600769,0.15262223780155182,0.3378419280052185,0.26976513862609863,0.3429461717605591,0.2503540813922882,0.3715193271636963,0.27093374729156494,0.047556519508361816,0.3086598217487335,0.25097307562828064,0.18075084686279297
fellow,0.1482776403427124,0.15383198857307434,0.11946607381105423,0.23027361929416656,0.22072157263755798,0.2690912187099457,0.3355070948600769,0.17123116552829742,0.9999998807907104,0.17041407525539398,0.2804356515407562,0.1607140302658081,0.16142573952674866,0.2893983721733093,0.24984875321388245,0.06975573301315308,-0.07217352092266083,0.2264004349708557,0.16374368965625763,0.13782136142253876
reformers,0.10283970087766647,0.207204207777977,0.23081842064857483,0.15224765241146088,0.17440249025821686,0.2713826894760132,0.15262223780155182,0.15541943907737732,0.17041407525539398,1.0,0.2029174268245697,0.17937582731246948,0.22194240987300873,0.1457706242799759,0.21191011369228363,0.38068896532058716,0.06999418884515762,0.14938756823539734,0.18348316848278046,0.11762229353189468
",",0.340058833360672,0.4933079481124878,0.1982562243938446,0.4120737314224243,0.2507072985172272,0.6633074283599854,0.3378419280052185,0.2796398997306824,0.2804356515407562,0.2029174268245697,1.0000001192092896,0.3087472915649414,0.2009008377790451,0.2899704575538635,0.44245919585227966,0.23255878686904907,-0.0016132977325469255,0.27956297993659973,0.2331448197364807,0.31091248989105225
and,0.3610946238040924,0.5171257257461548,0.246416375041008,0.5477725267410278,0.2234899401664734,1.0,0.4234102666378021,0.3142828047275543,0.2690912187099457,0.2713826894760132,0.6633074283599854,0.31309178471565247,0.16306065022945404,0.2908022403717041,0.48971283435821533,0.20796556770801544,0.06895173341035843,0.2628156244754791,0.3215619623661041,0.20544172823429108
the,0.367077499628067,1.0,0.19616100192070007,0.4223487675189972,0.2399049997329712,0.5171257257461548,0.4394008219242096,0.334675133228302,0.15383198857307434,0.207204207777977,0.4933079481124878,0.42745697498321533,0.2196086198091507,0.2633678913116455,0.535392165184021,0.1759674996137619,-0.01540423184633255,0.3282993733882904,0.2340974360704422,0.22068053483963013
scandal,0.10039015859365463,0.2196086198091507,0.1271238625049591,0.14559900760650635,0.15040573477745056,0.16306065022945404,0.3429461717605591,0.1111445352435112,0.16142573952674866,0.22194240987300873,0.2009008377790451,0.18713286519050598,1.0000001192092896,0.14003214240074158,0.1916658729314804,0.2501474916934967,-0.049081217497587204,0.32295581698417664,0.19078634679317474,0.13076120615005493
which,0.38532754778862,0.6521818041801453,0.26273807883262634,0.46403205394744873,0.18382954597473145,0.506277859210968,0.32283493876457214,0.3863328993320465,0.12062592059373856,0.19769133627414703,0.3658004403114319,0.5261979103088379,0.1779089868068695,0.24774141609668732,0.5345056653022766,0.17501473426818848,0.03856118768453598,0.28217533230781555,0.23529647290706635,0.25814583897590637
ensued,0.12215332686901093,0.3043822646141052,0.21777215600013733,0.32812049984931946,0.1964661180973053,0.2916540503501892,0.36784034967422485,0.291374146938324,0.25919321179389954,0.15631692111492157,0.25627708435058594,0.2547135651111603,0.20567713677883148,0.25290727615356445,0.28780579566955566,0.18619492650032043,-0.06305810064077377,0.3745694160461426,0.15943318605422974,0.19039517641067505
from,0.30681347846984863,0.40150508284568787,0.15449446439743042,0.26272761821746826,0.22278863191604614,0.3601827025413513,0.3195365369319916,0.23242637515068054,0.22536703944206238,0.15748873353004456,0.39760664105415344,0.2737620174884796,0.1798432320356369,0.21743376553058624,0.4069952368736267,0.10716932266950607,-0.01936490088701248,0.1973506063222885,0.17037683725357056,0.19969791173934937
the,0.367077499628067,1.0,0.19616100192070007,0.4223487675189972,0.2399049997329712,0.5171257257461548,0.4394008219242096,0.334675133228302,0.15383198857307434,0.207204207777977,0.4933079481124878,0.42745697498321533,0.2196086198091507,0.2633678913116455,0.535392165184021,0.1759674996137619,-0.01540423184633255,0.3282993733882904,0.2340974360704422,0.22068053483963013
bigamy,0.1844750940799713,0.24065057933330536,0.2665305733680725,0.1937311291694641,0.2298067957162857,0.3126034438610077,0.3063165247440338,0.19550225138664246,0.1540519744157791,0.2973262369632721,0.25632643699645996,0.2548953592777252,0.37751731276512146,0.13311035931110382,0.24838772416114807,0.29806455969810486,0.11465799063444138,0.2690129578113556,0.28637397289276123,0.24296744167804718
of,0.3665722906589508,0.733189046382904,0.20644287765026093,0.41827285289764404,0.21705909073352814,0.5116966962814331,0.38364991545677185,0.3269667625427246,0.18555931746959686,0.21567708253860474,0.4946078956127167,0.33290785551071167,0.18710608780384064,0.29837220907211304,0.41548454761505127,0.1719115972518921,-0.03817026689648628,0.237147718667984,0.28076469898223877,0.1826142966747284
the,0.367077499628067,1.0,0.19616100192070007,0.4223487675189972,0.2399049997329712,0.5171257257461548,0.4394008219242096,0.334675133228302,0.15383198857307434,0.207204207777977,0.4933079481124878,0.42745697498321533,0.2196086198091507,0.2633678913116455,0.535392165184021,0.1759674996137619,-0.01540423184633255,0.3282993733882904,0.2340974360704422,0.22068053483963013
philip,0.07708542793989182,0.21499985456466675,0.14150390028953552,0.17874625325202942,0.21063165366649628,0.23630882799625397,0.2676854133605957,0.1572767049074173,0.15207330882549286,0.1337578147649765,0.28930366039276123,0.11288820952177048,0.1620483696460724,0.1613481491804123,0.17181846499443054,0.22734054923057556,-0.022211208939552307,0.12122541666030884,0.12688368558883667,0.11887923628091812
