,how,many,panthers,went,to,the,pro,bowl,?
with,0.3525622487068176,0.35744401812553406,0.23276561498641968,0.22259940207004547,0.4239959120750427,0.4223487675189972,0.15010353922843933,0.18353787064552307,0.2433311939239502
their,0.3316696584224701,0.4574248492717743,0.20130555331707,0.27414464950561523,0.44619059562683105,0.516537070274353,0.10057580471038818,0.1663845032453537,0.1898253709077835
nfc-best,0.28641268610954285,0.2882910668849945,0.3797273337841034,0.23847246170043945,0.3394014537334442,0.4022958278656006,0.2240247130393982,0.3920086920261383,0.35666289925575256
15–1,-0.22103790938854218,-0.2537030279636383,0.03621317446231842,-0.20227773487567902,-0.2813948690891266,-0.2592649459838867,-0.035294439643621445,0.074991874396801,0.04290514066815376
regular,0.2358456701040268,0.31490984559059143,0.2117871195077896,0.1521901786327362,0.30861178040504456,0.3214086890220642,0.21047013998031616,0.2318909466266632,0.18334713578224182
season,0.13036081194877625,0.14251810312271118,0.3867887854576111,0.16015540063381195,0.22382742166519165,0.2507155239582062,0.13625283539295197,0.3117852509021759,0.16793298721313477
record,0.1698412001132965,0.17106595635414124,0.218548983335495,0.18616439402103424,0.22007153928279877,0.23569516837596893,0.1480313539505005,0.24389338493347168,0.14407116174697876
",",0.22659391164779663,0.40610817074775696,0.2494642585515976,0.29013195633888245,0.44245919585227966,0.4933079481124878,0.19061636924743652,0.1810409277677536,0.31091248989105225
the,0.33890387415885925,0.4335206151008606,0.2602776288986206,0.3345835506916046,0.535392165184021,1.0,0.2149612456560135,0.21576224267482758,0.22068053483963013
panthers,0.1117783859372139,0.14744015038013458,0.9999999403953552,0.2667474150657654,0.2185782641172409,0.2602776288986206,0.20294983685016632,0.34713199734687805,0.16608978807926178
clinched,0.1476966142654419,0.16568318009376526,0.40991368889808655,0.28157898783683777,0.238557830452919,0.3111155331134796,0.2103317379951477,0.36128920316696167,0.21425671875476837
home-field,0.2062971293926239,0.19940073788166046,0.268547385931015,0.30457428097724915,0.2959350049495697,0.28019478917121887,0.14232702553272247,0.18187417089939117,0.16097521781921387
advantage,0.2616216540336609,0.2762105166912079,0.18763576447963715,0.16047152876853943,0.27752500772476196,0.2844003438949585,0.16378474235534668,0.2010202556848526,0.10412604361772537
throughout,0.2546801269054413,0.4781026542186737,0.1692173182964325,0.15542881190776825,0.31226396560668945,0.4158564507961273,0.1554330736398697,0.14524398744106293,0.12665234506130219
the,0.33890387415885925,0.4335206151008606,0.2602776288986206,0.3345835506916046,0.535392165184021,1.0,0.2149612456560135,0.21576224267482758,0.22068053483963013
nfc,0.11678441613912582,0.15288913249969482,0.472109317779541,0.22845564782619476,0.23611298203468323,0.2545439600944519,0.3035235106945038,0.47588562965393066,0.15073348581790924
playoffs,0.12669183313846588,0.11625128239393234,0.4255627989768982,0.16557759046554565,0.255110502243042,0.21945282816886902,0.17093554139137268,0.35547947883605957,0.17343482375144958
for,0.3308170735836029,0.40972793102264404,0.25358447432518005,0.26803430914878845,0.4451248347759247,0.4739971458911896,0.2676255404949188,0.24430087208747864,0.264628142118454
the,0.33890387415885925,0.4335206151008606,0.2602776288986206,0.3345835506916046,0.535392165184021,1.0,0.2149612456560135,0.21576224267482758,0.22068053483963013
first,0.27731001377105713,0.2931244373321533,0.1861710250377655,0.3095473051071167,0.3792489171028137,0.49448907375335693,0.22959160804748535,0.20817767083644867,0.18701928853988647
time,0.35346719622612,0.3523001968860626,0.2628815770149231,0.2936919629573822,0.3679993152618408,0.43061500787734985,0.20631156861782074,0.20419740676879883,0.27391523122787476
in,0.2601168751716614,0.41474202275276184,0.2115829735994339,0.30470821261405945,0.45010748505592346,0.6662389636039734,0.152218297123909,0.17236235737800598,0.20430970191955566
franchise,0.1421767622232437,0.1937589943408966,0.3353862166404724,0.14192242920398712,0.26970288157463074,0.30872398614883423,0.2153254747390747,0.2876890301704407,0.13445523381233215
history,0.28613850474357605,0.2746841311454773,0.15208889544010162,0.2344149351119995,0.24226762354373932,0.33215048909187317,0.2318270057439804,0.22527895867824554,0.2501974403858185
.,0.3287222981452942,0.3974229395389557,0.23446570336818695,0.27773603796958923,0.4645031690597534,0.5934505462646484,0.1908467710018158,0.21516893804073334,0.4130953550338745
