,what,cultures,were,part,of,kublai,'s,administration,?
the,0.42745697498321533,0.2909663915634155,0.3906462490558624,0.527681291103363,0.733189046382904,0.32886171340942383,-0.01540423184633255,0.3083578944206238,0.22068053483963013
system,0.23557309806346893,0.15745842456817627,0.1800099015235901,0.2814725935459137,0.25597915053367615,0.16004028916358948,0.04329425096511841,0.2517760694026947,0.15556083619594574
of,0.33290785551071167,0.2692214250564575,0.34038281440734863,0.452393114566803,1.0,0.231930211186409,-0.03817026689648628,0.3326551914215088,0.1826142966747284
bureaucracy,0.3576729893684387,0.20342427492141724,0.15679167211055756,0.17416615784168243,0.25510287284851074,0.23733268678188324,-0.0030092187225818634,0.4136775732040405,0.33511215448379517
created,0.20714101195335388,0.11482524871826172,0.2975761294364929,0.35967817902565,0.32043445110321045,0.09231842309236526,-0.015766004100441933,0.2479836493730545,0.21177415549755096
by,0.2455483376979828,0.19850610196590424,0.4406847059726715,0.28271573781967163,0.3646814823150635,0.2005719393491745,-0.010884488001465797,0.19045937061309814,0.17966607213020325
kublai,0.24627302587032318,0.18218235671520233,0.24264763295650482,0.1948736160993576,0.231930211186409,0.9999999403953552,-0.017352506518363953,0.1919659525156021,0.14562560617923737
khan,0.16476042568683624,0.12471755594015121,0.12865866720676422,0.15835325419902802,0.17124508321285248,0.5925762057304382,0.05307086929678917,0.17336012423038483,0.12862591445446014
reflected,0.2521127760410309,0.2538822591304779,0.21205607056617737,0.20126688480377197,0.2816413640975952,0.19940820336341858,-0.035999491810798645,0.16390460729599,0.12829364836215973
various,0.26045072078704834,0.3729047179222107,0.34943774342536926,0.17307926714420319,0.3196488320827484,0.15755504369735718,0.0089445561170578,0.2880292236804962,0.12823495268821716
cultures,0.22179487347602844,0.9999998807907104,0.26667776703834534,0.2668057382106781,0.2692214250564575,0.18218235671520233,0.004949934780597687,0.18216843903064728,0.1482744663953781
in,0.30808621644973755,0.2573188841342926,0.3815755248069763,0.4499994218349457,0.5696388483047485,0.2070179283618927,-0.037580832839012146,0.25846216082572937,0.20430970191955566
the,0.42745697498321533,0.2909663915634155,0.3906462490558624,0.527681291103363,0.733189046382904,0.32886171340942383,-0.01540423184633255,0.3083578944206238,0.22068053483963013
empire,0.21723191440105438,0.24321751296520233,0.25456157326698303,0.28660473227500916,0.30522286891937256,0.439264178276062,-0.011798231862485409,0.24964246153831482,0.14909450709819794
",",0.3087472915649414,0.25762316584587097,0.36755475401878357,0.3376222252845764,0.4946078956127167,0.2569756805896759,-0.0016132977325469255,0.25292783975601196,0.31091248989105225
including,0.18328791856765747,0.27384525537490845,0.41511550545692444,0.24852775037288666,0.44195112586021423,0.16595308482646942,0.0074059427715837955,0.21422408521175385,0.1633303165435791
that,0.6297725439071655,0.2989158630371094,0.35517072677612305,0.37747326493263245,0.41498205065727234,0.2526871860027313,0.04397977516055107,0.2354782223701477,0.32716336846351624
of,0.33290785551071167,0.2692214250564575,0.34038281440734863,0.452393114566803,1.0,0.231930211186409,-0.03817026689648628,0.3326551914215088,0.1826142966747284
the,0.42745697498321533,0.2909663915634155,0.3906462490558624,0.527681291103363,0.733189046382904,0.32886171340942383,-0.01540423184633255,0.3083578944206238,0.22068053483963013
han,0.14963169395923615,0.24968452751636505,0.185258150100708,0.16460402309894562,0.24127668142318726,0.465512216091156,-0.06171664595603943,0.07552824914455414,0.17129439115524292
chinese,0.11643128097057343,0.2986238896846771,0.22925853729248047,0.10866256803274155,0.24275560677051544,0.38022753596305847,0.01673142798244953,0.15051263570785522,0.20843194425106049
",",0.3087472915649414,0.25762316584587097,0.36755475401878357,0.3376222252845764,0.4946078956127167,0.2569756805896759,-0.0016132977325469255,0.25292783975601196,0.31091248989105225
khitans,0.23520559072494507,0.2966657280921936,0.3533499240875244,0.2526187598705292,0.24259409308433533,0.5570935606956482,0.05495402216911316,0.14299222826957703,0.19248004257678986
",",0.3087472915649414,0.25762316584587097,0.36755475401878357,0.3376222252845764,0.4946078956127167,0.2569756805896759,-0.0016132977325469255,0.25292783975601196,0.31091248989105225
jurchens,0.23750726878643036,0.4041162431240082,0.3402763605117798,0.22273144125938416,0.2861708104610443,0.4446282684803009,0.06002966687083244,0.17330214381217957,0.23940691351890564
",",0.3087472915649414,0.25762316584587097,0.36755475401878357,0.3376222252845764,0.4946078956127167,0.2569756805896759,-0.0016132977325469255,0.25292783975601196,0.31091248989105225
mongols,0.171964630484581,0.3402555286884308,0.3104121685028076,0.19155672192573547,0.23517343401908875,0.5959007740020752,-0.027451662346720695,0.16703055799007416,0.11517509818077087
",",0.3087472915649414,0.25762316584587097,0.36755475401878357,0.3376222252845764,0.4946078956127167,0.2569756805896759,-0.0016132977325469255,0.25292783975601196,0.31091248989105225
and,0.31309178471565247,0.3095247149467468,0.42175528407096863,0.35301485657691956,0.5116966962814331,0.25078991055488586,0.06895173341035843,0.29629963636398315,0.20544172823429108
tibetan,0.12452398985624313,0.3246084451675415,0.11338429898023605,0.1902535855770111,0.226594015955925,0.339009165763855,-0.010771982371807098,0.16443954408168793,0.14673879742622375
buddhists,0.2541872560977936,0.3870902955532074,0.2553656995296478,0.14865779876708984,0.2792125940322876,0.3383484184741974,0.01915721967816353,0.13999620079994202,0.1985086351633072
.,0.3567904531955719,0.23830652236938477,0.3378238379955292,0.32817673683166504,0.5352458953857422,0.2311694622039795,-0.003708066651597619,0.28375473618507385,0.4130953550338745
