,after,braddock,died,",",who,controlled,north,american,british,forces,?
following,0.39623188972473145,0.2107035517692566,0.15887798368930817,0.27101513743400574,0.1758657693862915,0.12648367881774902,0.1749291867017746,0.2048701047897339,0.15450286865234375,0.14402984082698822,0.1555173695087433
the,0.4565047025680542,0.2864013612270355,0.18710990250110626,0.4933079481124878,0.3733934462070465,0.3320712745189667,0.36298373341560364,0.24562937021255493,0.28973397612571716,0.3134811818599701,0.22068053483963013
death,0.2794583737850189,0.2075415998697281,0.49539607763290405,0.2070959210395813,0.20302973687648773,0.15239253640174866,0.1373317539691925,0.19777269661426544,0.12967507541179657,0.1558256894350052,0.21149799227714539
of,0.3867455720901489,0.22112226486206055,0.25637882947921753,0.4946078956127167,0.2827862501144409,0.2840180993080139,0.3604778051376343,0.22180068492889404,0.23701532185077667,0.3090144991874695,0.1826142966747284
braddock,0.31423136591911316,1.0,0.26434990763664246,0.3523558974266052,0.34990617632865906,0.1427508443593979,0.32495465874671936,0.40632760524749756,0.3935726583003998,0.26961585879325867,0.1826469451189041
",",0.38860568404197693,0.3523558974266052,0.36026471853256226,1.0000001192092896,0.3365725874900818,0.20886175334453583,0.31834840774536133,0.3048616647720337,0.25734075903892517,0.2544684410095215,0.31091248989105225
william,0.23307986557483673,0.4240909516811371,0.2561485171318054,0.23339112102985382,0.32068803906440735,0.08193942159414291,0.21623094379901886,0.31157881021499634,0.21299338340759277,0.1888331174850464,0.14462219178676605
shirley,0.08980800956487656,0.3601939380168915,0.21683746576309204,0.2250218689441681,0.21432283520698547,0.06770045310258865,0.11433224380016327,0.24660411477088928,0.217991903424263,0.11977297812700272,0.127523273229599
assumed,0.207917720079422,0.1849665641784668,0.14975878596305847,0.22927714884281158,0.24518311023712158,0.20271800458431244,0.163133442401886,0.12382059544324875,0.15249498188495636,0.200739324092865,0.2463492453098297
command,0.23738226294517517,0.29372572898864746,0.16125476360321045,0.25408896803855896,0.23636431992053986,0.31379592418670654,0.1873147189617157,0.1285281926393509,0.20850764214992523,0.535732090473175,0.13402260839939117
of,0.3867455720901489,0.22112226486206055,0.25637882947921753,0.4946078956127167,0.2827862501144409,0.2840180993080139,0.3604778051376343,0.22180068492889404,0.23701532185077667,0.3090144991874695,0.1826142966747284
british,0.20129355788230896,0.3935726583003998,0.2272852510213852,0.25734075903892517,0.2666113078594208,0.159380242228508,0.2482547163963318,0.4854423403739929,1.0,0.23148047924041748,0.09711728990077972
forces,0.2831678092479706,0.26961585879325867,0.2011982649564743,0.2544684410095215,0.2532956302165985,0.3823147416114807,0.2323179692029953,0.1374841332435608,0.23148047924041748,1.0,0.16984491050243378
in,0.44050168991088867,0.23128293454647064,0.25881269574165344,0.5201468467712402,0.2792111933231354,0.2597082853317261,0.39050599932670593,0.22871561348438263,0.23084034025669098,0.2565164566040039,0.20430970191955566
north,0.2209993153810501,0.32495465874671936,0.19664879143238068,0.31834840774536133,0.11026738584041595,0.15398873388767242,1.0,0.2107747346162796,0.2482547163963318,0.2323179692029953,0.11829731613397598
america,0.17218677699565887,0.21988694369792938,0.11774865537881851,0.253568559885025,0.1830417811870575,0.11729878187179565,0.4837384521961212,0.3915616571903229,0.23250389099121094,0.12391284108161926,0.19333907961845398
.,0.35870397090911865,0.3080593943595886,0.24093139171600342,0.6812511086463928,0.3541337847709656,0.21779799461364746,0.3171539604663849,0.29108086228370667,0.23159366846084595,0.21802116930484772,0.4130953550338745
