,what,countries,use,a,red,stylized,a,to,signify,pharmacy,?
other,0.341873437166214,0.42453643679618835,0.389494389295578,0.2806335389614105,0.19146828353405,0.16560907661914825,0.2806335389614105,0.4193183183670044,0.2921884059906006,0.18628889322280884,0.24682199954986572
symbols,0.2427739053964615,0.18791139125823975,0.35798344016075134,0.2283145785331726,0.22680293023586273,0.22600531578063965,0.2283145785331726,0.1965978890657425,0.3754892349243164,0.0870528593659401,0.16658984124660492
are,0.29724663496017456,0.35174399614334106,0.4174068570137024,0.265255331993103,0.20341019332408905,0.15530048310756683,0.265255331993103,0.3504326641559601,0.19160296022891998,0.1491841822862625,0.24591213464736938
common,0.19989867508411407,0.3351489007472992,0.3850046396255493,0.29638534784317017,0.14955811202526093,0.14274707436561584,0.29638534784317017,0.21109338104724884,0.18341504037380219,0.06683652102947235,0.20434872806072235
in,0.30808621644973755,0.3027990758419037,0.2715643048286438,0.539380669593811,0.18753071129322052,0.2031644731760025,0.539380669593811,0.45010748505592346,0.24429361522197723,0.22082467377185822,0.20430970191955566
different,0.39262300729751587,0.4056633412837982,0.4095414876937866,0.29175353050231934,0.14543288946151733,0.2474663406610489,0.29175353050231934,0.3617510497570038,0.23099754750728607,0.20134437084197998,0.24476227164268494
countries,0.22319257259368896,0.9999999403953552,0.33462896943092346,0.2672088146209717,0.15996244549751282,0.16181312501430511,0.2672088146209717,0.3111797273159027,0.1685839146375656,0.19641880691051483,0.15128466486930847
:,-0.12022944539785385,0.04958808794617653,-0.16000241041183472,-0.0007584693375974894,0.01693502441048622,-0.0021025645546615124,-0.0007584693375974894,-0.09243495017290115,0.05644890293478966,0.010269176214933395,-0.07156077772378922
the,0.42745697498321533,0.33290645480155945,0.34342584013938904,0.5829201340675354,0.2817947566509247,0.19770094752311707,0.5829201340675354,0.535392165184021,0.33714205026626587,0.1938311904668808,0.22068053483963013
green,0.16762696206569672,0.09409714490175247,0.16682563722133636,0.2557748556137085,0.3990335166454315,0.16235099732875824,0.2557748556137085,0.2122364193201065,0.27156201004981995,0.17769809067249298,0.11409882456064224
greek,0.14808377623558044,0.17334295809268951,0.18509520590305328,0.25844764709472656,0.12130098789930344,0.23547948896884918,0.25844764709472656,0.1887008547782898,0.1975901871919632,0.1446525901556015,0.11180876195430756
cross,0.1799720823764801,0.11188627034425735,0.15100742876529694,0.21602843701839447,0.27453988790512085,0.12362900376319885,0.21602843701839447,0.21814192831516266,0.228108748793602,0.13658829033374786,0.12288589030504227
in,0.30808621644973755,0.3027990758419037,0.2715643048286438,0.539380669593811,0.18753071129322052,0.2031644731760025,0.539380669593811,0.45010748505592346,0.24429361522197723,0.22082467377185822,0.20430970191955566
france,0.17793065309524536,0.35085076093673706,0.1956159770488739,0.24802380800247192,0.16339215636253357,0.1440739929676056,0.24802380800247192,0.2670897841453552,0.06499329954385757,0.18034416437149048,0.15069349110126495
",",0.3087472915649414,0.2966555655002594,0.3276674151420593,0.427140474319458,0.25953415036201477,0.1587505042552948,0.427140474319458,0.44245919585227966,0.2385689914226532,0.19815339148044586,0.31091248989105225
argentina,0.1718854010105133,0.2562027871608734,0.08195126056671143,0.19504624605178833,0.08837869018316269,0.11079404503107071,0.19504624605178833,0.18015426397323608,0.03123563714325428,0.07972320169210434,0.14880703389644623
",",0.3087472915649414,0.2966555655002594,0.3276674151420593,0.427140474319458,0.25953415036201477,0.1587505042552948,0.427140474319458,0.44245919585227966,0.2385689914226532,0.19815339148044586,0.31091248989105225
the,0.42745697498321533,0.33290645480155945,0.34342584013938904,0.5829201340675354,0.2817947566509247,0.19770094752311707,0.5829201340675354,0.535392165184021,0.33714205026626587,0.1938311904668808,0.22068053483963013
united,0.20036718249320984,0.38267436623573303,0.21465958654880524,0.2732578217983246,0.1980738341808319,0.10886897891759872,0.2732578217983246,0.2715383470058441,0.1704355776309967,0.2404385805130005,0.17266890406608582
kingdom,0.17826133966445923,0.322317510843277,0.17247320711612701,0.18099536001682281,0.08367063105106354,0.10300805419683456,0.18099536001682281,0.19473806023597717,0.16466039419174194,0.18533603847026825,0.12927088141441345
",",0.3087472915649414,0.2966555655002594,0.3276674151420593,0.427140474319458,0.25953415036201477,0.1587505042552948,0.427140474319458,0.44245919585227966,0.2385689914226532,0.19815339148044586,0.31091248989105225
belgium,0.14580245316028595,0.34382468461990356,0.15464554727077484,0.17649415135383606,0.09713494777679443,0.06284747272729874,0.17649415135383606,0.18273715674877167,0.07294567674398422,0.12303992360830307,0.1067093089222908
",",0.3087472915649414,0.2966555655002594,0.3276674151420593,0.427140474319458,0.25953415036201477,0.1587505042552948,0.427140474319458,0.44245919585227966,0.2385689914226532,0.19815339148044586,0.31091248989105225
ireland,0.18062788248062134,0.32071244716644287,0.17186963558197021,0.18418891727924347,0.12705470621585846,0.06661011278629303,0.18418891727924347,0.2296099066734314,0.1583605259656906,0.0957324281334877,0.10685748606920242
",",0.3087472915649414,0.2966555655002594,0.3276674151420593,0.427140474319458,0.25953415036201477,0.1587505042552948,0.427140474319458,0.44245919585227966,0.2385689914226532,0.19815339148044586,0.31091248989105225
italy,0.16949890553951263,0.33546021580696106,0.13051241636276245,0.1983879655599594,0.1358492374420166,0.14427316188812256,0.1983879655599594,0.19335418939590454,0.11711548268795013,0.155130073428154,0.11567100137472153
