,how,many,valves,did,the,corliss,engine,use,?
the,0.33890387415885925,0.4335206151008606,0.23917143046855927,0.34736719727516174,1.0,0.28029030561447144,0.21651263535022736,0.34342584013938904,0.22068053483963013
acme,0.15457774698734283,0.2616286277770996,0.17071107029914856,0.1817186176776886,0.27208366990089417,0.35775676369667053,0.2599276304244995,0.24219129979610443,0.22251062095165253
of,0.2480744868516922,0.37253960967063904,0.18978291749954224,0.2513895630836487,0.733189046382904,0.21110959351062775,0.17095594108104706,0.2750902473926544,0.1826142966747284
the,0.33890387415885925,0.4335206151008606,0.23917143046855927,0.34736719727516174,1.0,0.28029030561447144,0.21651263535022736,0.34342584013938904,0.22068053483963013
horizontal,0.1608983427286148,0.1373922973871231,0.2800573408603668,0.085786834359169,0.25932741165161133,0.14281849563121796,0.23461835086345673,0.2237725406885147,0.11756809055805206
engine,0.15099172294139862,0.16697712242603302,0.35318049788475037,0.1357124000787735,0.21651263535022736,0.24446071684360504,1.0,0.2398114949464798,0.17739196121692657
was,0.16678167879581451,0.260356068611145,0.14085085690021515,0.41399896144866943,0.48711544275283813,0.36042752861976624,0.205611914396286,0.17744606733322144,0.18412111699581146
the,0.33890387415885925,0.4335206151008606,0.23917143046855927,0.34736719727516174,1.0,0.28029030561447144,0.21651263535022736,0.34342584013938904,0.22068053483963013
corliss,0.19292421638965607,0.19822804629802704,0.23498192429542542,0.21476301550865173,0.28029030561447144,1.0000001192092896,0.24446071684360504,0.11512164026498795,0.253435343503952
steam,0.13796336948871613,0.1984996646642685,0.3912201225757599,0.19902050495147705,0.23105813562870026,0.23875577747821808,0.4921848475933075,0.2950085997581482,0.113324373960495
engine,0.15099172294139862,0.16697712242603302,0.35318049788475037,0.1357124000787735,0.21651263535022736,0.24446071684360504,1.0,0.2398114949464798,0.17739196121692657
",",0.22659391164779663,0.40610817074775696,0.22446955740451813,0.3015086054801941,0.4933079481124878,0.3983730971813202,0.19789794087409973,0.3276674151420593,0.31091248989105225
patented,0.2056504487991333,0.21737700700759888,0.2357410043478012,0.17659124732017517,0.13766011595726013,0.2599393427371979,0.30315786600112915,0.3168337047100067,0.08803384751081467
in,0.2601168751716614,0.41474202275276184,0.12331581115722656,0.2593238651752472,0.6662389636039734,0.2905110716819763,0.18885408341884613,0.2715643048286438,0.20430970191955566
1849,-0.006688159890472889,0.09406692534685135,0.00160804926417768,0.024352863430976868,0.05602257698774338,-0.021641511470079422,0.0015473243547603488,0.05986741557717323,0.06108446791768074
",",0.22659391164779663,0.40610817074775696,0.22446955740451813,0.3015086054801941,0.4933079481124878,0.3983730971813202,0.19789794087409973,0.3276674151420593,0.31091248989105225
which,0.4852597713470459,0.5168171525001526,0.3219848871231079,0.2750149369239807,0.6521818041801453,0.20352451503276825,0.2503763437271118,0.39254313707351685,0.25814583897590637
was,0.16678167879581451,0.260356068611145,0.14085085690021515,0.41399896144866943,0.48711544275283813,0.36042752861976624,0.205611914396286,0.17744606733322144,0.18412111699581146
a,0.29312583804130554,0.2872205972671509,0.2422410100698471,0.2552328109741211,0.5829201340675354,0.3096249997615814,0.24768835306167603,0.30793872475624084,0.23916715383529663
four-valve,0.26983436942100525,0.24596759676933289,0.7425690293312073,0.1458785980939865,0.3680625557899475,0.2959030866622925,0.3982180953025818,0.35305148363113403,0.2591110169887543
counter,0.22386345267295837,0.22338049113750458,0.20212654769420624,0.20144067704677582,0.2744700014591217,0.1670132577419281,0.09327974170446396,0.2325683832168579,0.12520115077495575
flow,0.21408434212207794,0.20892028510570526,0.35931116342544556,0.1379096955060959,0.314039409160614,0.2129731923341751,0.21714819967746735,0.2222738415002823,0.10458291321992874
engine,0.15099172294139862,0.16697712242603302,0.35318049788475037,0.1357124000787735,0.21651263535022736,0.24446071684360504,1.0,0.2398114949464798,0.17739196121692657
with,0.3525622487068176,0.35744401812553406,0.2232566922903061,0.25472134351730347,0.4223487675189972,0.24013228714466095,0.1990211457014084,0.3356984257698059,0.2433311939239502
separate,0.21848078072071075,0.33082273602485657,0.2349172830581665,0.2542422115802765,0.3612915575504303,0.12373582273721695,0.17311933636665344,0.3277289867401123,0.16835719347000122
steam,0.13796336948871613,0.1984996646642685,0.3912201225757599,0.19902050495147705,0.23105813562870026,0.23875577747821808,0.4921848475933075,0.2950085997581482,0.113324373960495
admission,0.24385643005371094,0.19783027470111847,0.07464487850666046,0.25906887650489807,0.2620483338832855,0.1735219955444336,0.14126728475093842,0.21761243045330048,0.19312289357185364
and,0.33647966384887695,0.5296266674995422,0.23570813238620758,0.34479495882987976,0.5171257257461548,0.34478771686553955,0.18437977135181427,0.34145063161849976,0.20544172823429108
exhaust,0.2941373884677887,0.2543764114379883,0.3970212936401367,0.2109125703573227,0.2500286400318146,0.16534876823425293,0.47334933280944824,0.3322044909000397,0.1444300264120102
valves,0.2396223098039627,0.17502160370349884,1.0000001192092896,0.14458067715168,0.23917143046855927,0.23498192429542542,0.35318049788475037,0.266258180141449,0.1826052963733673
and,0.33647966384887695,0.5296266674995422,0.23570813238620758,0.34479495882987976,0.5171257257461548,0.34478771686553955,0.18437977135181427,0.34145063161849976,0.20544172823429108
automatic,0.2485162615776062,0.1406814157962799,0.2322612702846527,0.17541849613189697,0.2045953869819641,0.19051189720630646,0.2990161180496216,0.3818773329257965,0.24784588813781738
variable,0.28479626774787903,0.16437771916389465,0.2546748220920563,0.1122812032699585,0.18287865817546844,0.11550658941268921,0.2506069242954254,0.2729721963405609,0.1795729100704193
steam,0.13796336948871613,0.1984996646642685,0.3912201225757599,0.19902050495147705,0.23105813562870026,0.23875577747821808,0.4921848475933075,0.2950085997581482,0.113324373960495
