,what,did,john,dalton,think,that,all,elements,were,in,number,present,in,compounds,?
john,0.18237407505512238,0.18785913288593292,1.0000001192092896,0.38285204768180847,0.16012033820152283,0.17830057442188263,0.12181571125984192,0.01890520006418228,0.19632886350154877,0.22177861630916595,0.1263035535812378,0.10744962841272354,0.22177861630916595,0.1410122662782669,0.13162356615066528
dalton,0.20382486283779144,0.18875794112682343,0.38285204768180847,1.0,0.20645467936992645,0.21234120428562164,0.12765073776245117,0.21409504115581512,0.18155688047409058,0.21548058092594147,0.23515993356704712,0.18577782809734344,0.21548058092594147,0.26694369316101074,0.14812810719013214
's,0.02692362666130066,0.05069678649306297,-0.1023898646235466,0.01184313278645277,0.015562640503048897,0.04397977516055107,0.03181743621826172,-0.04167265072464943,0.007088581565767527,-0.037580832839012146,0.033178191632032394,0.010861009359359741,-0.037580832839012146,-0.04443596675992012,-0.023395681753754616
original,0.24651947617530823,0.2664784789085388,0.13636864721775055,0.16635747253894806,0.20388007164001465,0.326194703578949,0.2580833435058594,0.19235526025295258,0.27702075242996216,0.2534193694591522,0.13741828501224518,0.22486908733844757,0.2534193694591522,0.10993122309446335,0.17256900668144226
atomic,0.24257957935333252,0.15765592455863953,0.05220319703221321,0.31045907735824585,0.19797104597091675,0.2316160649061203,0.2142798751592636,0.40992194414138794,0.14927040040493011,0.1661578118801117,0.29256096482276917,0.10188908874988556,0.1661578118801117,0.3803640305995941,0.16654692590236664
hypothesis,0.32678523659706116,0.18737025558948517,0.14346620440483093,0.28288471698760986,0.29575371742248535,0.3562784492969513,0.17662912607192993,0.21211528778076172,0.10617061704397202,0.17262659966945648,0.2197747528553009,0.19714732468128204,0.17262659966945648,0.2176753133535385,0.20027662813663483
assumed,0.3064858615398407,0.2731741964817047,0.1155129224061966,0.09337733685970306,0.323236346244812,0.34552374482154846,0.27427735924720764,0.19424808025360107,0.2102435827255249,0.20372121036052704,0.14345276355743408,0.25764232873916626,0.20372121036052704,0.13612952828407288,0.2463492453098297
that,0.6297725439071655,0.47518548369407654,0.17830057442188263,0.21234120428562164,0.5798900723457336,1.0,0.53305584192276,0.30113428831100464,0.35517072677612305,0.435920387506485,0.32951247692108154,0.25174012780189514,0.435920387506485,0.26948118209838867,0.32716336846351624
all,0.41981086134910583,0.33943864703178406,0.12181571125984192,0.12765073776245117,0.4156843423843384,0.53305584192276,1.0000001192092896,0.29632681608200073,0.4387909770011902,0.3335905969142914,0.3830430209636688,0.26032355427742004,0.3335905969142914,0.26393139362335205,0.29575422406196594
elements,0.2152351289987564,0.14570437371730804,0.01890520006418228,0.21409504115581512,0.22390979528427124,0.30113428831100464,0.29632681608200073,1.0000001192092896,0.18251387774944305,0.18130259215831757,0.23878861963748932,0.13170191645622253,0.18130259215831757,0.45408159494400024,0.15222592651844025
were,0.22298263013362885,0.4162326455116272,0.19632886350154877,0.18155688047409058,0.26015451550483704,0.35517072677612305,0.4387909770011902,0.18251387774944305,1.0000001192092896,0.3815755248069763,0.2910310626029968,0.16091316938400269,0.3815755248069763,0.19416937232017517,0.17890112102031708
monatomic,0.28535014390945435,0.18759770691394806,0.15831616520881653,0.33782947063446045,0.2642378509044647,0.3082970678806305,0.2723173201084137,0.3775175213813782,0.2516084313392639,0.2891082167625427,0.3254963457584381,0.23647235333919525,0.2891082167625427,0.4466586410999298,0.20854847133159637
and,0.31309178471565247,0.34479495882987976,0.21634717285633087,0.2588704824447632,0.30740439891815186,0.4731321930885315,0.4542157053947449,0.2731180787086487,0.42175528407096863,0.4954058527946472,0.28545793890953064,0.2790124714374542,0.4954058527946472,0.25433242321014404,0.20544172823429108
that,0.6297725439071655,0.47518548369407654,0.17830057442188263,0.21234120428562164,0.5798900723457336,1.0,0.53305584192276,0.30113428831100464,0.35517072677612305,0.435920387506485,0.32951247692108154,0.25174012780189514,0.435920387506485,0.26948118209838867,0.32716336846351624
the,0.42745697498321533,0.34736719727516174,0.2230520099401474,0.26350104808807373,0.3102172613143921,0.5473989248275757,0.4860881567001343,0.22297804057598114,0.3906462490558624,0.6662389636039734,0.35145696997642517,0.2829846143722534,0.6662389636039734,0.18294313549995422,0.22068053483963013
atoms,0.2511626183986664,0.17240509390830994,0.07907862961292267,0.33144569396972656,0.23780708014965057,0.28964754939079285,0.23496389389038086,0.45340728759765625,0.18063980340957642,0.1795038878917694,0.26992422342300415,0.16049107909202576,0.1795038878917694,0.5730741024017334,0.17423541843891144
in,0.30808621644973755,0.2593238651752472,0.22177861630916595,0.21548058092594147,0.23837615549564362,0.435920387506485,0.3335905969142914,0.18130259215831757,0.3815755248069763,1.0,0.3024539053440094,0.23905439674854279,1.0,0.21471646428108215,0.20430970191955566
compounds,0.19472219049930573,0.19287091493606567,0.1410122662782669,0.26694369316101074,0.23803822696208954,0.26948118209838867,0.26393139362335205,0.45408159494400024,0.19416937232017517,0.21471646428108215,0.21919496357440948,0.2091197371482849,0.21471646428108215,0.9999999403953552,0.2057836651802063
would,0.45766422152519226,0.6268245577812195,0.23554334044456482,0.18474698066711426,0.5148938894271851,0.5895259380340576,0.41205164790153503,0.2245403677225113,0.37426912784576416,0.30461156368255615,0.22908863425254822,0.19417999684810638,0.30461156368255615,0.2261003702878952,0.37178951501846313
