,what,talk,show,followed,immediately,after,super,bowl,50,on,cbs,?
as,0.31749409437179565,0.2877592444419861,0.30768129229545593,0.24736478924751282,0.31441888213157654,0.3014480769634247,0.21450649201869965,0.14539222419261932,-0.0016074778977781534,0.36047765612602234,0.21606822311878204,0.27043893933296204
opposed,0.35573211312294006,0.22198782861232758,0.13424715399742126,0.2939518988132477,0.24675597250461578,0.26686835289001465,0.09677048772573471,0.12780041992664337,0.018364163115620613,0.23948130011558533,0.1139892116189003,0.23428945243358612
to,0.455847829580307,0.30511119961738586,0.29833272099494934,0.23444271087646484,0.4378962814807892,0.37890323996543884,0.17783479392528534,0.16993016004562378,-0.024239253252744675,0.41031414270401,0.16981691122055054,0.29463258385658264
broadcasts,0.17804105579853058,0.27739018201828003,0.3729591369628906,0.1694236397743225,0.1587292104959488,0.16529613733291626,0.14410768449306488,0.1704699546098709,-0.02806718461215496,0.28540995717048645,0.5513425469398499,0.1364026516675949
of,0.33290785551071167,0.15524029731750488,0.21383242309093475,0.3060508966445923,0.27121785283088684,0.3867455720901489,0.14718765020370483,0.2243070751428604,0.006577443331480026,0.3966929316520691,0.16151919960975647,0.1826142966747284
primetime,0.24340876936912537,0.30135950446128845,0.4598112106323242,0.19785422086715698,0.11686363816261292,0.2168678492307663,0.19532322883605957,0.2709728479385376,-0.03380995988845825,0.3496440649032593,0.48470327258110046,0.22593814134597778
series,0.17328087985515594,0.20352286100387573,0.41789430379867554,0.20884594321250916,0.09892065078020096,0.22890618443489075,0.29289674758911133,0.17257773876190186,0.09745223820209503,0.23828625679016113,0.36656585335731506,0.1709602326154709
",",0.3087472915649414,0.29342958331108093,0.31928569078445435,0.3097211718559265,0.30129873752593994,0.38860568404197693,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.49057599902153015,0.18569420278072357,0.31091248989105225
cbs,0.1950361132621765,0.25820016860961914,0.4361982047557831,0.18501600623130798,0.15114961564540863,0.17707926034927368,0.23111854493618011,0.2528696060180664,-0.030295440927147865,0.25146469473838806,1.0,0.14594407379627228
broadcast,0.17857211828231812,0.2893878221511841,0.43468156456947327,0.23792769014835358,0.1586511880159378,0.18175733089447021,0.1449931412935257,0.18237876892089844,-0.01586120016872883,0.2845228910446167,0.5521507263183594,0.15760008990764618
special,0.24134232103824615,0.22448782622814178,0.2602277398109436,0.09626791626214981,0.13171973824501038,0.16394950449466705,0.2675681412220001,0.188632994890213,0.010398488491773605,0.23108302056789398,0.161833718419075,0.29623302817344666
episodes,0.15438014268875122,0.2919628620147705,0.5198086500167847,0.17520123720169067,0.15225867927074432,0.20068928599357605,0.1847994029521942,0.13556480407714844,0.08056033402681351,0.25720518827438354,0.4086119830608368,0.21740183234214783
of,0.33290785551071167,0.15524029731750488,0.21383242309093475,0.3060508966445923,0.27121785283088684,0.3867455720901489,0.14718765020370483,0.2243070751428604,0.006577443331480026,0.3966929316520691,0.16151919960975647,0.1826142966747284
its,0.30393704771995544,0.2064869999885559,0.2273027002811432,0.20418477058410645,0.22540052235126495,0.29879069328308105,0.14685668051242828,0.15285100042819977,0.0038639872800558805,0.34331920742988586,0.18914800882339478,0.15103481709957123
late,0.1576872020959854,0.16403940320014954,0.296935498714447,0.3148308992385864,0.20083104074001312,0.32546740770339966,0.12748323380947113,0.11694638431072235,-0.038068849593400955,0.2571752071380615,0.2876780033111572,0.11339222639799118
night,0.20251014828681946,0.1791652888059616,0.24048173427581787,0.15741945803165436,0.14538763463497162,0.20353135466575623,0.14823408424854279,0.19687917828559875,-0.028557976707816124,0.28230446577072144,0.2562546133995056,0.13794848322868347
talk,0.4448079466819763,1.0000001192092896,0.32384613156318665,0.1543494462966919,0.21608464419841766,0.18291951715946198,0.1057947501540184,0.16495637595653534,0.005458502098917961,0.2979150712490082,0.25820016860961914,0.6033820509910583
shows,0.30282244086265564,0.23918253183364868,0.6561359167098999,0.27949094772338867,0.18554022908210754,0.22265245020389557,0.09714256972074509,0.16048383712768555,0.1053934171795845,0.361020565032959,0.3580446243286133,0.2040930688381195
as,0.31749409437179565,0.2877592444419861,0.30768129229545593,0.24736478924751282,0.31441888213157654,0.3014480769634247,0.21450649201869965,0.14539222419261932,-0.0016074778977781534,0.36047765612602234,0.21606822311878204,0.27043893933296204
