,what,two,denver,players,ranked,at,5,percent,for,sacks,?
defensive,0.16208940744400024,0.1967737376689911,0.35358262062072754,0.348450243473053,0.05886678025126457,0.18155260384082794,0.12928752601146698,0.05134248360991478,0.2951942980289459,0.4047272801399231,0.1711898148059845
ends,0.14283879101276398,0.26609161496162415,0.0979083925485611,0.11316957324743271,0.047943368554115295,0.24826472997665405,-0.02624368853867054,0.1405203938484192,0.18667101860046387,0.24946539103984833,0.08867821097373962
derek,0.13647711277008057,0.08924994617700577,0.24546924233436584,0.1660236269235611,0.21092981100082397,0.14470405876636505,0.05747091397643089,0.06659693270921707,0.139265775680542,0.275104284286499,0.056949060410261154
wolfe,0.18328560888767242,0.199813112616539,0.281175822019577,0.19695061445236206,0.11615721136331558,0.16595745086669922,0.09651339799165726,0.16066837310791016,0.1639544516801834,0.21587076783180237,0.15971215069293976
and,0.31309178471565247,0.4671151638031006,0.20625516772270203,0.24393494427204132,0.21633140742778778,0.3571503460407257,0.027511591091752052,0.250046968460083,0.5064792633056641,0.26875683665275574,0.20544172823429108
malik,0.1808888465166092,0.16783903539180756,0.14768920838832855,0.13025003671646118,0.17017656564712524,0.13561822474002838,0.02684640884399414,0.07717835158109665,0.1114829033613205,0.24581341445446014,0.10560610145330429
jackson,0.09466453641653061,0.19375374913215637,0.3244610130786896,0.18797478079795837,0.14576555788516998,0.1445949673652649,0.0180340688675642,0.11108186095952988,0.19703340530395508,0.25488677620887756,0.10996206849813461
each,0.3353266417980194,0.524709939956665,0.1460639089345932,0.2532007098197937,0.13810855150222778,0.21600523591041565,0.026976600289344788,0.27422723174095154,0.3044290542602539,0.10838254541158676,0.21173812448978424
had,0.23849567770957947,0.41487234830856323,0.22139029204845428,0.17808352410793304,0.21833230555057526,0.3288320302963257,0.030117131769657135,0.2148664891719818,0.3270139992237091,0.2547798454761505,0.20728366076946259
5½,0.12237829715013504,0.024233171716332436,0.14562207460403442,0.00741944182664156,-0.0013197088846936822,0.16524747014045715,-0.012289443053305149,0.05252640321850777,0.056316833943128586,-0.007024737540632486,0.02049519307911396
sacks,0.0888017937541008,0.20439846813678741,0.27507340908050537,0.2253095656633377,0.13671888411045074,0.11647623032331467,0.05967717990279198,0.14507310092449188,0.2247573584318161,1.0,0.0761517658829689
.,0.3567904531955719,0.3524959683418274,0.2573630213737488,0.21414920687675476,0.21607504785060883,0.4549728035926819,0.1139165610074997,0.2556350827217102,0.4726039469242096,0.20474085211753845,0.4130953550338745
