,what,else,contributes,to,jacksonville,'s,summer,storms,other,than,land,heating,beside,the,water,?
these,0.4164220690727234,0.23816196620464325,0.3138410151004791,0.46852558851242065,0.18292517960071564,0.026068098843097687,0.20571832358837128,0.3179270923137665,0.6478539705276489,0.35475656390190125,0.24193477630615234,0.2936137318611145,0.2225835919380188,0.49086877703666687,0.2640700936317444,0.2571668326854706
are,0.29724663496017456,0.20400016009807587,0.27599701285362244,0.3504326641559601,0.180222749710083,-0.008927806280553341,0.15601176023483276,0.24191705882549286,0.5932393670082092,0.39206281304359436,0.1816364973783493,0.26823899149894714,0.2620313763618469,0.40399202704429626,0.26855918765068054,0.24591213464736938
caused,0.22264783084392548,0.22355613112449646,0.2761247754096985,0.2414499819278717,0.18101026117801666,-0.0389891043305397,0.11146429926156998,0.37665027379989624,0.22497102618217468,0.23573338985443115,0.15155933797359467,0.2552225887775421,0.1260424107313156,0.24990202486515045,0.19422481954097748,0.20679491758346558
by,0.2455483376979828,0.18659192323684692,0.22408871352672577,0.33534231781959534,0.15927588939666748,-0.010884488001465797,0.15163634717464447,0.15553241968154907,0.3321913778781891,0.2015816867351532,0.2530721127986908,0.2780095040798187,0.2115202248096466,0.4408751428127289,0.22562243044376373,0.17966607213020325
the,0.42745697498321533,0.19370581209659576,0.2711111307144165,0.535392165184021,0.2176690250635147,-0.01540423184633255,0.2685571610927582,0.28328952193260193,0.44152235984802246,0.3227543234825134,0.28587454557418823,0.2242104858160019,0.3825705945491791,1.0,0.297396719455719,0.22068053483963013
rapid,0.16600939631462097,0.0782538428902626,0.15516240894794464,0.17502319812774658,0.10857433080673218,0.024939032271504402,0.09355460107326508,0.16601142287254333,0.09736861288547516,0.15570613741874695,0.14038588106632233,0.193389892578125,0.1304357498884201,0.24250900745391846,0.15082325041294098,0.17199881374835968
heating,0.21489092707633972,0.21970324218273163,0.19314593076705933,0.2369498759508133,0.09509330242872238,0.003731951816007495,0.2435021549463272,0.2591509521007538,0.281510591506958,0.22448639571666718,0.14279542863368988,1.0000001192092896,0.1362038105726242,0.2242104858160019,0.48068636655807495,0.1888689249753952
of,0.33290785551071167,0.1318979412317276,0.3243604004383087,0.41548454761505127,0.23084138333797455,-0.03817026689648628,0.2329561412334442,0.269076943397522,0.38583824038505554,0.33036211133003235,0.3057127296924591,0.19685454666614532,0.33407241106033325,0.733189046382904,0.2741255462169647,0.1826142966747284
the,0.42745697498321533,0.19370581209659576,0.2711111307144165,0.535392165184021,0.2176690250635147,-0.01540423184633255,0.2685571610927582,0.28328952193260193,0.44152235984802246,0.3227543234825134,0.28587454557418823,0.2242104858160019,0.3825705945491791,1.0,0.297396719455719,0.22068053483963013
land,0.23411516845226288,0.18130840361118317,0.12368954718112946,0.2885280251502991,0.1483359932899475,0.10497291386127472,0.19377680122852325,0.2586961090564728,0.1661357283592224,0.1792590618133545,1.0000001192092896,0.14279542863368988,0.2090226709842682,0.28587454557418823,0.39484038949012756,0.1432059109210968
relative,0.24426062405109406,0.155146062374115,0.23143824934959412,0.283727765083313,0.09291508048772812,-0.023081103339791298,0.11893413215875626,0.16939228773117065,0.26598313450813293,0.2456570714712143,0.20460127294063568,0.22975797951221466,0.14082646369934082,0.24540278315544128,0.1731506586074829,0.1457768678665161
to,0.455847829580307,0.36551961302757263,0.3252312242984772,1.0,0.1994343250989914,0.03782717138528824,0.23132751882076263,0.25212258100509644,0.4193183183670044,0.3192550539970398,0.2885280251502991,0.2369498759508133,0.3278117775917053,0.535392165184021,0.27858173847198486,0.29463258385658264
the,0.42745697498321533,0.19370581209659576,0.2711111307144165,0.535392165184021,0.2176690250635147,-0.01540423184633255,0.2685571610927582,0.28328952193260193,0.44152235984802246,0.3227543234825134,0.28587454557418823,0.2242104858160019,0.3825705945491791,1.0,0.297396719455719,0.22068053483963013
water,0.17456887662410736,0.16642707586288452,0.15877531468868256,0.27858173847198486,0.17478029429912567,0.06513497978448868,0.3159809708595276,0.2278604954481125,0.2921212315559387,0.26151132583618164,0.39484038949012756,0.48068636655807495,0.2306004762649536,0.297396719455719,0.9999998807907104,0.14731885492801666
",",0.3087472915649414,0.2643522322177887,0.2634502053260803,0.44245919585227966,0.2837527096271515,-0.0016132977325469255,0.269391804933548,0.25486692786216736,0.4446498453617096,0.3371901512145996,0.22220008075237274,0.2541029453277588,0.2588646709918976,0.4933079481124878,0.26706066727638245,0.31091248989105225
combined,0.21267308294773102,0.1251557618379593,0.26842015981674194,0.24629315733909607,0.17172694206237793,0.05644876882433891,0.16569653153419495,0.23479272425174713,0.2864985466003418,0.25774458050727844,0.2414132058620453,0.23389464616775513,0.10429101437330246,0.3713363707065582,0.20022989809513092,0.17985320091247559
with,0.2464839518070221,0.20447362959384918,0.24058683216571808,0.4239959120750427,0.2283513844013214,-0.04624466598033905,0.26292145252227783,0.23353490233421326,0.44086363911628723,0.3028803765773773,0.16657854616641998,0.29317420721054077,0.30795982480049133,0.4223487675189972,0.20542247593402863,0.2433311939239502
extremely,0.295386403799057,0.20153822004795074,0.3019077777862549,0.32372695207595825,0.10307375341653824,0.00162073178216815,0.16776686906814575,0.27850398421287537,0.2690224051475525,0.31920310854911804,0.16946154832839966,0.22908368706703186,0.16087941825389862,0.28996992111206055,0.1966630220413208,0.14809079468250275
high,0.20466077327728271,0.1242780014872551,0.2185669243335724,0.28947713971138,0.14951294660568237,-0.04658069461584091,0.22586612403392792,0.20030710101127625,0.18805554509162903,0.17611859738826752,0.1355471909046173,0.31073451042175293,0.18293486535549164,0.28034812211990356,0.21074092388153076,0.11137914657592773
humidity,0.26897454261779785,0.19357424974441528,0.25191423296928406,0.26088935136795044,0.12626393139362335,0.06686148047447205,0.28315645456314087,0.36665579676628113,0.2378177046775818,0.2622818648815155,0.24985350668430328,0.4195227026939392,0.04237288609147072,0.22476902604103088,0.40209558606147766,0.20115341246128082
.,0.3567904531955719,0.30548352003097534,0.266588419675827,0.4645031690597534,0.2843366861343384,-0.003708066651597619,0.29990968108177185,0.23968496918678284,0.41511186957359314,0.3594527542591095,0.259204238653183,0.2768857181072235,0.2634076774120331,0.5934505462646484,0.26634910702705383,0.4130953550338745
