,who,was,responsible,for,the,glass,balustrade,on,the,staircase,and,mezzanine,in,the,main,gallery,?
the,0.3733934462070465,0.48711544275283813,0.3305104374885559,0.4739971458911896,1.0,0.20646950602531433,0.2984171211719513,0.5107308030128479,1.0,0.2632751762866974,0.5171257257461548,0.32889828085899353,0.6662389636039734,1.0,0.38631999492645264,0.19251246750354767,0.22068053483963013
main,0.18417203426361084,0.21035033464431763,0.23574496805667877,0.27491986751556396,0.38631999492645264,0.12382612377405167,0.18953640758991241,0.2898236811161041,0.38631999492645264,0.147238627076149,0.29831406474113464,0.1606491655111313,0.28862449526786804,0.38631999492645264,1.0000001192092896,0.11481840908527374,0.1665669083595276
gallery,0.16549232602119446,0.1648058146238327,0.06584689766168594,0.17993611097335815,0.19251246750354767,0.306863009929657,0.32453736662864685,0.1865847259759903,0.19251246750354767,0.3692432940006256,0.20957361161708832,0.17539124190807343,0.21665531396865845,0.19251246750354767,0.11481840908527374,1.0,0.18202216923236847
was,0.3318818509578705,1.0000001192092896,0.2582622170448303,0.3863949179649353,0.48711544275283813,0.18738797307014465,0.2423129379749298,0.3909217119216919,0.48711544275283813,0.203452929854393,0.3740963041782379,0.23053017258644104,0.45514053106307983,0.48711544275283813,0.21035033464431763,0.1648058146238327,0.18412111699581146
redesigned,0.20796561241149902,0.35486769676208496,0.20486947894096375,0.1990790069103241,0.2598510682582855,0.21602334082126617,0.2906668186187744,0.2689509391784668,0.2598510682582855,0.29002583026885986,0.18124745786190033,0.23752133548259735,0.1676761955022812,0.2598510682582855,0.2251778095960617,0.20432265102863312,0.18504595756530762
in,0.2792111933231354,0.45514053106307983,0.24309778213500977,0.4322226941585541,0.6662389636039734,0.21226459741592407,0.2562256157398224,0.46853652596473694,0.6662389636039734,0.2058340609073639,0.4954058527946472,0.2780160903930664,1.0,0.6662389636039734,0.28862449526786804,0.21665531396865845,0.20430970191955566
1994,0.19574828445911407,0.1360125094652176,0.027098309248685837,0.1001172810792923,-0.03378653898835182,-0.018305165693163872,-0.02572930045425892,0.09642791002988815,-0.03378653898835182,-0.11498565971851349,-0.022647447884082794,-0.14904075860977173,0.007567534223198891,-0.03378653898835182,-0.14750675857067108,-0.02569335140287876,0.12888094782829285
",",0.3365725874900818,0.45456063747406006,0.2192283272743225,0.4464869201183319,0.4933079481124878,0.23527590930461884,0.31623291969299316,0.49057599902153015,0.4933079481124878,0.21006250381469727,0.6633074283599854,0.28917059302330017,0.5201468467712402,0.4933079481124878,0.2989408075809479,0.21593497693538666,0.31091248989105225
the,0.3733934462070465,0.48711544275283813,0.3305104374885559,0.4739971458911896,1.0,0.20646950602531433,0.2984171211719513,0.5107308030128479,1.0,0.2632751762866974,0.5171257257461548,0.32889828085899353,0.6662389636039734,1.0,0.38631999492645264,0.19251246750354767,0.22068053483963013
glass,0.19077414274215698,0.18738797307014465,0.1223769336938858,0.2755418121814728,0.20646950602531433,1.0000001192092896,0.307584285736084,0.13102242350578308,0.20646950602531433,0.3285160958766937,0.2681989371776581,0.30096450448036194,0.21226459741592407,0.20646950602531433,0.12382612377405167,0.306863009929657,0.1252557635307312
balustrade,0.25551754236221313,0.2423129379749298,0.07409054785966873,0.277518630027771,0.2984171211719513,0.307584285736084,1.0,0.2506392002105713,0.2984171211719513,0.2812679708003998,0.2908307611942291,0.30978795886039734,0.2562256157398224,0.2984171211719513,0.18953640758991241,0.32453736662864685,0.1963147670030594
on,0.2340552806854248,0.3909217119216919,0.1621275097131729,0.36199691891670227,0.5107308030128479,0.13102242350578308,0.2506392002105713,0.9999999403953552,0.5107308030128479,0.1715756207704544,0.4077630043029785,0.2592873275279999,0.46853652596473694,0.5107308030128479,0.2898236811161041,0.1865847259759903,0.2714994251728058
the,0.3733934462070465,0.48711544275283813,0.3305104374885559,0.4739971458911896,1.0,0.20646950602531433,0.2984171211719513,0.5107308030128479,1.0,0.2632751762866974,0.5171257257461548,0.32889828085899353,0.6662389636039734,1.0,0.38631999492645264,0.19251246750354767,0.22068053483963013
staircase,0.22559629380702972,0.203452929854393,0.03889795020222664,0.1635982245206833,0.2632751762866974,0.3285160958766937,0.2812679708003998,0.1715756207704544,0.2632751762866974,1.0,0.2371879518032074,0.36333248019218445,0.2058340609073639,0.2632751762866974,0.147238627076149,0.3692432940006256,0.08615380525588989
and,0.41279885172843933,0.3740963041782379,0.29945531487464905,0.5064792633056641,0.5171257257461548,0.2681989371776581,0.2908307611942291,0.4077630043029785,0.5171257257461548,0.2371879518032074,1.0,0.33603352308273315,0.4954058527946472,0.5171257257461548,0.29831406474113464,0.20957361161708832,0.20544172823429108
mezzanine,0.10970649123191833,0.23053017258644104,0.2253248542547226,0.2258933037519455,0.32889828085899353,0.30096450448036194,0.30978795886039734,0.2592873275279999,0.32889828085899353,0.36333248019218445,0.33603352308273315,1.0000001192092896,0.2780160903930664,0.32889828085899353,0.1606491655111313,0.17539124190807343,0.10037631541490555
are,0.27294138073921204,0.3076191842556,0.2889936864376068,0.3895993232727051,0.40399202704429626,0.22719284892082214,0.23947596549987793,0.268924742937088,0.40399202704429626,0.18403124809265137,0.48576638102531433,0.292653888463974,0.3841303884983063,0.40399202704429626,0.2828797399997711,0.18125374615192413,0.24591213464736938
the,0.3733934462070465,0.48711544275283813,0.3305104374885559,0.4739971458911896,1.0,0.20646950602531433,0.2984171211719513,0.5107308030128479,1.0,0.2632751762866974,0.5171257257461548,0.32889828085899353,0.6662389636039734,1.0,0.38631999492645264,0.19251246750354767,0.22068053483963013
work,0.3146236836910248,0.24745555222034454,0.25206050276756287,0.4087657630443573,0.2704800069332123,0.18016394972801208,0.2202564924955368,0.26663315296173096,0.2704800069332123,0.19646534323692322,0.37551814317703247,0.20363378524780273,0.2753349542617798,0.2704800069332123,0.17960678040981293,0.18793684244155884,0.2621155381202698
of,0.2827862501144409,0.4069072902202606,0.37070101499557495,0.4185989499092102,0.733189046382904,0.24470314383506775,0.24191364645957947,0.3966929316520691,0.733189046382904,0.17567014694213867,0.5116966962814331,0.28019484877586365,0.5696388483047485,0.733189046382904,0.3177044689655304,0.1971534639596939,0.1826142966747284
danny,0.34686461091041565,0.26494842767715454,0.10847953706979752,0.20191757380962372,0.24839186668395996,0.12807966768741608,0.25164398550987244,0.15787217020988464,0.24839186668395996,0.14564383029937744,0.21257284283638,0.20983688533306122,0.1784662902355194,0.24839186668395996,0.0949615016579628,0.11946075409650803,0.12230359762907028
lane,0.16658775508403778,0.23533447086811066,0.07702074199914932,0.20664037764072418,0.17604383826255798,0.23205403983592987,0.22975753247737885,0.15679267048835754,0.17604383826255798,0.268134742975235,0.28166595101356506,0.30641576647758484,0.16843415796756744,0.17604383826255798,0.11186016350984573,0.14424970746040344,0.12951500713825226
",",0.3365725874900818,0.45456063747406006,0.2192283272743225,0.4464869201183319,0.4933079481124878,0.23527590930461884,0.31623291969299316,0.49057599902153015,0.4933079481124878,0.21006250381469727,0.6633074283599854,0.28917059302330017,0.5201468467712402,0.4933079481124878,0.2989408075809479,0.21593497693538666,0.31091248989105225
the,0.3733934462070465,0.48711544275283813,0.3305104374885559,0.4739971458911896,1.0,0.20646950602531433,0.2984171211719513,0.5107308030128479,1.0,0.2632751762866974,0.5171257257461548,0.32889828085899353,0.6662389636039734,1.0,0.38631999492645264,0.19251246750354767,0.22068053483963013
gallery,0.16549232602119446,0.1648058146238327,0.06584689766168594,0.17993611097335815,0.19251246750354767,0.306863009929657,0.32453736662864685,0.1865847259759903,0.19251246750354767,0.3692432940006256,0.20957361161708832,0.17539124190807343,0.21665531396865845,0.19251246750354767,0.11481840908527374,1.0,0.18202216923236847
covering,0.11698146909475327,0.21872106194496155,0.22127076983451843,0.3053518235683441,0.36934760212898254,0.2659650146961212,0.22393567860126495,0.3447931706905365,0.36934760212898254,0.18879249691963196,0.3416288197040558,0.2914471924304962,0.31768515706062317,0.36934760212898254,0.20186938345432281,0.15799689292907715,0.10643069446086884
contemporary,0.21760618686676025,0.23796632885932922,0.11924592405557632,0.2860651910305023,0.25350451469421387,0.14004968106746674,0.24340321123600006,0.18855053186416626,0.25350451469421387,0.219483882188797,0.31080201268196106,0.19360797107219696,0.25818222761154175,0.25350451469421387,0.1250249594449997,0.27223077416419983,0.09539991617202759
glass,0.19077414274215698,0.18738797307014465,0.1223769336938858,0.2755418121814728,0.20646950602531433,1.0000001192092896,0.307584285736084,0.13102242350578308,0.20646950602531433,0.3285160958766937,0.2681989371776581,0.30096450448036194,0.21226459741592407,0.20646950602531433,0.12382612377405167,0.306863009929657,0.1252557635307312
opened,0.1488369107246399,0.31916534900665283,0.14476270973682404,0.16583703458309174,0.28544309735298157,0.1598331183195114,0.18389615416526794,0.2514764964580536,0.28544309735298157,0.3191193640232086,0.22545495629310608,0.24044407904148102,0.2972770035266876,0.28544309735298157,0.15276379883289337,0.249263733625412,0.1934700310230255
in,0.2792111933231354,0.45514053106307983,0.24309778213500977,0.4322226941585541,0.6662389636039734,0.21226459741592407,0.2562256157398224,0.46853652596473694,0.6662389636039734,0.2058340609073639,0.4954058527946472,0.2780160903930664,1.0,0.6662389636039734,0.28862449526786804,0.21665531396865845,0.20430970191955566
2004,-0.048497967422008514,-0.01421020831912756,-0.1615801602602005,-0.07952622324228287,-0.2467794269323349,-0.11709503829479218,-0.08906179666519165,-0.18105953931808472,-0.2467794269323349,-0.22379305958747864,-0.1820128858089447,-0.1719222366809845,-0.20274123549461365,-0.2467794269323349,-0.2048185169696808,-0.11918258666992188,-0.15923042595386505
and,0.41279885172843933,0.3740963041782379,0.29945531487464905,0.5064792633056641,0.5171257257461548,0.2681989371776581,0.2908307611942291,0.4077630043029785,0.5171257257461548,0.2371879518032074,1.0,0.33603352308273315,0.4954058527946472,0.5171257257461548,0.29831406474113464,0.20957361161708832,0.20544172823429108
the,0.3733934462070465,0.48711544275283813,0.3305104374885559,0.4739971458911896,1.0,0.20646950602531433,0.2984171211719513,0.5107308030128479,1.0,0.2632751762866974,0.5171257257461548,0.32889828085899353,0.6662389636039734,1.0,0.38631999492645264,0.19251246750354767,0.22068053483963013
sacred,0.20289424061775208,0.20753200352191925,0.1723545491695404,0.1695050299167633,0.2601037919521332,0.14102503657341003,0.25144869089126587,0.18910840153694153,0.2601037919521332,0.22006574273109436,0.21235239505767822,0.16415995359420776,0.19529840350151062,0.2601037919521332,0.0883462056517601,0.27175724506378174,0.19191092252731323
silver,0.12375656515359879,0.20485788583755493,0.0793754905462265,0.20130442082881927,0.2600913643836975,0.30348965525627136,0.23979458212852478,0.15867497026920319,0.2600913643836975,0.16639764606952667,0.25048989057540894,0.23678414523601532,0.2021934986114502,0.2600913643836975,0.10156582295894623,0.1799706220626831,0.11920861899852753
and,0.41279885172843933,0.3740963041782379,0.29945531487464905,0.5064792633056641,0.5171257257461548,0.2681989371776581,0.2908307611942291,0.4077630043029785,0.5171257257461548,0.2371879518032074,1.0,0.33603352308273315,0.4954058527946472,0.5171257257461548,0.29831406474113464,0.20957361161708832,0.20544172823429108
