,since,what,year,did,the,university,offer,a,doctorate,in,music,composition,?
it,0.39943817257881165,0.45803478360176086,0.2363913208246231,0.2993364930152893,0.6251175999641418,0.20301668345928192,0.18560080230236053,0.5452592968940735,0.21489810943603516,0.5130809545516968,0.26726582646369934,0.2410309910774231,0.25732165575027466
has,0.5216675996780396,0.20338068902492523,0.2526876926422119,0.2124989777803421,0.4177538752555847,0.21257302165031433,0.22990621626377106,0.4670248031616211,0.19721004366874695,0.4173259735107422,0.2257620394229889,0.17006433010101318,0.15994466841220856
offered,0.23899248242378235,0.1662205457687378,0.25439193844795227,0.40334975719451904,0.270993173122406,0.21229375898838043,0.7171011567115784,0.2915024757385254,0.26390790939331055,0.2690350115299225,0.2506735324859619,0.208159402012825,0.22244536876678467
a,0.3303585946559906,0.3320399522781372,0.29350247979164124,0.2552328109741211,0.5829201340675354,0.20256656408309937,0.20917463302612305,1.0,0.1868133842945099,0.539380669593811,0.2234005630016327,0.25990504026412964,0.23916715383529663
doctorate,0.1165817528963089,0.2320137470960617,0.20884886384010315,0.23276235163211823,0.22784000635147095,0.574899435043335,0.28669822216033936,0.1868133842945099,1.0000001192092896,0.287461519241333,0.30488166213035583,0.33596721291542053,0.15198934078216553
in,0.4325680434703827,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.6662389636039734,0.3201795518398285,0.1875079721212387,0.539380669593811,0.287461519241333,1.0,0.22969312965869904,0.22499391436576843,0.20430970191955566
music,0.20934365689754486,0.23070453107357025,0.2705836892127991,0.21389511227607727,0.2714049816131592,0.2219531238079071,0.24321915209293365,0.2234005630016327,0.30488166213035583,0.22969312965869904,1.0,0.4879603087902069,0.18264494836330414
composition,0.16744326055049896,0.2385338991880417,0.20748654007911682,0.1800018697977066,0.2593342959880829,0.267181932926178,0.1215558797121048,0.25990504026412964,0.33596721291542053,0.22499391436576843,0.4879603087902069,1.0,0.12543568015098572
since,1.0000001192092896,0.29783400893211365,0.31512683629989624,0.27613121271133423,0.4054957628250122,0.18180672824382782,0.1353169083595276,0.3303585946559906,0.1165817528963089,0.4325680434703827,0.20934365689754486,0.16744326055049896,0.2876587212085724
1933,0.10873579978942871,-0.0002672631817404181,0.06489189714193344,0.06241374462842941,0.22824165225028992,0.13272897899150848,0.009430309757590294,0.04640556871891022,0.14115427434444427,0.14386238157749176,-0.06852374970912933,0.022690320387482643,-0.14505821466445923
and,0.3515571057796478,0.31309178471565247,0.2506658732891083,0.34479495882987976,0.5171257257461548,0.2665814459323883,0.3224562108516693,0.3739250600337982,0.26075127720832825,0.4954058527946472,0.2946314513683319,0.2587408721446991,0.20544172823429108
in,0.4325680434703827,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.6662389636039734,0.3201795518398285,0.1875079721212387,0.539380669593811,0.287461519241333,1.0,0.22969312965869904,0.22499391436576843,0.20430970191955566
cinema,0.2002744823694229,0.15087248384952545,0.08070848137140274,0.08980871737003326,0.23910944163799286,0.2720787823200226,0.12229650467634201,0.2289597988128662,0.22891606390476227,0.29577532410621643,0.30573388934135437,0.17566345632076263,0.11584244668483734
&,0.11394962668418884,0.11141876131296158,0.04340685158967972,0.160298690199852,0.14992168545722961,0.18137070536613464,0.1427270770072937,0.07266713678836823,0.17288553714752197,0.1358654648065567,0.12416104227304459,0.07949863374233246,0.12596383690834045
media,0.1947530210018158,0.18292108178138733,0.17681238055229187,0.1758316457271576,0.19221965968608856,0.18529392778873444,0.21645712852478027,0.21000106632709503,0.19351321458816528,0.19773486256599426,0.3441527485847473,0.1349334567785263,0.1571006178855896
studies,0.11472364515066147,0.18772079050540924,0.13471458852291107,0.2509125769138336,0.22738903760910034,0.4639947712421417,0.1280844658613205,0.24775946140289307,0.4741878807544708,0.30442532896995544,0.2172635793685913,0.39198729395866394,0.1388726830482483
since,1.0000001192092896,0.29783400893211365,0.31512683629989624,0.27613121271133423,0.4054957628250122,0.18180672824382782,0.1353169083595276,0.3303585946559906,0.1165817528963089,0.4325680434703827,0.20934365689754486,0.16744326055049896,0.2876587212085724
2000,-0.05223638564348221,-0.10562582314014435,0.00622312817722559,0.028451859951019287,-0.015081177465617657,-0.01898348145186901,-0.07980454713106155,-0.03899485245347023,0.016212046146392822,-0.0435720756649971,0.08541657030582428,-0.0018418794497847557,-0.0824366956949234
",",0.3991432189941406,0.3087472915649414,0.28560417890548706,0.3015086054801941,0.4933079481124878,0.3017033040523529,0.2830800712108612,0.427140474319458,0.278787225484848,0.5201468467712402,0.30347302556037903,0.2178909033536911,0.31091248989105225
a,0.3303585946559906,0.3320399522781372,0.29350247979164124,0.2552328109741211,0.5829201340675354,0.20256656408309937,0.20917463302612305,1.0,0.1868133842945099,0.539380669593811,0.2234005630016327,0.25990504026412964,0.23916715383529663
master,0.10814322531223297,0.16430073976516724,0.18666596710681915,0.2253885716199875,0.19769129157066345,0.27631905674934387,0.26649364829063416,0.2078990340232849,0.38966116309165955,0.17882928252220154,0.2211587280035019,0.20089274644851685,0.11915034055709839
of,0.35513219237327576,0.33290785551071167,0.2578314542770386,0.2513895630836487,0.733189046382904,0.30646374821662903,0.19393298029899597,0.5052502155303955,0.24986545741558075,0.5696388483047485,0.25892743468284607,0.3104008734226227,0.1826142966747284
fine,0.25137272477149963,0.34325724840164185,0.09834685921669006,0.16128887236118317,0.21014350652694702,0.18940693140029907,0.22927765548229218,0.25295814871788025,0.2706563472747803,0.24146175384521484,0.15907053649425507,0.24644236266613007,0.3000907599925995
arts,0.21248376369476318,0.15975245833396912,0.14258131384849548,0.17368055880069733,0.23374557495117188,0.37832388281822205,0.1600625216960907,0.21388907730579376,0.3826029300689697,0.2445804625749588,0.36855143308639526,0.2923215329647064,0.09471383690834045
in,0.4325680434703827,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.6662389636039734,0.3201795518398285,0.1875079721212387,0.539380669593811,0.287461519241333,1.0,0.22969312965869904,0.22499391436576843,0.20430970191955566
visual,0.11181525141000748,0.25209182500839233,0.12389622628688812,0.15923425555229187,0.25769078731536865,0.20016902685165405,0.17019325494766235,0.2056368887424469,0.23357900977134705,0.1979106217622757,0.27701887488365173,0.2329854965209961,0.15138444304466248
arts,0.21248376369476318,0.15975245833396912,0.14258131384849548,0.17368055880069733,0.23374557495117188,0.37832388281822205,0.1600625216960907,0.21388907730579376,0.3826029300689697,0.2445804625749588,0.36855143308639526,0.2923215329647064,0.09471383690834045
(,0.26309698820114136,0.2411840260028839,0.2556702494621277,0.18979617953300476,0.33289089798927307,0.20313534140586853,0.17126749455928802,0.3206180930137634,0.17533855140209198,0.3087427020072937,0.17256039381027222,0.16063784062862396,0.40561532974243164
early,0.3674798607826233,0.2454567849636078,0.22533860802650452,0.32047218084335327,0.34442198276519775,0.15928985178470612,0.14089396595954895,0.2710886299610138,0.17983312904834747,0.34672921895980835,0.2257993370294571,0.18660134077072144,0.15272949635982513
1970s,-0.0012751081958413124,-0.020239217206835747,0.01085821632295847,0.08396200090646744,0.004102230537682772,0.04262121394276619,0.09704717248678207,-0.008740115910768509,0.037553295493125916,0.057396724820137024,-0.027669105678796768,0.03349462151527405,0.03861190751194954
),0.2939128279685974,0.26259949803352356,0.24282371997833252,0.18584993481636047,0.3456730246543884,0.20796938240528107,0.18990080058574677,0.3640355169773102,0.19214951992034912,0.3326910734176636,0.18973706662654877,0.18510933220386505,0.42300865054130554
",",0.3991432189941406,0.3087472915649414,0.28560417890548706,0.3015086054801941,0.4933079481124878,0.3017033040523529,0.2830800712108612,0.427140474319458,0.278787225484848,0.5201468467712402,0.30347302556037903,0.2178909033536911,0.31091248989105225
and,0.3515571057796478,0.31309178471565247,0.2506658732891083,0.34479495882987976,0.5171257257461548,0.2665814459323883,0.3224562108516693,0.3739250600337982,0.26075127720832825,0.4954058527946472,0.2946314513683319,0.2587408721446991,0.20544172823429108
a,0.3303585946559906,0.3320399522781372,0.29350247979164124,0.2552328109741211,0.5829201340675354,0.20256656408309937,0.20917463302612305,1.0,0.1868133842945099,0.539380669593811,0.2234005630016327,0.25990504026412964,0.23916715383529663
master,0.10814322531223297,0.16430073976516724,0.18666596710681915,0.2253885716199875,0.19769129157066345,0.27631905674934387,0.26649364829063416,0.2078990340232849,0.38966116309165955,0.17882928252220154,0.2211587280035019,0.20089274644851685,0.11915034055709839
of,0.35513219237327576,0.33290785551071167,0.2578314542770386,0.2513895630836487,0.733189046382904,0.30646374821662903,0.19393298029899597,0.5052502155303955,0.24986545741558075,0.5696388483047485,0.25892743468284607,0.3104008734226227,0.1826142966747284
arts,0.21248376369476318,0.15975245833396912,0.14258131384849548,0.17368055880069733,0.23374557495117188,0.37832388281822205,0.1600625216960907,0.21388907730579376,0.3826029300689697,0.2445804625749588,0.36855143308639526,0.2923215329647064,0.09471383690834045
in,0.4325680434703827,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.6662389636039734,0.3201795518398285,0.1875079721212387,0.539380669593811,0.287461519241333,1.0,0.22969312965869904,0.22499391436576843,0.20430970191955566
the,0.4054957628250122,0.42745697498321533,0.3609684407711029,0.34736719727516174,1.0,0.263973206281662,0.21118608117103577,0.5829201340675354,0.22784000635147095,0.6662389636039734,0.2714049816131592,0.2593342959880829,0.22068053483963013
humanities,0.20456860959529877,0.2214164435863495,0.181696355342865,0.17006756365299225,0.2683351933956146,0.4582809805870056,0.29369911551475525,0.22024786472320557,0.5077166557312012,0.2875102758407593,0.29943758249282837,0.3245830535888672,0.20595435798168182
with,0.3120420575141907,0.2464839518070221,0.3220449686050415,0.25472134351730347,0.4223487675189972,0.13264121115207672,0.2691042125225067,0.3783375024795532,0.1373106837272644,0.4080928862094879,0.23035649955272675,0.23244638741016388,0.2433311939239502
a,0.3303585946559906,0.3320399522781372,0.29350247979164124,0.2552328109741211,0.5829201340675354,0.20256656408309937,0.20917463302612305,1.0,0.1868133842945099,0.539380669593811,0.2234005630016327,0.25990504026412964,0.23916715383529663
creative,0.20000624656677246,0.2690553069114685,0.1346399486064911,0.24680769443511963,0.1688297688961029,0.2127530723810196,0.2538912296295166,0.20846913754940033,0.2830486297607422,0.1606689691543579,0.36204981803894043,0.27570024132728577,0.1945163905620575
writing,0.1957557201385498,0.3355313539505005,0.16977694630622864,0.2745545208454132,0.2579600512981415,0.2497800886631012,0.18619433045387268,0.3032566010951996,0.3103446364402771,0.26213181018829346,0.3471396565437317,0.3361348509788513,0.21497225761413574
track,0.2504723370075226,0.17872828245162964,0.2259327471256256,0.15564705431461334,0.22914014756679535,0.18352332711219788,0.16673888266086578,0.2417340874671936,0.17733286321163177,0.1798572689294815,0.22704626619815826,0.14522582292556763,0.11461397260427475
(,0.26309698820114136,0.2411840260028839,0.2556702494621277,0.18979617953300476,0.33289089798927307,0.20313534140586853,0.17126749455928802,0.3206180930137634,0.17533855140209198,0.3087427020072937,0.17256039381027222,0.16063784062862396,0.40561532974243164
