,in,which,case,did,the,court,of,justice,state,that,refusal,to,admit,a,lawyer,to,the,belgian,bar,because,he,did,not,have,belgian,heritage,was,n't,able,to,be,justified,?
in,1.0,0.4840516746044159,0.2190418541431427,0.2593238651752472,0.6662389636039734,0.2793687880039215,0.5696388483047485,0.2678598463535309,0.33316072821617126,0.435920387506485,0.2398064285516739,0.45010748505592346,0.19467665255069733,0.539380669593811,0.2124365270137787,0.45010748505592346,0.6662389636039734,0.14414362609386444,0.18403507769107819,0.37423941493034363,0.41690486669540405,0.2593238651752472,0.3403114080429077,0.36843645572662354,0.14414362609386444,0.2754135727882385,0.45514053106307983,-0.0012929976219311357,0.23456627130508423,0.45010748505592346,0.3481820821762085,0.17641499638557434,0.20430970191955566
reyners,0.29674187302589417,0.26142415404319763,0.18328943848609924,0.26080167293548584,0.3076646625995636,0.24457216262817383,0.2629427909851074,0.23177869617938995,0.18330220878124237,0.3250669836997986,0.28690284490585327,0.29775291681289673,0.19432397186756134,0.2729271948337555,0.2312975972890854,0.29775291681289673,0.3076646625995636,0.20508427917957306,0.24395780265331268,0.32693180441856384,0.30747145414352417,0.26080167293548584,0.29477858543395996,0.3311825692653656,0.20508427917957306,0.22525139153003693,0.31041011214256287,0.042246099561452866,0.24759644269943237,0.29775291681289673,0.31517866253852844,0.18127386271953583,0.20613805949687958
v,0.15216681361198425,0.1653934270143509,0.2666381299495697,0.17618848383426666,0.18580520153045654,0.31226083636283875,0.1655031144618988,0.22317616641521454,0.1562204658985138,0.14623945951461792,0.19274166226387024,0.2109750658273697,0.06337481737136841,0.21861357986927032,0.20063157379627228,0.2109750658273697,0.18580520153045654,0.12183967977762222,0.11054987460374832,0.1389354020357132,0.12488074600696564,0.17618848383426666,0.1493779718875885,0.08700474351644516,0.12183967977762222,0.096722312271595,0.16128918528556824,-0.02970251627266407,0.14127010107040405,0.2109750658273697,0.11805149912834167,0.13114646077156067,0.28677162528038025
belgium,0.2803505063056946,0.14005181193351746,0.17539848387241364,0.11246157437562943,0.24047598242759705,0.14949309825897217,0.2526414394378662,0.059781234711408615,0.11672969907522202,0.1712908148765564,0.07880240678787231,0.18273715674877167,0.08704548329114914,0.17649415135383606,0.11209332197904587,0.18273715674877167,0.24047598242759705,0.6585341095924377,0.10088925063610077,0.15608881413936615,0.1978529691696167,0.11246157437562943,0.1571064442396164,0.15249575674533844,0.6585341095924377,0.13166609406471252,0.21451419591903687,0.06644057482481003,0.11094630509614944,0.18273715674877167,0.19354286789894104,0.1304117888212204,0.1067093089222908
the,0.6662389636039734,0.6521818041801453,0.31022098660469055,0.34736719727516174,1.0,0.2812081575393677,0.733189046382904,0.23470892012119293,0.3097178041934967,0.5473989248275757,0.29118961095809937,0.535392165184021,0.21935626864433289,0.5829201340675354,0.17304322123527527,0.535392165184021,1.0,0.19601380825042725,0.2582305669784546,0.44596394896507263,0.4571082592010498,0.34736719727516174,0.4310511648654938,0.40389683842658997,0.19601380825042725,0.25149020552635193,0.48711544275283813,-0.11449059844017029,0.3435857892036438,0.535392165184021,0.4248143136501312,0.20756277441978455,0.22068053483963013
court,0.2793687880039215,0.19263212382793427,0.4225234091281891,0.23020441830158234,0.2812081575393677,1.0,0.28835242986679077,0.5483176112174988,0.24923300743103027,0.2474849969148636,0.3507333993911743,0.24824365973472595,0.2567964196205139,0.23624834418296814,0.4680132269859314,0.24824365973472595,0.2812081575393677,0.09123556315898895,0.18295802175998688,0.16920259594917297,0.3171530067920685,0.23020441830158234,0.21835780143737793,0.1848815530538559,0.09123556315898895,0.07782839983701706,0.2737988233566284,0.016956908628344536,0.1470089703798294,0.24824365973472595,0.20228137075901031,0.22470593452453613,0.17100423574447632
of,0.5696388483047485,0.5011631846427917,0.24743439257144928,0.2513895630836487,0.733189046382904,0.28835242986679077,1.0,0.2658293545246124,0.34253445267677307,0.41498205065727234,0.27877381443977356,0.41548454761505127,0.17787644267082214,0.5052502155303955,0.10836214572191238,0.41548454761505127,0.733189046382904,0.1531772017478943,0.15874768793582916,0.4075504541397095,0.38706058263778687,0.2513895630836487,0.3307090103626251,0.3802283704280853,0.1531772017478943,0.2737451195716858,0.4069072902202606,-0.021397603675723076,0.23883962631225586,0.41548454761505127,0.33904364705085754,0.21700510382652283,0.1826142966747284
justice,0.2678598463535309,0.16124017536640167,0.284448504447937,0.10621706396341324,0.23470892012119293,0.5483176112174988,0.2658293545246124,1.0,0.20289134979248047,0.23929592967033386,0.2765563130378723,0.19197677075862885,0.17395161092281342,0.20230674743652344,0.3810570240020752,0.19197677075862885,0.23470892012119293,0.0332803800702095,0.14942233264446259,0.15101125836372375,0.25223541259765625,0.10621706396341324,0.12427773326635361,0.11963403224945068,0.0332803800702095,0.18635514378547668,0.24932703375816345,0.052147116512060165,0.13235853612422943,0.19197677075862885,0.1579141616821289,0.37558093667030334,0.19269752502441406
held,0.3127288818359375,0.2626747488975525,0.1021638736128807,0.18607917428016663,0.32185450196266174,0.2663261592388153,0.28960686922073364,0.13507039844989777,0.2515416145324707,0.224154531955719,0.22506816685199738,0.22177374362945557,0.15752948820590973,0.22326228022575378,0.17655351758003235,0.22177374362945557,0.32185450196266174,0.09163675457239151,0.09381096810102463,0.21772076189517975,0.2682671546936035,0.18607917428016663,0.1698913723230362,0.20183809101581573,0.09163675457239151,0.16407056152820587,0.30231067538261414,0.0025756312534213066,0.2665520906448364,0.22177374362945557,0.18061767518520355,0.15163621306419373,0.14103956520557404
that,0.435920387506485,0.6894589066505432,0.4129708409309387,0.47518548369407654,0.5473989248275757,0.2474849969148636,0.41498205065727234,0.23929592967033386,0.24252457916736603,1.0,0.37070855498313904,0.5436353087425232,0.42431357502937317,0.47537946701049805,0.16258345544338226,0.5436353087425232,0.5473989248275757,0.16766312718391418,0.22836041450500488,0.6503599286079407,0.36068853735923767,0.47518548369407654,0.6600887179374695,0.6182622313499451,0.16766312718391418,0.19050413370132446,0.33670201897621155,-0.130638986825943,0.4536534547805786,0.5436353087425232,0.6036020517349243,0.4198513627052307,0.32716336846351624
a,0.539380669593811,0.56894451379776,0.3104211390018463,0.2552328109741211,0.5829201340675354,0.23624834418296814,0.5052502155303955,0.20230674743652344,0.25097307562828064,0.47537946701049805,0.25449275970458984,0.45503583550453186,0.2463129758834839,1.0,0.29755905270576477,0.45503583550453186,0.5829201340675354,0.19621579349040985,0.2582479417324066,0.42230045795440674,0.4393508732318878,0.2552328109741211,0.3791346549987793,0.338716596364975,0.19621579349040985,0.24219360947608948,0.4508470594882965,0.013574101030826569,0.2874686121940613,0.45503583550453186,0.39883795380592346,0.24778977036476135,0.23916715383529663
refusal,0.2398064285516739,0.30431994795799255,0.285494327545166,0.3917485475540161,0.29118961095809937,0.3507333993911743,0.27877381443977356,0.2765563130378723,0.28319472074508667,0.37070855498313904,1.0,0.4434225857257843,0.3804290294647217,0.25449275970458984,0.30497509241104126,0.4434225857257843,0.29118961095809937,0.033192913979291916,0.10431980341672897,0.2738901674747467,0.27798792719841003,0.3917485475540161,0.3706565201282501,0.2875388264656067,0.033192913979291916,0.1667620837688446,0.21255949139595032,-0.004969679284840822,0.3312869369983673,0.4434225857257843,0.25361496210098267,0.36144301295280457,0.21465960144996643
