,which,company,did,mrs,foster,work,for,?
in,0.4840516746044159,0.22141718864440918,0.2593238651752472,0.12135107815265656,0.2064124047756195,0.2753349542617798,0.4322226941585541,0.20430970191955566
foster,0.1748889684677124,0.18171115219593048,0.10800105333328247,0.340846449136734,0.9999998807907104,0.21163314580917358,0.2197340428829193,0.15768253803253174
v,0.1653934270143509,0.11989524215459824,0.17618848383426666,0.1760263741016388,0.14289763569831848,0.08781450986862183,0.13933385908603668,0.28677162528038025
british,0.2002234309911728,0.23512013256549835,0.2039594054222107,0.23853667080402374,0.262979120016098,0.1516800969839096,0.1970057189464569,0.09711728990077972
gas,0.268431156873703,0.20653116703033447,0.14743757247924805,0.088259756565094,0.1579349786043167,0.19666673243045807,0.2126288264989853,0.1582372784614563
plc,0.28809940814971924,0.45937401056289673,0.047374505549669266,0.22414879500865936,0.2564094066619873,0.19900819659233093,0.1973266452550888,0.15035967528820038
the,0.6521818041801453,0.26591673493385315,0.34736719727516174,0.1602868288755417,0.22401562333106995,0.2704800069332123,0.4739971458911896,0.22068053483963013
court,0.19263212382793427,0.1861070990562439,0.23020441830158234,0.17202070355415344,0.17551261186599731,0.12019651383161545,0.21894486248493195,0.17100423574447632
of,0.5011631846427917,0.20467796921730042,0.2513895630836487,0.07343173772096634,0.1997741460800171,0.23473061621189117,0.4185989499092102,0.1826142966747284
justice,0.16124017536640167,0.11314566433429718,0.10621706396341324,0.15090329945087433,0.24325169622898102,0.1519147753715515,0.22499679028987885,0.19269752502441406
held,0.2626747488975525,0.14776583015918732,0.18607917428016663,0.06274927407503128,0.12999552488327026,0.16347256302833557,0.2495253086090088,0.14103956520557404
that,0.6894589066505432,0.22723333537578583,0.47518548369407654,0.2024843990802765,0.18886683881282806,0.34257015585899353,0.4137635827064514,0.32716336846351624
mrs,0.141229510307312,0.2148645669221878,0.20436818897724152,1.0,0.340846449136734,0.13399504125118256,0.15706230700016022,0.18098576366901398
foster,0.1748889684677124,0.18171115219593048,0.10800105333328247,0.340846449136734,0.9999998807907104,0.21163314580917358,0.2197340428829193,0.15768253803253174
was,0.2830964922904968,0.2293137013912201,0.41399896144866943,0.1355729103088379,0.2690008878707886,0.24745555222034454,0.3863949179649353,0.18412111699581146
entitled,0.26463383436203003,0.10611267387866974,0.25660303235054016,0.09206729382276535,0.1661716252565384,0.2581358253955841,0.20909465849399567,0.2216128408908844
to,0.5345056653022766,0.24903783202171326,0.4452643394470215,0.17681506276130676,0.2713456153869629,0.3482864499092102,0.4451248347759247,0.29463258385658264
bring,0.3096829950809479,0.17028658092021942,0.2784508764743805,0.1629478484392166,0.21019399166107178,0.2722015380859375,0.28238824009895325,0.250621497631073
a,0.56894451379776,0.22037413716316223,0.2552328109741211,0.14026156067848206,0.200248584151268,0.266241192817688,0.44038116931915283,0.23916715383529663
sex,0.20916467905044556,0.11733029782772064,0.198207825422287,0.11569364368915558,0.11411528289318085,0.2084934562444687,0.18860077857971191,0.16873355209827423
discrimination,0.25425422191619873,0.19269274175167084,0.2501145303249359,0.19963496923446655,0.20139604806900024,0.2819865345954895,0.26900598406791687,0.2313917875289917
claim,0.2379729151725769,0.186152845621109,0.30867162346839905,0.09421257674694061,0.14424189925193787,0.2085387110710144,0.22986814379692078,0.2665664851665497
against,0.27554041147232056,0.17072854936122894,0.22514554858207703,0.11908578872680664,0.11304238438606262,0.1313871592283249,0.3262052536010742,0.18095137178897858
