,how,long,did,the,5th,president,'s,tenure,last,?
in,0.2601168751716614,0.2759332060813904,0.2593238651752472,0.6662389636039734,0.15450431406497955,0.18811661005020142,-0.037580832839012146,0.1953071802854538,0.30714505910873413,0.20430970191955566
1929,0.13645070791244507,0.13783030211925507,0.06656763702630997,0.0825032889842987,-0.011647455394268036,-0.07283912599086761,0.04986961930990219,-0.16226409375667572,-0.06486453860998154,0.043298207223415375
",",0.22659391164779663,0.3431144952774048,0.3015086054801941,0.4933079481124878,0.1645807921886444,0.26552814245224,-0.0016132977325469255,0.18157526850700378,0.29026782512664795,0.31091248989105225
the,0.33890387415885925,0.3075225353240967,0.34736719727516174,1.0,0.25751444697380066,0.24330610036849976,-0.01540423184633255,0.25439196825027466,0.3698786795139313,0.22068053483963013
university,0.12992997467517853,0.11100612580776215,0.15114416182041168,0.263973206281662,0.18022799491882324,0.2515452206134796,-0.007441582623869181,0.31099334359169006,0.11406542360782623,0.11887256056070328
's,-0.026164190843701363,-0.021484635770320892,0.05069678649306297,-0.01540423184633255,0.13002809882164001,-0.08566092699766159,0.9999999403953552,0.0009784060530364513,0.03682802617549896,-0.023395681753754616
fifth,0.12033659219741821,0.13526684045791626,0.16395080089569092,0.39293691515922546,0.5776609778404236,0.21209585666656494,0.1189347356557846,0.22075729072093964,0.3922697603702545,0.13128890097141266
president,0.1342112123966217,0.1521872729063034,0.1801012009382248,0.24330610036849976,0.051134947687387466,1.0000001192092896,-0.08566092699766159,0.3613048791885376,0.13466906547546387,0.14148259162902832
",",0.22659391164779663,0.3431144952774048,0.3015086054801941,0.4933079481124878,0.1645807921886444,0.26552814245224,-0.0016132977325469255,0.18157526850700378,0.29026782512664795,0.31091248989105225
robert,0.21954697370529175,0.14404918253421783,0.16245460510253906,0.2257954627275467,0.1911640465259552,0.18325552344322205,0.028171386569738388,0.15925918519496918,0.1372339278459549,0.11293095350265503
maynard,0.22462031245231628,0.20850150287151337,0.20653390884399414,0.16149097681045532,0.18340666592121124,0.20692645013332367,0.010713145136833191,0.19647866487503052,0.13554969429969788,0.21317079663276672
hutchins,0.21311509609222412,0.12131945788860321,0.1385004073381424,0.19606207311153412,0.022261198610067368,0.10108283162117004,0.05052611976861954,0.18396176397800446,0.09602099657058716,0.18799783289432526
",",0.22659391164779663,0.3431144952774048,0.3015086054801941,0.4933079481124878,0.1645807921886444,0.26552814245224,-0.0016132977325469255,0.18157526850700378,0.29026782512664795,0.31091248989105225
took,0.1585291624069214,0.16648541390895844,0.42470768094062805,0.31657639145851135,0.07765881717205048,0.23178637027740479,0.06150028854608536,0.1803099513053894,0.318408340215683,0.14109265804290771
office,0.09114141762256622,0.11343929171562195,0.1974928379058838,0.27314993739128113,0.04780975356698036,0.40359655022621155,-0.06233545020222664,0.32066839933395386,0.18184605240821838,0.16497313976287842
;,0.07230665534734726,0.08035528659820557,0.10727239400148392,0.09152708947658539,0.037943314760923386,-0.05959305167198181,0.006909397430717945,0.07026896625757217,0.06822862476110458,0.10349778085947037
the,0.33890387415885925,0.3075225353240967,0.34736719727516174,1.0,0.25751444697380066,0.24330610036849976,-0.01540423184633255,0.25439196825027466,0.3698786795139313,0.22068053483963013
university,0.12992997467517853,0.11100612580776215,0.15114416182041168,0.263973206281662,0.18022799491882324,0.2515452206134796,-0.007441582623869181,0.31099334359169006,0.11406542360782623,0.11887256056070328
underwent,0.19010676443576813,0.2319173961877823,0.2357429563999176,0.33590078353881836,0.08574338257312775,0.1779981106519699,-0.022979924455285072,0.2100593000650406,0.2563248574733734,0.12751154601573944
many,0.4425291419029236,0.33054181933403015,0.375588983297348,0.4335206151008606,0.05139574036002159,0.15858104825019836,0.01698932610452175,0.1204812228679657,0.21182136237621307,0.2124512493610382
changes,0.3518966734409332,0.2235695868730545,0.18026256561279297,0.3427845537662506,0.06554053723812103,0.13177801668643951,0.006762445904314518,0.15545226633548737,0.24621577560901642,0.21264225244522095
during,0.26830652356147766,0.25762128829956055,0.30679523944854736,0.4838213622570038,0.1699981987476349,0.19422510266304016,0.011294117197394371,0.24339094758033752,0.3807850182056427,0.1325719803571701
his,0.24614305794239044,0.18129055202007294,0.3546801507472992,0.4394008219242096,0.1226007416844368,0.25683027505874634,0.047556519508361816,0.3381876051425934,0.2789236307144165,0.18075084686279297
24-year,0.14033593237400055,0.19776266813278198,0.13690921664237976,0.25550577044487,0.13903455436229706,0.25398311018943787,-0.02366221509873867,0.22487206757068634,0.2508513629436493,0.31218060851097107
tenure,0.14858664572238922,0.2545381188392639,0.2287319153547287,0.25439196825027466,0.1594574749469757,0.3613048791885376,0.0009784060530364513,1.0,0.25975751876831055,0.19726786017417908
.,0.3287222981452942,0.3247973620891571,0.35288307070732117,0.5934505462646484,0.20754478871822357,0.26255303621292114,-0.003708066651597619,0.24801340699195862,0.3548945486545563,0.4130953550338745
