,what,is,the,largest,co-ed,independent,school,in,newcastle,?
the,0.42745697498321533,0.5823672413825989,1.0,0.3757036626338959,0.2535933554172516,0.2927691638469696,0.22953221201896667,0.6662389636039734,0.2253497689962387,0.22068053483963013
largest,0.13463157415390015,0.3413417339324951,0.3757036626338959,0.9999999403953552,0.11320780962705612,0.1782517433166504,0.11632684618234634,0.3017216920852661,0.17620566487312317,0.12401245534420013
co-ed,0.206447571516037,0.14602325856685638,0.2535933554172516,0.11320780962705612,1.0000001192092896,0.12340673059225082,0.08057516068220139,0.21060042083263397,0.11608921736478806,0.13348940014839172
independent,0.28752967715263367,0.19700974225997925,0.2927691638469696,0.1782517433166504,0.12340673059225082,1.0000001192092896,0.1521950662136078,0.2794609069824219,0.12382678687572479,0.11902587860822678
school,0.18774057924747467,0.19488026201725006,0.22953221201896667,0.11632684618234634,0.08057516068220139,0.1521950662136078,1.0,0.26157811284065247,0.14186303317546844,0.15091250836849213
is,0.28837618231773376,1.0,0.5823672413825989,0.3413417339324951,0.14602325856685638,0.19700974225997925,0.19488026201725006,0.5394441485404968,0.1841045320034027,0.22961433231830597
the,0.42745697498321533,0.5823672413825989,1.0,0.3757036626338959,0.2535933554172516,0.2927691638469696,0.22953221201896667,0.6662389636039734,0.2253497689962387,0.22068053483963013
royal,0.16189028322696686,0.15478424727916718,0.2997032403945923,0.1617727279663086,0.12322763353586197,0.15186741948127747,0.17144063115119934,0.22172321379184723,0.21508808434009552,0.11453001946210861
grammar,0.24915918707847595,0.2164469212293625,0.2054862529039383,0.1132880225777626,0.12823855876922607,0.18085402250289917,0.44774869084358215,0.251787930727005,0.21209903061389923,0.19932536780834198
school,0.18774057924747467,0.19488026201725006,0.22953221201896667,0.11632684618234634,0.08057516068220139,0.1521950662136078,1.0,0.26157811284065247,0.14186303317546844,0.15091250836849213
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.18871670961380005,0.21347324550151825,0.24531036615371704,0.24214158952236176,0.5591574311256409,0.2714749276638031,0.4130953550338745
