,what,do,radical,islamist,organizations,reject,entirely,?
radical,0.24992598593235016,0.16223862767219543,0.9999998807907104,0.3919738233089447,0.3484898507595062,0.26156002283096313,0.17004334926605225,0.1306871920824051
islamist,0.17762082815170288,0.17377261817455292,0.3919738233089447,1.0000001192092896,0.37888625264167786,0.2787664830684662,0.15858134627342224,0.14697067439556122
organizations,0.20689024031162262,0.2620372772216797,0.3484898507595062,0.37888625264167786,1.0,0.22121356427669525,0.2546282112598419,0.22215601801872253
like,0.4320242702960968,0.4615015685558319,0.21725429594516754,0.14029446244239807,0.2498113214969635,0.2652178406715393,0.3064081072807312,0.3268813192844391
al-qaeda,0.23048987984657288,0.16994719207286835,0.21481962502002716,0.5376344323158264,0.33803439140319824,0.1392267495393753,0.22979913651943207,0.1877317875623703
and,0.31309178471565247,0.276123583316803,0.248888298869133,0.19843706488609314,0.2811741828918457,0.22020676732063293,0.350101500749588,0.20544172823429108
the,0.42745697498321533,0.30239659547805786,0.20306628942489624,0.2459319531917572,0.2850687503814697,0.24960725009441376,0.33318132162094116,0.22068053483963013
egyptian,0.15441232919692993,0.13741569221019745,0.12056530267000198,0.38436397910118103,0.19078758358955383,0.10665152966976166,0.02709851786494255,0.14169205725193024
islamic,0.2204568088054657,0.18107639253139496,0.3323265016078949,0.7717896103858948,0.3400824964046478,0.2655082941055298,0.18660199642181396,0.1692383587360382
jihad,0.24871385097503662,0.1612415760755539,0.33837658166885376,0.6852618455886841,0.337014377117157,0.29056477546691895,0.19912764430046082,0.21031080186367035
",",0.3087472915649414,0.3283645510673523,0.2340504378080368,0.18959079682826996,0.21690145134925842,0.19701142609119415,0.3141396641731262,0.31091248989105225
and,0.31309178471565247,0.276123583316803,0.248888298869133,0.19843706488609314,0.2811741828918457,0.22020676732063293,0.350101500749588,0.20544172823429108
groups,0.23137421905994415,0.22382022440433502,0.2266576886177063,0.25379782915115356,0.4296261966228485,0.21874752640724182,0.2587795853614807,0.14349548518657684
such,0.23989605903625488,0.337398886680603,0.2029726505279541,0.12899209558963776,0.342521607875824,0.23018032312393188,0.22912825644016266,0.17851735651493073
as,0.31749409437179565,0.38329678773880005,0.25565287470817566,0.17964394390583038,0.26520437002182007,0.2381637543439865,0.24206675589084625,0.27043893933296204
the,0.42745697498321533,0.30239659547805786,0.20306628942489624,0.2459319531917572,0.2850687503814697,0.24960725009441376,0.33318132162094116,0.22068053483963013
taliban,0.214632049202919,0.16197983920574188,0.23947452008724213,0.6071791648864746,0.36045125126838684,0.21739906072616577,0.21796616911888123,0.13205693662166595
",",0.3087472915649414,0.3283645510673523,0.2340504378080368,0.18959079682826996,0.21690145134925842,0.19701142609119415,0.3141396641731262,0.31091248989105225
entirely,0.38249561190605164,0.24468739330768585,0.17004334926605225,0.15858134627342224,0.2546282112598419,0.2088092714548111,1.0,0.19651781022548676
reject,0.2971072494983673,0.32089537382125854,0.26156002283096313,0.2787664830684662,0.22121356427669525,1.0,0.2088092714548111,0.21545763313770294
democracy,0.22238294780254364,0.14181070029735565,0.4457528293132782,0.36561185121536255,0.34379610419273376,0.2927764654159546,0.13652832806110382,0.20770417153835297
",",0.3087472915649414,0.3283645510673523,0.2340504378080368,0.18959079682826996,0.21690145134925842,0.19701142609119415,0.3141396641731262,0.31091248989105225
often,0.3849453330039978,0.30438441038131714,0.2674556076526642,0.19870391488075256,0.2806962728500366,0.19664838910102844,0.3058904707431793,0.23748154938220978
declaring,0.31397342681884766,0.20566624402999878,0.16358807682991028,0.21881885826587677,0.2922697067260742,0.3758927285671234,0.21323594450950623,0.22835050523281097
