,how,much,time,remained,on,the,clock,when,the,broncos,made,the,interception,that,clinched,the,afc,championship,game,?
they,0.43247655034065247,0.39154937863349915,0.3580583930015564,0.27245017886161804,0.31295230984687805,0.49925389885902405,0.17047761380672455,0.5090266466140747,0.49925389885902405,0.25937581062316895,0.3347621262073517,0.49925389885902405,0.2222042828798294,0.5710820555686951,0.2903395891189575,0.49925389885902405,0.21711619198322296,0.15806850790977478,0.2399950921535492,0.2753053903579712
then,0.36093711853027344,0.29331350326538086,0.3735695481300354,0.2704019844532013,0.30262795090675354,0.4297412931919098,0.23830443620681763,0.6026323437690735,0.4297412931919098,0.2251315861940384,0.2601412534713745,0.4297412931919098,0.2102641463279724,0.455153226852417,0.32469040155410767,0.4297412931919098,0.1339207887649536,0.1592818647623062,0.2141346037387848,0.2884598970413208
beat,0.18019166588783264,0.14355729520320892,0.27021682262420654,0.1073584333062172,0.13981136679649353,0.24951939284801483,0.2384665459394455,0.21723224222660065,0.24951939284801483,0.299129456281662,0.19674624502658844,0.24951939284801483,0.2914842963218689,0.18869292736053467,0.37126365303993225,0.24951939284801483,0.27999043464660645,0.3523143529891968,0.30160796642303467,0.19461682438850403
the,0.33890387415885925,0.35023224353790283,0.43061500787734985,0.3492392301559448,0.5107308030128479,1.0,0.25408005714416504,0.5091903209686279,1.0,0.25985947251319885,0.3885267674922943,1.0,0.24153481423854828,0.5473989248275757,0.3111155331134796,1.0,0.25863510370254517,0.2540402412414551,0.285271555185318,0.22068053483963013
defending,0.1490328460931778,0.15957553684711456,0.2963729798793793,0.23243512213230133,0.2634216547012329,0.3322177529335022,0.11407127231359482,0.2857620418071747,0.3322177529335022,0.2980053424835205,0.18019415438175201,0.3322177529335022,0.3622874319553375,0.2806907296180725,0.38309428095817566,0.3322177529335022,0.31483370065689087,0.3780851662158966,0.2670046389102936,0.19775530695915222
super,0.11920704692602158,0.17592276632785797,0.18677926063537598,0.07909172028303146,0.1569211632013321,0.21959073841571808,0.16957439482212067,0.20393483340740204,0.21959073841571808,0.36141330003738403,0.14032290875911713,0.21959073841571808,0.30467915534973145,0.18258553743362427,0.26352041959762573,0.21959073841571808,0.37206512689590454,0.28836938738822937,0.3480181396007538,0.166326642036438
bowl,0.1720007210969925,0.13628067076206207,0.20419740676879883,0.12376720458269119,0.1334993690252304,0.21576224267482758,0.17324230074882507,0.20523639023303986,0.21576224267482758,0.4351775348186493,0.206265389919281,0.21576224267482758,0.3442072868347168,0.10987387597560883,0.36128920316696167,0.21576224267482758,0.41199249029159546,0.3428266644477844,0.2413962334394455,0.21118052303791046
xlix,0.13336868584156036,0.11467158049345016,0.2351435124874115,0.08753903210163116,0.176897794008255,0.28379157185554504,0.232879638671875,0.23901237547397614,0.28379157185554504,0.4259836971759796,0.21941208839416504,0.28379157185554504,0.375850647687912,0.17940443754196167,0.41726619005203247,0.28379157185554504,0.40457528829574585,0.39353930950164795,0.3429282605648041,0.2639070451259613
champion,0.10510922223329544,0.12420947104692459,0.28739118576049805,0.19511741399765015,0.1719084233045578,0.23575055599212646,0.18776372075080872,0.2020413726568222,0.23575055599212646,0.3800205886363983,0.1380240023136139,0.23575055599212646,0.37404271960258484,0.16651447117328644,0.39379993081092834,0.23575055599212646,0.40495696663856506,0.8011947274208069,0.23105087876319885,0.14080514013767242
new,0.20832711458206177,0.21660366654396057,0.2320125252008438,0.11688195914030075,0.31106263399124146,0.3845241069793701,0.10502667725086212,0.257220059633255,0.3845241069793701,0.2461613565683365,0.20649032294750214,0.3845241069793701,0.17014344036579132,0.29177987575531006,0.2036735862493515,0.3845241069793701,0.21401186287403107,0.16864041984081268,0.20104768872261047,0.14782847464084625
england,0.17829500138759613,0.21085163950920105,0.23905900120735168,0.1833784282207489,0.2161867767572403,0.28280043601989746,0.14081624150276184,0.26359328627586365,0.28280043601989746,0.24413880705833435,0.1994142383337021,0.28280043601989746,0.2302379459142685,0.2558189034461975,0.23305940628051758,0.28280043601989746,0.28026673197746277,0.19480040669441223,0.23439037799835205,0.13436897099018097
patriots,0.1273394525051117,0.0856664851307869,0.1343512386083603,0.14877094328403473,0.08967255055904388,0.2345433384180069,0.06736339628696442,0.190744087100029,0.2345433384180069,0.4857134521007538,0.17509110271930695,0.2345433384180069,0.3844880163669586,0.1882573515176773,0.28523147106170654,0.2345433384180069,0.3464110493659973,0.2684765160083771,0.298821359872818,0.11474817991256714
in,0.2601168751716614,0.2725222110748291,0.3431483507156372,0.30947351455688477,0.46853652596473694,0.6662389636039734,0.1651686578989029,0.4431333839893341,0.6662389636039734,0.20316283404827118,0.25271502137184143,0.6662389636039734,0.18221479654312134,0.435920387506485,0.2350454032421112,0.6662389636039734,0.20746317505836487,0.20047812163829803,0.23986028134822845,0.20430970191955566
the,0.33890387415885925,0.35023224353790283,0.43061500787734985,0.3492392301559448,0.5107308030128479,1.0,0.25408005714416504,0.5091903209686279,1.0,0.25985947251319885,0.3885267674922943,1.0,0.24153481423854828,0.5473989248275757,0.3111155331134796,1.0,0.25863510370254517,0.2540402412414551,0.285271555185318,0.22068053483963013
afc,0.08736693859100342,0.1464162915945053,0.14720703661441803,0.09667551517486572,0.17265000939369202,0.25863510370254517,0.0518224835395813,0.15604420006275177,0.25863510370254517,0.4436691403388977,0.0903027206659317,0.25863510370254517,0.3326490521430969,0.14994294941425323,0.4111770987510681,0.25863510370254517,1.0,0.41897451877593994,0.2785787284374237,0.2026895433664322
championship,0.10684323310852051,0.1526963859796524,0.31556788086891174,0.2062973529100418,0.16095735132694244,0.2540402412414551,0.1545504629611969,0.20474274456501007,0.2540402412414551,0.38168099522590637,0.12802141904830933,0.2540402412414551,0.3534851670265198,0.18801642954349518,0.41947266459465027,0.2540402412414551,0.41897451877593994,1.0000001192092896,0.24432945251464844,0.1390383541584015
game,0.215279221534729,0.18956831097602844,0.2928149104118347,0.0956454947590828,0.22967135906219482,0.285271555185318,0.20158430933952332,0.22596776485443115,0.285271555185318,0.32325026392936707,0.19576728343963623,0.285271555185318,0.28776344656944275,0.27499276399612427,0.24004310369491577,0.285271555185318,0.2785787284374237,0.24432945251464844,0.9999998807907104,0.1829071193933487
",",0.22659391164779663,0.36182254552841187,0.3029961884021759,0.23734888434410095,0.49057599902153015,0.4933079481124878,0.17917221784591675,0.36674630641937256,0.4933079481124878,0.2558487057685852,0.32507219910621643,0.4933079481124878,0.20017169415950775,0.4137537479400635,0.26890286803245544,0.4933079481124878,0.30482783913612366,0.256124883890152,0.2653886377811432,0.31091248989105225
20–18,0.13523833453655243,0.17843762040138245,0.10074306279420853,0.19663314521312714,0.05737437307834625,0.07738925516605377,0.008861797861754894,0.25345736742019653,0.07738925516605377,-0.010921397246420383,0.1527545005083084,0.07738925516605377,0.005113054532557726,0.2086927741765976,-0.0258460845798254,0.07738925516605377,-0.008962220512330532,0.05231450870633125,0.03933378681540489,0.10603919625282288
",",0.22659391164779663,0.36182254552841187,0.3029961884021759,0.23734888434410095,0.49057599902153015,0.4933079481124878,0.17917221784591675,0.36674630641937256,0.4933079481124878,0.2558487057685852,0.32507219910621643,0.4933079481124878,0.20017169415950775,0.4137537479400635,0.26890286803245544,0.4933079481124878,0.30482783913612366,0.256124883890152,0.2653886377811432,0.31091248989105225
by,0.34370526671409607,0.24959969520568848,0.26502725481987,0.16297771036624908,0.33887791633605957,0.4408751428127289,0.11682888865470886,0.4376842677593231,0.4408751428127289,0.11333504319190979,0.34175434708595276,0.4408751428127289,0.1677977591753006,0.37496164441108704,0.1886824518442154,0.4408751428127289,0.0871235653758049,0.18574652075767517,0.21372540295124054,0.17966607213020325
intercepting,0.2131643295288086,0.16072730720043182,0.2495228797197342,0.1821262538433075,0.2243945300579071,0.23398640751838684,0.11152395606040955,0.3026469349861145,0.23398640751838684,0.4570372998714447,0.1639138162136078,0.23398640751838684,0.9158614873886108,0.2589614987373352,0.2989663779735565,0.23398640751838684,0.33752667903900146,0.35089585185050964,0.2920619547367096,0.1177937239408493
a,0.29312583804130554,0.2958075702190399,0.3292340338230133,0.23739774525165558,0.3848365545272827,0.5829201340675354,0.23731647431850433,0.44397395849227905,0.5829201340675354,0.19771797955036163,0.3180864453315735,0.5829201340675354,0.22234122455120087,0.47537946701049805,0.22902812063694,0.5829201340675354,0.13271647691726685,0.18214380741119385,0.23211604356765747,0.23916715383529663
pass,0.23911701142787933,0.1864519864320755,0.14543098211288452,0.0773056223988533,0.13331516087055206,0.25961899757385254,0.08976133912801743,0.20427322387695312,0.25961899757385254,0.21609735488891602,0.1262904852628708,0.25961899757385254,0.3545844554901123,0.24082426726818085,0.17413249611854553,0.25961899757385254,0.21053078770637512,0.14239217340946198,0.16048191487789154,0.09478675574064255
on,0.32655060291290283,0.2834896147251129,0.30044233798980713,0.23423713445663452,0.9999999403953552,0.5107308030128479,0.22520987689495087,0.37706470489501953,0.5107308030128479,0.17311601340770721,0.37619519233703613,0.5107308030128479,0.20438897609710693,0.42569106817245483,0.20912817120552063,0.5107308030128479,0.17265000939369202,0.16095735132694244,0.22967135906219482,0.2714994251728058
new,0.20832711458206177,0.21660366654396057,0.2320125252008438,0.11688195914030075,0.31106263399124146,0.3845241069793701,0.10502667725086212,0.257220059633255,0.3845241069793701,0.2461613565683365,0.20649032294750214,0.3845241069793701,0.17014344036579132,0.29177987575531006,0.2036735862493515,0.3845241069793701,0.21401186287403107,0.16864041984081268,0.20104768872261047,0.14782847464084625
england,0.17829500138759613,0.21085163950920105,0.23905900120735168,0.1833784282207489,0.2161867767572403,0.28280043601989746,0.14081624150276184,0.26359328627586365,0.28280043601989746,0.24413880705833435,0.1994142383337021,0.28280043601989746,0.2302379459142685,0.2558189034461975,0.23305940628051758,0.28280043601989746,0.28026673197746277,0.19480040669441223,0.23439037799835205,0.13436897099018097
's,-0.026164190843701363,0.06731651723384857,0.01301188487559557,0.03340933844447136,0.0026888418942689896,-0.01540423184633255,0.03752322867512703,-0.03368149697780609,-0.01540423184633255,-0.037254199385643005,0.08483956009149551,-0.01540423184633255,-0.015823502093553543,0.04397977516055107,-0.05018390342593193,-0.01540423184633255,-0.07818128913640976,0.005009881220757961,0.07448072731494904,-0.023395681753754616
2-point,0.2674274444580078,0.2759537398815155,0.30854344367980957,0.19356048107147217,0.19574500620365143,0.2521202266216278,0.155183807015419,0.26801300048828125,0.2521202266216278,0.13956120610237122,0.20815156400203705,0.2521202266216278,0.29865795373916626,0.33780917525291443,0.18080654740333557,0.2521202266216278,0.18501506745815277,0.13201618194580078,0.1634867787361145,0.3058913052082062
conversion,0.2233559489250183,0.27507176995277405,0.26034417748451233,0.11428289115428925,0.17886362969875336,0.2308437079191208,0.1783357709646225,0.20718982815742493,0.2308437079191208,0.12009718269109726,0.11192069947719574,0.2308437079191208,0.30024680495262146,0.20188826322555542,0.16207782924175262,0.2308437079191208,0.1120326817035675,0.16072490811347961,0.16785351932048798,0.1924358606338501
attempt,0.23973937332630157,0.1698499470949173,0.24373821914196014,0.21662218868732452,0.20310603082180023,0.2614527940750122,0.12309399992227554,0.2626323103904724,0.2614527940750122,0.1423623412847519,0.19335846602916718,0.2614527940750122,0.28010568022727966,0.26043540239334106,0.13358506560325623,0.2614527940750122,0.10011870414018631,0.18116438388824463,0.19536855816841125,0.16559520363807678
with,0.3525622487068176,0.2808258831501007,0.31862112879753113,0.25786063075065613,0.40749499201774597,0.4223487675189972,0.12343753129243851,0.5075214505195618,0.4223487675189972,0.2245701551437378,0.3459964990615845,0.4223487675189972,0.251397043466568,0.4154358208179474,0.23690122365951538,0.4223487675189972,0.1709529012441635,0.21191054582595825,0.19394829869270325,0.2433311939239502
17,0.11148978024721146,0.04914264753460884,0.0668390765786171,0.12138165533542633,0.06816379725933075,0.10537172853946686,0.08577905595302582,0.06161060184240341,0.10537172853946686,0.12987062335014343,0.08299567550420761,0.10537172853946686,0.1520000845193863,0.06265442073345184,0.23470935225486755,0.10537172853946686,0.18683677911758423,0.198648601770401,0.06002664938569069,0.17603135108947754
seconds,0.20343491435050964,0.2667369246482849,0.39999985694885254,0.1145174503326416,0.22056835889816284,0.1997634470462799,0.330859512090683,0.30955904722213745,0.1997634470462799,0.23470988869667053,0.12074881792068481,0.1997634470462799,0.2682442367076874,0.24123969674110413,0.3201374411582947,0.1997634470462799,0.2205982357263565,0.2885448932647705,0.275033175945282,0.20335537195205688
left,0.186065211892128,0.16526629030704498,0.18303614854812622,0.3302984833717346,0.30747801065444946,0.33113980293273926,0.17346173524856567,0.3236202895641327,0.33113980293273926,0.19754524528980255,0.1939784288406372,0.33113980293273926,0.17382389307022095,0.2512504756450653,0.24756892025470734,0.33113980293273926,0.07834911346435547,0.12941879034042358,0.12498873472213745,0.13251960277557373
on,0.32655060291290283,0.2834896147251129,0.30044233798980713,0.23423713445663452,0.9999999403953552,0.5107308030128479,0.22520987689495087,0.37706470489501953,0.5107308030128479,0.17311601340770721,0.37619519233703613,0.5107308030128479,0.20438897609710693,0.42569106817245483,0.20912817120552063,0.5107308030128479,0.17265000939369202,0.16095735132694244,0.22967135906219482,0.2714994251728058
the,0.33890387415885925,0.35023224353790283,0.43061500787734985,0.3492392301559448,0.5107308030128479,1.0,0.25408005714416504,0.5091903209686279,1.0,0.25985947251319885,0.3885267674922943,1.0,0.24153481423854828,0.5473989248275757,0.3111155331134796,1.0,0.25863510370254517,0.2540402412414551,0.285271555185318,0.22068053483963013
clock,0.2627337574958801,0.20269380509853363,0.3451623320579529,0.11494646966457367,0.22520987689495087,0.25408005714416504,0.9999999403953552,0.2597734034061432,0.25408005714416504,0.11447907984256744,0.07636165618896484,0.25408005714416504,0.12996087968349457,0.27364978194236755,0.20654252171516418,0.25408005714416504,0.0518224835395813,0.1545504629611969,0.20158430933952332,0.15814508497714996
.,0.3287222981452942,0.3374604284763336,0.371569961309433,0.21630586683750153,0.49257001280784607,0.5934505462646484,0.21992506086826324,0.475719153881073,0.5934505462646484,0.2612393796443939,0.4032190144062042,0.5934505462646484,0.209150493144989,0.4460422694683075,0.31037548184394836,0.5934505462646484,0.28921979665756226,0.23509643971920013,0.2581658959388733,0.4130953550338745
