,the,super,bowl,50,host,committee,said,it,would,be,the,most,what,ever,?
the,1.0,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.26909032464027405,0.24322165548801422,0.3024602234363556,0.6251175999641418,0.4133751392364502,0.4248143136501312,1.0,0.47635307908058167,0.42745697498321533,0.3474041819572449,0.22068053483963013
super,0.21959073841571808,1.0000001192092896,0.4848237931728363,0.0833745002746582,0.14729782938957214,0.12410217523574829,0.13930010795593262,0.19638319313526154,0.16404198110103607,0.1880253106355667,0.21959073841571808,0.22041858732700348,0.13651713728904724,0.26257312297821045,0.166326642036438
bowl,0.21576224267482758,0.4848237931728363,1.0,0.005446359980851412,0.17551401257514954,0.12471532821655273,0.11201606690883636,0.1748591959476471,0.17156143486499786,0.18567830324172974,0.21576224267482758,0.20814399421215057,0.15942467749118805,0.1696997582912445,0.21118052303791046
50,0.03602437674999237,0.0833745002746582,0.005446359980851412,0.9999999403953552,-0.04591839388012886,-0.014448681846261024,0.050420407205820084,-0.05556609109044075,0.05957036092877388,0.015184788033366203,0.03602437674999237,0.04147367179393768,-0.04124141484498978,0.06646040081977844,0.030512850731611252
host,0.26909032464027405,0.14729782938957214,0.17551401257514954,-0.04591839388012886,1.0000001192092896,0.15074416995048523,0.09275311976671219,0.17738105356693268,0.16156220436096191,0.15821070969104767,0.26909032464027405,0.2599598467350006,0.12779991328716278,0.14563323557376862,0.1021634042263031
committee,0.24322165548801422,0.12410217523574829,0.12471532821655273,-0.014448681846261024,0.15074416995048523,1.0,0.21377742290496826,0.21620306372642517,0.19872711598873138,0.17965561151504517,0.24322165548801422,0.13098354637622833,0.18195343017578125,0.1873776763677597,0.12144632637500763
has,0.4177538752555847,0.15233033895492554,0.17163237929344177,0.011599406599998474,0.20938843488693237,0.17535506188869476,0.262355774641037,0.41962623596191406,0.3014826476573944,0.3863394856452942,0.4177538752555847,0.3426419198513031,0.20338068902492523,0.2906934916973114,0.15994466841220856
vowed,0.27705755829811096,0.18559731543064117,0.12769342958927155,0.11179797351360321,0.04464127495884895,0.20470672845840454,0.36367174983024597,0.1272316426038742,0.33724597096443176,0.13052898645401,0.27705755829811096,0.048187002539634705,0.1351824551820755,0.16880914568901062,0.14173133671283722
to,0.535392165184021,0.17783479392528534,0.16993016004562378,-0.024239253252744675,0.18300798535346985,0.24979650974273682,0.34274402260780334,0.513711154460907,0.5965728163719177,0.4972836375236511,0.535392165184021,0.321603000164032,0.455847829580307,0.33233755826950073,0.29463258385658264
be,0.4248143136501312,0.1880253106355667,0.18567830324172974,0.015184788033366203,0.15821070969104767,0.17965561151504517,0.34202221035957336,0.5203388929367065,0.5202695727348328,1.0,0.4248143136501312,0.3381733000278473,0.3929833769798279,0.35230669379234314,0.3324260413646698
``,0.029072100296616554,0.012585706077516079,-0.004176590591669083,0.05617367848753929,0.06719572842121124,0.05259443074464798,0.01132358517497778,0.035206809639930725,0.08063928782939911,0.07670000940561295,0.029072100296616554,0.08567854017019272,0.008517155423760414,0.0008641238673590124,0.0685480609536171
the,1.0,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.26909032464027405,0.24322165548801422,0.3024602234363556,0.6251175999641418,0.4133751392364502,0.4248143136501312,1.0,0.47635307908058167,0.42745697498321533,0.3474041819572449,0.22068053483963013
most,0.47635307908058167,0.22041858732700348,0.20814399421215057,0.04147367179393768,0.2599598467350006,0.13098354637622833,0.26140880584716797,0.4001435935497284,0.3177604079246521,0.3381733000278473,0.47635307908058167,1.0,0.3219912350177765,0.39527660608291626,0.2107497900724411
giving,0.3626074492931366,0.08253046870231628,0.11914695799350739,0.019963892176747322,0.11581652611494064,0.1364477574825287,0.2787472903728485,0.265837162733078,0.3857003152370453,0.2767922282218933,0.3626074492931366,0.23972833156585693,0.28628480434417725,0.19349534809589386,0.2052922248840332
super,0.21959073841571808,1.0000001192092896,0.4848237931728363,0.0833745002746582,0.14729782938957214,0.12410217523574829,0.13930010795593262,0.19638319313526154,0.16404198110103607,0.1880253106355667,0.21959073841571808,0.22041858732700348,0.13651713728904724,0.26257312297821045,0.166326642036438
bowl,0.21576224267482758,0.4848237931728363,1.0,0.005446359980851412,0.17551401257514954,0.12471532821655273,0.11201606690883636,0.1748591959476471,0.17156143486499786,0.18567830324172974,0.21576224267482758,0.20814399421215057,0.15942467749118805,0.1696997582912445,0.21118052303791046
ever,0.3474041819572449,0.26257312297821045,0.1696997582912445,0.06646040081977844,0.14563323557376862,0.1873776763677597,0.3553956151008606,0.336772620677948,0.385782927274704,0.35230669379234314,0.3474041819572449,0.39527660608291626,0.3486426770687103,1.0,0.3358461856842041
'',0.041273195296525955,-0.02655862085521221,-0.008809788152575493,0.08711730688810349,-0.03159894049167633,-0.07882552593946457,-0.019795598462224007,-0.016964951530098915,0.02574172429740429,0.08835477381944656,0.041273195296525955,0.01990530639886856,0.08143015950918198,-0.05928192287683487,0.018684765323996544
",",0.4933079481124878,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.26840344071388245,0.20982497930526733,0.34496036171913147,0.48329564929008484,0.32586824893951416,0.39254459738731384,0.4933079481124878,0.3636029064655304,0.3087472915649414,0.2519058883190155,0.31091248989105225
and,0.5171257257461548,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.2797408998012543,0.22311176359653473,0.2940692901611328,0.40957894921302795,0.34921059012413025,0.41766801476478577,0.5171257257461548,0.4309377074241638,0.31309178471565247,0.22324110567569733,0.20544172823429108
will,0.3635469079017639,0.1544499397277832,0.1507955938577652,0.07188837975263596,0.27295681834220886,0.14656318724155426,0.29937511682510376,0.33041369915008545,0.7075439691543579,0.4925616979598999,0.3635469079017639,0.2386283278465271,0.3510494530200958,0.3035218119621277,0.35046905279159546
dedicate,0.19143693149089813,0.03639831766486168,0.08760952204465866,0.03308599814772606,0.1284337043762207,0.21140646934509277,0.23171280324459076,0.17422212660312653,0.2503548562526703,0.2120683193206787,0.19143693149089813,0.18520881235599518,0.21782833337783813,0.16728658974170685,0.20456856489181519
25,0.1671934723854065,0.1168333888053894,0.06783138960599899,0.059405725449323654,0.01777440868318081,0.09895531833171844,0.06128186732530594,0.08811458945274353,0.22532887756824493,0.12654177844524384,0.1671934723854065,0.08280710130929947,0.12916474044322968,0.08828890323638916,0.09614268690347672
percent,0.277066707611084,0.10749363899230957,0.14485666155815125,-0.028740765526890755,0.12408823519945145,0.16218164563179016,0.2118021845817566,0.26668280363082886,0.2259805053472519,0.2193341702222824,0.277066707611084,0.29010701179504395,0.2506202459335327,0.18485677242279053,0.14671556651592255
of,0.733189046382904,0.14718765020370483,0.2243070751428604,0.006577443331480026,0.1709926575422287,0.2920650243759155,0.29014745354652405,0.38761502504348755,0.3353942930698395,0.33904364705085754,0.733189046382904,0.4178851246833801,0.33290785551071167,0.22901833057403564,0.1826142966747284
all,0.4860881567001343,0.26925644278526306,0.2204573154449463,0.10941741615533829,0.1792251020669937,0.18823650479316711,0.27313119173049927,0.36125609278678894,0.41205164790153503,0.42151448130607605,0.4860881567001343,0.5116150975227356,0.41981086134910583,0.3627382814884186,0.29575422406196594
money,0.2699695825576782,0.16830426454544067,0.15875811874866486,0.053980231285095215,0.14202766120433807,0.20520848035812378,0.30332326889038086,0.23443938791751862,0.32096996903419495,0.23008064925670624,0.2699695825576782,0.2340925633907318,0.2704482674598694,0.2513715922832489,0.2069680541753769
it,0.6251175999641418,0.19638319313526154,0.1748591959476471,-0.05556609109044075,0.17738105356693268,0.21620306372642517,0.3120289742946625,0.9999999403953552,0.36398744583129883,0.5203388929367065,0.6251175999641418,0.4001435935497284,0.45803478360176086,0.336772620677948,0.25732165575027466
raises,0.2387484610080719,0.049161359667778015,0.06993018090724945,0.0005579587304964662,0.07490891218185425,0.07846560329198837,0.2453431487083435,0.17590337991714478,0.2710999846458435,0.19470837712287903,0.2387484610080719,0.11140847951173782,0.22388479113578796,0.14186003804206848,0.20082814991474152
for,0.4739971458911896,0.22938419878482819,0.24430087208747864,0.029183456674218178,0.2458597868680954,0.29222947359085083,0.31942054629325867,0.32171204686164856,0.39877474308013916,0.3801851272583008,0.4739971458911896,0.3906237483024597,0.3017193675041199,0.3162844479084015,0.264628142118454
philanthropic,0.17239925265312195,0.09176614135503769,0.12380034476518631,0.05550136789679527,0.23437561094760895,0.27776870131492615,0.18863621354103088,0.15929287672042847,0.1869257390499115,0.15785688161849976,0.17239925265312195,0.1733323186635971,0.1870797723531723,0.15623855590820312,0.17462901771068573
causes,0.2518732249736786,0.09205693006515503,0.12077608704566956,0.07143232971429825,0.22873517870903015,0.09374245256185532,0.15764068067073822,0.18735122680664062,0.24944360554218292,0.23375074565410614,0.2518732249736786,0.25081974267959595,0.1426164209842682,0.13662615418434143,0.19991323351860046
in,0.6662389636039734,0.18576006591320038,0.17236235737800598,0.021892361342906952,0.21661671996116638,0.2107008546590805,0.23461468517780304,0.5130809545516968,0.30461156368255615,0.3481820821762085,0.6662389636039734,0.41416558623313904,0.30808621644973755,0.31014615297317505,0.20430970191955566
the,1.0,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.26909032464027405,0.24322165548801422,0.3024602234363556,0.6251175999641418,0.4133751392364502,0.4248143136501312,1.0,0.47635307908058167,0.42745697498321533,0.3474041819572449,0.22068053483963013
