,orange,",",san,diego,",",riverside,and,san,bernardino,make,up,four,of,the,five,counties,.,what,is,the,name,of,the,last,county,?
its,0.2006242424249649,0.33157986402511597,0.21519668400287628,0.12310291826725006,0.33157986402511597,0.22225099802017212,0.3841775357723236,0.21519668400287628,0.21306660771369934,0.29290565848350525,0.2559551000595093,0.25624504685401917,0.48690423369407654,0.559237003326416,0.25861459970474243,0.18885838985443115,0.3566088080406189,0.30393704771995544,0.4447362422943115,0.559237003326416,0.317160964012146,0.48690423369407654,0.559237003326416,0.12596635520458221,0.17281371355056763,0.15103481709957123
counties,0.2865590453147888,0.2766191363334656,0.17207099497318268,0.15851709246635437,0.2766191363334656,0.3590361475944519,0.21969299018383026,0.17207099497318268,0.25415217876434326,0.12878207862377167,0.15491950511932373,0.1891622096300125,0.2559657096862793,0.23370873928070068,0.2508431673049927,1.0,0.21356114745140076,0.18263769149780273,0.19452480971813202,0.23370873928070068,0.19470073282718658,0.2559657096862793,0.23370873928070068,0.15055200457572937,0.7461277842521667,0.09521792083978653
of,0.2509242296218872,0.4946078956127167,0.25237205624580383,0.1941702961921692,0.4946078956127167,0.2871353030204773,0.5116966962814331,0.25237205624580383,0.26093193888664246,0.2912110388278961,0.32945773005485535,0.36293646693229675,1.0,0.733189046382904,0.3980514109134674,0.2559657096862793,0.5352458953857422,0.33290785551071167,0.4854315221309662,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.3052992522716522,0.2393190860748291,0.1826142966747284
los,0.2153046876192093,0.242568701505661,0.45418909192085266,0.5052679181098938,0.242568701505661,0.41264840960502625,0.22504177689552307,0.45418909192085266,0.39600813388824463,0.13030163943767548,0.1999569982290268,0.22500590980052948,0.17343297600746155,0.2502395510673523,0.20358075201511383,0.15060237050056458,0.2471826672554016,0.12322991341352463,0.17008589208126068,0.2502395510673523,0.06927964091300964,0.17343297600746155,0.2502395510673523,0.15366025269031525,0.21694007515907288,0.15495611727237701
angeles,0.22884298861026764,0.23721925914287567,0.4276162087917328,0.46809855103492737,0.23721925914287567,0.41846179962158203,0.2403915673494339,0.4276162087917328,0.38698744773864746,0.15613426268100739,0.21881207823753357,0.22358615696430206,0.16643567383289337,0.24588194489479065,0.21794560551643372,0.17358089983463287,0.26720499992370605,0.10702074319124222,0.1558004766702652,0.24588194489479065,0.06431342661380768,0.16643567383289337,0.24588194489479065,0.14933213591575623,0.22907856106758118,0.16139166057109833
",",0.2978343665599823,1.0000001192092896,0.25561806559562683,0.25578492879867554,1.0000001192092896,0.3184468746185303,0.6633074283599854,0.25561806559562683,0.3134419322013855,0.324553906917572,0.34193792939186096,0.31238991022109985,0.4946078956127167,0.4933079481124878,0.3101605772972107,0.2766191363334656,0.6812511086463928,0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.29026782512664795,0.26861095428466797,0.31091248989105225
orange,0.9999999403953552,0.2978343665599823,0.15735919773578644,0.20188121497631073,0.2978343665599823,0.34056907892227173,0.2314995527267456,0.15735919773578644,0.21889697015285492,0.20262224972248077,0.1943148821592331,0.1479242444038391,0.2509242296218872,0.20814983546733856,0.17773808538913727,0.2865590453147888,0.30192962288856506,0.18341036140918732,0.20677390694618225,0.20814983546733856,0.15856125950813293,0.2509242296218872,0.20814983546733856,0.13088661432266235,0.30057042837142944,0.1066059097647667
",",0.2978343665599823,1.0000001192092896,0.25561806559562683,0.25578492879867554,1.0000001192092896,0.3184468746185303,0.6633074283599854,0.25561806559562683,0.3134419322013855,0.324553906917572,0.34193792939186096,0.31238991022109985,0.4946078956127167,0.4933079481124878,0.3101605772972107,0.2766191363334656,0.6812511086463928,0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.29026782512664795,0.26861095428466797,0.31091248989105225
san,0.15735919773578644,0.25561806559562683,0.9999999403953552,0.6883842349052429,0.25561806559562683,0.38028684258461,0.23541347682476044,0.9999999403953552,0.5765351057052612,0.155324324965477,0.14052174985408783,0.10882112383842468,0.25237205624580383,0.2858080565929413,0.17670202255249023,0.17207099497318268,0.24563752114772797,0.19375550746917725,0.1594623327255249,0.2858080565929413,0.14419548213481903,0.25237205624580383,0.2858080565929413,0.15585462749004364,0.25673016905784607,0.10952327400445938
diego,0.20188121497631073,0.25578492879867554,0.6883842349052429,0.9999999403953552,0.25578492879867554,0.33301085233688354,0.2412230372428894,0.6883842349052429,0.49215102195739746,0.18042972683906555,0.1852456033229828,0.0846375897526741,0.1941702961921692,0.20885010063648224,0.11475842446088791,0.15851709246635437,0.2188110053539276,0.16958405077457428,0.1608497053384781,0.20885010063648224,0.07785920798778534,0.1941702961921692,0.20885010063648224,0.16555064916610718,0.2317018359899521,0.11438121646642685
