,what,month,is,the,warmest,in,fresno,?
december,0.19304980337619781,0.277408242225647,0.23552489280700684,0.23266014456748962,0.26707834005355835,0.25854936242103577,0.2394261211156845,0.2480352818965912
and,0.31309178471565247,0.2231980711221695,0.3859752118587494,0.5171257257461548,0.19837617874145508,0.4954058527946472,0.21513071656227112,0.20544172823429108
january,0.19257698953151703,0.3335449695587158,0.23742131888866425,0.2467057853937149,0.3069019615650177,0.28467586636543274,0.23321998119354248,0.28608936071395874
are,0.29724663496017456,0.16403718292713165,0.5330929756164551,0.40399202704429626,0.15107327699661255,0.3841303884983063,0.14489346742630005,0.24591213464736938
the,0.42745697498321533,0.2821349799633026,0.5823672413825989,1.0,0.2853047251701355,0.6662389636039734,0.22571885585784912,0.22068053483963013
coldest,0.21101132035255432,0.32038578391075134,0.3375587463378906,0.34939485788345337,0.7170522809028625,0.34461238980293274,0.2554207742214203,0.20090290904045105
months,0.24954822659492493,0.5862364768981934,0.20294976234436035,0.2680157423019409,0.3132188618183136,0.27186378836631775,0.19526952505111694,0.2804218530654907
",",0.3087472915649414,0.24291303753852844,0.4691906273365021,0.4933079481124878,0.2784137427806854,0.5201468467712402,0.2561432421207428,0.31091248989105225
and,0.31309178471565247,0.2231980711221695,0.3859752118587494,0.5171257257461548,0.19837617874145508,0.4954058527946472,0.21513071656227112,0.20544172823429108
average,0.24068789184093475,0.4253697097301483,0.2669461667537689,0.27058175206184387,0.5970137119293213,0.23465414345264435,0.19718319177627563,0.21764592826366425
around,0.27475327253341675,0.23854239284992218,0.286477267742157,0.40085816383361816,0.3440106213092804,0.41294145584106445,0.22732719779014587,0.14729668200016022
46.5,0.21670621633529663,0.13541105389595032,0.19397974014282227,0.18329912424087524,0.10607333481311798,0.23207753896713257,0.050148215144872665,0.16468024253845215
°f,0.20015408098697662,0.33337754011154175,0.23312681913375854,0.22598426043987274,0.6638886332511902,0.23065856099128723,0.3039827346801758,0.19986218214035034
(,0.2411840260028839,0.257026344537735,0.35393038392066956,0.33289089798927307,0.27620962262153625,0.3087427020072937,0.188642680644989,0.40561532974243164
8.1,-0.017980748787522316,-0.07585741579532623,0.02264622412621975,0.07420657575130463,-0.021804282441735268,0.022371243685483932,0.0712638571858406,-0.0035603265278041363
°c,0.2101275473833084,0.27754583954811096,0.22964106500148773,0.1833128035068512,0.6248034238815308,0.19822709262371063,0.21984682977199554,0.2095707356929779
),0.26259949803352356,0.26084697246551514,0.37732169032096863,0.3456730246543884,0.304280549287796,0.3326910734176636,0.20478583872318268,0.42300865054130554
",",0.3087472915649414,0.24291303753852844,0.4691906273365021,0.4933079481124878,0.2784137427806854,0.5201468467712402,0.2561432421207428,0.31091248989105225
and,0.31309178471565247,0.2231980711221695,0.3859752118587494,0.5171257257461548,0.19837617874145508,0.4954058527946472,0.21513071656227112,0.20544172823429108
there,0.35085538029670715,0.2090640664100647,0.3904260993003845,0.47025805711746216,0.21447701752185822,0.5361666083335876,0.21059735119342804,0.29405656456947327
are,0.29724663496017456,0.16403718292713165,0.5330929756164551,0.40399202704429626,0.15107327699661255,0.3841303884983063,0.14489346742630005,0.24591213464736938
14,0.050140514969825745,0.060010820627212524,0.09000016748905182,-0.011880298145115376,0.16373026371002197,0.07915190607309341,0.17737621068954468,0.11697390675544739
nights,0.13745176792144775,0.28343233466148376,0.20732246339321136,0.2459263801574707,0.3348437547683716,0.20632196962833405,0.21808403730392456,0.12477648258209229
with,0.2464839518070221,0.25077709555625916,0.3250955045223236,0.4223487675189972,0.20959743857383728,0.4080928862094879,0.20853616297245026,0.2433311939239502
freezing,0.2635178864002228,0.23552723228931427,0.23768869042396545,0.24307052791118622,0.4611915647983551,0.2593601644039154,0.24755670130252838,0.16973517835140228
lows,0.16183333098888397,0.18281324207782745,0.26831039786338806,0.28370165824890137,0.4232867360115051,0.2607080340385437,0.20050373673439026,0.1542564034461975
annually,0.13421958684921265,0.29426130652427673,0.23383666574954987,0.30625078082084656,0.3655582666397095,0.29646036028862,0.18124261498451233,0.1364409476518631
",",0.3087472915649414,0.24291303753852844,0.4691906273365021,0.4933079481124878,0.2784137427806854,0.5201468467712402,0.2561432421207428,0.31091248989105225
with,0.2464839518070221,0.25077709555625916,0.3250955045223236,0.4223487675189972,0.20959743857383728,0.4080928862094879,0.20853616297245026,0.2433311939239502
the,0.42745697498321533,0.2821349799633026,0.5823672413825989,1.0,0.2853047251701355,0.6662389636039734,0.22571885585784912,0.22068053483963013
coldest,0.21101132035255432,0.32038578391075134,0.3375587463378906,0.34939485788345337,0.7170522809028625,0.34461238980293274,0.2554207742214203,0.20090290904045105
night,0.20251014828681946,0.26098906993865967,0.17660148441791534,0.2817382514476776,0.2537634074687958,0.24847309291362762,0.16670788824558258,0.13794848322868347
of,0.33290785551071167,0.23822399973869324,0.4854315221309662,0.733189046382904,0.23510541021823883,0.5696388483047485,0.1875009983778,0.1826142966747284
the,0.42745697498321533,0.2821349799633026,0.5823672413825989,1.0,0.2853047251701355,0.6662389636039734,0.22571885585784912,0.22068053483963013
year,0.15184831619262695,0.5266385674476624,0.2402215600013733,0.3609684407711029,0.33318740129470825,0.3359307050704956,0.20265795290470123,0.18315006792545319
typically,0.2460547685623169,0.1705610305070877,0.3483496606349945,0.33345210552215576,0.21274878084659576,0.22473083436489105,0.20765016973018646,0.14485043287277222
bottoming,0.33920711278915405,0.21638575196266174,0.264667272567749,0.41856956481933594,0.2823040187358856,0.2856583297252655,0.18453669548034668,0.2872304320335388
out,0.3633197546005249,0.20629318058490753,0.2817855477333069,0.39404502511024475,0.17119534313678741,0.3576207756996155,0.1491941660642624,0.22020699083805084
below,0.23541416227817535,0.20883925259113312,0.24241961538791656,0.2930138111114502,0.26458027958869934,0.29600706696510315,0.09568503499031067,0.17692236602306366
30,-0.04443084076046944,0.029935965314507484,0.01582122966647148,0.0730796679854393,-0.029202187433838844,-0.005278158001601696,0.10748132318258286,-0.08261742442846298
°f,0.20015408098697662,0.33337754011154175,0.23312681913375854,0.22598426043987274,0.6638886332511902,0.23065856099128723,0.3039827346801758,0.19986218214035034
(,0.2411840260028839,0.257026344537735,0.35393038392066956,0.33289089798927307,0.27620962262153625,0.3087427020072937,0.188642680644989,0.40561532974243164
−1.1,0.05907304584980011,0.0313962958753109,0.15616078674793243,0.08221741765737534,0.08816418051719666,0.030137203633785248,-0.024353276938199997,0.07244402170181274
°c,0.2101275473833084,0.27754583954811096,0.22964106500148773,0.1833128035068512,0.6248034238815308,0.19822709262371063,0.21984682977199554,0.2095707356929779
),0.26259949803352356,0.26084697246551514,0.37732169032096863,0.3456730246543884,0.304280549287796,0.3326910734176636,0.20478583872318268,0.42300865054130554
.,0.3567904531955719,0.25738951563835144,0.4569662809371948,0.5934505462646484,0.24081571400165558,0.5591574311256409,0.2480216920375824,0.4130953550338745
