,who,married,the,wedding,couple,?
on,0.2340552806854248,0.1440107524394989,0.5107308030128479,0.16322089731693268,0.27639469504356384,0.2714994251728058
13,0.09338453412055969,0.013603919185698032,-0.007407139986753464,-0.02170848473906517,-0.017891742289066315,-0.11384815722703934
june,0.23552022874355316,0.2843739092350006,0.24568822979927063,0.17448195815086365,0.264262855052948,0.31416764855384827
1525,0.1364392787218094,-0.0358944796025753,0.1667099893093109,0.0644569993019104,0.020113186910748482,0.09607826918363571
",",0.3365725874900818,0.3299272358417511,0.4933079481124878,0.1998375803232193,0.2916649580001831,0.31091248989105225
the,0.3733934462070465,0.10720405727624893,1.0,0.22881533205509186,0.18582691252231598,0.22068053483963013
couple,0.3207896649837494,0.5108579993247986,0.18582691252231598,0.3906306028366089,1.0,0.27183201909065247
was,0.3318818509578705,0.3079395592212677,0.48711544275283813,0.18746258318424225,0.22558839619159698,0.18412111699581146
engaged,0.28108349442481995,0.4919772446155548,0.1527579128742218,0.31330716609954834,0.4086640179157257,0.09509497880935669
with,0.3282766342163086,0.164014995098114,0.4223487675189972,0.15249677002429962,0.2699568271636963,0.2433311939239502
johannes,0.20548845827579498,0.17128561437129974,0.14987294375896454,0.16524124145507812,0.06846259534358978,0.11330793052911758
bugenhagen,0.21926476061344147,0.23101550340652466,0.3107275068759918,0.23706620931625366,0.2361772060394287,0.18383605778217316
",",0.3365725874900818,0.3299272358417511,0.4933079481124878,0.1998375803232193,0.2916649580001831,0.31091248989105225
justus,0.22055703401565552,0.1977417916059494,0.17540040612220764,0.12803959846496582,0.12139575928449631,0.18760563433170319
jonas,0.2646116316318512,0.12034895271062851,0.1510738730430603,0.11499492079019547,0.17852894961833954,0.2537094056606293
",",0.3365725874900818,0.3299272358417511,0.4933079481124878,0.1998375803232193,0.2916649580001831,0.31091248989105225
johannes,0.20548845827579498,0.17128561437129974,0.14987294375896454,0.16524124145507812,0.06846259534358978,0.11330793052911758
apel,0.12727715075016022,0.15628933906555176,0.20812590420246124,0.22074806690216064,0.13673558831214905,0.0928681343793869
",",0.3365725874900818,0.3299272358417511,0.4933079481124878,0.1998375803232193,0.2916649580001831,0.31091248989105225
philipp,0.26279953122138977,0.260532021522522,0.15171875059604645,0.2527996897697449,0.1708783060312271,0.14114081859588623
melanchthon,0.23809321224689484,0.23260267078876495,0.17877939343452454,0.1943555474281311,0.11700239777565002,0.14275860786437988
and,0.41279885172843933,0.23728172481060028,0.5171257257461548,0.18421560525894165,0.292665034532547,0.20544172823429108
lucas,0.21189112961292267,0.18940764665603638,0.22933711111545563,0.0791100561618805,0.22395727038383484,0.10544870048761368
cranach,0.28064778447151184,0.256059467792511,0.24646776914596558,0.2086201161146164,0.22454366087913513,0.18026715517044067
the,0.3733934462070465,0.10720405727624893,1.0,0.22881533205509186,0.18582691252231598,0.22068053483963013
elder,0.34407562017440796,0.30347511172294617,0.16423951089382172,0.18870797753334045,0.22667275369167328,0.12362314015626907
and,0.41279885172843933,0.23728172481060028,0.5171257257461548,0.18421560525894165,0.292665034532547,0.20544172823429108
his,0.44966956973075867,0.3483057916164398,0.4394008219242096,0.265817791223526,0.28066161274909973,0.18075084686279297
wife,0.3764849305152893,0.6360060572624207,0.18555577099323273,0.4032072424888611,0.4037831127643585,0.19987250864505768
as,0.3923053741455078,0.15175780653953552,0.48381632566452026,0.174184188246727,0.20240306854248047,0.27043893933296204
witnesses,0.3787286877632141,0.16107425093650818,0.2687811255455017,0.23501986265182495,0.21009792387485504,0.19972872734069824
.,0.3541337847709656,0.2611352503299713,0.5934505462646484,0.2239087074995041,0.30736932158470154,0.4130953550338745
,who,married,the,wedding,couple,?
on,0.2340552806854248,0.1440107524394989,0.5107308030128479,0.16322089731693268,0.27639469504356384,0.2714994251728058
the,0.3733934462070465,0.10720405727624893,1.0,0.22881533205509186,0.18582691252231598,0.22068053483963013
evening,0.16211169958114624,0.19401511549949646,0.26509222388267517,0.34839147329330444,0.2526625692844391,0.15503956377506256
of,0.2827862501144409,0.1619977355003357,0.733189046382904,0.2033441811800003,0.15835928916931152,0.1826142966747284
the,0.3733934462070465,0.10720405727624893,1.0,0.22881533205509186,0.18582691252231598,0.22068053483963013
same,0.26448050141334534,0.17225345969200134,0.4583131968975067,0.19855335354804993,0.21517515182495117,0.22649677097797394
day,0.2447325587272644,0.13971970975399017,0.3062323033809662,0.26584187150001526,0.15339376032352448,0.2141837179660797
",",0.3365725874900818,0.3299272358417511,0.4933079481124878,0.1998375803232193,0.2916649580001831,0.31091248989105225
the,0.3733934462070465,0.10720405727624893,1.0,0.22881533205509186,0.18582691252231598,0.22068053483963013
couple,0.3207896649837494,0.5108579993247986,0.18582691252231598,0.3906306028366089,1.0,0.27183201909065247
was,0.3318818509578705,0.3079395592212677,0.48711544275283813,0.18746258318424225,0.22558839619159698,0.18412111699581146
married,0.299703449010849,1.0,0.10720405727624893,0.3728477656841278,0.5108579993247986,0.18062160909175873
by,0.39727845788002014,0.17593929171562195,0.4408751428127289,0.15330475568771362,0.191969633102417,0.17966607213020325
bugenhagen,0.21926476061344147,0.23101550340652466,0.3107275068759918,0.23706620931625366,0.2361772060394287,0.18383605778217316
.,0.3541337847709656,0.2611352503299713,0.5934505462646484,0.2239087074995041,0.30736932158470154,0.4130953550338745
