,what,spelling,of,genghis,most,closely,matches,its,probable,pronunciation,?
it,0.45803478360176086,0.26794812083244324,0.38761502504348755,0.2149120718240738,0.4001435935497284,0.2232414036989212,0.19060452282428741,0.5786119699478149,0.22733581066131592,0.2159101665019989,0.25732165575027466
is,0.28837618231773376,0.2441502958536148,0.4854315221309662,0.1866190880537033,0.41165053844451904,0.23299719393253326,0.22174745798110962,0.4447362422943115,0.23299163579940796,0.2547442615032196,0.22961433231830597
likely,0.4101858139038086,0.14540408551692963,0.2704482078552246,0.1523570716381073,0.38152775168418884,0.3187768757343292,0.19324377179145813,0.25958386063575745,0.5372556447982788,0.09270986914634705,0.35971182584762573
that,0.6297725439071655,0.25160250067710876,0.41498205065727234,0.21352417767047882,0.4497850239276886,0.3023269474506378,0.24602067470550537,0.416561484336853,0.40489184856414795,0.20878498256206512,0.32716336846351624
the,0.42745697498321533,0.23768942058086395,0.733189046382904,0.3448939025402069,0.47635307908058167,0.2750711441040039,0.23195119202136993,0.559237003326416,0.2891991138458252,0.21106497943401337,0.22068053483963013
13th,0.18340225517749786,0.24544236063957214,0.17994922399520874,0.19054992496967316,0.13237711787223816,0.06959480047225952,0.150571808218956,0.13298219442367554,0.01634257659316063,0.3088732957839966,0.16515761613845825
century,0.20422613620758057,0.17959828674793243,0.2826060354709625,0.30435284972190857,0.3330184817314148,0.14747625589370728,0.13664552569389343,0.1888006627559662,0.29734182357788086,0.09644593298435211,0.1026201918721199
mongolian,0.15557456016540527,0.22482731938362122,0.22608324885368347,0.463535338640213,0.18351437151432037,0.15157368779182434,0.03755716234445572,0.21263815462589264,0.1691674441099167,0.25370481610298157,0.13122369349002838
pronunciation,0.24994006752967834,0.5479331612586975,0.1811414361000061,0.19232313334941864,0.14235113561153412,0.18948903679847717,0.12883982062339783,0.19165320694446564,0.14793503284454346,1.0,0.25199246406555176
would,0.45766422152519226,0.2174295336008072,0.3353942930698395,0.21521660685539246,0.3177604079246521,0.22718524932861328,0.17346757650375366,0.27556702494621277,0.33960598707199097,0.16054844856262207,0.37178951501846313
have,0.39808809757232666,0.20140030980110168,0.3802283704280853,0.19005528092384338,0.44364631175994873,0.32668817043304443,0.2116115838289261,0.3852778375148773,0.2924533188343048,0.15129555761814117,0.32991164922714233
closely,0.24221673607826233,0.09522858262062073,0.21746549010276794,0.18064412474632263,0.28326743841171265,1.0000001192092896,0.16463260352611542,0.19750015437602997,0.2832998037338257,0.18948903679847717,0.08341413736343384
matched,0.23656456172466278,0.15059725940227509,0.1840711385011673,0.13544687628746033,0.21772556006908417,0.2845216989517212,0.7159284353256226,0.13523896038532257,0.2461233139038086,0.139333114027977,0.17168055474758148
``,0.008517155423760414,0.11693600565195084,0.06780257821083069,0.05644606053829193,0.08567854017019272,0.07522299140691757,0.09152770042419434,0.06146819889545441,0.14825505018234253,0.1837577223777771,0.0685480609536171
chinggis,0.19829951226711273,0.2556963562965393,0.27041229605674744,0.4531481862068176,0.19884397089481354,0.22772789001464844,0.10829051584005356,0.18774732947349548,0.18990254402160645,0.2973090708255768,0.27154234051704407
'',0.08143015950918198,0.02806987427175045,0.13035868108272552,0.1005975604057312,0.01990530639886856,0.08609949052333832,0.024381019175052643,-0.001744768233038485,0.09305251389741898,0.1079711988568306,0.018684765323996544
.,0.3567904531955719,0.21416299045085907,0.5352458953857422,0.25373268127441406,0.35404038429260254,0.16596785187721252,0.27159059047698975,0.3566088080406189,0.251289963722229,0.16037994623184204,0.4130953550338745
,what,spelling,of,genghis,most,closely,matches,its,probable,pronunciation,?
zhèng,0.15164068341255188,0.1960933357477188,0.14815859496593475,0.30978959798812866,0.07350333780050278,0.0031815108377486467,0.11564458906650543,0.16136734187602997,0.0651891902089119,0.232850581407547,0.23236998915672302
(,0.2411840260028839,0.25702953338623047,0.35032153129577637,0.2257842868566513,0.20654040575027466,0.11928068101406097,0.18861643970012665,0.1924784928560257,0.25565823912620544,0.23538795113563538,0.40561532974243164
chinese,0.11643128097057343,0.2152659147977829,0.24275560677051544,0.37333089113235474,0.22160203754901886,0.11919788271188736,0.02462962083518505,0.15414080023765564,0.11352597922086716,0.32757967710494995,0.20843194425106049
:,-0.12022944539785385,-0.006952310912311077,-0.08807745575904846,-0.06470442563295364,0.01611955277621746,-0.08782216161489487,0.13798058032989502,-0.09279701858758926,-0.09788955003023148,0.012034446001052856,-0.07156077772378922
正,0.19716455042362213,0.22465291619300842,0.33382126688957214,0.16475336253643036,0.15556243062019348,0.2069123238325119,0.10031839460134506,0.15862345695495605,0.11262322962284088,0.16671553254127502,0.16634370386600494
),0.26259949803352356,0.27339866757392883,0.3680361211299896,0.24887141585350037,0.23620007932186127,0.1031145453453064,0.17675448954105377,0.20629894733428955,0.2711905241012573,0.25302746891975403,0.42300865054130554
meaning,0.24135559797286987,0.3202504813671112,0.2447882443666458,0.22963641583919525,0.19144481420516968,0.2556643486022949,0.09998627752065659,0.32199627161026,0.19551710784435272,0.4022589921951294,0.20420892536640167
``,0.008517155423760414,0.11693600565195084,0.06780257821083069,0.05644606053829193,0.08567854017019272,0.07522299140691757,0.09152770042419434,0.06146819889545441,0.14825505018234253,0.1837577223777771,0.0685480609536171
right,0.38502591848373413,0.18191252648830414,0.22473211586475372,0.07570236176252365,0.15867576003074646,0.16863934695720673,0.1788826733827591,0.16887451708316803,0.17131273448467255,0.22389782965183258,0.27135515213012695
'',0.08143015950918198,0.02806987427175045,0.13035868108272552,0.1005975604057312,0.01990530639886856,0.08609949052333832,0.024381019175052643,-0.001744768233038485,0.09305251389741898,0.1079711988568306,0.018684765323996544
",",0.3087472915649414,0.2965300381183624,0.4946078956127167,0.2891939878463745,0.3636029064655304,0.24965941905975342,0.2568071782588959,0.33157986402511597,0.31275826692581177,0.265546053647995,0.31091248989105225
``,0.008517155423760414,0.11693600565195084,0.06780257821083069,0.05644606053829193,0.08567854017019272,0.07522299140691757,0.09152770042419434,0.06146819889545441,0.14825505018234253,0.1837577223777771,0.0685480609536171
just,0.5854880809783936,0.31233373284339905,0.35124439001083374,0.14253221452236176,0.28134429454803467,0.19125039875507355,0.20601049065589905,0.32911452651023865,0.28548961877822876,0.21852903068065643,0.4144178032875061
