,which,episode,in,2008,was,over,an,hour,long,?
occasionally,0.4167998731136322,0.19543950259685516,0.22227200865745544,-0.06120983511209488,0.1983512043952942,0.32070934772491455,0.1562868058681488,0.21482884883880615,0.2337203472852707,0.13541953265666962
",",0.3658004403114319,0.18198037147521973,0.5201468467712402,-0.008566685020923615,0.45456063747406006,0.3301127254962921,0.3581022024154663,0.21336033940315247,0.3431144952774048,0.31091248989105225
regular-series,0.4175538718700409,0.34953072667121887,0.35662928223609924,-0.036180026829242706,0.21736007928848267,0.3768427073955536,0.2115294486284256,0.33976811170578003,0.23712249100208282,0.2652899920940399
episodes,0.20309853553771973,0.8163357973098755,0.17357411980628967,0.0019851415418088436,0.157072052359581,0.18363283574581146,0.13370193541049957,0.35898536443710327,0.22244980931282043,0.21740183234214783
will,0.3827246427536011,0.22634659707546234,0.2580665349960327,-0.144273042678833,0.22588570415973663,0.27833864092826843,0.22877877950668335,0.2568393647670746,0.2544076144695282,0.35046905279159546
exceed,0.26003533601760864,0.14826025068759918,0.17460723221302032,-0.13604967296123505,0.17090298235416412,0.3069940507411957,0.21542485058307648,0.30046430230140686,0.2542237639427185,0.13049276173114777
the,0.6521818041801453,0.25342556834220886,0.6662389636039734,-0.06530369818210602,0.48711544275283813,0.39856547117233276,0.4207492768764496,0.2386610209941864,0.3075225353240967,0.22068053483963013
45-minute,0.2967348098754883,0.28366193175315857,0.2503625452518463,0.07212373614311218,0.22736530005931854,0.24062199890613556,0.10953803360462189,0.6054551601409912,0.3769696056842804,0.16811853647232056
run,0.32898253202438354,0.16840314865112305,0.26368704438209534,-0.026478169485926628,0.18548552691936493,0.20907314121723175,0.16178227961063385,0.26322412490844727,0.28226691484451294,0.17904110252857208
time,0.325231671333313,0.28294599056243896,0.3431483507156372,-0.06476990878582001,0.3641340136528015,0.35431456565856934,0.17594800889492035,0.38452813029289246,0.3612262010574341,0.27391523122787476
;,-0.01244901679456234,-0.014577606692910194,0.092739537358284,0.04305601119995117,0.0754367932677269,-0.027810893952846527,-0.0424368716776371,-0.06730394065380096,0.08035528659820557,0.10349778085947037
notably,0.28071725368499756,0.12900452315807343,0.395790159702301,-0.02772127091884613,0.20736795663833618,0.2744044363498688,0.14869271218776703,0.1220930889248848,0.13795703649520874,0.10343469679355621
",",0.3658004403114319,0.18198037147521973,0.5201468467712402,-0.008566685020923615,0.45456063747406006,0.3301127254962921,0.3581022024154663,0.21336033940315247,0.3431144952774048,0.31091248989105225
the,0.6521818041801453,0.25342556834220886,0.6662389636039734,-0.06530369818210602,0.48711544275283813,0.39856547117233276,0.4207492768764496,0.2386610209941864,0.3075225353240967,0.22068053483963013
episodes,0.20309853553771973,0.8163357973098755,0.17357411980628967,0.0019851415418088436,0.157072052359581,0.18363283574581146,0.13370193541049957,0.35898536443710327,0.22244980931282043,0.21740183234214783
``,0.05178012326359749,-0.035673100501298904,0.04765888676047325,-0.03293946012854576,-0.012679691426455975,-0.0124106016010046,0.03770720958709717,-0.002580168889835477,0.1858668327331543,0.0685480609536171
journey,0.20733384788036346,0.30114707350730896,0.1607937216758728,-0.0293742585927248,0.24955794215202332,0.18392333388328552,0.08642612397670746,0.32839274406433105,0.25338223576545715,0.06391996890306473
's,0.03856118768453598,-0.057472456246614456,-0.037580832839012146,0.0007017355528660119,0.008974763564765453,0.016215575858950615,0.025255560874938965,0.045703090727329254,-0.021484635770320892,-0.023395681753754616
end,0.31110426783561707,0.28251948952674866,0.28539085388183594,0.04388773441314697,0.19220198690891266,0.24116770923137665,0.1506708711385727,0.16400396823883057,0.3434635102748871,0.12543344497680664
'',-0.03332270681858063,-0.014759616926312447,0.07432962208986282,-0.014141581952571869,0.04456103965640068,-0.03928302973508835,0.09471100568771362,-0.0685492679476738,0.020632827654480934,0.018684765323996544
from,0.38755592703819275,0.18589910864830017,0.4274188280105591,-0.025738153606653214,0.31171464920043945,0.37539660930633545,0.20876385271549225,0.18604634702205658,0.3109167516231537,0.19969791173934937
