,what,is,the,example,of,another,problem,characterized,by,large,instances,that,is,routinely,solved,by,sat,handlers,employing,efficient,algorithms,?
similarly,0.2804308831691742,0.34101489186286926,0.33859682083129883,0.523338258266449,0.29464200139045715,0.3559872508049011,0.2317853569984436,0.331988126039505,0.3242083489894867,0.32473382353782654,0.39805665612220764,0.4188553988933563,0.34101489186286926,0.3475261330604553,0.18164955079555511,0.3242083489894867,0.12594375014305115,0.2198457270860672,0.32454124093055725,0.2629334330558777,0.25243979692459106,0.23036029934883118
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.3094974756240845,0.4946078956127167,0.3283841907978058,0.23938199877738953,0.23185861110687256,0.3680937886238098,0.2263888567686081,0.26425594091415405,0.4137537479400635,0.4691906273365021,0.21818390488624573,0.25483599305152893,0.3680937886238098,0.13988181948661804,0.21437862515449524,0.20336319506168365,0.19394852221012115,0.22988320887088776,0.31091248989105225
algorithms,0.25635042786598206,0.24730736017227173,0.167828768491745,0.2905621826648712,0.22317801415920258,0.19554920494556427,0.40899839997291565,0.2160678505897522,0.17146363854408264,0.1859096884727478,0.30821818113327026,0.2668388783931732,0.24730736017227173,0.2912883460521698,0.392963171005249,0.17146363854408264,0.17554306983947754,0.21043112874031067,0.2870413661003113,0.4100019931793213,0.9999999403953552,0.186949223279953
can,0.34502777457237244,0.44256699085235596,0.312528520822525,0.5023694038391113,0.2603091299533844,0.3920363187789917,0.36370179057121277,0.26371338963508606,0.29642900824546814,0.30512937903404236,0.47880300879478455,0.4522190988063812,0.44256699085235596,0.3541574776172638,0.21544745564460754,0.29642900824546814,0.1694117933511734,0.2959755063056946,0.2874090373516083,0.3644246757030487,0.2971729338169098,0.3226337134838104
solve,0.3072938323020935,0.21876689791679382,0.16557666659355164,0.29407572746276855,0.15426263213157654,0.2457018494606018,0.5774925351142883,0.1637592762708664,0.17813259363174438,0.1567123681306839,0.3317185044288635,0.31365567445755005,0.21876689791679382,0.22226230800151825,0.6969740986824036,0.17813259363174438,0.0918385237455368,0.2776687741279602,0.312603235244751,0.34132450819015503,0.49159330129623413,0.27457404136657715
the,0.42745697498321533,0.5823672413825989,1.0,0.3755223751068115,0.733189046382904,0.5019711852073669,0.24928659200668335,0.30089181661605835,0.4408751428127289,0.3828733265399933,0.33414426445961,0.5473989248275757,0.5823672413825989,0.2951239049434662,0.21140827238559723,0.4408751428127289,0.190852552652359,0.22477637231349945,0.2282872349023819,0.22032952308654785,0.167828768491745,0.22068053483963013
np-complete,0.28050094842910767,0.22069956362247467,0.27450188994407654,0.23207968473434448,0.2697024643421173,0.24737785756587982,0.2782294750213623,0.17908787727355957,0.1839500069618225,0.18654559552669525,0.2544597089290619,0.316537469625473,0.22069956362247467,0.15248680114746094,0.24781180918216705,0.1839500069618225,0.14429636299610138,0.13309399783611298,0.19650417566299438,0.28011852502822876,0.2766904830932617,0.16391170024871826
knapsack,0.29606178402900696,0.3217602074146271,0.29556024074554443,0.3743301331996918,0.21255260705947876,0.32804036140441895,0.4065920114517212,0.26079925894737244,0.1546216607093811,0.2439056783914566,0.31792232394218445,0.36785727739334106,0.3217602074146271,0.33423903584480286,0.31137537956237793,0.1546216607093811,0.14486683905124664,0.3263203203678131,0.28534457087516785,0.3256138563156128,0.41401273012161255,0.23956666886806488
problem,0.42183366417884827,0.23238427937030792,0.24928659200668335,0.3561607897281647,0.20464475452899933,0.279262900352478,1.0,0.21800804138183594,0.2011435180902481,0.2120939940214157,0.3573509752750397,0.4416671693325043,0.23238427937030792,0.3163706958293915,0.5690774321556091,0.2011435180902481,0.03255731984972954,0.2156485766172409,0.2905995845794678,0.3783922493457794,0.40899839997291565,0.3762950301170349
over,0.28007611632347107,0.2159561663866043,0.39856547117233276,0.22552378475666046,0.36136594414711,0.3727813959121704,0.22672554850578308,0.19493606686592102,0.29360154271125793,0.33841222524642944,0.30751752853393555,0.3882925808429718,0.2159561663866043,0.26635676622390747,0.1320107877254486,0.29360154271125793,0.18611352145671844,0.23625026643276215,0.22320808470249176,0.2728998363018036,0.1276031881570816,0.25742942094802856
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.40234753489494324,0.5052502155303955,0.6191956996917725,0.2605542540550232,0.3205097019672394,0.32094135880470276,0.3740714490413666,0.3550227880477905,0.47537946701049805,0.658733606338501,0.2388652116060257,0.18525584042072296,0.32094135880470276,0.17896361649036407,0.22707508504390717,0.2744465470314026,0.19768685102462769,0.21237695217132568,0.23916715383529663
wide,0.22181174159049988,0.22456400096416473,0.28078147768974304,0.19560711085796356,0.23687250912189484,0.16298149526119232,0.16977375745773315,0.2633707821369171,0.17939458787441254,0.42768964171409607,0.24122005701065063,0.25266513228416443,0.22456400096416473,0.13866689801216125,0.11566370725631714,0.17939458787441254,0.12157078832387924,0.23749732971191406,0.21758702397346497,0.27301156520843506,0.14332929253578186,0.12719376385211945
range,0.19613829255104065,0.2467041313648224,0.2311336100101471,0.266414076089859,0.234999418258667,0.13703513145446777,0.15863792598247528,0.2679367959499359,0.11968950182199478,0.30793485045433044,0.25586962699890137,0.2156076580286026,0.2467041313648224,0.13630026578903198,0.08518142998218536,0.11968950182199478,0.11845152080059052,0.18234926462173462,0.18100516498088837,0.190321147441864,0.18065783381462097,0.1204894632101059
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.3570667505264282,1.0,0.38147079944610596,0.20464475452899933,0.30984818935394287,0.3646814823150635,0.3569655418395996,0.305372416973114,0.41498205065727234,0.4854315221309662,0.18741008639335632,0.17960071563720703,0.3646814823150635,0.161526158452034,0.17281103134155273,0.2763727903366089,0.22586165368556976,0.22317801415920258,0.1826142966747284
sizes,0.24140392243862152,0.19924768805503845,0.20901863276958466,0.32168376445770264,0.2508186995983124,0.20014986395835876,0.22835102677345276,0.2602342963218689,0.11953149735927582,0.4296925365924835,0.3485619127750397,0.29224827885627747,0.19924768805503845,0.1837865561246872,0.17534348368644714,0.11953149735927582,0.13163802027702332,0.2331969141960144,0.30130359530448914,0.26574960350990295,0.3177928626537323,0.19520455598831177
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.30483278632164,0.5696388483047485,0.3397690951824188,0.16969570517539978,0.2862750291824341,0.370934396982193,0.2841601073741913,0.23674409091472626,0.435920387506485,0.5394441485404968,0.18146564066410065,0.17707815766334534,0.370934396982193,0.12522153556346893,0.15314792096614838,0.24749363958835602,0.1738889366388321,0.19189399480819702,0.20430970191955566
less,0.31119704246520996,0.3123510479927063,0.29185041785240173,0.3392350971698761,0.30836719274520874,0.3433845639228821,0.3140726685523987,0.321951687335968,0.2012643665075302,0.2973068952560425,0.38869214057922363,0.42165717482566833,0.3123510479927063,0.2868310213088989,0.18298479914665222,0.2012643665075302,0.0724385678768158,0.22310513257980347,0.30565282702445984,0.4394133985042572,0.21983598172664642,0.22418740391731262
than,0.29388150572776794,0.2839990258216858,0.3227543234825134,0.3422342538833618,0.33036211133003235,0.3526041507720947,0.28667381405830383,0.1930021494626999,0.2015816867351532,0.28131288290023804,0.38162192702293396,0.4891277849674225,0.2839990258216858,0.22559398412704468,0.18946965038776398,0.2015816867351532,0.15338078141212463,0.24931056797504425,0.31586167216300964,0.4201815128326416,0.2300920933485031,0.24917294085025787
quadratic,0.217502161860466,0.23647955060005188,0.24549010396003723,0.2928798496723175,0.26294127106666565,0.26202043890953064,0.3218272030353546,0.30787792801856995,0.12363919615745544,0.3113240599632263,0.25456923246383667,0.26885998249053955,0.23647955060005188,0.2510876953601837,0.36100172996520996,0.12363919615745544,0.07970813661813736,0.13862456381320953,0.23606820404529572,0.4035036861896515,0.37811478972435,0.1588403880596161
time,0.36319252848625183,0.25187405943870544,0.43061500787734985,0.31812599301338196,0.35127586126327515,0.3186623156070709,0.3373833894729614,0.15931415557861328,0.26502725481987,0.19091641902923584,0.32033953070640564,0.388528436422348,0.25187405943870544,0.2536584138870239,0.2711636424064636,0.26502725481987,0.20354466140270233,0.17921346426010132,0.2911626994609833,0.30601978302001953,0.2521068751811981,0.27391523122787476
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.35305824875831604,0.5116966962814331,0.3214244842529297,0.24328261613845825,0.2979883849620819,0.4289871156215668,0.3404269814491272,0.32206737995147705,0.4731321930885315,0.3859752118587494,0.33240625262260437,0.20209883153438568,0.4289871156215668,0.1502918154001236,0.30159783363342285,0.28485795855522156,0.2733532190322876,0.13509784638881683,0.20544172823429108
