,in,modern,times,",",what,is,said,about,civil,disobedience,?
it,0.5130809545516968,0.2550320625305176,0.21116118133068085,0.48329564929008484,0.45803478360176086,0.6328473687171936,0.3120289742946625,0.4291239380836487,0.17707513272762299,0.2648297846317291,0.25732165575027466
has,0.4173259735107422,0.2644438147544861,0.37720999121665955,0.3734780251979828,0.20338068902492523,0.5668748617172241,0.262355774641037,0.35519757866859436,0.14805923402309418,0.11896127462387085,0.15994466841220856
been,0.3515113592147827,0.2675687074661255,0.4048621952533722,0.34873589873313904,0.2567804455757141,0.39566612243652344,0.32838234305381775,0.2887439727783203,0.16754008829593658,0.20087917149066925,0.24354910850524902
argued,0.16827838122844696,0.1340726613998413,0.15304359793663025,0.2107459008693695,0.31776854395866394,0.08507123589515686,0.47738319635391235,0.2598097622394562,0.22184301912784576,0.387824684381485,0.18905270099639893
that,0.435920387506485,0.24473170936107635,0.2866678833961487,0.4137537479400635,0.6297725439071655,0.3995479643344879,0.5459781289100647,0.4500710964202881,0.16867391765117645,0.3551425039768219,0.32716336846351624
the,0.6662389636039734,0.3283970355987549,0.29093852639198303,0.4933079481124878,0.42745697498321533,0.5823672413825989,0.3024602234363556,0.37995871901512146,0.2477465271949768,0.30963727831840515,0.22068053483963013
term,0.27866655588150024,0.256985604763031,0.23900550603866577,0.21599270403385162,0.25282326340675354,0.270183801651001,0.1903727501630783,0.1758226454257965,0.15453830361366272,0.19347046315670013,0.1901002675294876
``,0.04765888676047325,0.07341054081916809,0.027419542893767357,0.09681109338998795,0.008517155423760414,0.058766357600688934,0.01132358517497778,0.008102871477603912,0.06784805655479431,0.06214885041117668,0.0685480609536171
civil,0.26466667652130127,0.15365588665008545,0.11522168666124344,0.24795588850975037,0.15091551840305328,0.16941262781620026,0.18422499299049377,0.1744583249092102,1.0,0.5442691445350647,0.1494513899087906
disobedience,0.3054615259170532,0.17687927186489105,0.14712707698345184,0.2878543734550476,0.3298627436161041,0.21453623473644257,0.32107311487197876,0.20206157863140106,0.5442691445350647,1.0,0.19890835881233215
'',0.07432962208986282,0.0925660952925682,-0.032459624111652374,-0.037358131259679794,0.08143015950918198,0.0793738141655922,-0.019795598462224007,0.007750829216092825,-0.062313709408044815,0.003403886454179883,0.018684765323996544
has,0.4173259735107422,0.2644438147544861,0.37720999121665955,0.3734780251979828,0.20338068902492523,0.5668748617172241,0.262355774641037,0.35519757866859436,0.14805923402309418,0.11896127462387085,0.15994466841220856
always,0.2475486695766449,0.182204470038414,0.3090476989746094,0.2518956959247589,0.413568377494812,0.3208111822605133,0.39764904975891113,0.2924024164676666,0.22498172521591187,0.29571831226348877,0.26136693358421326
suffered,0.277639776468277,0.11892353743314743,0.18589693307876587,0.24693666398525238,0.13741295039653778,0.17168132960796356,0.31640928983688354,0.14963121712207794,0.18557174503803253,0.2571471035480499,0.08963493257761002
from,0.4274188280105591,0.20089907944202423,0.25679540634155273,0.39760664105415344,0.2737620174884796,0.27355384826660156,0.23566637933254242,0.3421173691749573,0.11420916765928268,0.1641564965248108,0.19969791173934937
ambiguity,0.16173802316188812,0.22215819358825684,0.20783531665802002,0.25458231568336487,0.31952598690986633,0.27894535660743713,0.24528859555721283,0.28006085753440857,0.1572445034980774,0.2044411599636078,0.3305346965789795
and,0.4954058527946472,0.3277876079082489,0.2611900568008423,0.6633074283599854,0.31309178471565247,0.3859752118587494,0.2940692901611328,0.3875081241130829,0.25259146094322205,0.3041999638080597,0.20544172823429108
in,1.0,0.29808807373046875,0.2427823841571808,0.5201468467712402,0.30808621644973755,0.5394441485404968,0.23461468517780304,0.39797019958496094,0.26466667652130127,0.3054615259170532,0.20430970191955566
modern,0.29808807373046875,0.9999999403953552,0.31272631883621216,0.2557750344276428,0.2655639946460724,0.24170172214508057,0.16005265712738037,0.16274748742580414,0.15365588665008545,0.17687927186489105,0.12475407868623734
times,0.2427823841571808,0.31272631883621216,1.0,0.2897866368293762,0.21414996683597565,0.21773184835910797,0.2964162528514862,0.2546567916870117,0.11522168666124344,0.14712707698345184,0.18880689144134521
",",0.5201468467712402,0.2557750344276428,0.2897866368293762,1.0000001192092896,0.3087472915649414,0.4691906273365021,0.34496036171913147,0.3877100944519043,0.24795588850975037,0.2878543734550476,0.31091248989105225
become,0.23238378763198853,0.1519596427679062,0.1666330248117447,0.29676204919815063,0.27134042978286743,0.2983444035053253,0.3016938865184784,0.21891550719738007,0.17076370120048523,0.2244395911693573,0.19511328637599945
utterly,0.1920074075460434,0.130476176738739,0.19308413565158844,0.20232732594013214,0.346035897731781,0.21057605743408203,0.30061477422714233,0.16246026754379272,0.25180381536483765,0.3884568512439728,0.274373859167099
debased,0.3575977385044098,0.23785005509853363,0.235066756606102,0.3460436761379242,0.3703470826148987,0.32968568801879883,0.29190152883529663,0.36669081449508667,0.24097253382205963,0.23023422062397003,0.29474905133247375
.,0.5591574311256409,0.22790057957172394,0.2891986668109894,0.6812511086463928,0.3567904531955719,0.4569662809371948,0.33782967925071716,0.42038556933403015,0.2541380822658539,0.2603943943977356,0.4130953550338745
