,which,company,did,tesla,work,for,in,1881,?
within,0.43539655208587646,0.10784324258565903,0.15734176337718964,0.12420729547739029,0.1872113049030304,0.3087334632873535,0.40576374530792236,0.007455568294972181,0.1870293766260147
a,0.56894451379776,0.22037413716316223,0.2552328109741211,0.2211925983428955,0.266241192817688,0.44038116931915283,0.539380669593811,0.0017998192925006151,0.23916715383529663
few,0.339163601398468,0.09486517310142517,0.32311540842056274,0.12608137726783752,0.253269761800766,0.34910818934440613,0.3588411808013916,0.01882292702794075,0.2334265559911728
months,0.2137526571750641,0.047961290925741196,0.29584890604019165,0.07674213498830795,0.22704796493053436,0.32226935029029846,0.27186378836631775,-0.07103709131479263,0.2804218530654907
",",0.3658004403114319,0.2697763442993164,0.3015086054801941,0.20599327981472015,0.3283594250679016,0.4464869201183319,0.5201468467712402,-0.049472250044345856,0.31091248989105225
the,0.6521818041801453,0.26591673493385315,0.34736719727516174,0.1324402391910553,0.2704800069332123,0.4739971458911896,0.6662389636039734,-0.08058736473321915,0.22068053483963013
budapest,0.12749145925045013,0.17951595783233643,0.20056968927383423,0.30872756242752075,0.2134409248828888,0.23830057680606842,0.21122121810913086,-0.11862148344516754,0.13112305104732513
telephone,0.20515549182891846,0.2714448869228363,0.15489530563354492,0.2969077527523041,0.1850251853466034,0.18405763804912567,0.2529275715351105,-0.03848123550415039,0.13201479613780975
exchange,0.18720823526382446,0.2517779767513275,0.07428870350122452,0.11101709306240082,0.13555729389190674,0.22285395860671997,0.21970009803771973,-0.0625581443309784,0.048212938010692596
became,0.17613163590431213,0.16613920032978058,0.3632316589355469,0.12976884841918945,0.18583887815475464,0.3017078936100006,0.31047213077545166,-0.13707269728183746,0.11374033987522125
functional,0.3604990839958191,0.1419200897216797,0.15726788341999054,0.18012508749961853,0.21052555739879608,0.3034451901912689,0.23650877177715302,0.026143841445446014,0.13501502573490143
and,0.506277859210968,0.23788511753082275,0.34479495882987976,0.19560420513153076,0.37551814317703247,0.5064792633056641,0.4954058527946472,-0.06852796673774719,0.20544172823429108
tesla,0.2203940600156784,0.23045730590820312,0.09757418930530548,0.9999999403953552,0.2545209228992462,0.13983871042728424,0.17097744345664978,-0.06342737376689911,0.10250775516033173
was,0.2830964922904968,0.2293137013912201,0.41399896144866943,0.16455206274986267,0.24745555222034454,0.3863949179649353,0.45514053106307983,-0.18111839890480042,0.18412111699581146
allocated,0.3785964250564575,0.2150890827178955,0.20745468139648438,0.2575380206108093,0.22493770718574524,0.2956543564796448,0.2639060914516449,-0.03202943503856659,0.17195001244544983
the,0.6521818041801453,0.26591673493385315,0.34736719727516174,0.1324402391910553,0.2704800069332123,0.4739971458911896,0.6662389636039734,-0.08058736473321915,0.22068053483963013
chief,0.11447487026453018,0.19783814251422882,0.18907910585403442,0.1230378970503807,0.15549704432487488,0.12645672261714935,0.17961405217647552,-0.13246355950832367,0.09466830641031265
electrician,0.18424160778522491,0.26351040601730347,0.1716306358575821,0.3633211851119995,0.16734465956687927,0.14680062234401703,0.20065699517726898,-0.1479451209306717,0.11971108615398407
position,0.2391343116760254,0.18375492095947266,0.2170831561088562,0.11136931926012039,0.21557727456092834,0.27123650908470154,0.20453733205795288,-0.0650644525885582,0.15529610216617584
.,0.45942068099975586,0.266353577375412,0.35288307070732117,0.17949827015399933,0.33121398091316223,0.4726039469242096,0.5591574311256409,-0.054367564618587494,0.4130953550338745
,which,company,did,tesla,work,for,in,1881,?
in,0.4840516746044159,0.22141718864440918,0.2593238651752472,0.17097744345664978,0.2753349542617798,0.4322226941585541,1.0,-0.10154677927494049,0.20430970191955566
1881,0.0003340622060932219,-0.1369672417640686,-0.17786768078804016,-0.06342737376689911,-0.14237943291664124,-0.06173427402973175,-0.10154677927494049,1.0,-0.059600044041872025
",",0.3658004403114319,0.2697763442993164,0.3015086054801941,0.20599327981472015,0.3283594250679016,0.4464869201183319,0.5201468467712402,-0.049472250044345856,0.31091248989105225
tesla,0.2203940600156784,0.23045730590820312,0.09757418930530548,0.9999999403953552,0.2545209228992462,0.13983871042728424,0.17097744345664978,-0.06342737376689911,0.10250775516033173
moved,0.18368463218212128,0.19519402086734772,0.27509647607803345,0.09426514059305191,0.2826503813266754,0.24037009477615356,0.3323737680912018,-0.1661754995584488,0.15112607181072235
to,0.5345056653022766,0.24903783202171326,0.4452643394470215,0.17548894882202148,0.3482864499092102,0.4451248347759247,0.45010748505592346,-0.16058410704135895,0.29463258385658264
budapest,0.12749145925045013,0.17951595783233643,0.20056968927383423,0.30872756242752075,0.2134409248828888,0.23830057680606842,0.21122121810913086,-0.11862148344516754,0.13112305104732513
to,0.5345056653022766,0.24903783202171326,0.4452643394470215,0.17548894882202148,0.3482864499092102,0.4451248347759247,0.45010748505592346,-0.16058410704135895,0.29463258385658264
work,0.30331435799598694,0.20499949157238007,0.336654931306839,0.2545209228992462,1.0,0.4087657630443573,0.2753349542617798,-0.14237943291664124,0.2621155381202698
under,0.3235377371311188,0.23108509182929993,0.20815621316432953,0.122123122215271,0.1954956352710724,0.2930702269077301,0.2535393238067627,-0.08049400895833969,0.18233340978622437
ferenc,0.11846926063299179,0.13994218409061432,0.17145906388759613,0.31838393211364746,0.22806943953037262,0.21065813302993774,0.20354926586151123,-0.10919652134180069,0.1401035487651825
puskás,0.10712526738643646,0.1306469738483429,0.171345055103302,0.3021250367164612,0.19560982286930084,0.24875228106975555,0.19567552208900452,-0.007871536538004875,0.15187932550907135
at,0.3286694884300232,0.17487694323062897,0.28390252590179443,0.16552478075027466,0.24906395375728607,0.34237727522850037,0.4374977946281433,-0.14114530384540558,0.21978627145290375
a,0.56894451379776,0.22037413716316223,0.2552328109741211,0.2211925983428955,0.266241192817688,0.44038116931915283,0.539380669593811,0.0017998192925006151,0.23916715383529663
telegraph,0.16987313330173492,0.29550448060035706,0.16284510493278503,0.24232685565948486,0.2329426109790802,0.15484881401062012,0.20878101885318756,-0.07605547457933426,0.07475808262825012
company,0.25990763306617737,1.0,0.16800642013549805,0.23045730590820312,0.20499949157238007,0.25874319672584534,0.22141718864440918,-0.1369672417640686,0.12195809185504913
",",0.3658004403114319,0.2697763442993164,0.3015086054801941,0.20599327981472015,0.3283594250679016,0.4464869201183319,0.5201468467712402,-0.049472250044345856,0.31091248989105225
the,0.6521818041801453,0.26591673493385315,0.34736719727516174,0.1324402391910553,0.2704800069332123,0.4739971458911896,0.6662389636039734,-0.08058736473321915,0.22068053483963013
budapest,0.12749145925045013,0.17951595783233643,0.20056968927383423,0.30872756242752075,0.2134409248828888,0.23830057680606842,0.21122121810913086,-0.11862148344516754,0.13112305104732513
