,where,do,pharmacists,acquire,more,preparation,following,pharmacy,school,?
because,0.46146172285079956,0.39530807733535767,0.2642272412776947,0.19492201507091522,0.4338211119174957,0.2712443172931671,0.23990561068058014,0.13680867850780487,0.1697605699300766,0.2528740465641022
of,0.38066378235816956,0.26150479912757874,0.20506609976291656,0.19236667454242706,0.30478984117507935,0.33493492007255554,0.3576679527759552,0.18226979672908783,0.2391800880432129,0.1826142966747284
the,0.5003893971443176,0.30239659547805786,0.24311043322086334,0.19284681975841522,0.39758381247520447,0.3215954303741455,0.39779382944107056,0.1938311904668808,0.22953221201896667,0.22068053483963013
complexity,0.1851366013288498,0.24522222578525543,0.2204584926366806,0.16429245471954346,0.3485100567340851,0.26221325993537903,0.22010910511016846,0.20098595321178436,0.16266414523124695,0.23062916100025177
of,0.38066378235816956,0.26150479912757874,0.20506609976291656,0.19236667454242706,0.30478984117507935,0.33493492007255554,0.3576679527759552,0.18226979672908783,0.2391800880432129,0.1826142966747284
medications,0.2238607108592987,0.30472585558891296,0.47439247369766235,0.29702746868133545,0.3261277973651886,0.34454071521759033,0.16827607154846191,0.45502305030822754,0.18017889559268951,0.22114922106266022
including,0.33177727460861206,0.18796655535697937,0.13650915026664734,0.15726207196712494,0.31868070363998413,0.1665625125169754,0.2551604211330414,0.0715557336807251,0.20512917637825012,0.1633303165435791
specific,0.3296095132827759,0.30611661076545715,0.2563647925853729,0.2516322731971741,0.35314255952835083,0.2584863603115082,0.22557826340198517,0.19813117384910583,0.06811220943927765,0.30923372507095337
indications,0.2531314492225647,0.27076256275177,0.23766760528087616,0.23529666662216187,0.30424797534942627,0.2536906599998474,0.255010724067688,0.22289368510246277,0.10514695197343826,0.23636196553707123
",",0.3149496018886566,0.3283645510673523,0.22197484970092773,0.19705404341220856,0.3696524500846863,0.23246389627456665,0.27101513743400574,0.19815339148044586,0.27141863107681274,0.31091248989105225
effectiveness,0.17053347826004028,0.2543385922908783,0.2971203923225403,0.26615220308303833,0.3556222915649414,0.4175816476345062,0.17161405086517334,0.22868004441261292,0.20762473344802856,0.2115587443113327
of,0.38066378235816956,0.26150479912757874,0.20506609976291656,0.19236667454242706,0.30478984117507935,0.33493492007255554,0.3576679527759552,0.18226979672908783,0.2391800880432129,0.1826142966747284
treatment,0.2252994328737259,0.19830963015556335,0.36347252130508423,0.2187330722808838,0.3135940134525299,0.3813522756099701,0.17502504587173462,0.29999321699142456,0.19091157615184784,0.20314443111419678
regimens,0.19674286246299744,0.11431117355823517,0.24385762214660645,0.17660866677761078,0.18523848056793213,0.22518247365951538,0.15449699759483337,0.15917016565799713,0.14624516665935516,0.11638890951871872
",",0.3149496018886566,0.3283645510673523,0.22197484970092773,0.19705404341220856,0.3696524500846863,0.23246389627456665,0.27101513743400574,0.19815339148044586,0.27141863107681274,0.31091248989105225
safety,0.21526966989040375,0.13894101977348328,0.197278693318367,0.1380724161863327,0.15345756709575653,0.25670576095581055,0.1735881119966507,0.18943549692630768,0.21324437856674194,0.1443338692188263
of,0.38066378235816956,0.26150479912757874,0.20506609976291656,0.19236667454242706,0.30478984117507935,0.33493492007255554,0.3576679527759552,0.18226979672908783,0.2391800880432129,0.1826142966747284
medications,0.2238607108592987,0.30472585558891296,0.47439247369766235,0.29702746868133545,0.3261277973651886,0.34454071521759033,0.16827607154846191,0.45502305030822754,0.18017889559268951,0.22114922106266022
(,0.1970011591911316,0.24216170608997345,0.14513295888900757,0.0887410119175911,0.20831379294395447,0.09685617685317993,0.1340836137533188,0.20144130289554596,0.16600246727466583,0.40561532974243164
i.e.,-0.04517092928290367,-0.03848104178905487,0.05535605922341347,0.07479788362979889,0.030529379844665527,0.14897124469280243,0.06854221969842911,0.04919217899441719,0.02513684704899788,-0.022609230130910873
",",0.3149496018886566,0.3283645510673523,0.22197484970092773,0.19705404341220856,0.3696524500846863,0.23246389627456665,0.27101513743400574,0.19815339148044586,0.27141863107681274,0.31091248989105225
drug,0.189727321267128,0.18506735563278198,0.41105008125305176,0.20918790996074677,0.22671549022197723,0.19086617231369019,0.17716936767101288,0.4301481544971466,0.12704138457775116,0.12584024667739868
interactions,0.2607656419277191,0.25937142968177795,0.2476145178079605,0.2772562801837921,0.29951363801956177,0.2755484879016876,0.12905298173427582,0.21499624848365784,0.09687133878469467,0.21664206683635712
),0.20711064338684082,0.24460165202617645,0.1354888379573822,0.08246861398220062,0.23179085552692413,0.10442520678043365,0.14027400314807892,0.19700509309768677,0.18641386926174164,0.42300865054130554
and,0.43859338760375977,0.276123583316803,0.26810887455940247,0.23553775250911713,0.39880692958831787,0.2538684606552124,0.2696467339992523,0.21655313670635223,0.2752758264541626,0.20544172823429108
patient,0.20016412436962128,0.23987282812595367,0.348532497882843,0.23145118355751038,0.24067845940589905,0.27644509077072144,0.14638812839984894,0.28659823536872864,0.11093518137931824,0.24355199933052063
compliance,0.16779528558254242,0.33132463693618774,0.28755179047584534,0.2282833307981491,0.3034660816192627,0.31737759709358215,0.1965806484222412,0.30300086736679077,0.144676074385643,0.2679688334465027
issues,0.19282740354537964,0.25844764709472656,0.16518281400203705,0.1832161247730255,0.2737673223018646,0.21007908880710602,0.17934103310108185,0.16822734475135803,0.1355769783258438,0.320565789937973
(,0.1970011591911316,0.24216170608997345,0.14513295888900757,0.0887410119175911,0.20831379294395447,0.09685617685317993,0.1340836137533188,0.20144130289554596,0.16600246727466583,0.40561532974243164
in,0.5344807505607605,0.23402775824069977,0.22358480095863342,0.16787947714328766,0.32563260197639465,0.2713048458099365,0.355264812707901,0.22082467377185822,0.26157811284065247,0.20430970191955566
the,0.5003893971443176,0.30239659547805786,0.24311043322086334,0.19284681975841522,0.39758381247520447,0.3215954303741455,0.39779382944107056,0.1938311904668808,0.22953221201896667,0.22068053483963013
hospital,0.2606767416000366,0.11661586910486221,0.25636065006256104,0.18022845685482025,0.15578009188175201,0.23368319869041443,0.14494647085666656,0.3409312069416046,0.34387415647506714,0.12508831918239594
and,0.43859338760375977,0.276123583316803,0.26810887455940247,0.23553775250911713,0.39880692958831787,0.2538684606552124,0.2696467339992523,0.21655313670635223,0.2752758264541626,0.20544172823429108
at,0.4402937591075897,0.1511090099811554,0.21592658758163452,0.09057237952947617,0.2627858817577362,0.24804477393627167,0.2045423686504364,0.2249680757522583,0.3177914023399353,0.21978627145290375
home,0.2877289652824402,0.1344684660434723,0.19171445071697235,0.16699841618537903,0.21690815687179565,0.15150605142116547,0.14701329171657562,0.24111992120742798,0.2813493311405182,0.0757145956158638
),0.20711064338684082,0.24460165202617645,0.1354888379573822,0.08246861398220062,0.23179085552692413,0.10442520678043365,0.14027400314807892,0.19700509309768677,0.18641386926174164,0.42300865054130554
many,0.4338301420211792,0.38738366961479187,0.32936540246009827,0.17567309737205505,0.48608261346817017,0.2592596709728241,0.27382445335388184,0.15472638607025146,0.20931920409202576,0.2124512493610382
pharmacists,0.274419367313385,0.328380823135376,1.0,0.21348699927330017,0.2158937007188797,0.2828158438205719,0.16281290352344513,0.7877770662307739,0.2466670274734497,0.1797308325767517
practicing,0.23238572478294373,0.2544650733470917,0.3038979172706604,0.2134689837694168,0.20600131154060364,0.2942723035812378,0.17892754077911377,0.3043830692768097,0.3014538586139679,0.11803067475557327
in,0.5344807505607605,0.23402775824069977,0.22358480095863342,0.16787947714328766,0.32563260197639465,0.2713048458099365,0.355264812707901,0.22082467377185822,0.26157811284065247,0.20430970191955566
hospitals,0.30828046798706055,0.21073739230632782,0.35522833466529846,0.25373589992523193,0.2477979063987732,0.25011518597602844,0.17044129967689514,0.3511236011981964,0.30448484420776367,0.10646984726190567
gain,0.1787673532962799,0.22843655943870544,0.18298855423927307,0.3357842266559601,0.32356125116348267,0.21945685148239136,0.19131839275360107,0.16064979135990143,0.05466987192630768,0.1417919248342514
more,0.29405033588409424,0.3514035940170288,0.2158937007188797,0.17601333558559418,1.0,0.27596235275268555,0.24484963715076447,0.1321602463722229,0.1141543760895729,0.27894994616508484
education,0.19163627922534943,0.18523280322551727,0.23838679492473602,0.20311476290225983,0.18603861331939697,0.33741164207458496,0.12016506493091583,0.29802533984184265,0.5861870050430298,0.18067774176597595
and,0.43859338760375977,0.276123583316803,0.26810887455940247,0.23553775250911713,0.39880692958831787,0.2538684606552124,0.2696467339992523,0.21655313670635223,0.2752758264541626,0.20544172823429108
training,0.2534038722515106,0.21949893236160278,0.22758279740810394,0.2744868993759155,0.25850194692611694,0.38786599040031433,0.17858165502548218,0.25338101387023926,0.3642335534095764,0.14311334490776062
after,0.31753596663475037,0.20534609258174896,0.15448665618896484,0.18955297768115997,0.2585527002811432,0.28639501333236694,0.39623188972473145,0.15895606577396393,0.2316942811012268,0.16608688235282898
pharmacy,0.27826401591300964,0.21983878314495087,0.7877770662307739,0.22884148359298706,0.1321602463722229,0.29159316420555115,0.1748526394367218,1.0,0.3256745934486389,0.1355620175600052
school,0.23611775040626526,0.13649480044841766,0.2466670274734497,0.10069522261619568,0.1141543760895729,0.25755226612091064,0.15282729268074036,0.3256745934486389,1.0,0.15091250836849213
through,0.331196665763855,0.24726749956607819,0.13213425874710083,0.25065216422080994,0.2341902107000351,0.24044981598854065,0.2740316092967987,0.12285060435533524,0.17572128772735596,0.16913433372974396
a,0.40997210144996643,0.26237669587135315,0.25803542137145996,0.17597171664237976,0.3452818691730499,0.29148533940315247,0.27489006519317627,0.21975059807300568,0.2245093584060669,0.23916715383529663
pharmacy,0.27826401591300964,0.21983878314495087,0.7877770662307739,0.22884148359298706,0.1321602463722229,0.29159316420555115,0.1748526394367218,1.0,0.3256745934486389,0.1355620175600052
practice,0.25136226415634155,0.26808103919029236,0.2789456844329834,0.2209310531616211,0.23862925171852112,0.31956741213798523,0.2087073177099228,0.2685104310512543,0.2898150682449341,0.21386858820915222
residency,0.2650659382343292,0.12529604136943817,0.23778024315834045,0.21801583468914032,0.16128280758857727,0.13909581303596497,0.18994484841823578,0.2709043323993683,0.33523571491241455,0.07065165787935257
and,0.43859338760375977,0.276123583316803,0.26810887455940247,0.23553775250911713,0.39880692958831787,0.2538684606552124,0.2696467339992523,0.21655313670635223,0.2752758264541626,0.20544172823429108
sometimes,0.3723720908164978,0.32188543677330017,0.25854089856147766,0.14773184061050415,0.315399169921875,0.20690962672233582,0.17110206186771393,0.13011789321899414,0.12589311599731445,0.1751544177532196
followed,0.2095363438129425,0.19272315502166748,0.19961702823638916,0.12107463926076889,0.2446739822626114,0.24128228425979614,0.5081803798675537,0.13342761993408203,0.12288876622915268,0.20567169785499573
by,0.2641284465789795,0.1481526494026184,0.22679635882377625,0.2215878963470459,0.2627272307872772,0.19141297042369843,0.25132864713668823,0.09795649349689484,0.1477794349193573,0.17966607213020325
another,0.42079871892929077,0.25910091400146484,0.22867506742477417,0.24232861399650574,0.4338461756706238,0.27476534247398376,0.24357688426971436,0.1733984351158142,0.18679489195346832,0.295511931180954
residency,0.2650659382343292,0.12529604136943817,0.23778024315834045,0.21801583468914032,0.16128280758857727,0.13909581303596497,0.18994484841823578,0.2709043323993683,0.33523571491241455,0.07065165787935257
in,0.5344807505607605,0.23402775824069977,0.22358480095863342,0.16787947714328766,0.32563260197639465,0.2713048458099365,0.355264812707901,0.22082467377185822,0.26157811284065247,0.20430970191955566
a,0.40997210144996643,0.26237669587135315,0.25803542137145996,0.17597171664237976,0.3452818691730499,0.29148533940315247,0.27489006519317627,0.21975059807300568,0.2245093584060669,0.23916715383529663
specific,0.3296095132827759,0.30611661076545715,0.2563647925853729,0.2516322731971741,0.35314255952835083,0.2584863603115082,0.22557826340198517,0.19813117384910583,0.06811220943927765,0.30923372507095337
area,0.3338260352611542,0.19017988443374634,0.17605051398277283,0.09931355714797974,0.20655664801597595,0.13121555745601654,0.2135072946548462,0.16428029537200928,0.17919643223285675,0.12640461325645447
.,0.41390106081962585,0.3613996207714081,0.27446362376213074,0.15675117075443268,0.4070230722427368,0.26678740978240967,0.30538758635520935,0.23916830122470856,0.24214158952236176,0.4130953550338745
