,the,church,supports,those,persons,who,conscientiously,oppose,what,?
therefore,0.4141571819782257,0.21379142999649048,0.29631516337394714,0.45095333456993103,0.3566688001155853,0.3393709659576416,0.38100600242614746,0.38964247703552246,0.4125064015388489,0.3325358033180237
",",0.4933079481124878,0.2707274258136749,0.24231195449829102,0.39574649930000305,0.28469589352607727,0.3365725874900818,0.272616446018219,0.26003438234329224,0.3087472915649414,0.31091248989105225
the,1.0,0.23846197128295898,0.2929544150829315,0.42861196398735046,0.3206244707107544,0.3733934462070465,0.23079031705856323,0.17795199155807495,0.42745697498321533,0.22068053483963013
church,0.23846197128295898,0.9999999403953552,0.13613682985305786,0.2168581187725067,0.21790623664855957,0.19418756663799286,0.2018783986568451,0.12655141949653625,0.1944202184677124,0.18081501126289368
supports,0.2929544150829315,0.13613682985305786,0.9999998807907104,0.2824702858924866,0.1939447969198227,0.1519438475370407,0.2107335925102234,0.5313401222229004,0.18258391320705414,0.15266138315200806
and,0.5171257257461548,0.1976170688867569,0.3107730448246002,0.43169310688972473,0.29368460178375244,0.41279885172843933,0.23832981288433075,0.19707390666007996,0.31309178471565247,0.20544172823429108
extends,0.39314064383506775,0.14326398074626923,0.2851053476333618,0.23508653044700623,0.17024673521518707,0.05331287905573845,0.12373659759759903,0.1505831778049469,0.19643902778625488,0.1020013764500618
its,0.559237003326416,0.19295279681682587,0.23860126733779907,0.2666689157485962,0.20424996316432953,0.1326070874929428,0.19023370742797852,0.15227925777435303,0.30393704771995544,0.15103481709957123
ministry,0.23817597329616547,0.28343912959098816,0.18551421165466309,0.1754227876663208,0.2482011914253235,0.16792069375514984,0.21689002215862274,0.12070140987634659,0.25128573179244995,0.18168897926807404
to,0.535392165184021,0.24439501762390137,0.22445392608642578,0.47350940108299255,0.3034352660179138,0.42656609416007996,0.34663140773773193,0.25091660022735596,0.455847829580307,0.29463258385658264
those,0.42861196398735046,0.2168581187725067,0.2824702858924866,0.9999998807907104,0.3930037021636963,0.44778117537498474,0.3360459506511688,0.37159425020217896,0.44466671347618103,0.3328189253807068
persons,0.3206244707107544,0.21790623664855957,0.1939447969198227,0.3930037021636963,1.0,0.34631550312042236,0.3233465552330017,0.2741604447364807,0.24108943343162537,0.22290422022342682
who,0.3733934462070465,0.19418756663799286,0.1519438475370407,0.44778117537498474,0.34631550312042236,0.9999998807907104,0.38477784395217896,0.27536189556121826,0.40942975878715515,0.26220351457595825
conscientiously,0.23079031705856323,0.2018783986568451,0.2107335925102234,0.3360459506511688,0.3233465552330017,0.38477784395217896,1.0,0.4328559637069702,0.392244428396225,0.27287018299102783
oppose,0.17795199155807495,0.12655141949653625,0.5313401222229004,0.37159425020217896,0.2741604447364807,0.27536189556121826,0.4328559637069702,1.0000001192092896,0.3912397027015686,0.36423826217651367
all,0.4860881567001343,0.175497367978096,0.27046918869018555,0.6055654287338257,0.3422365188598633,0.3698336184024811,0.2735072672367096,0.32566145062446594,0.41981086134910583,0.29575422406196594
war,0.366199791431427,0.21729430556297302,0.12546023726463318,0.22923395037651062,0.18847259879112244,0.24286115169525146,0.26864007115364075,0.22530508041381836,0.22516006231307983,0.15510529279708862
",",0.4933079481124878,0.2707274258136749,0.24231195449829102,0.39574649930000305,0.28469589352607727,0.3365725874900818,0.272616446018219,0.26003438234329224,0.3087472915649414,0.31091248989105225
or,0.4174870550632477,0.1717420071363449,0.29009783267974854,0.46711811423301697,0.4044760763645172,0.31144875288009644,0.21882542967796326,0.24720260500907898,0.33867141604423523,0.32389625906944275
any,0.4525727927684784,0.17543654143810272,0.28547659516334534,0.5476669669151306,0.3640133738517761,0.29236510396003723,0.34140294790267944,0.34780070185661316,0.43670421838760376,0.4113408327102661
particular,0.4066357910633087,0.24183225631713867,0.2758207321166992,0.47197476029396057,0.37676456570625305,0.304595410823822,0.2391635626554489,0.24550504982471466,0.4548671245574951,0.2741454839706421
war,0.366199791431427,0.21729430556297302,0.12546023726463318,0.22923395037651062,0.18847259879112244,0.24286115169525146,0.26864007115364075,0.22530508041381836,0.22516006231307983,0.15510529279708862
",",0.4933079481124878,0.2707274258136749,0.24231195449829102,0.39574649930000305,0.28469589352607727,0.3365725874900818,0.272616446018219,0.26003438234329224,0.3087472915649414,0.31091248989105225
and,0.5171257257461548,0.1976170688867569,0.3107730448246002,0.43169310688972473,0.29368460178375244,0.41279885172843933,0.23832981288433075,0.19707390666007996,0.31309178471565247,0.20544172823429108
who,0.3733934462070465,0.19418756663799286,0.1519438475370407,0.44778117537498474,0.34631550312042236,0.9999998807907104,0.38477784395217896,0.27536189556121826,0.40942975878715515,0.26220351457595825
therefore,0.4141571819782257,0.21379142999649048,0.29631516337394714,0.45095333456993103,0.3566688001155853,0.3393709659576416,0.38100600242614746,0.38964247703552246,0.4125064015388489,0.3325358033180237
refuse,0.28405678272247314,0.3011764883995056,0.22514289617538452,0.3063218593597412,0.2568366229534149,0.34028223156929016,0.3604453206062317,0.3152945041656494,0.3386227488517761,0.24834518134593964
to,0.535392165184021,0.24439501762390137,0.22445392608642578,0.47350940108299255,0.3034352660179138,0.42656609416007996,0.34663140773773193,0.25091660022735596,0.455847829580307,0.29463258385658264
serve,0.2749462425708771,0.1487906128168106,0.2096801996231079,0.2403234988451004,0.22577837109565735,0.2677389681339264,0.23718851804733276,0.16391600668430328,0.23061832785606384,0.19925682246685028
in,0.6662389636039734,0.2493300437927246,0.20783698558807373,0.3419301211833954,0.2643730938434601,0.2792111933231354,0.20717479288578033,0.15860024094581604,0.30808621644973755,0.20430970191955566
the,1.0,0.23846197128295898,0.2929544150829315,0.42861196398735046,0.3206244707107544,0.3733934462070465,0.23079031705856323,0.17795199155807495,0.42745697498321533,0.22068053483963013
armed,0.2418309897184372,0.16289031505584717,0.1913234144449234,0.25776487588882446,0.2550908625125885,0.2866552174091339,0.2816654145717621,0.26557424664497375,0.15827620029449463,0.18816959857940674
forces,0.3134811818599701,0.18001937866210938,0.26767805218696594,0.2740105092525482,0.18040895462036133,0.2532956302165985,0.26401522755622864,0.32702672481536865,0.2112482488155365,0.16984491050243378
or,0.4174870550632477,0.1717420071363449,0.29009783267974854,0.46711811423301697,0.4044760763645172,0.31144875288009644,0.21882542967796326,0.24720260500907898,0.33867141604423523,0.32389625906944275
to,0.535392165184021,0.24439501762390137,0.22445392608642578,0.47350940108299255,0.3034352660179138,0.42656609416007996,0.34663140773773193,0.25091660022735596,0.455847829580307,0.29463258385658264
cooperate,0.2504213750362396,0.16265876591205597,0.31790122389793396,0.34403255581855774,0.23956690728664398,0.27850717306137085,0.2800523340702057,0.26908430457115173,0.2571936547756195,0.20983166992664337
with,0.4223487675189972,0.17961077392101288,0.2676627039909363,0.3564215302467346,0.29225972294807434,0.3282766342163086,0.16913369297981262,0.18576756119728088,0.2464839518070221,0.2433311939239502
systems,0.28089964389801025,0.1360563188791275,0.30648544430732727,0.28974178433418274,0.21257714927196503,0.11571111530065536,0.16884620487689972,0.1737378090620041,0.1871482878923416,0.1575973927974701
of,0.733189046382904,0.3079429268836975,0.29851028323173523,0.37935635447502136,0.3095638155937195,0.2827862501144409,0.18871384859085083,0.19316069781780243,0.33290785551071167,0.1826142966747284
military,0.2290858030319214,0.20306991040706635,0.15248385071754456,0.22511127591133118,0.2743987739086151,0.28924500942230225,0.27245408296585083,0.18359936773777008,0.18809624016284943,0.1890317052602768
conscription,0.31949079036712646,0.25816288590431213,0.23500096797943115,0.36698028445243835,0.2735704779624939,0.3405221998691559,0.4864838123321533,0.28346049785614014,0.2659010887145996,0.18170765042304993
.,0.5934505462646484,0.28898224234580994,0.29172956943511963,0.33163318037986755,0.23354844748973846,0.3541337847709656,0.22217300534248352,0.23016472160816193,0.3567904531955719,0.4130953550338745
