,which,country,was,thinking,about,going,to,war,to,forcibly,take,middle,eastern,oil,fields,?
in,0.4840516746044159,0.3040012717247009,0.45514053106307983,0.2148134559392929,0.39797019958496094,0.2837577760219574,0.45010748505592346,0.29904094338417053,0.45010748505592346,0.2590760886669159,0.21975718438625336,0.26767921447753906,0.3306356370449066,0.21800900995731354,0.19709080457687378,0.20430970191955566
2004,-0.3311369717121124,-0.09048629552125931,-0.01421020831912756,-0.1714637130498886,-0.21729867160320282,-0.2501303255558014,-0.3218703269958496,-0.033519793301820755,-0.3218703269958496,-0.28536519408226013,-0.22032640874385834,-0.13128405809402466,-0.22231613099575043,-0.14626678824424744,-0.13759325444698334,-0.15923042595386505
",",0.3658004403114319,0.27878350019454956,0.45456063747406006,0.2848586142063141,0.3877100944519043,0.2957560122013092,0.44245919585227966,0.2671184241771698,0.44245919585227966,0.2510819435119629,0.2881867289543152,0.24847112596035004,0.3081906735897064,0.20043784379959106,0.2786177098751068,0.31091248989105225
declassified,0.2836403250694275,0.18630242347717285,0.22589489817619324,0.17845112085342407,0.17411532998085022,0.14377668499946594,0.1827498823404312,0.22989845275878906,0.1827498823404312,0.2202146351337433,0.15000797808170319,0.10551346093416214,0.10460404306650162,0.1672511100769043,0.010755295865237713,0.22329063713550568
documents,0.2928238809108734,0.21365880966186523,0.20024479925632477,0.12959590554237366,0.23412123322486877,0.14626307785511017,0.2840026915073395,0.2015460580587387,0.2840026915073395,0.21688365936279297,0.13599616289138794,0.12634743750095367,0.1418912261724472,0.1553061455488205,0.15826398134231567,0.19020383059978485
revealed,0.25106221437454224,0.03565552458167076,0.31683555245399475,0.2620627284049988,0.18605393171310425,0.2719334065914154,0.23871088027954102,0.14841334521770477,0.23871088027954102,0.23469993472099304,0.17070616781711578,0.14243729412555695,0.08185933530330658,0.07552847266197205,0.013743354007601738,0.21034270524978638
that,0.6894589066505432,0.210195854306221,0.33670201897621155,0.4971897304058075,0.4500710964202881,0.5067326426506042,0.5436353087425232,0.22443464398384094,0.5436353087425232,0.32202252745628357,0.3651382029056549,0.22241683304309845,0.23358812928199768,0.2114400863647461,0.20579737424850464,0.32716336846351624
the,0.6521818041801453,0.30432501435279846,0.48711544275283813,0.27663561701774597,0.37995871901512146,0.38693177700042725,0.535392165184021,0.366199791431427,0.535392165184021,0.3338332176208496,0.31620436906814575,0.3405749201774597,0.3928247392177582,0.21849922835826874,0.16397054493427277,0.22068053483963013
u.s.,0.014487938955426216,0.017695527523756027,0.06837434321641922,-0.010253812186419964,0.051726117730140686,0.1522195041179657,0.09732837975025177,0.11758951842784882,0.09732837975025177,0.08761436492204666,0.06993906944990158,0.02916450798511505,0.030027275905013084,-0.0943809524178505,-0.07016702741384506,0.07886100560426712
was,0.2830964922904968,0.24557247757911682,1.0000001192092896,0.1893797665834427,0.2577359974384308,0.28732410073280334,0.3636345863342285,0.3560331463813782,0.3636345863342285,0.22755448520183563,0.15919329226016998,0.21038298308849335,0.23346775770187378,0.15102124214172363,0.09075388312339783,0.18412111699581146
