,what,are,the,eight,comb,rows,on,the,outer,surface,called,?
the,0.42745697498321533,0.40399202704429626,1.0,0.34254369139671326,0.24626436829566956,0.2598671019077301,0.5107308030128479,1.0,0.3022986054420471,0.2555135488510132,0.489897221326828,0.22068053483963013
outer,0.2157491147518158,0.2646065056324005,0.3022986054420471,0.19980868697166443,0.27092865109443665,0.274341881275177,0.27551206946372986,0.3022986054420471,1.0000001192092896,0.36445707082748413,0.27760928869247437,0.06864649802446365
surface,0.23580394685268402,0.24727550148963928,0.2555135488510132,0.1729399710893631,0.2816604971885681,0.3086388111114502,0.2674844264984131,0.2555135488510132,0.36445707082748413,0.9999998807907104,0.196139395236969,0.14613434672355652
bears,0.19530993700027466,0.2937866449356079,0.2872300446033478,0.1381637156009674,0.20674794912338257,0.19119903445243835,0.14214326441287994,0.2872300446033478,0.1341675966978073,0.15229658782482147,0.26576146483421326,0.13283714652061462
usually,0.32521089911460876,0.5635237097740173,0.36782920360565186,0.30293941497802734,0.31700050830841064,0.3318844735622406,0.25784361362457275,0.36782920360565186,0.2699646055698395,0.29059869050979614,0.4720117449760437,0.19435347616672516
eight,0.15383057296276093,0.28273332118988037,0.34254369139671326,1.0000001192092896,0.1389552503824234,0.2905600368976593,0.3176155984401703,0.34254369139671326,0.19980868697166443,0.1729399710893631,0.2603602409362793,0.11634626984596252
comb,0.20374168455600739,0.29309141635894775,0.24626436829566956,0.1389552503824234,1.0000001192092896,0.3374672532081604,0.1876964271068573,0.24626436829566956,0.27092865109443665,0.2816604971885681,0.2929801940917969,0.2510223686695099
rows,0.2011227160692215,0.38430702686309814,0.2598671019077301,0.2905600368976593,0.3374672532081604,0.9999999403953552,0.21056604385375977,0.2598671019077301,0.274341881275177,0.3086388111114502,0.20300939679145813,0.1265581250190735
",",0.3087472915649414,0.4062570035457611,0.4933079481124878,0.28017938137054443,0.30344703793525696,0.17734470963478088,0.49057599902153015,0.4933079481124878,0.19833563268184662,0.23000483214855194,0.26549121737480164,0.31091248989105225
called,0.3235960602760315,0.3676711618900299,0.489897221326828,0.2603602409362793,0.2929801940917969,0.20300939679145813,0.25462663173675537,0.489897221326828,0.27760928869247437,0.196139395236969,1.0,0.18963319063186646
swimming-plates,0.24453599750995636,0.3384692370891571,0.3612058758735657,0.22840449213981628,0.32984375953674316,0.3445378541946411,0.2842089533805847,0.3612058758735657,0.23826710879802704,0.4229380488395691,0.266553670167923,0.23455899953842163
",",0.3087472915649414,0.4062570035457611,0.4933079481124878,0.28017938137054443,0.30344703793525696,0.17734470963478088,0.49057599902153015,0.4933079481124878,0.19833563268184662,0.23000483214855194,0.26549121737480164,0.31091248989105225
which,0.5261979103088379,0.42922598123550415,0.6521818041801453,0.35704001784324646,0.2994231879711151,0.33963727951049805,0.4245251417160034,0.6521818041801453,0.28594911098480225,0.3333227038383484,0.5573342442512512,0.25814583897590637
are,0.29724663496017456,1.0,0.40399202704429626,0.28273332118988037,0.29309141635894775,0.38430702686309814,0.268924742937088,0.40399202704429626,0.2646065056324005,0.24727550148963928,0.3676711618900299,0.24591213464736938
used,0.27546408772468567,0.3322218656539917,0.3718377649784088,0.18932531774044037,0.31491050124168396,0.27759528160095215,0.24785758554935455,0.3718377649784088,0.17073974013328552,0.24564874172210693,0.46930378675460815,0.22430120408535004
for,0.3017193675041199,0.3895993232727051,0.4739971458911896,0.33149853348731995,0.20551499724388123,0.21140502393245697,0.36199691891670227,0.4739971458911896,0.21045668423175812,0.17463307082653046,0.29870352149009705,0.264628142118454
swimming,0.1676294207572937,0.2604342997074127,0.2695217430591583,0.19639602303504944,0.18254074454307556,0.24219724535942078,0.2139820158481598,0.2695217430591583,0.17086008191108704,0.3353815972805023,0.18843252956867218,0.10991594195365906
.,0.3567904531955719,0.3452940285205841,0.5934505462646484,0.38036930561065674,0.27639180421829224,0.17825132608413696,0.49257001280784607,0.5934505462646484,0.24133025109767914,0.2543797492980957,0.300344854593277,0.4130953550338745
