,which,super,bowl,was,hosted,in,san,diego,in,2003,?
it,0.616637647151947,0.19638319313526154,0.1748591959476471,0.4577186405658722,0.23161670565605164,0.5130809545516968,0.1953807920217514,0.17149576544761658,0.5130809545516968,-0.10566340386867523,0.25732165575027466
is,0.4457404911518097,0.15390309691429138,0.14233897626399994,0.5810302495956421,0.18988433480262756,0.5394441485404968,0.1594623327255249,0.1608497053384781,0.5394441485404968,-0.11050751060247421,0.22961433231830597
the,0.6521818041801453,0.21959073841571808,0.21576224267482758,0.48711544275283813,0.2576315402984619,0.6662389636039734,0.2858080565929413,0.20885010063648224,0.6662389636039734,-0.14761915802955627,0.22068053483963013
first,0.3828166127204895,0.2717077434062958,0.20817767083644867,0.5022147297859192,0.24027997255325317,0.4127444326877594,0.24836140871047974,0.16276395320892334,0.4127444326877594,-0.08155979216098785,0.18701928853988647
super,0.25759580731391907,1.0000001192092896,0.4848237931728363,0.21420986950397491,0.1794566810131073,0.18576006591320038,0.15279507637023926,0.16325625777244568,0.18576006591320038,-0.035010822117328644,0.166326642036438
bowl,0.23468568921089172,0.4848237931728363,1.0,0.21915455162525177,0.17901405692100525,0.17236235737800598,0.18508543074131012,0.1746794432401657,0.17236235737800598,-0.06428323686122894,0.21118052303791046
held,0.2626747488975525,0.1602509617805481,0.1913566142320633,0.30231067538261414,0.4446128308773041,0.3127288818359375,0.1226641833782196,0.09758931398391724,0.3127288818359375,-0.18755774199962616,0.14103956520557404
in,0.4840516746044159,0.18576006591320038,0.17236235737800598,0.45514053106307983,0.2707974314689636,1.0,0.2617562413215637,0.2255222201347351,1.0,-0.1320333480834961,0.20430970191955566
the,0.6521818041801453,0.21959073841571808,0.21576224267482758,0.48711544275283813,0.2576315402984619,0.6662389636039734,0.2858080565929413,0.20885010063648224,0.6662389636039734,-0.14761915802955627,0.22068053483963013
san,0.190042182803154,0.15279507637023926,0.18508543074131012,0.2675222158432007,0.1884586364030838,0.2617562413215637,0.9999999403953552,0.6883842349052429,0.2617562413215637,-0.22412028908729553,0.10952327400445938
francisco,0.1560719907283783,0.1658499836921692,0.20152677595615387,0.24025709927082062,0.1864740401506424,0.21278683841228485,0.8108479976654053,0.6819606423377991,0.21278683841228485,-0.17735271155834198,0.1020219698548317
bay,0.2297135889530182,0.12241406738758087,0.1972428411245346,0.18626409769058228,0.17865930497646332,0.1926257163286209,0.38444605469703674,0.23641149699687958,0.1926257163286209,-0.16997703909873962,0.10773546993732452
area,0.3276861011981964,0.09147491306066513,0.19680163264274597,0.24981513619422913,0.13607744872570038,0.33632898330688477,0.22260162234306335,0.1622200906276703,0.33632898330688477,-0.2057350128889084,0.12640461325645447
since,0.3523256182670593,0.13119962811470032,0.14065173268318176,0.4384658932685852,0.3413774073123932,0.4325680434703827,0.19893616437911987,0.1676856130361557,0.4325680434703827,-0.2212696522474289,0.2876587212085724
