,antibodies,transported,from,the,mother,to,an,infant,via,the,placenta,is,an,example,of,what,type,of,short-lived,immunity,?
this,0.2704336643218994,0.24505934119224548,0.3469814360141754,0.6274310946464539,0.20501671731472015,0.5759071707725525,0.41881775856018066,0.24641633033752441,0.24110035598278046,0.6274310946464539,0.34428808093070984,0.480927973985672,0.41881775856018066,0.4614826440811157,0.45148900151252747,0.5489566326141357,0.36936521530151367,0.45148900151252747,0.33392956852912903,0.27140793204307556,0.3155723512172699
passive,0.2984362542629242,0.1524757593870163,0.16919001936912537,0.24053403735160828,0.10680078715085983,0.23480987548828125,0.22601798176765442,0.18991538882255554,0.11748301237821579,0.24053403735160828,0.21334731578826904,0.2531045079231262,0.22601798176765442,0.3125774562358856,0.22705833613872528,0.31729164719581604,0.27083900570869446,0.22705833613872528,0.16259413957595825,0.1642376333475113,0.18928402662277222
immunity,0.48645928502082825,0.08199549466371536,0.12720417976379395,0.25992491841316223,0.21241113543510437,0.23462912440299988,0.17141196131706238,0.2341451644897461,0.17074109613895416,0.25992491841316223,0.30992478132247925,0.15477107465267181,0.17141196131706238,0.1453828513622284,0.17778201401233673,0.21864116191864014,0.1554861068725586,0.17778201401233673,0.18660245835781097,1.0000001192092896,0.16423189640045166
is,0.22437100112438202,0.18983562290668488,0.27355384826660156,0.5823672413825989,0.2014552503824234,0.42745086550712585,0.4654068350791931,0.2068977952003479,0.18325740098953247,0.5823672413825989,0.22630535066127777,1.0,0.4654068350791931,0.36737263202667236,0.4854315221309662,0.28837618231773376,0.3053323030471802,0.4854315221309662,0.2953433692455292,0.15477107465267181,0.22961433231830597
usually,0.2743985652923584,0.23302273452281952,0.25971752405166626,0.36782920360565186,0.14823545515537262,0.3824864327907562,0.2654225528240204,0.2164653092622757,0.11759622395038605,0.36782920360565186,0.2857142686843872,0.4230746626853943,0.2654225528240204,0.48246443271636963,0.33931583166122437,0.32521089911460876,0.4050453305244446,0.33931583166122437,0.27878931164741516,0.1747751235961914,0.19435347616672516
short-term,0.39356884360313416,0.34401872754096985,0.3489798903465271,0.4152095317840576,0.206559419631958,0.4252319931983948,0.25284838676452637,0.2573836147785187,0.22784774005413055,0.4152095317840576,0.34048089385032654,0.3215816020965576,0.25284838676452637,0.3904556930065155,0.3956117033958435,0.2683810889720917,0.27844154834747314,0.3956117033958435,0.634408175945282,0.2509257197380066,0.23832911252975464
",",0.16660167276859283,0.250394731760025,0.39760664105415344,0.4933079481124878,0.30403390526771545,0.44245919585227966,0.3581022024154663,0.19170615077018738,0.26232874393463135,0.4933079481124878,0.19092057645320892,0.4691906273365021,0.3581022024154663,0.3094974756240845,0.4946078956127167,0.3087472915649414,0.1804078221321106,0.4946078956127167,0.45300522446632385,0.21605436503887177,0.31091248989105225
lasting,0.27325037121772766,0.1647707223892212,0.22994735836982727,0.3242513835430145,0.14520560204982758,0.2581788897514343,0.1880175620317459,0.2593211531639099,0.05280020833015442,0.3242513835430145,0.19764891266822815,0.26517361402511597,0.1880175620317459,0.2577630281448364,0.3531821370124817,0.22853052616119385,0.18368710577487946,0.3531821370124817,0.4043041169643402,0.20148034393787384,0.16289150714874268
from,0.14417976140975952,0.2931711971759796,1.0,0.40150508284568787,0.20262682437896729,0.4069952368736267,0.20876385271549225,0.17464053630828857,0.24748080968856812,0.40150508284568787,0.23999851942062378,0.27355384826660156,0.20876385271549225,0.3175121247768402,0.4249346852302551,0.2737620174884796,0.1559610366821289,0.4249346852302551,0.3810371160507202,0.12720417976379395,0.19969791173934937
a,0.2804163694381714,0.22335171699523926,0.322764128446579,0.5829201340675354,0.2082238644361496,0.45503583550453186,0.44552403688430786,0.20627906918525696,0.15732350945472717,0.5829201340675354,0.2354949414730072,0.658733606338501,0.44552403688430786,0.40234753489494324,0.5052502155303955,0.3320399522781372,0.3813284635543823,0.5052502155303955,0.341551274061203,0.196896031498909,0.23916715383529663
few,0.17057906091213226,0.23457032442092896,0.30187293887138367,0.34660017490386963,0.16494111716747284,0.36415213346481323,0.15133298933506012,0.11868423968553543,0.19096693396568298,0.34660017490386963,0.24106959998607635,0.22223958373069763,0.15133298933506012,0.2945653796195984,0.2682102620601654,0.2780759632587433,0.11853011697530746,0.2682102620601654,0.4072366952896118,0.18251529335975647,0.2334265559911728
days,0.1326340287923813,0.16958391666412354,0.1990787386894226,0.2574930489063263,0.22700150310993195,0.2942236363887787,0.2149185836315155,0.25623708963394165,0.12728197872638702,0.2574930489063263,0.21297629177570343,0.1960425078868866,0.2149185836315155,0.17350450158119202,0.23668107390403748,0.2191895991563797,0.09284655004739761,0.23668107390403748,0.3692353069782257,0.1674225777387619,0.2198754847049713
up,0.219939723610878,0.20392939448356628,0.2719550132751465,0.38423117995262146,0.2364654541015625,0.40375280380249023,0.2649265229701996,0.11981988698244095,0.13713693618774414,0.38423117995262146,0.23292778432369232,0.2853454053401947,0.2649265229701996,0.2705221474170685,0.32945773005485535,0.28591108322143555,0.1313350349664688,0.32945773005485535,0.30596888065338135,0.17670020461082458,0.1819818764925003
to,0.2543680965900421,0.24132387340068817,0.4069952368736267,0.535392165184021,0.2733205258846283,1.0,0.3138085603713989,0.2287219911813736,0.27847176790237427,0.535392165184021,0.2846689820289612,0.42745086550712585,0.3138085603713989,0.3451666533946991,0.41548454761505127,0.455847829580307,0.19930607080459595,0.41548454761505127,0.33247455954551697,0.23462912440299988,0.29463258385658264
several,0.16720734536647797,0.21427391469478607,0.2822973132133484,0.40559855103492737,0.13689258694648743,0.36196985840797424,0.21064363420009613,0.13238462805747986,0.15930327773094177,0.40559855103492737,0.2051112949848175,0.20361857116222382,0.21064363420009613,0.30008766055107117,0.3271615505218506,0.22446060180664062,0.13228869438171387,0.3271615505218506,0.3311261236667633,0.18810030817985535,0.15595775842666626
months,0.11649956554174423,0.21916510164737701,0.26207780838012695,0.2680157423019409,0.26718541979789734,0.2831858992576599,0.19245415925979614,0.3336741626262665,0.16098619997501373,0.2680157423019409,0.2652592658996582,0.20294976234436035,0.19245415925979614,0.1815897524356842,0.22298860549926758,0.24954822659492493,0.09410155564546585,0.22298860549926758,0.3821074664592743,0.17209778726100922,0.2804218530654907
.,0.24115599691867828,0.2610073387622833,0.41536515951156616,0.5934505462646484,0.27072274684906006,0.4645031690597534,0.3581749200820923,0.21042348444461823,0.19197528064250946,0.5934505462646484,0.19049611687660217,0.4569662809371948,0.3581749200820923,0.41217929124832153,0.5352458953857422,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.4058685600757599,0.20537415146827698,0.4130953550338745
