,where,were,missing,patents,later,found,?
some,0.39480453729629517,0.4592604339122772,0.2727319896221161,0.26258108019828796,0.35904672741889954,0.3385355472564697,0.2562315762042999
of,0.38066378235816956,0.34038281440734863,0.23175521194934845,0.17704786360263824,0.3458743393421173,0.2982911467552185,0.1826142966747284
tesla,0.12761090695858002,0.1222306564450264,0.12661145627498627,0.352291464805603,0.1893843412399292,0.052854783833026886,0.10250775516033173
's,0.0007701900321990252,0.007088581565767527,-0.05348285660147667,0.011529999785125256,0.05591587722301483,0.005866709165275097,-0.023395681753754616
patents,0.16377021372318268,0.17500080168247223,0.09564939141273499,1.0,0.16596397757530212,0.11500924825668335,0.1148110032081604
are,0.32389864325523376,0.6489362716674805,0.22625741362571716,0.15155336260795593,0.21720336377620697,0.2740558087825775,0.24591213464736938
not,0.3820744752883911,0.33318549394607544,0.2723667323589325,0.19847705960273743,0.263156533241272,0.23683975636959076,0.41942933201789856
accounted,0.2139020562171936,0.35285887122154236,0.15363776683807373,0.1685379445552826,0.23804396390914917,0.21534685790538788,0.2127840369939804
for,0.38599511981010437,0.33592689037323,0.20977023243904114,0.2654845714569092,0.3573088049888611,0.19707661867141724,0.264628142118454
",",0.3149496018886566,0.36755475401878357,0.2425287365913391,0.22191748023033142,0.35016918182373047,0.27385151386260986,0.31091248989105225
and,0.43859338760375977,0.42175528407096863,0.2305000275373459,0.15322813391685486,0.4216292202472687,0.27978911995887756,0.20544172823429108
various,0.28814008831977844,0.34943774342536926,0.13333584368228912,0.19619140028953552,0.2532925307750702,0.18468765914440155,0.12823495268821716
sources,0.2117059975862503,0.2139296978712082,0.24509884417057037,0.24566271901130676,0.16819730401039124,0.2765829861164093,0.2886999845504761
have,0.412650465965271,0.5193349123001099,0.3136735260486603,0.1764686107635498,0.3055685758590698,0.32803434133529663,0.32991164922714233
discovered,0.2015347182750702,0.29743650555610657,0.22858312726020813,0.26558658480644226,0.23841983079910278,0.4998607039451599,0.08452875912189484
some,0.39480453729629517,0.4592604339122772,0.2727319896221161,0.26258108019828796,0.35904672741889954,0.3385355472564697,0.2562315762042999
that,0.4876193106174469,0.35517072677612305,0.30228644609451294,0.2503669261932373,0.42443475127220154,0.29063743352890015,0.32716336846351624
have,0.412650465965271,0.5193349123001099,0.3136735260486603,0.1764686107635498,0.3055685758590698,0.32803434133529663,0.32991164922714233
lain,0.19994917511940002,0.22326742112636566,0.11407684534788132,0.13149027526378632,0.24587127566337585,0.3093847930431366,0.18764810264110565
hidden,0.28701087832450867,0.18372690677642822,0.29014256596565247,0.18734632432460785,0.12122083455324173,0.2722747027873993,0.22134476900100708
in,0.5344807505607605,0.3815755248069763,0.2340807020664215,0.20229753851890564,0.40857815742492676,0.39141854643821716,0.20430970191955566
patent,0.1705818474292755,0.12420301139354706,0.10084588080644608,0.8816136121749878,0.14841265976428986,0.10663099586963654,0.13298413157463074
archives,0.1690017133951187,0.20493286848068237,0.20025283098220825,0.292487770318985,0.19870035350322723,0.18638084828853607,0.24684664607048035
.,0.41390106081962585,0.3378238379955292,0.2528116703033447,0.21918348968029022,0.3488861322402954,0.3618174195289612,0.4130953550338745
