,disney,paid,for,the,jungle,book,",",alice,through,the,looking,glass,",",and,which,other,film,trailer,to,be,aired,during,the,game,?
fox,0.3843446671962738,0.08633742481470108,0.1993214637041092,0.24760441482067108,0.23231172561645508,0.16009385883808136,0.21118731796741486,0.17377297580242157,0.19508887827396393,0.24760441482067108,0.15910814702510834,0.15853574872016907,0.21118731796741486,0.22043024003505707,0.19590693712234497,0.18333250284194946,0.25025081634521484,0.15135587751865387,0.2072722166776657,0.12478672713041306,0.40092992782592773,0.1817074865102768,0.24760441482067108,0.26659080386161804,0.1670110523700714
paid,0.17091912031173706,1.0,0.29203978180885315,0.22871042788028717,0.21308937668800354,0.1491771936416626,0.18092423677444458,0.11509614437818527,0.13909763097763062,0.22871042788028717,0.24992325901985168,0.14778639376163483,0.18092423677444458,0.23595960438251495,0.21827414631843567,0.20844975113868713,0.11198428273200989,0.17094449698925018,0.2345556914806366,0.23184046149253845,0.19972042739391327,0.26965436339378357,0.22871042788028717,0.21526460349559784,0.20964482426643372
for,0.16913838684558868,0.29203978180885315,0.9999999403953552,0.4739971458911896,0.19174140691757202,0.22091296315193176,0.4464869201183319,0.14588850736618042,0.3172857463359833,0.4739971458911896,0.3032892048358917,0.2755418121814728,0.4464869201183319,0.5064792633056641,0.44095608592033386,0.3273986279964447,0.24293163418769836,0.1980103701353073,0.4451248347759247,0.3801851272583008,0.14468124508857727,0.3448435664176941,0.4739971458911896,0.2608485519886017,0.264628142118454
deadpool,0.41740334033966064,0.144717738032341,0.31429100036621094,0.3412702977657318,0.36963707208633423,0.3931262195110321,0.27710187435150146,0.3088531792163849,0.2567690312862396,0.3412702977657318,0.27778351306915283,0.2070820927619934,0.27710187435150146,0.3149321973323822,0.34856897592544556,0.25995227694511414,0.37047070264816284,0.37386804819107056,0.32163259387016296,0.2635681927204132,0.41177430748939514,0.20141379535198212,0.3412702977657318,0.39047539234161377,0.24113722145557404
",",0.2132069319486618,0.18092423677444458,0.4464869201183319,0.4933079481124878,0.2301325649023056,0.23644568026065826,1.0000001192092896,0.2550550401210785,0.3060276508331299,0.4933079481124878,0.23123399913311005,0.23527590930461884,1.0000001192092896,0.6633074283599854,0.3658004403114319,0.4446498453617096,0.2552308440208435,0.20151035487651825,0.44245919585227966,0.39254459738731384,0.2195960283279419,0.3225448727607727,0.4933079481124878,0.2653886377811432,0.31091248989105225
x-men,0.09801658242940903,0.26516199111938477,0.21549175679683685,0.27345529198646545,0.19254884123802185,0.17371796071529388,0.21719399094581604,0.14022885262966156,0.1382986307144165,0.27345529198646545,0.1619926393032074,0.1777769923210144,0.21719399094581604,0.27407917380332947,0.21065284311771393,0.2668948769569397,0.19016054272651672,0.20309090614318848,0.19500534236431122,0.16444528102874756,0.20713698863983154,0.3245892822742462,0.27345529198646545,0.15097098052501678,0.14535854756832123
:,-0.061742328107357025,-0.031136125326156616,-0.02522280067205429,-0.03403344005346298,-0.1240730732679367,-0.11136190593242645,-0.004729332868009806,-0.1574746072292328,-0.08687232434749603,-0.03403344005346298,-0.14861547946929932,-0.051636703312397,-0.004729332868009806,-0.04625999182462692,-0.11049769818782806,-0.0941355749964714,-0.0469588078558445,-0.10141312330961227,-0.09243495017290115,-0.09417453408241272,-0.0374361090362072,0.03165488690137863,-0.03403344005346298,0.06087861210107803,-0.07156077772378922
apocalypse,0.23239079117774963,0.08944745361804962,0.14751319587230682,0.3059094250202179,0.2601589262485504,0.3937269449234009,0.23481988906860352,0.14660561084747314,0.12647733092308044,0.3059094250202179,0.12953317165374756,0.20731015503406525,0.23481988906860352,0.19618673622608185,0.25763556361198425,0.19613872468471527,0.28771981596946716,0.2384660392999649,0.2091938704252243,0.153028666973114,0.23365983366966248,0.14079779386520386,0.3059094250202179,0.19734911620616913,0.21990230679512024
",",0.2132069319486618,0.18092423677444458,0.4464869201183319,0.4933079481124878,0.2301325649023056,0.23644568026065826,1.0000001192092896,0.2550550401210785,0.3060276508331299,0.4933079481124878,0.23123399913311005,0.23527590930461884,1.0000001192092896,0.6633074283599854,0.3658004403114319,0.4446498453617096,0.2552308440208435,0.20151035487651825,0.44245919585227966,0.39254459738731384,0.2195960283279419,0.3225448727607727,0.4933079481124878,0.2653886377811432,0.31091248989105225
independence,0.10928654670715332,0.15877754986286163,0.1525467187166214,0.2836182415485382,0.15921927988529205,0.10481209307909012,0.26219290494918823,0.09264017641544342,0.15709632635116577,0.2836182415485382,0.07038696855306625,0.060666706413030624,0.26219290494918823,0.19334110617637634,0.21886801719665527,0.1846928894519806,0.10933595895767212,0.09794473648071289,0.1964111477136612,0.15336693823337555,0.2366703748703003,0.26111742854118347,0.2836182415485382,0.14088045060634613,0.12301119416952133
day,0.18937917053699493,0.2413710057735443,0.23720888793468475,0.3062323033809662,0.2060735672712326,0.19885390996932983,0.30821847915649414,0.09769219905138016,0.1687391847372055,0.3062323033809662,0.18501441180706024,0.15961399674415588,0.30821847915649414,0.26673999428749084,0.2760511040687561,0.19560252130031586,0.13518637418746948,0.2224484086036682,0.21753256022930145,0.19850479066371918,0.2665921151638031,0.3424895405769348,0.3062323033809662,0.19963723421096802,0.2141837179660797
:,-0.061742328107357025,-0.031136125326156616,-0.02522280067205429,-0.03403344005346298,-0.1240730732679367,-0.11136190593242645,-0.004729332868009806,-0.1574746072292328,-0.08687232434749603,-0.03403344005346298,-0.14861547946929932,-0.051636703312397,-0.004729332868009806,-0.04625999182462692,-0.11049769818782806,-0.0941355749964714,-0.0469588078558445,-0.10141312330961227,-0.09243495017290115,-0.09417453408241272,-0.0374361090362072,0.03165488690137863,-0.03403344005346298,0.06087861210107803,-0.07156077772378922
resurgence,0.12720417976379395,0.1505478173494339,0.20797626674175262,0.3228895366191864,0.2027953863143921,0.2770504653453827,0.2598235011100769,0.08963246643543243,0.27910879254341125,0.3228895366191864,0.18840356171131134,0.1335994154214859,0.2598235011100769,0.2569514513015747,0.27110764384269714,0.19321021437644958,0.26379188895225525,0.1455051600933075,0.2341705709695816,0.18755635619163513,0.21030625700950623,0.34106916189193726,0.3228895366191864,0.24159294366836548,0.16093435883522034
and,0.23352548480033875,0.23595960438251495,0.5064792633056641,0.5171257257461548,0.2935342788696289,0.28024056553840637,0.6633074283599854,0.23120373487472534,0.3666759729385376,0.5171257257461548,0.28787463903427124,0.2681989371776581,0.6633074283599854,1.0,0.506277859210968,0.5504306554794312,0.23832054436206818,0.1914048194885254,0.48971283435821533,0.41766801476478577,0.2092604786157608,0.36462149024009705,0.5171257257461548,0.25192898511886597,0.20544172823429108
eddie,0.1606101244688034,0.16451476514339447,0.12852582335472107,0.16324487328529358,0.15477532148361206,0.10901127755641937,0.19819743931293488,0.21137641370296478,0.04837034270167351,0.16324487328529358,0.15008217096328735,0.1225551888346672,0.19819743931293488,0.17267507314682007,0.09203522652387619,0.12346703559160233,0.20747919380664825,0.14800359308719635,0.12904797494411469,0.11428956687450409,0.2499512881040573,0.1925758719444275,0.16324487328529358,0.20498771965503693,0.13601547479629517
the,0.24980762600898743,0.22871042788028717,0.4739971458911896,1.0,0.2256680727005005,0.2652374505996704,0.4933079481124878,0.21022173762321472,0.44071322679519653,1.0,0.30421850085258484,0.20646950602531433,0.4933079481124878,0.5171257257461548,0.6521818041801453,0.44152235984802246,0.2824619710445404,0.25035014748573303,0.535392165184021,0.4248143136501312,0.2525516450405121,0.4838213622570038,1.0,0.285271555185318,0.22068053483963013
eagle,0.16567808389663696,0.13610756397247314,0.1839216947555542,0.23641538619995117,0.20165517926216125,0.14587020874023438,0.2961125373840332,0.09269348531961441,0.17598113417625427,0.23641538619995117,0.23369631171226501,0.15499185025691986,0.2961125373840332,0.16395698487758636,0.21184141933918,0.15986548364162445,0.09874267131090164,0.1344148963689804,0.17609542608261108,0.14753608405590057,0.1663113534450531,0.136617049574852,0.23641538619995117,0.11041499674320221,0.21301716566085815
",",0.2132069319486618,0.18092423677444458,0.4464869201183319,0.4933079481124878,0.2301325649023056,0.23644568026065826,1.0000001192092896,0.2550550401210785,0.3060276508331299,0.4933079481124878,0.23123399913311005,0.23527590930461884,1.0000001192092896,0.6633074283599854,0.3658004403114319,0.4446498453617096,0.2552308440208435,0.20151035487651825,0.44245919585227966,0.39254459738731384,0.2195960283279419,0.3225448727607727,0.4933079481124878,0.2653886377811432,0.31091248989105225
