,what,lab,does,the,university,have,a,joint,stake,in,?
the,0.42745697498321533,0.19908973574638367,0.35928019881248474,1.0,0.263973206281662,0.40389683842658997,0.5829201340675354,0.2854326069355011,0.23719215393066406,0.6662389636039734,0.22068053483963013
university,0.20256435871124268,0.3261185586452484,0.09909145534038544,0.263973206281662,1.0,0.1617986559867859,0.20256656408309937,0.13650751113891602,0.16668346524238586,0.3201795518398285,0.11887256056070328
partially,0.24273231625556946,0.11728957295417786,0.23216480016708374,0.27405473589897156,0.12424949556589127,0.3268192410469055,0.2519787549972534,0.24186785519123077,0.19015635550022125,0.2404835969209671,0.10232327878475189
manages,0.15771715342998505,0.2046821266412735,0.29745393991470337,0.2700745761394501,0.1533876657485962,0.16824136674404144,0.306881308555603,0.17199794948101044,0.2626287341117859,0.23535901308059692,0.10891501605510712
argonne,0.17483165860176086,0.1834997534751892,0.12148470431566238,0.26346632838249207,0.22122961282730103,0.1800086349248886,0.19763951003551483,0.14923585951328278,0.11850155889987946,0.19621549546718597,0.135736882686615
national,0.16882304847240448,0.16876773536205292,0.16890141367912292,0.32739606499671936,0.35592976212501526,0.16939407587051392,0.27889734506607056,0.2269321233034134,0.11508705466985703,0.28915393352508545,0.15643028914928436
laboratory,0.20190474390983582,0.6134601831436157,0.0983743742108345,0.19762322306632996,0.3646054267883301,0.1832468956708908,0.2253785878419876,0.22757107019424438,0.10953018814325333,0.2533527612686157,0.07445509731769562
",",0.3087472915649414,0.1915702074766159,0.28617382049560547,0.4933079481124878,0.3017033040523529,0.3541618287563324,0.427140474319458,0.1446857750415802,0.18645142018795013,0.5201468467712402,0.31091248989105225
part,0.3476244807243347,0.15240265429019928,0.26684749126434326,0.527681291103363,0.24883095920085907,0.25547030568122864,0.3994528353214264,0.290708988904953,0.17644090950489044,0.4499994218349457,0.08557961881160736
of,0.33290785551071167,0.21564167737960815,0.3119818866252899,0.733189046382904,0.30646374821662903,0.3802283704280853,0.5052502155303955,0.2794724404811859,0.23804813623428345,0.5696388483047485,0.1826142966747284
the,0.42745697498321533,0.19908973574638367,0.35928019881248474,1.0,0.263973206281662,0.40389683842658997,0.5829201340675354,0.2854326069355011,0.23719215393066406,0.6662389636039734,0.22068053483963013
united,0.20036718249320984,0.17299333214759827,0.1650896966457367,0.34367692470550537,0.2727796137332916,0.17950676381587982,0.2732578217983246,0.2477094680070877,0.16273491084575653,0.3938477039337158,0.17266890406608582
states,0.21526020765304565,0.1805024892091751,0.18093830347061157,0.3463578522205353,0.24941645562648773,0.20162390172481537,0.24708621203899384,0.22517180442810059,0.15868836641311646,0.3977442979812622,0.16272737085819244
department,0.20655807852745056,0.24781708419322968,0.09098559617996216,0.32582083344459534,0.3149125874042511,0.1813110113143921,0.17256495356559753,0.21402953565120697,0.13696759939193726,0.3254720866680145,0.1343645304441452
of,0.33290785551071167,0.21564167737960815,0.3119818866252899,0.733189046382904,0.30646374821662903,0.3802283704280853,0.5052502155303955,0.2794724404811859,0.23804813623428345,0.5696388483047485,0.1826142966747284
energy,0.190252885222435,0.24108657240867615,0.23927782475948334,0.26756542921066284,0.147020161151886,0.2782949209213257,0.21513298153877258,0.12999360263347626,0.14830976724624634,0.17693158984184265,0.14860127866268158
's,0.02692362666130066,0.011517631821334362,-0.02895052544772625,-0.01540423184633255,-0.007441582623869181,-0.02807004563510418,0.04866964742541313,-0.07964841276407242,0.00936009082943201,-0.037580832839012146,-0.023395681753754616
national,0.16882304847240448,0.16876773536205292,0.16890141367912292,0.32739606499671936,0.35592976212501526,0.16939407587051392,0.27889734506607056,0.2269321233034134,0.11508705466985703,0.28915393352508545,0.15643028914928436
laboratory,0.20190474390983582,0.6134601831436157,0.0983743742108345,0.19762322306632996,0.3646054267883301,0.1832468956708908,0.2253785878419876,0.22757107019424438,0.10953018814325333,0.2533527612686157,0.07445509731769562
system,0.23557309806346893,0.1420954465866089,0.2021704614162445,0.3233085572719574,0.16972410678863525,0.27033093571662903,0.2589043080806732,0.20844142138957977,0.1219867691397667,0.21978288888931274,0.15556083619594574
",",0.3087472915649414,0.1915702074766159,0.28617382049560547,0.4933079481124878,0.3017033040523529,0.3541618287563324,0.427140474319458,0.1446857750415802,0.18645142018795013,0.5201468467712402,0.31091248989105225
and,0.31309178471565247,0.2452252358198166,0.3461615741252899,0.5171257257461548,0.2665814459323883,0.4711785912513733,0.3739250600337982,0.1892649531364441,0.19920819997787476,0.4954058527946472,0.20544172823429108
has,0.20338068902492523,0.13366122543811798,0.42885294556617737,0.4177538752555847,0.21257302165031433,0.6353569626808167,0.4670248031616211,0.13080090284347534,0.17438863217830658,0.4173259735107422,0.15994466841220856
a,0.3320399522781372,0.19764700531959534,0.38201746344566345,0.5829201340675354,0.20256656408309937,0.338716596364975,1.0,0.22126229107379913,0.21251177787780762,0.539380669593811,0.23916715383529663
joint,0.18112199008464813,0.18295545876026154,0.17660045623779297,0.2854326069355011,0.13650751113891602,0.1459345519542694,0.22126229107379913,1.0000001192092896,0.21466310322284698,0.19035212695598602,0.15804731845855713
stake,0.18326318264007568,0.09598615765571594,0.16702403128147125,0.23719215393066406,0.16668346524238586,0.22217008471488953,0.21251177787780762,0.21466310322284698,1.0,0.1796121448278427,0.10940878093242645
in,0.30808621644973755,0.19344905018806458,0.214483380317688,0.6662389636039734,0.3201795518398285,0.36843645572662354,0.539380669593811,0.19035212695598602,0.1796121448278427,1.0,0.20430970191955566
fermilab,0.2138461172580719,0.4457918405532837,0.17663781344890594,0.2714831829071045,0.3785868287086487,0.21024157106876373,0.24670733511447906,0.14560434222221375,0.206907257437706,0.24372480809688568,0.14421918988227844
",",0.3087472915649414,0.1915702074766159,0.28617382049560547,0.4933079481124878,0.3017033040523529,0.3541618287563324,0.427140474319458,0.1446857750415802,0.18645142018795013,0.5201468467712402,0.31091248989105225
a,0.3320399522781372,0.19764700531959534,0.38201746344566345,0.5829201340675354,0.20256656408309937,0.338716596364975,1.0,0.22126229107379913,0.21251177787780762,0.539380669593811,0.23916715383529663
nearby,0.13611137866973877,0.1396901160478592,0.14950992166996002,0.2903098165988922,0.14811494946479797,0.2636066675186157,0.19101864099502563,0.0751744881272316,0.21877296268939972,0.3131678104400635,0.07977716624736786
