,name,a,text,that,might,be,used,by,a,religious,teacher,to,teach,.
religious,0.08788274973630905,0.23162008821964264,0.19099226593971252,0.2569219172000885,0.2245667278766632,0.19911830127239227,0.16300737857818604,0.19244135916233063,0.23162008821964264,0.9999998807907104,0.2614806294441223,0.24161745607852936,0.2669653296470642,0.23880675435066223
and,0.21235932409763336,0.3739250600337982,0.18575285375118256,0.4731321930885315,0.31685465574264526,0.41766801476478577,0.3150506615638733,0.4289871156215668,0.3739250600337982,0.30280056595802307,0.27571162581443787,0.48971283435821533,0.27376773953437805,0.588965117931366
spiritual,0.08161307871341705,0.2160448133945465,0.07845596224069595,0.2560626268386841,0.215596005320549,0.217450812458992,0.15843132138252258,0.13236045837402344,0.2160448133945465,0.5744005441665649,0.36543601751327515,0.24096204340457916,0.355064332485199,0.20261000096797943
teachers,0.11480151861906052,0.2509842813014984,0.18645143508911133,0.24071024358272552,0.24122771620750427,0.20256873965263367,0.16122658550739288,0.20573484897613525,0.2509842813014984,0.26186174154281616,0.7334206104278564,0.2668606638908386,0.672313392162323,0.24628326296806335
",",0.28145334124565125,0.427140474319458,0.21162694692611694,0.4137537479400635,0.2533247768878937,0.39254459738731384,0.3120402991771698,0.3680937886238098,0.427140474319458,0.2753547728061676,0.2884024977684021,0.44245919585227966,0.22192275524139404,0.6812511086463928
such,0.14280109107494354,0.2706976532936096,0.21177738904953003,0.4479874074459076,0.39831793308258057,0.5239806771278381,0.4262988865375519,0.2736194431781769,0.2706976532936096,0.2574559450149536,0.174470454454422,0.2871878743171692,0.20702366530895233,0.3298943042755127
as,0.2851914167404175,0.39550232887268066,0.20700207352638245,0.4735107421875,0.3630484640598297,0.5230465531349182,0.35160550475120544,0.3815547823905945,0.39550232887268066,0.22407519817352295,0.27420735359191895,0.42092081904411316,0.2547597289085388,0.515582263469696
gurus,0.11670580506324768,0.17276063561439514,0.22219528257846832,0.2674073278903961,0.24319294095039368,0.2351803332567215,0.10785544663667679,0.10190358757972717,0.17276063561439514,0.3801719546318054,0.32321494817733765,0.1743345856666565,0.3233877420425415,0.19458334147930145
",",0.28145334124565125,0.427140474319458,0.21162694692611694,0.4137537479400635,0.2533247768878937,0.39254459738731384,0.3120402991771698,0.3680937886238098,0.427140474319458,0.2753547728061676,0.2884024977684021,0.44245919585227966,0.22192275524139404,0.6812511086463928
mullahs,0.13643546402454376,0.19810627400875092,0.12919282913208008,0.2094907909631729,0.1471100151538849,0.1878470629453659,0.11645489186048508,0.18372094631195068,0.19810627400875092,0.3282300531864166,0.20299531519412994,0.24059021472930908,0.24805113673210144,0.33269625902175903
",",0.28145334124565125,0.427140474319458,0.21162694692611694,0.4137537479400635,0.2533247768878937,0.39254459738731384,0.3120402991771698,0.3680937886238098,0.427140474319458,0.2753547728061676,0.2884024977684021,0.44245919585227966,0.22192275524139404,0.6812511086463928
rabbis,0.08542500436306,0.19227901101112366,0.1508847177028656,0.2795339822769165,0.21455374360084534,0.2441752851009369,0.1928187608718872,0.21337014436721802,0.19227901101112366,0.42904946208000183,0.25630682706832886,0.22811797261238098,0.32025909423828125,0.17064622044563293
",",0.28145334124565125,0.427140474319458,0.21162694692611694,0.4137537479400635,0.2533247768878937,0.39254459738731384,0.3120402991771698,0.3680937886238098,0.427140474319458,0.2753547728061676,0.2884024977684021,0.44245919585227966,0.22192275524139404,0.6812511086463928
pastors/youth,0.23001334071159363,0.25177428126335144,0.18237006664276123,0.1945389211177826,0.21317799389362335,0.24285875260829926,0.13771066069602966,0.2373494803905487,0.25177428126335144,0.4035192131996155,0.40223395824432373,0.2630707323551178,0.37724676728248596,0.2929292321205139
pastors,0.12576763331890106,0.15536180138587952,0.13666129112243652,0.18680797517299652,0.23890508711338043,0.242411807179451,0.11416454613208771,0.23531293869018555,0.15536180138587952,0.366876482963562,0.31964102387428284,0.24736544489860535,0.38485094904899597,0.19854140281677246
and,0.21235932409763336,0.3739250600337982,0.18575285375118256,0.4731321930885315,0.31685465574264526,0.41766801476478577,0.3150506615638733,0.4289871156215668,0.3739250600337982,0.30280056595802307,0.27571162581443787,0.48971283435821533,0.27376773953437805,0.588965117931366
lamas,0.1650746762752533,0.2141658365726471,0.15243472158908844,0.14029525220394135,0.15245477855205536,0.14602302014827728,0.1322442889213562,0.18465083837509155,0.2141658365726471,0.31437817215919495,0.30977779626846313,0.20354199409484863,0.23861242830753326,0.19888116419315338
",",0.28145334124565125,0.427140474319458,0.21162694692611694,0.4137537479400635,0.2533247768878937,0.39254459738731384,0.3120402991771698,0.3680937886238098,0.427140474319458,0.2753547728061676,0.2884024977684021,0.44245919585227966,0.22192275524139404,0.6812511086463928
may,0.1821857988834381,0.29255667328834534,0.19490869343280792,0.4234136641025543,0.5044193863868713,0.45514434576034546,0.29261529445648193,0.1970296949148178,0.29255667328834534,0.24384857714176178,0.15417979657649994,0.391582727432251,0.15809877216815948,0.35826805233955383
teach,0.09182561188936234,0.18608243763446808,0.14901429414749146,0.30684569478034973,0.2819056808948517,0.24814555048942566,0.2264137715101242,0.14033691585063934,0.18608243763446808,0.2669653296470642,0.6285144090652466,0.36650484800338745,1.0000001192092896,0.2642667293548584
religious,0.08788274973630905,0.23162008821964264,0.19099226593971252,0.2569219172000885,0.2245667278766632,0.19911830127239227,0.16300737857818604,0.19244135916233063,0.23162008821964264,0.9999998807907104,0.2614806294441223,0.24161745607852936,0.2669653296470642,0.23880675435066223
