,which,channels,did,frank,marx,think,would,be,requisitioned,by,the,u.s.,army,?
these,0.5959210991859436,0.30002912878990173,0.38755595684051514,0.16177774965763092,0.16446074843406677,0.3914264142513275,0.3925110399723053,0.4507283866405487,0.38677406311035156,0.33332425355911255,0.49086877703666687,-0.015737786889076233,0.18117043375968933,0.2571668326854706
applications,0.34649497270584106,0.35176387429237366,0.1447269320487976,0.10490786284208298,0.1512322574853897,0.1962444931268692,0.24448096752166748,0.3143751323223114,0.39400577545166016,0.22322139143943787,0.23664557933807373,-0.031120918691158295,0.08542370796203613,0.19125857949256897
all,0.50777268409729,0.2433251291513443,0.33943864703178406,0.1916760802268982,0.15259678661823273,0.4156843423843384,0.41205164790153503,0.42151448130607605,0.3775807023048401,0.2944089472293854,0.4860881567001343,0.074127696454525,0.1805132031440735,0.29575422406196594
requested,0.2630670368671417,0.19910845160484314,0.3457925021648407,0.06789194047451019,0.18061332404613495,0.3496971130371094,0.4090672433376312,0.31101831793785095,0.4271415174007416,0.24744804203510284,0.2535228729248047,0.12631893157958984,0.23023203015327454,0.3419589698314667
for,0.44095608592033386,0.23651212453842163,0.318512886762619,0.2070610374212265,0.10667424649000168,0.35838815569877625,0.39877474308013916,0.3801851272583008,0.3005511462688446,0.3248702883720398,0.4739971458911896,0.11615988612174988,0.17493335902690887,0.264628142118454
the,0.6521818041801453,0.27277594804763794,0.34736719727516174,0.23372484743595123,0.15810349583625793,0.3102172613143921,0.4133751392364502,0.4248143136501312,0.3549115061759949,0.4408751428127289,1.0,0.06592652946710587,0.31011611223220825,0.22068053483963013
stations,0.25455939769744873,0.4536110460758209,0.16568200290203094,0.08936392515897751,0.09853020310401917,0.16449780762195587,0.19704756140708923,0.24197013676166534,0.20763345062732697,0.20435920357704163,0.24762700498104095,-0.016616571694612503,0.16863177716732025,0.13192185759544373
to,0.5345056653022766,0.21767447888851166,0.4452643394470215,0.18102532625198364,0.19107459485530853,0.3748004138469696,0.5965728163719177,0.4972836375236511,0.3074267506599426,0.33534231781959534,0.535392165184021,0.09732837975025177,0.22938482463359833,0.29463258385658264
broadcast,0.26385819911956787,0.4576503038406372,0.17054221034049988,0.12278366833925247,0.11428473889827728,0.138380765914917,0.1730719655752182,0.20571625232696533,0.18868038058280945,0.22584840655326843,0.2713715434074402,-0.020555395632982254,0.15217667818069458,0.15760008990764618
on,0.4245251417160034,0.3108726739883423,0.2670976221561432,0.19603559374809265,0.1531796008348465,0.2772510051727295,0.35589995980262756,0.37900757789611816,0.2779892086982727,0.33887791633605957,0.5107308030128479,0.0330372117459774,0.17614345252513885,0.2714994251728058
vhf,0.3746870160102844,0.49949976801872253,0.1441168189048767,0.026073629036545753,0.15899650752544403,0.21489733457565308,0.2563568651676178,0.34269651770591736,0.2837301790714264,0.18643739819526672,0.2811516523361206,-0.1346098631620407,0.15788623690605164,0.22005349397659302
channel,0.30183109641075134,0.8352546095848083,0.09007708728313446,0.07998421043157578,0.08909973502159119,0.16454793512821198,0.1943238526582718,0.1563846319913864,0.19542013108730316,0.20094449818134308,0.2860044836997986,0.01891685649752617,0.18002550303936005,0.20176179707050323
7,-0.21589960157871246,-0.18289916217327118,-0.147744283080101,0.023070966824889183,-0.0022908123210072517,-0.16862601041793823,-0.1984405219554901,-0.23325690627098083,-0.1082107275724411,-0.09676564484834671,-0.1142377033829689,0.1397796869277954,0.1401025354862213,-0.15092156827449799
