,who,designed,the,largest,item,from,italy,that,is,part,of,the,v,&,a,sculpture,collection,?
the,0.3733934462070465,0.2559613883495331,1.0,0.3757036626338959,0.24508722126483917,0.40150508284568787,0.2633645832538605,0.5473989248275757,0.5823672413825989,0.527681291103363,0.733189046382904,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.23690329492092133,0.25281965732574463,0.22068053483963013
largest,0.12422340363264084,0.13669298589229584,0.3757036626338959,0.9999999403953552,0.11873708665370941,0.20374812185764313,0.1562909334897995,0.19412246346473694,0.3413417339324951,0.3383965790271759,0.36650770902633667,0.3757036626338959,0.06051240116357803,0.13004033267498016,0.24042341113090515,0.2256268858909607,0.22454601526260376,0.12401245534420013
item,0.1822924017906189,0.15105080604553223,0.24508722126483917,0.11873708665370941,1.0,0.22565551102161407,0.11838947236537933,0.3259255290031433,0.2482070028781891,0.16012287139892578,0.18744561076164246,0.24508722126483917,0.1372414529323578,0.09033749997615814,0.332552045583725,0.12084781378507614,0.27755501866340637,0.2842435836791992
from,0.27839982509613037,0.12069370597600937,0.40150508284568787,0.20374812185764313,0.22565551102161407,1.0,0.1655264049768448,0.3477667272090912,0.27355384826660156,0.31841611862182617,0.4249346852302551,0.40150508284568787,0.13980557024478912,0.14301162958145142,0.322764128446579,0.18837447464466095,0.2754948139190674,0.19969791173934937
italy,0.17201180756092072,0.14962336421012878,0.2633645832538605,0.1562909334897995,0.11838947236537933,0.1655264049768448,1.0,0.17940302193164825,0.16406619548797607,0.2111598402261734,0.2844046950340271,0.2633645832538605,0.16059377789497375,0.08774009346961975,0.1983879655599594,0.1878734529018402,0.16158559918403625,0.11567100137472153
is,0.24293622374534607,0.18406619131565094,0.5823672413825989,0.3413417339324951,0.2482070028781891,0.27355384826660156,0.16406619548797607,0.3995479643344879,1.0,0.4582172930240631,0.4854315221309662,0.5823672413825989,0.16126930713653564,0.08384179323911667,0.658733606338501,0.20341666042804718,0.21135231852531433,0.22961433231830597
the,0.3733934462070465,0.2559613883495331,1.0,0.3757036626338959,0.24508722126483917,0.40150508284568787,0.2633645832538605,0.5473989248275757,0.5823672413825989,0.527681291103363,0.733189046382904,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.23690329492092133,0.25281965732574463,0.22068053483963013
chancel,0.22600297629833221,0.2649988532066345,0.35158711671829224,0.08207813650369644,0.20929944515228271,0.16640810668468475,0.19274938106536865,0.2925816476345062,0.18314863741397858,0.28993257880210876,0.31217291951179504,0.35158711671829224,0.18231762945652008,0.08749590069055557,0.25560998916625977,0.2554260492324829,0.2015322893857956,0.15613511204719543
chapel,0.20341672003269196,0.2226933240890503,0.22978568077087402,0.18095463514328003,0.10200896114110947,0.12479729950428009,0.20655924081802368,0.17274047434329987,0.14665859937667847,0.21265701949596405,0.2654571533203125,0.22978568077087402,0.15487372875213623,0.1504063904285431,0.22240659594535828,0.3215504586696625,0.20035812258720398,0.11566921323537827
from,0.27839982509613037,0.12069370597600937,0.40150508284568787,0.20374812185764313,0.22565551102161407,1.0,0.1655264049768448,0.3477667272090912,0.27355384826660156,0.31841611862182617,0.4249346852302551,0.40150508284568787,0.13980557024478912,0.14301162958145142,0.322764128446579,0.18837447464466095,0.2754948139190674,0.19969791173934937
santa,0.1560577154159546,0.10264550149440765,0.23511074483394623,0.17657490074634552,0.13590064644813538,0.20531083643436432,0.2793615460395813,0.19766521453857422,0.1796122044324875,0.1995963156223297,0.2417823076248169,0.23511074483394623,0.12862840294837952,0.1766906976699829,0.1996532380580902,0.18561913073062897,0.1498745083808899,0.17321589589118958
chiara,0.279125452041626,0.17169448733329773,0.2098989188671112,0.13777431845664978,0.07851777970790863,0.18899190425872803,0.417056679725647,0.12058403342962265,0.1743074208498001,0.16658751666545868,0.2269476056098938,0.2098989188671112,0.1260889172554016,0.16790422797203064,0.2165812849998474,0.27662891149520874,0.11267158389091492,0.17970120906829834
florence,0.1867731362581253,0.19984273612499237,0.17304638028144836,0.10175419598817825,0.030856968834996223,0.1461395025253296,0.49658122658729553,0.15331698954105377,0.1600719690322876,0.13280104100704193,0.1642632931470871,0.17304638028144836,0.1683652400970459,0.08413372188806534,0.20215336978435516,0.33030933141708374,0.20035235583782196,0.14859086275100708
dated,0.15443216264247894,0.12029305100440979,0.2046709507703781,0.058302778750658035,0.1403118371963501,0.22167015075683594,0.12752903997898102,0.2510267496109009,0.13580690324306488,0.11684655398130417,0.210488960146904,0.2046709507703781,0.06996108591556549,0.09943925589323044,0.19971038401126862,0.25370094180107117,0.19724096357822418,0.215650275349617
1493–1500,0.04663383960723877,-0.004719789605587721,0.10128065943717957,0.03624487295746803,0.06073608249425888,0.08225741982460022,0.014707768335938454,0.09973759204149246,0.11525809019804001,0.03999749943614006,0.04198693484067917,0.10128065943717957,0.09168502688407898,0.012149127200245857,0.0633775144815445,0.03828569874167442,-0.04480477422475815,0.13286903500556946
",",0.3365725874900818,0.201692596077919,0.4933079481124878,0.26626327633857727,0.14941494166851044,0.39760664105415344,0.2497674822807312,0.4137537479400635,0.4691906273365021,0.3376222252845764,0.4946078956127167,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2533513307571411,0.2277175933122635,0.31091248989105225
designed,0.21097040176391602,1.0,0.2559613883495331,0.13669298589229584,0.15105080604553223,0.12069370597600937,0.14962336421012878,0.270294189453125,0.18406619131565094,0.1781352460384369,0.2000347077846527,0.2559613883495331,0.18692530691623688,0.15487702190876007,0.28430381417274475,0.30310794711112976,0.2010653018951416,0.11213942617177963
by,0.39727845788002014,0.29250532388687134,0.4408751428127289,0.17839421331882477,0.14509552717208862,0.3373257517814636,0.19219915568828583,0.37496164441108704,0.3899846076965332,0.28271573781967163,0.3646814823150635,0.4408751428127289,0.11988817155361176,0.17475149035453796,0.32094135880470276,0.17374664545059204,0.2678082287311554,0.17966607213020325
giuliano,0.24217025935649872,0.18598440289497375,0.16869038343429565,0.09025239199399948,0.12592239677906036,0.12573231756687164,0.5203664302825928,0.1735391616821289,0.11560342460870743,0.08418972045183182,0.2118496149778366,0.16869038343429565,0.1457604616880417,0.16219967603683472,0.16870875656604767,0.2540242373943329,0.15963038802146912,0.15284208953380585
da,0.21530824899673462,0.14595845341682434,0.16199231147766113,0.1000266745686531,0.025863274931907654,0.13284514844417572,0.2594473958015442,0.17941834032535553,0.15954378247261047,0.13817434012889862,0.15832912921905518,0.16199231147766113,0.12189687043428421,0.05281589552760124,0.18525190651416779,0.18829232454299927,0.12016512453556061,0.17175890505313873
sangallo,0.28144487738609314,0.2740989029407501,0.2072424441576004,0.14685943722724915,0.1193937435746193,0.1579134166240692,0.39508652687072754,0.1887066662311554,0.21171601116657257,0.1753253936767578,0.18042460083961487,0.2072424441576004,0.1873091608285904,0.16061121225357056,0.21830083429813385,0.3528779447078705,0.1409706175327301,0.20399807393550873
it,0.2868398427963257,0.3057002127170563,0.6251175999641418,0.30890756845474243,0.24485835433006287,0.325604110956192,0.22874875366687775,0.5921133160591125,0.6328473687171936,0.4648587107658386,0.38761502504348755,0.6251175999641418,0.1784781813621521,0.08886928111314774,0.5452592968940735,0.18940822780132294,0.21974997222423553,0.25732165575027466
is,0.24293622374534607,0.18406619131565094,0.5823672413825989,0.3413417339324951,0.2482070028781891,0.27355384826660156,0.16406619548797607,0.3995479643344879,1.0,0.4582172930240631,0.4854315221309662,0.5823672413825989,0.16126930713653564,0.08384179323911667,0.658733606338501,0.20341666042804718,0.21135231852531433,0.22961433231830597
11.1,0.11750244349241257,-0.01588694006204605,-0.02236340381205082,0.023811889812350273,-0.07528825104236603,-0.016109611839056015,0.028730878606438637,0.0689903274178505,0.01840078830718994,-0.07103095203638077,-0.02207195945084095,-0.02236340381205082,-0.05001681298017502,0.020026182755827904,0.024522265419363976,0.0028385836631059647,0.062064915895462036,-0.044128142297267914
metres,0.115117147564888,0.1909153163433075,0.2668202519416809,0.3334539532661438,0.16817809641361237,0.15198300778865814,0.11451783031225204,0.2099045366048813,0.2701532244682312,0.22700530290603638,0.21713921427726746,0.2668202519416809,0.09280292689800262,0.051263514906167984,0.25680530071258545,0.3075067400932312,0.12781628966331482,0.11151815950870514
in,0.2792111933231354,0.22657902538776398,0.6662389636039734,0.3017216920852661,0.1656482219696045,0.4274188280105591,0.3334544897079468,0.435920387506485,0.5394441485404968,0.4499994218349457,0.5696388483047485,0.6662389636039734,0.15216681361198425,0.1358654648065567,0.539380669593811,0.23036405444145203,0.23004686832427979,0.20430970191955566
height,0.08261597156524658,0.20641030371189117,0.2694929540157318,0.17048722505569458,0.22801214456558228,0.1738269180059433,0.1912209540605545,0.21551740169525146,0.19831733405590057,0.19871938228607178,0.23672480881214142,0.2694929540157318,0.18319691717624664,0.08293262124061584,0.1969926655292511,0.20860935747623444,0.13084156811237335,0.1599798947572708
by,0.39727845788002014,0.29250532388687134,0.4408751428127289,0.17839421331882477,0.14509552717208862,0.3373257517814636,0.19219915568828583,0.37496164441108704,0.3899846076965332,0.28271573781967163,0.3646814823150635,0.4408751428127289,0.11988817155361176,0.17475149035453796,0.32094135880470276,0.17374664545059204,0.2678082287311554,0.17966607213020325
5.4,0.010512636043131351,0.019597027450799942,0.0557168610394001,0.025905754417181015,-0.01699102111160755,-0.0032697247806936502,-0.05124928429722786,0.02823801338672638,-0.02565193548798561,0.029239775612950325,0.015545496717095375,0.0557168610394001,-0.11109557747840881,0.04751873016357422,-0.028690095990896225,-0.1487768441438675,-0.08584041148424149,-0.0604255385696888
