,william,would,eventually,gain,what,throne,?
stadtholder,0.377594918012619,0.22856292128562927,0.2400210052728653,0.2740207612514496,0.22018957138061523,0.44081011414527893,0.19014941155910492
william,1.0,0.2189071625471115,0.1634400188922882,0.1479605883359909,0.24990826845169067,0.20293274521827698,0.14462219178676605
iii,0.22987481951713562,0.1507267951965332,0.17867618799209595,0.12361562997102737,0.09164873510599136,0.3305889666080475,0.13642357289791107
of,0.20272590219974518,0.3353942930698395,0.313495934009552,0.27324017882347107,0.33290785551071167,0.211557537317276,0.1826142966747284
orange,0.26979556679725647,0.12739154696464539,0.1635444015264511,0.11757243424654007,0.18341036140918732,0.20118658244609833,0.1066059097647667
",",0.23339112102985382,0.32586824893951416,0.262137234210968,0.2041122019290924,0.3087472915649414,0.18564283847808838,0.31091248989105225
who,0.32068803906440735,0.3632977604866028,0.3540181517601013,0.250509113073349,0.40942975878715515,0.24592310190200806,0.26220351457595825
later,0.24580532312393188,0.3580727279186249,0.569589376449585,0.17965339124202728,0.2517229914665222,0.27845609188079834,0.1417175978422165
became,0.2145843207836151,0.31390392780303955,0.3732108473777771,0.212140753865242,0.1434093862771988,0.18199019134044647,0.11374033987522125
king,0.2880098819732666,0.20603084564208984,0.2681288421154022,0.14524677395820618,0.18449601531028748,0.5131785869598389,0.19130074977874756
of,0.20272590219974518,0.3353942930698395,0.313495934009552,0.27324017882347107,0.33290785551071167,0.211557537317276,0.1826142966747284
england,0.3290124237537384,0.15540726482868195,0.24683497846126556,0.09195471554994583,0.21399550139904022,0.2814396917819977,0.13436897099018097
",",0.23339112102985382,0.32586824893951416,0.262137234210968,0.2041122019290924,0.3087472915649414,0.18564283847808838,0.31091248989105225
emerged,0.08315375447273254,0.26962724328041077,0.285562664270401,0.18360541760921478,0.19115211069583893,0.09446403384208679,0.10732126981019974
as,0.21397505700588226,0.3824005722999573,0.31215140223503113,0.2255452424287796,0.31749409437179565,0.15506556630134583,0.27043893933296204
the,0.21537061035633087,0.4133751392364502,0.42022404074668884,0.2682225704193115,0.42745697498321533,0.2638266980648041,0.22068053483963013
strongest,0.09811539202928543,0.24604153633117676,0.19858096539974213,0.2494407445192337,0.20878702402114868,0.13780565559864044,0.14222878217697144
opponent,0.1453222632408142,0.2514764666557312,0.22442002594470978,0.2941462993621826,0.20937134325504303,0.31680768728256226,0.17604640126228333
of,0.20272590219974518,0.3353942930698395,0.313495934009552,0.27324017882347107,0.33290785551071167,0.211557537317276,0.1826142966747284
king,0.2880098819732666,0.20603084564208984,0.2681288421154022,0.14524677395820618,0.18449601531028748,0.5131785869598389,0.19130074977874756
louis,0.3061540722846985,0.17316511273384094,0.22820709645748138,0.12996703386306763,0.11922219395637512,0.2452886700630188,0.09819188714027405
xiv,0.1955898255109787,0.214220330119133,0.255816787481308,0.16855071485042572,0.14248216152191162,0.34819450974464417,0.19533176720142365
after,0.23307986557483673,0.31067174673080444,0.5030388236045837,0.22570830583572388,0.21973377466201782,0.32383179664611816,0.16608688235282898
the,0.21537061035633087,0.4133751392364502,0.42022404074668884,0.2682225704193115,0.42745697498321533,0.2638266980648041,0.22068053483963013
french,0.20046363770961761,0.14495007693767548,0.16024243831634521,0.15564171969890594,0.17393042147159576,0.14121858775615692,0.1386883556842804
attacked,0.1929374486207962,0.2319519966840744,0.25986653566360474,0.1659117341041565,0.1623094528913498,0.20412009954452515,0.08601678907871246
the,0.21537061035633087,0.4133751392364502,0.42022404074668884,0.2682225704193115,0.42745697498321533,0.2638266980648041,0.22068053483963013
dutch,0.2614935338497162,0.1424899399280548,0.1962500512599945,0.16265374422073364,0.1643560230731964,0.16388070583343506,0.1081366017460823
republic,0.1469341218471527,0.11951929330825806,0.20391786098480225,0.12473189830780029,0.18626701831817627,0.22076742351055145,0.16880398988723755
in,0.21605195105075836,0.30461156368255615,0.3575967252254486,0.23473112285137177,0.30808621644973755,0.16208268702030182,0.20430970191955566
1672,0.0011461848625913262,-0.05844450369477272,0.02772381342947483,-0.060781080275774,-0.03174138814210892,0.01795635186135769,-0.016871925443410873
.,0.2768123149871826,0.35067233443260193,0.3220598101615906,0.20901274681091309,0.3567904531955719,0.1895931512117386,0.4130953550338745
