,what,are,some,of,the,accepted,general,principles,of,european,union,law,?
accepted,0.2928575575351715,0.18583707511425018,0.24911658465862274,0.2863047122955322,0.2999902665615082,1.0,0.2062046378850937,0.28665074706077576,0.2863047122955322,0.1867474615573883,0.2214336395263672,0.27548524737358093,0.19665466248989105
general,0.24928055703639984,0.15219135582447052,0.21401871740818024,0.28352999687194824,0.28634732961654663,0.2062046378850937,1.0000001192092896,0.2270563840866089,0.28352999687194824,0.14515185356140137,0.25239288806915283,0.26049289107322693,0.1972234547138214
principles,0.3122304081916809,0.24335607886314392,0.2702593207359314,0.25854504108428955,0.21452596783638,0.28665074706077576,0.2270563840866089,1.0000001192092896,0.25854504108428955,0.2124764770269394,0.20839111506938934,0.37726420164108276,0.19203636050224304
of,0.33290785551071167,0.39081433415412903,0.4300730526447296,1.0,0.733189046382904,0.2863047122955322,0.28352999687194824,0.25854504108428955,1.0,0.2507138252258301,0.2642118036746979,0.2816956341266632,0.1826142966747284
european,0.15324164927005768,0.15548661351203918,0.23190714418888092,0.2507138252258301,0.3423081040382385,0.1867474615573883,0.14515185356140137,0.2124764770269394,0.2507138252258301,0.9999998807907104,0.3571677803993225,0.17164482176303864,0.14560863375663757
union,0.1396910548210144,0.15829040110111237,0.18898412585258484,0.2642118036746979,0.24421639740467072,0.2214336395263672,0.25239288806915283,0.20839111506938934,0.2642118036746979,0.3571677803993225,0.9999999403953552,0.19371826946735382,0.07797172665596008
law,0.2145031988620758,0.13009320199489594,0.19280415773391724,0.2816956341266632,0.24548950791358948,0.27548524737358093,0.26049289107322693,0.37726420164108276,0.2816956341266632,0.17164482176303864,0.19371826946735382,1.0000001192092896,0.1528988480567932
include,0.1535889357328415,0.5140694975852966,0.5271874070167542,0.37431180477142334,0.2951717972755432,0.1348130851984024,0.11024434864521027,0.2250407338142395,0.37431180477142334,0.17434708774089813,0.09078612923622131,0.1344868391752243,0.14925788342952728
fundamental,0.35305243730545044,0.28600409626960754,0.3103001117706299,0.35164782404899597,0.3078918755054474,0.37379923462867737,0.24554996192455292,0.5796843767166138,0.35164782404899597,0.19743157923221588,0.24820305407047272,0.35547971725463867,0.2011919468641281
rights,0.2386135458946228,0.1375609040260315,0.23852147161960602,0.19425496459007263,0.2579100430011749,0.2086208015680313,0.17327341437339783,0.3240523934364319,0.19425496459007263,0.20173384249210358,0.16317512094974518,0.3795265257358551,0.21814769506454468
(,0.2411840260028839,0.23263892531394958,0.2279975414276123,0.35032153129577637,0.33289089798927307,0.19902324676513672,0.23743551969528198,0.14499662816524506,0.35032153129577637,0.17014704644680023,0.13465912640094757,0.14312884211540222,0.40561532974243164
see,0.44941186904907227,0.3773394227027893,0.4159115254878998,0.33962661027908325,0.3770301640033722,0.24527475237846375,0.1584801971912384,0.20782417058944702,0.33962661027908325,0.2088170051574707,0.15274129807949066,0.18600696325302124,0.42005208134651184
human,0.24243313074111938,0.23456993699073792,0.28156569600105286,0.3083189129829407,0.3103327453136444,0.20151163637638092,0.1852850615978241,0.3113572895526886,0.3083189129829407,0.24801260232925415,0.1593826413154602,0.19538705050945282,0.19748784601688385
rights,0.2386135458946228,0.1375609040260315,0.23852147161960602,0.19425496459007263,0.2579100430011749,0.2086208015680313,0.17327341437339783,0.3240523934364319,0.19425496459007263,0.20173384249210358,0.16317512094974518,0.3795265257358551,0.21814769506454468
),0.26259949803352356,0.2373749315738678,0.2398642599582672,0.3680361211299896,0.3456730246543884,0.22218234837055206,0.22449038922786713,0.1362421065568924,0.3680361211299896,0.17755553126335144,0.15587253868579865,0.15311799943447113,0.42300865054130554
",",0.3087472915649414,0.4062570035457611,0.42400437593460083,0.4946078956127167,0.4933079481124878,0.2906060218811035,0.3022127151489258,0.23890022933483124,0.4946078956127167,0.19684812426567078,0.2362271547317505,0.24953721463680267,0.31091248989105225
proportionality,0.25857412815093994,0.30927276611328125,0.34585312008857727,0.25016435980796814,0.2545052170753479,0.1789352148771286,0.22234956920146942,0.26162514090538025,0.25016435980796814,0.1866198629140854,0.12808972597122192,0.2840154469013214,0.22919641435146332
",",0.3087472915649414,0.4062570035457611,0.42400437593460083,0.4946078956127167,0.4933079481124878,0.2906060218811035,0.3022127151489258,0.23890022933483124,0.4946078956127167,0.19684812426567078,0.2362271547317505,0.24953721463680267,0.31091248989105225
legal,0.26388198137283325,0.15840981900691986,0.30176857113838196,0.2720220685005188,0.25629305839538574,0.27135390043258667,0.26579952239990234,0.30714645981788635,0.2720220685005188,0.23288588225841522,0.20605236291885376,0.5520976781845093,0.2143220454454422
certainty,0.47387680411338806,0.28963959217071533,0.36637401580810547,0.32837578654289246,0.2811688482761383,0.3143954277038574,0.21540629863739014,0.3827601373195648,0.32837578654289246,0.1523388773202896,0.2276298701763153,0.3186550736427307,0.27320238947868347
",",0.3087472915649414,0.4062570035457611,0.42400437593460083,0.4946078956127167,0.4933079481124878,0.2906060218811035,0.3022127151489258,0.23890022933483124,0.4946078956127167,0.19684812426567078,0.2362271547317505,0.24953721463680267,0.31091248989105225
equality,0.2506782114505768,0.1863248646259308,0.20906580984592438,0.26455768942832947,0.2277037352323532,0.2701985538005829,0.20590457320213318,0.437428742647171,0.26455768942832947,0.2048431783914566,0.2663855254650116,0.3619561195373535,0.19821703433990479
before,0.3801657259464264,0.21243946254253387,0.3172599971294403,0.3282964527606964,0.45900648832321167,0.26439711451530457,0.1992262303829193,0.1874866634607315,0.3282964527606964,0.1967504471540451,0.16948294639587402,0.1987977921962738,0.2507109045982361
the,0.42745697498321533,0.40399202704429626,0.4566698372364044,0.733189046382904,1.0,0.2999902665615082,0.28634732961654663,0.21452596783638,0.733189046382904,0.3423081040382385,0.24421639740467072,0.24548950791358948,0.22068053483963013
